year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1996,I think of the man who grabbed me by the shoulder once with tears in his eyes and said his daughter was dying of cancer and he thanked me for giving him a chance to spend some time with her without losing his job because of the Family and Medical Leave Act.,Appeal to Emotion,CLINTON,6 10 1996,T72,90860 91116,I think of the man who grabbed me by the shoulder once with tears in his eyes and said his daughter was dying of cancer and he thanked me for giving him a chance to spend some time with her without losing his job because of the Family and Medical Leave Act,22_1996,Premise
1996,"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus. The drunk driver had no money. Under the new bill, if I had signed it, a person like that could never have had any recovery. I thought that was wrong.",Appeal to Emotion,CLINTON,6 10 1996,T247,19467 19637,"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus",22_1996,Premise
1996,"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission. And I shook hands with him on it and I appointed my members, and the commission never met.",Appeal to Emotion,CLINTON,6 10 1996,T302,25075 25297,"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission",22_1996,Premise
1996,"Prime Minister Rabin gave his life because someone in his own country literally hated him for trying to bring peace. I would like to have had a big, organized summit, but those people were killing each other, rapidly, innocent Arab children, innocent Israeli people, they were dying.",Appeal to Emotion,CLINTON,6 10 1996,T661,54572 54687,Prime Minister Rabin gave his life because someone in his own country literally hated him for trying to bring peace,22_1996,Premise
1996,"But let me remind you, my family has suffered from drug abuse. I know what it's like to see somebody you love nearly lose their lives, and I hate drugs, Senator. We need to do this together and we can.",Appeal to Emotion,CLINTON,6 10 1996,T363,30255 30293,my family has suffered from drug abuse,22_1996,Premise
1996,"I remember getting my future back from doctors and nurses and a doctor in Chicago named Dr. Kalikian . And ever since that time, I've tried to give something back to my country, to the people who are watching us tonight.",Appeal to Emotion,DOLE,6 10 1996,T15,3593 3693,I remember getting my future back from doctors and nurses and a doctor in Chicago named Dr. Kalikian,22_1996,Premise
2020,"You’re sitting at the kitchen table this morning deciding, well, we can’t get new tires, they’re bald, because we have to wait another month or so. Or are we going to be able to pay the mortgage? Who’s going to tell her, she can’t go back to community college?",Appeal to Emotion,BIDEN,22 10 2020,T367,14318 14324,we can,22_1996,Claim
1996,"But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.",Appeal to Emotion,CLINTON,6 10 1996,T701,56595 56653,I believe America is the greatest country in human history,22_1996,Claim
1996,The American people should make up their own mind.,Appeal to Emotion,CLINTON,6 10 1996,T874,70421 70470,The American people should make up their own mind,22_1996,Claim
1996,"Folks, we can build that bridge to the 21st Century, big enough and strong enough for all of us to walk across, and I hope you will help me build it.",Appeal to Emotion,CLINTON,6 10 1996,T74,91317 91361,we can build that bridge to the 21st Century,22_1996,Claim
1996,"We are the greatest country on the face of the earth. We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",Appeal to Emotion,DOLE,6 10 1996,T87,92691 92743,We are the greatest country on the face of the earth,22_1996,Claim
2020,"So I want to ask the American people, how calm were you when you were panicked about where you’re going to get your next roll of toilet paper? How calm were you when your kids were sent home from school and you didn’t know when they could go back?",Appeal to Emotion,,7 10 2020,T498,39957 39964,you did,22_1996,Claim
1996,"The biggest tax increase in history. The biggest crime increase in history, the biggest drug increase in history in Arkansas.",Appeal to Emotion,DOLE,6 10 1996,T969,77512 77549,The biggest crime increase in history,22_1996,Premise
1996,You're spending millions and millions of dollars in negative ads frightening senior citizens.,Appeal to Emotion,DOLE,6 10 1996,T1018,82520 82612,You're spending millions and millions of dollars in negative ads frightening senior citizens,22_1996,Premise
1996,"So I rolled the dice, I put my career on the line because I really believe the future of America is on the line.",Appeal to Emotion,DOLE,6 10 1996,T1061,85390 85417,I put my career on the line,22_1996,Premise
1996,"Republicans talk about it, but we're the first the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row.",Appeal to Emotion,CLINTON,6 10 1996,T1086,87029 87162,we're the first the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row,22_1996,Premise
1996,"I've worked on the food stamp program, proudly.",Appeal to Emotion,DOLE,6 10 1996,T749,60467 60513,"I've worked on the food stamp program, proudly",22_1996,Premise
1996,"It's going to be a big, big opportunity for a lot of people.",Appeal to Emotion,DOLE,6 10 1996,T759,61593 61652,"It's going to be a big, big opportunity for a lot of people",22_1996,Claim
1996,Some schools aren't safe. Some schools aren't even safe. Your choice is nothing.,Appeal to Emotion,DOLE,6 10 1996,T828,66447 66471,Some schools aren't safe,22_1996,Premise
1996,"And you know this liberal charge, that's what their party always drags out when they get in a tight race. It's sort of their golden oldie, you know.",Appeal to Emotion,CLINTON,6 10 1996,T871,70163 70254,"this liberal charge, that's what their party always drags out when they get in a tight race",22_1996,Claim
1996,They're working harder and higher and harder paying more taxes.,Appeal to Emotion,DOLE,6 10 1996,T115,9014 9076,They're working harder and higher and harder paying more taxes,22_1996,Premise
1996,"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",Appeal to Emotion,DOLE,6 10 1996,T205,16079 16163,"He twisted arms and got six Democrats to vote the other way, but we lost by one vote",22_1996,Premise
1996,I'm proud of the fact that America is stronger and more prosperous and more secure than we were four years ago.,Appeal to Emotion,CLINTON,6 10 1996,T63,90068 90151,America is stronger and more prosperous and more secure than we were four years ago,22_1996,Claim
1996,"Now, we're now kidding anybody, Mr. President. These are sophisticated people watching tonight. Millions and millions of Americans.",Appeal to Emotion,DOLE,6 10 1996,T312,26317 26364,These are sophisticated people watching tonight,22_1996,Premise
1996,But it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine.,Appeal to Emotion,CLINTON,6 10 1996,T162,13028 13149,it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine,22_1996,Claim
1996,tearing me apart,Appeal to Emotion,DOLE,6 10 1996,T180,14410 14479,You've already spent $45 million scaring seniors and tearing me apart,22_1996,Claim
1996,"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",Appeal to Emotion,CLINTON,6 10 1996,T473,37959 38072,in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election,22_1996,Claim
1996,"We provide the leadership and we're going to have to continue to provide the leadership, but let's do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations.",Appeal to Emotion,DOLE,6 10 1996,T495,40119 40144,We provide the leadership,22_1996,Claim
1996,"Our military is the strongest military in the world. It is the strongest, best prepared, best equipped it has ever been.",Appeal to Emotion,CLINTON,6 10 1996,T504,40341 40392,Our military is the strongest military in the world,22_1996,Premise
1996,"I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.",Appeal to Emotion,CLINTON,6 10 1996,T508,41390 41529,"I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources",22_1996,Claim
1996,"In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously.",Appeal to Emotion,CLINTON,6 10 1996,T533,42786 42893,"In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously",22_1996,Premise
1996,Most people want to see their own doctor. They're going to see their own doctor when Bob Dole is president. We won't threaten anybody.,Appeal to Emotion,DOLE,6 10 1996,T570,46481 46545,They're going to see their own doctor when Bob Dole is president,22_1996,Claim
1996,"this massive, massive takeover by the Federal government",Appeal to Emotion,DOLE,6 10 1996,T693,47050 47124,"instead of trying this massive, massive takeover by the Federal government",22_1996,Claim
1996,withering on the vine,Appeal to Emotion,CLINTON,6 10 1996,T162,13028 13149,it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine,22_1996,Claim
1996,our nation's drug czar,Appeal to Emotion,CLINTON,6 10 1996,T329,27236 27376,I appointed a four-star general who led our efforts south of the border to keep drugs from coming into the country as our nation's drug czar,22_1996,Premise
1996,We have dramatically increased control and enforcement at the border.,Appeal to Emotion,CLINTON,6 10 1996,T332,27493 27561,We have dramatically increased control and enforcement at the border,22_1996,Premise
1996,America is the greatest place on the face of the earth.,Appeal to Emotion,DOLE,6 10 1996,T14,3814 3868,America is the greatest place on the face of the earth,22_1996,Claim
1996,"But I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries.",Appeal to Emotion,CLINTON,6 10 1996,T55,7473 7640,"I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries",22_1996,Claim
1996,"But it won't be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D'Amato, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.",False Cause,CLINTON,6 10 1996,T183,14711 14763,"it won't be possible to do, if his tax scheme passes",22_1996,Claim
1996,"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.",False Cause,DOLE,6 10 1996,T455,36290 36486,"let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers",22_1996,Premise
1996,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,False Cause,DOLE,6 10 1996,T349,28926 29029,You resisted the appointment of a drug czar there because you thought it might interfere with treatment,22_1996,Premise
1996,"Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill.",False Cause,CLINTON,6 10 1996,T402,32989 33269,"when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill",22_1996,Premise
1996,It's going to blow a hole in the deficit It's going to raise taxes on nine million people and require bigger cuts than the one I vetoed.,Slippery Slope,CLINTON,6 10 1996,T975,78658 78698,It's going to blow a hole in the deficit,22_1996,Premise
1996,"If he gets elected president, we'll start the new century without anyone in the cabinet of the President representing education in our children.",Slippery Slope,CLINTON,6 10 1996,T736,59586 59699,we'll start the new century without anyone in the cabinet of the President representing education in our children,22_1996,Claim
2020,"we can’t close up our nation, or you’re not going to have a nation.",Slippery Slope,,22 10 2020,T367,14318 14324,we can,22_1996,Claim
