year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1992,a sorry little post office,Appeal to Emotion,BUSH,15 10 1992,T715,38762 38987,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together",20_1992,Premise
1992,strongly favor,Appeal to Emotion,BUSH,15 10 1992,T717,39128 39164,"I favor, strongly favor, term limits",20_1992,Claim
1992,an unfair fight,Appeal to Emotion,CLINTON,15 10 1992,,40434 40703,"If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair fight.",20_1992,unknown
1992,"I don't think there are any villains, but, boy, is the system rotten",Appeal to Emotion,PEROT,15 10 1992,T737,42057 42125,"I don't think there are any villains, but, boy, is the system rotten",20_1992,Claim
1992,pork barrel,Appeal to Emotion,BUSH,15 10 1992,T465,9780 9956,"if the Congress can't cut, and we've got a reckless spending Congress, let the president have a shot at it by wiping out things that are pork barrel or something of that nature",20_1992,Premise
1992,There will be a job-sucking sound going south.,Appeal to Emotion,PEROT,15 10 1992,T13,3143 3188,There will be a job-sucking sound going south,20_1992,Claim
1992,"And so I'm very proud of the way that came about and I think it's a very, very good beginning.",Appeal to Emotion,BUSH,15 10 1992,T551,24094 24180,"I'm very proud of the way that came about and I think it's a very, very good beginning",20_1992,Claim
1992,awful hard,Appeal to Emotion,BUSH,15 10 1992,T553,24272 24379,it's awful hard to say we're going to go out and spend more money when we're trying to get the deficit down,20_1992,Claim
1992,these deadly tenements,Appeal to Emotion,BUSH,15 10 1992,T561,24690 24876,Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements,20_1992,Premise
1992,This is not mud slinging. This is fact slinging -- a bill earlier this year.,Appeal to Emotion,CLINTON,15 10 1992,T576,26535 26559,This is not mud slinging,20_1992,Claim
1992,"There is a crime bill which would put more police on the street, which was killed for this session by a filibuster in the Senate, mostly be Republican senators, and I think it's a shame it didn't pass, I think it should be made the law -- but it had the Brady bill in it, the waiting period.",Appeal to Emotion,CLINTON,15 10 1992,T650,33119 33182,There is a crime bill which would put more police on the street,20_1992,Premise
1992,But don't just sit here slow dancing for 4 years doing nothing.,Appeal to Emotion,PEROT,15 10 1992,T705,38095 38153,don't just sit here slow dancing for 4 years doing nothing,20_1992,Claim
1992,"I couldn't agree with you more, couldn't agree with you more.",Appeal to Emotion,PEROT,15 10 1992,T517,14352 14382,I couldn't agree with you more,20_1992,Claim
1992,"And I have said again and again and again let's get off mud wrestling, let's get off personalities and let's talk about jobs, health care, crime, the things that concern the American people.",Appeal to Emotion,PEROT,15 10 1992,T479,14418 14483,I have said again and again and again let's get off mud wrestling,20_1992,Claim
1992,"You know, nobody likes who shot John, but I think the first negative campaign run in this election was by Governor Clinton, and I'm not going to sit there and be a punching bag; I'm going to stand up and say, hey, listen, here's my side of it.",Appeal to Emotion,BUSH,15 10 1992,T488,15600 15680,I think the first negative campaign run in this election was by Governor Clinton,20_1992,Claim
1992,"My argument with Governor Clinton -- you can call it mud wrestling, but I think it's fair to put it in focus is -- I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war.",Appeal to Emotion,BUSH,15 10 1992,T515,16715 16835,I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war,20_1992,Claim
1992,But the big argument I have with the governor on this is this taking different positions on different issues -- trying to be one thing to one person here that's opposing the NAFTA agreement and then for it -- what we call waffling. And I do think that you can't turn the White House into the Waffle House.,Appeal to Emotion,BUSH,15 10 1992,T489,17318 17386,I do think that you can't turn the White House into the Waffle House,20_1992,Claim
1992,I've been disturbed by the tone and the tenor of this campaign.,Appeal to Emotion,CLINTON,15 10 1992,T506,18062 18124,I've been disturbed by the tone and the tenor of this campaign,20_1992,Premise
1992,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",False Cause,BUSH,15 10 1992,T715,38762 38987,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together",20_1992,Premise
1992,"That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more. And that's why he wants to veto it, just like he vetoed an earlier bill this year.",False Cause,CLINTON,15 10 1992,T574,26347 26450,That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more,20_1992,Premise
1992,Some of the states that have the toughest anti-gun laws have the highest levels of crime.,False Cause,BUSH,15 10 1992,T681,35153 35241,Some of the states that have the toughest anti-gun laws have the highest levels of crime,20_1992,Premise
1992,"And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long.",Slippery Slope,BUSH,15 10 1992,T716,39029 39119,"I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long",20_1992,Claim
1992,Our children will not see the American dream because of this debt that somebody somewhere dropped on us.,Slippery Slope,PEROT,15 10 1992,T476,13101 13204,Our children will not see the American dream because of this debt that somebody somewhere dropped on us,20_1992,Premise
