year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1980,a very bright vista,Appeal to Emotion,CARTER,28 10 1980,T339,53928 54012,This commitment has been opening up a very bright vista for our nation in the future,9_1980,Claim
1980,an unequaled record in the history of our country,Appeal to Emotion,CARTER,28 10 1980,T370,57698 57841,"we have this year the opportunity, which we'll realize, to produce 800 million tons of coal - an unequaled record in the history of our country",9_1980,Premise
1980,literally thousands of unnecessary regulations that invade every facet of business,Appeal to Emotion,REAGAN,28 10 1980,T387,59927 60107,"I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary",9_1980,Claim
1980,"It would have destroyed the economy of California, and, I must say, we had the support of Congress when we pointed out how ridiculous this attempt was by the Environmental Protection Agency.",Appeal to Emotion,REAGAN,28 10 1980,T396,61810 61859,It would have destroyed the economy of California,9_1980,Claim
1980,with all my heart,Appeal to Emotion,REAGAN,28 10 1980,T3,2955 3026,I believe with all my heart that our first priority must be world peace,9_1980,Claim
1980,our first priority must be world peace,Appeal to Emotion,REAGAN,28 10 1980,T3,2955 3026,I believe with all my heart that our first priority must be world peace,9_1980,Claim
1980,always and only a last resort,Appeal to Emotion,REAGAN,28 10 1980,T4,3037 3167,"use of force is always and only a last resort, when everything else has failed, and then only with regard to our national security",9_1980,Premise
1980,"These kinds of approaches are very dangerous to the security, the well being and the peace of mind of the retired people of this country and those approaching retirement age.",Appeal to Emotion,CARTER,28 10 1980,T424,65462 65635,"These kinds of approaches are very dangerous to the security, the well being and the peace of mind of the retired people of this country and those approaching retirement age",9_1980,Claim
1980,disgraceful,Appeal to Emotion,REAGAN,28 10 1980,T457,69722 69933,I think it is disgraceful that the Disability Insurance Fund in Social Security finds checks going every month to tens of thousands of people who are locked up in our institutions for crime or for mental illness,9_1980,Claim
1980,the deleterious comments,Appeal to Emotion,CARTER,28 10 1980,T460,70365 70518,"The allusions to basic changes in the minimum wage is another, and the deleterious comments that Governor Reagan has made about unemployment compensation",9_1980,Premise
1980,the very disturbing comment,Appeal to Emotion,CARTER,28 10 1980,T238,34783 34867,"When Governor Reagan has been asked about that, he makes the very disturbing comment",9_1980,Claim
1980,This ultimate terrorist threat is the most fearsome of all,Appeal to Emotion,CARTER,28 10 1980,T236,35067 35125,This ultimate terrorist threat is the most fearsome of all,9_1980,Premise
1980,a kind of a hypocritical policy,Appeal to Emotion,REAGAN,28 10 1980,T258,40328 40380,I think that this is a kind of a hypocritical policy,9_1980,Claim
1980,there will be no negotiation with terrorists of any kind,Appeal to Emotion,REAGAN,28 10 1980,T270,42180 42236,there will be no negotiation with terrorists of any kind,9_1980,Claim
1980,"It's a lonely job, but with the involvement of the American people in the process, with an open Government, the job is a very gratifying one.",Appeal to Emotion,CARTER,28 10 1980,T554,82745 82762,It's a lonely job,9_1980,Claim
1980,the great people of this country,Appeal to Emotion,REAGAN,28 10 1980,T580,86302 86462,"it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well",9_1980,Claim
1980,"It looks like a bombed-out city - great, gaunt skeletons of buildings. Windows smashed out, painted on one of them ""Unkept promises;"" on another, ""Despair.""",Appeal to Emotion,REAGAN,28 10 1980,T177,24791 24860,"It looks like a bombed-out city - great, gaunt skeletons of buildings",9_1980,Premise
1980,eternally optimistic,Appeal to Emotion,REAGAN,28 10 1980,T185,25958 25983,I am eternally optimistic,9_1980,Premise
1980,It's a bully pulpit.,Appeal to Emotion,REAGAN,28 10 1980,T187,26365 26384,It's a bully pulpit,9_1980,Claim
1980,"But as governor, when I was at that end of the line and receiving some of these grants for Government programs, I saw that so many of them were dead-end.",Appeal to Emotion,REAGAN,28 10 1980,T207,30933 31081,"as governor, when I was at that end of the line and receiving some of these grants for Government programs, I saw that so many of them were dead-end",9_1980,Claim
1980,a very great insensitivity,Appeal to Emotion,CARTER,28 10 1980,T216,32486 32584,"which, to me, shows a very great insensitivity to giving deprived families a better chance in life",9_1980,Claim
1980,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War.",Appeal to Emotion,CARTER,28 10 1980,T84,12995 13101,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War",9_1980,Premise
1980,an enormous number of jobs,Appeal to Emotion,CARTER,28 10 1980,T91,13652 13688,providing an enormous number of jobs,9_1980,Claim
1980,entirely spurious,Appeal to Emotion,REAGAN,28 10 1980,T121,17077 17323,"I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people",9_1980,Claim
1980,dangerous,Appeal to Emotion,REAGAN,28 10 1980,T121,17077 17323,"I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people",9_1980,Claim
1980,blamed,Appeal to Emotion,REAGAN,28 10 1980,T114,18165 18203,he has blamed the people for inflation,9_1980,Premise
1980,accused,Appeal to Emotion,REAGAN,28 10 1980,T164,18316 18365,he has then accused the people of living too well,9_1980,Premise
1980,I believe that there is enough extravagance and fat in government.,Appeal to Emotion,REAGAN,28 10 1980,T135,19977 20042,I believe that there is enough extravagance and fat in government,9_1980,Claim
1980,"Governor Reagan's proposal, the Reagan-Kemp-Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public.",Appeal to Emotion,CARTER,28 10 1980,T143,20875 21030,"Governor Reagan's proposal, the Reagan-Kemp-Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public",9_1980,Claim
1980,this ridiculous proposal,Appeal to Emotion,CARTER,28 10 1980,T144,21032 21168,He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal,9_1980,Premise
1980,a heartless kind of approach,Appeal to Emotion,CARTER,28 10 1980,T148,21470 21545,This is a heartless kind of approach to the working families of our country,9_1980,Claim
1980,a distortion of the situation,Appeal to Emotion,REAGAN,28 10 1980,T152,22112 22212,The figures that the President has just used about California is a distortion of the situation there,9_1980,Claim
1980,a radical departure,Appeal to Emotion,CARTER,28 10 1980,T481,72319 72474,"Governor Reagan, who in most cases does typify his party, but in some cases, there is a radical departure by him from the heritage of Eisenhower and others",9_1980,Claim
1980,The most important crucial difference,Appeal to Emotion,CARTER,28 10 1980,T475,72476 72762,"The most important crucial difference in this election campaign, in my judgment, is the approach to the control of nuclear weaponry and the inclination to control or not to control the spread of atomic weapons to other nations who don't presently have it, particularly terrorist nations",9_1980,Claim
1980,a careless way in a belligerent attitude which has exemplified his attitudes in the past,Appeal to Emotion,CARTER,28 10 1980,T484,73504 73762,"a President in the Oval Office has to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace, through diplomacy, or in a careless way in a belligerent attitude which has exemplified his attitudes in the past",9_1980,Claim
1980,mischievous men,Appeal to Emotion,REAGAN,28 10 1980,T527,79976 80245,"so-called simple amendment would be used by mischievous men to destroy discriminations that properly belong, by law, to women respecting the physical differences between the two sexes, labor laws that protect them against things that would be physically harmful to them",9_1980,Claim
1980,"destroy discriminations that properly belong, by law, to women",Appeal to Emotion,REAGAN,28 10 1980,T527,79976 80245,"so-called simple amendment would be used by mischievous men to destroy discriminations that properly belong, by law, to women respecting the physical differences between the two sexes, labor laws that protect them against things that would be physically harmful to them",9_1980,Claim
1980,a disturbing pattern in the attitude of Governor Reagan,Appeal to Emotion,CARTER,28 10 1980,T293,46572 46752,"To negotiate with the Soviet Union a balanced, controlled, observable, and then reducing levels of atomic weaponry, there is a disturbing pattern in the attitude of Governor Reagan",9_1980,Claim
1980,"an irresponsible statement, or, maybe, an ill-advised statement",Appeal to Emotion,CARTER,28 10 1980,T296,47431 47565,"It's understandable that a Senator in the preliminary debates can make an irresponsible statement, or, maybe, an ill-advised statement",9_1980,Claim
1980,"But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing.",Appeal to Emotion,CARTER,28 10 1980,T298,47645 47871,"when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing",9_1980,Claim
1980,some very misleading and disturbing statements,Appeal to Emotion,CARTER,28 10 1980,T308,49209 49281,Governor Reagan is making some very misleading and disturbing statements,9_1980,Claim
1980,It would be very disturbing to American people.,Appeal to Emotion,CARTER,28 10 1980,T316,50164 50210,It would be very disturbing to American people,9_1980,Claim
1980,"And it would also be very disturbing to our allies, all of whom support this nuclear arms treaty.",Appeal to Emotion,CARTER,28 10 1980,T314,50374 50466,"it would also be very disturbing to our allies, all of whom support this nuclear arms treaty",9_1980,Premise
1980,extremely dangerous and belligerent,Appeal to Emotion,CARTER,28 10 1980,T312,50601 50704,"This attitude is extremely dangerous and belligerent in its tone, although it's said with a quiet voice",9_1980,Claim
1980,"I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary; that Government can do without; that have added $130 billion to the cost of production in this country; and that are contributing their part to inflation.",False Cause,REAGAN,28 10 1980,T387,59927 60107,"I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary",9_1980,Claim
1980,"And indeed, every time it has increased you will find there is an increase in minority unemployment among young people.",False Cause,REAGAN,28 10 1980,T211,31543 31657,"indeed, every time it has increased you will find there is an increase in minority unemployment among young people",9_1980,Premise
1980,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",Slippery Slope,CARTER,28 10 1980,T428,65006 65151,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system",9_1980,Premise
1980,The President's economic plan calls for increasing the taxes to the point that we finally take so much money away from the people that we can balance the budget in that way. But we will have a very poor nation and a very unsound economy if we follow that path.,Slippery Slope,REAGAN,28 10 1980,T119,19312 19370,we will have a very poor nation and a very unsound economy,9_1980,Claim
