year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1960,"I do not suggest in any way, nor have I ever, that that indicates that Mr. Nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the Ku Klux Klan.",Appeal to Emotion,KENNEDY,13 10 1960,T378,28339 28525,"I do not suggest in any way, nor have I ever, that that indicates that Mr. Nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the Ku Klux Klan",3_1960,Claim
1960,That's absurd.,Appeal to Emotion,KENNEDY,13 10 1960,T376,28527 28540,That's absurd,3_1960,Claim
1960,"I've never suggested, even by the vaguest implication, that he did anything but disapprove it.",Appeal to Emotion,KENNEDY,13 10 1960,T400,28610 28844,"Mr. Nixon knows very well that in this - in this whole matter that's been involved with the so-called religious discussion in this campaign, I've never suggested, even by the vaguest implication, that he did anything but disapprove it",3_1960,Premise
1960,The worst thing that I can think can happen in this campaign,Appeal to Emotion,NIXON,13 10 1960,T399,29806 29916,The worst thing that I can think can happen in this campaign would be for it to be decided on religious issues,3_1960,Premise
1960,in every possible circumstance that we can,Appeal to Emotion,NIXON,13 10 1960,T118,49607 49705,we must continue to have a balanced budget here at home in every possible circumstance that we can,3_1960,Claim
1960,this great venture,Appeal to Emotion,NIXON,13 10 1960,T123,50119 50283,we have to bear in mind that we must get more help from our allies abroad in this great venture in which all free men are involved of winning the battle for freedom,3_1960,Premise
1960,the battle for freedom,Appeal to Emotion,NIXON,13 10 1960,T73,43270 43373,move her forward so that we can stay ahead of the Soviet Union and win the battle for freedom and peace,3_1960,Premise
1960,a tremendous load,Appeal to Emotion,NIXON,13 10 1960,T124,50289 50348,America has been carrying a tremendous load in this respect,3_1960,Premise
1960,This is the history of dealing with dictators.,Appeal to Emotion,NIXON,13 10 1960,T199,6504 6549,This is the history of dealing with dictators,3_1960,Premise
1960,the tremendous talents that our people have,Appeal to Emotion,NIXON,13 10 1960,T44,42220 42351,We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately,3_1960,Premise
1960,my best judgment,Appeal to Emotion,KENNEDY,13 10 1960,T446,36016 36190,"I have stated that it's my best judgment that our agricultural program will cost a billion and a half, possibly two billion dollars less than the present agricultural program",3_1960,Claim
1960,"the most fantastic program, the worst program",Appeal to Emotion,NIXON,13 10 1960,T471,39186 39277,all the experts who have studied the program indicate that it is the most fantastic program,3_1960,Premise
1960,foisted upon it in an election year or any other time,Appeal to Emotion,NIXON,13 10 1960,T472,39279 39421,"the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time",3_1960,Premise
1960,a phony interest rate,Appeal to Emotion,NIXON,13 10 1960,T468,40037 40127,"I don't believe we ought to pay our bills through inflation, through a phony interest rate",3_1960,Premise
1960,any hope for success,Appeal to Emotion,KENNEDY,13 10 1960,T350,25966 26037,"the hazards involved, if the summit conference had any hope for success",3_1960,Premise
1960,distortion of the facts,Appeal to Emotion,KENNEDY,13 10 1960,T289,17636 17761,I don't think it's possible for Mr. Nixon to state the record in distortion of the facts with more precision than he just did,3_1960,Claim
1960,"Because in this critical year - period of the sixties we've got to move forward, all Americans must move forward together, and we have to get the greatest cooperation possible between labor and management.",Appeal to Emotion,NIXON,13 10 1960,T444,32716 32920,"Because in this critical year - period of the sixties we've got to move forward, all Americans must move forward together, and we have to get the greatest cooperation possible between labor and management",3_1960,Premise
1960,This is a difficult and sensitive matter.,Appeal to Emotion,KENNEDY,13 10 1960,T430,34716 34756,This is a difficult and sensitive matter,3_1960,Claim
1960,"If we didn't have a depletion allowance of certainly, I believe, the present amount, we would have our oil exploration cut substantially in this country.",False Cause,NIXON,13 10 1960,T100,47614 47766,"If we didn't have a depletion allowance of certainly, I believe, the present amount, we would have our oil exploration cut substantially in this country",3_1960,Claim
1960,"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.",False Cause,NIXON,13 10 1960,T339,23471 23556,"as a result of our taking the strong stand that we did, the civil war there was ended",3_1960,Premise
1960,"Then he goes on to say that he's going to change the interest-rate situation and we're going to get some more money that way. Well, what he is saying there in effect, we're going to have inflation. We're going to go right back to what we had under Mr. Truman when he had political control of the Federal Reserve Board.",Slippery Slope,NIXON,13 10 1960,T464,39723 39794,he goes on to say that he's going to change the interest-rate situation,3_1960,Claim
1960,"I think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government, and that will be a - be in the end, in my opinion, wage control; it would mean price control - all the things that we do not want.",Slippery Slope,NIXON,13 10 1960,T439,31790 32034,"I think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government",3_1960,Premise
1960,"that once you do this - follow this course of action - of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. And that means war.",Slippery Slope,NIXON,13 10 1960,T275,16418 16432,that means war,3_1960,Premise
