year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
2016,another one of her disasters,Appeal to Emotion,TRUMP,26 9 2016,T750,69853 69891,which was another one of her disasters,41_2016,Claim
2016,a total mess,Appeal to Emotion,TRUMP,26 9 2016,T775,72391 72437,"You look at the Middle East, it’s a total mess",41_2016,Premise
2016,beauty,Appeal to Emotion,TRUMP,26 9 2016,T886,72480 72643,"But you look at the Middle East, you started the Iran deal, that’s another beauty where you have a country that was ready to fall, I mean, they were doing so badly",41_2016,Premise
2016,choking,Appeal to Emotion,TRUMP,26 9 2016,T887,72645 72679,They were choking on the sanctions,41_2016,Premise
2016,a tremendous job.I'm,Appeal to Emotion,TRUMP,26 9 2016,T251,23798 23834,They’re going to do a tremendous job,41_2016,Premise
2016,"down.We are in a big, fat, ugly bubble.",Appeal to Emotion,TRUMP,26 9 2016,T296,28335 28368,"We are in a big, fat, ugly bubble",41_2016,Claim
2016,ripped off,Appeal to Emotion,TRUMP,26 9 2016,T307,29883 29943,that’s being ripped off by every single country in the world,41_2016,Premise
2016,disgraceful,Appeal to Emotion,TRUMP,26 9 2016,T347,34482 34506,I think it’s disgraceful,41_2016,Claim
2016,an unbelievable company,Appeal to Emotion,TRUMP,26 9 2016,T400,39381 39409,It’s an unbelievable company,41_2016,Claim
2016,"some very, very inappropriate statements",Appeal to Emotion,TRUMP,19 10 2016,,91743 91762,It’s inappropriate.,41_2016,unknown
2016,"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over—almost 4,000 people in Chicago have been killed.",False Cause,TRUMP,26 9 2016,T662,44637 44684,"almost 4,000 people in Chicago have been killed",41_2016,Premise
2016,"These are people that are bad people that shouldn't be—when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.",False Cause,TRUMP,26 9 2016,T493,46111 46147,These are people that are bad people,41_2016,Premise
2016,"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much.So Ford is leaving.",False Cause,TRUMP,26 9 2016,T44,5307 5322,Ford is leaving,41_2016,Premise
2016,"debt.The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.So",False Cause,TRUMP,26 9 2016,T154,14531 14640,"The Obama administration, from the time they’ve come in, is over 230 years’ worth of debt, and he’s topped it",41_2016,Premise
2016,law and order,Slogans,TRUMP,26 9 2016,T462,43448 43469,we need law and order,41_2016,Claim
2016,We have to bring back law and order.,Slogans,TRUMP,26 9 2016,T470,44409 44444,We have to bring back law and order,41_2016,Claim
2016,We have to bring back law and order.Now,Slogans,TRUMP,26 9 2016,T470,44409 44444,We have to bring back law and order,41_2016,Claim
2016,we need law and order,Slogans,TRUMP,26 9 2016,T462,43448 43469,we need law and order,41_2016,Claim
2016,I want to make America great again.,Slogans,TRUMP,26 9 2016,T1016,93116 93150,I want to make America great again,41_2016,Claim
2016,I don't believe that Hillary has the stamina.,Ad Hominem,TRUMP,26 9 2016,T971,89147 89191,I don’t believe that Hillary has the stamina,41_2016,Claim
