year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
1984,"There are two distinguished authors on arms control in this country -- there are many others, but two that I want to cite tonight. One is Strobe Talbott in his classic book, ""Deadly Gambits.'' The other is John Neuhaus, who's one of the most distinguished arms control specialists in our country. Both said that this administration turned down the ""walk in the woods'' agreement first, and that would have been a perfect agreement from the standpoint of the United States in Europe and our security.",Appeal to Authority,MONDALE,21 10 1984,T311,37630 37697,There are two distinguished authors on arms control in this country,12_1984,Claim,"There are two distinguished authors on arms control in this country -- there are many others, but two that I want to cite tonight. One is Strobe Talbott in his classic book, ""Deadly Gambits.'' The other is John Neuhaus, who's one of the most distinguished arms control specialists in our country. Both said that this administration turned down the ""walk in the woods'' agreement first, and that would have been a perfect agreement from the standpoint of the United States in Europe and our security. When Mr. Nitze, a good negotiator, returned, he was rebuked, and his boss was fired. This is the kind of leadership that we've had in this administration on the most deadly issue of our times. Now we have a runaway arms race. All they've got to show for 4 years in U.S.-Soviet relations is one meeting in the last weeks of an administration, and nothing before. They're tough negotiators, but all previous Presidents have made progress. This one has not."
1984,"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.",Appeal to Emotion,MONDALE,21 10 1984,T339,36298 36344,I demanded an apology from Vice President Bush,12_1984,Claim,"I read his statement the other day. I don't admire Fidel Castro at all. And I've said that. Che Guevara was a contemptible figure in civilization's history. I know the Cuban state as a police state, and all my life I've worked in a way that demonstrates that. But Jesse Jackson is an independent person. I don't control him. And let's talk about people we do control. In the last debate, \1\ (FOOTNOTE) the Vice President of the United States said that I said the marines had died shamefully and died in shame in Lebanon. I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all. What does the President have to say about taking responsibility for a Vice President who won't apologize for something like that? (FOOTNOTE) \1\Mr. Mondale was referring to an earlier debate between George Bush and Geraldine Ferarro, the Vice-Presidential candidates."
1984,"We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.",Appeal to Emotion,MONDALE,21 10 1984,T204,22316 22349,We are a government by the people,12_1984,Premise,"No. As a matter of fact, I believe every one of those standards is essential to the exercise of power by this country. And we can see that in both Lebanon and in Central America. In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened. And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did. Similarly, in Central America: What we're doing in Nicaragua with this covert war -- which the Congress, including many Republicans, have tried to stop -- is finally end up with a public definition of American power that hurts us, where we get associated with political assassins and the rest. We have to decline, for the first time in modern history, jurisdiction in the World Court because they'll find us guilty of illegal actions. And our enemies are strengthened from all of this. We need to be strong, we need to be prepared to use that strength, but we must understand that we are a democracy. We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere. Nicaragua"
1984,"I never, ever conceived of such a thing. I never said any such thing.",Appeal to Emotion,REAGAN,21 10 1984,T40,9683 9722,"I never, ever conceived of such a thing",12_1984,Claim,"Yes. I have so many things there to respond to, I'm going to pick out something you said earlier. You've been all over the country repeating something that, I will admit, the press has also been repeating -- that I believed that nuclear missiles could be fired and then called back. I never, ever conceived of such a thing. I never said any such thing. In a discussion of our strategic arms negotiations, I said that submarines carrying missiles and airplanes carrying missiles were more conventional-type weapons, not as destabilizing as the land-based missiles, and that they were also weapons that -- or carriers -- that if they were sent out and there was a change, you could call them back before they had launched their missiles. But I hope that from here on you will no longer be saying that particular thing, which is absolutely false. How anyone could think that any sane person would believe you could call back a nuclear missile, I think is as ridiculous as the whole concept has been. So, thank you for giving me a chance to straighten the record. I'm sure that you appreciate that. [Laughter]"
1984,"I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back.",Appeal to Emotion,REAGAN,21 10 1984,T215,25402 25545,"I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back",12_1984,Claim,"No, Morton, I don't agree to all of those things. First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government. But the first -- pardon me -- the first time we went in, we went in at their request because the war was going on right in Beirut between Israel and the PLO terrorists. Israel could not be blamed for that. Those terrorists had been violating their northern border consistently, and Israel chased them all the way to there. Then we went in with the multinational force to help remove, and did remove, more than 13,000 of those terrorists from Lebanon. We departed. And then the Government of Lebanon asked us back in as a stabilizing force while they established a government and sought to get the foreign forces all the way out of Lebanon and that they could then take care of their own borders. And we were succeeding. We were there for the better part of a year. Our position happened to be at the airport. Oh, there were occasional snipings and sometimes some artillery fire, but we did not engage in conflict that was out of line with our mission. I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back. And this is what we did. We never initiated any kind of action; we defended ourselves there. But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan. We were succeeding, and that was why the terrorist acts began. There are forces there -- and that includes Syria, in my mind -- who don't want us to succeed, who don't want that kind of a peace with a dominant Lebanon, dominant over its own territory. And so, the terrorist acts began and led to the one great tragedy when they were killed in that suicide bombing of the building. Then the multilateral force withdrew for only one reason: We withdrew because we were no longer able to carry out the mission for which we had been sent in. But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them. And I have no apologies for our going on a peace mission."
1984,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.",Appeal to Emotion,REAGAN,21 10 1984,T246,29773 29798,retaliation will be taken,12_1984,Claim,"Yes. First of all, Mr. Mondale should know that the President of the United States did not order the marines into that barracks. That was a command decision made by the commanders on the spot and based with what they thought was best for the men there. That is one. On the other things that you've just said about the terrorists, I'm tempted to ask you what you would do. These are unidentified people, and after the bomb goes off, they're blown to bits because they are suicidal individuals who think they're going to go to paradise if they perpetrate such an act and lose their life in doing it. We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken. But we're not going to simply kill some people to say, ""Oh, look, we got even.'' We want to know when we retaliate that we're retaliating with those who are responsible for the terrorist acts. And terrorist acts are such that our own United States Capitol in Washington has been bombed twice."
1984,"But we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions.",Appeal to Emotion,MONDALE,21 10 1984,T538,63940 64056,"we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions",12_1984,Claim,"Morton, I did criticize the President because of our undercutting of what was a stalwart ally -- the Shah of Iran. And I am not at all convinced that he was that far out of line with his people or that they wanted that to happen. The Shah had done our bidding and carried our load in the Middle East for quite some time, and I did think that it was a blot on our record that we let him down. Have things gotten better? The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind. But we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions. The matter of Somoza -- no, I never defended Somoza. And, as a matter of fact, the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place. And the promise of the revolution was democracy, human rights, free labor unions, free press. And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution. Many of them are now the contras. They exiled some, they jailed some, they murdered some. And they installed a Marxist-Leninist totalitarian government. And what I have to say about this is, many times -- and this has to do with the Philippines, also, I know there are things there in the Philippines that do not look good to us from the standpoint right now of democratic rights, but what is the alternative? It is a large Communist movement to take over the Philippines. They have been our friend since their inception as a nation. And I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative. And I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific."
1984,"And I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific.",Appeal to Emotion,MONDALE,21 10 1984,T550,65293 65520,"I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific",12_1984,Claim,"Morton, I did criticize the President because of our undercutting of what was a stalwart ally -- the Shah of Iran. And I am not at all convinced that he was that far out of line with his people or that they wanted that to happen. The Shah had done our bidding and carried our load in the Middle East for quite some time, and I did think that it was a blot on our record that we let him down. Have things gotten better? The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind. But we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions. The matter of Somoza -- no, I never defended Somoza. And, as a matter of fact, the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place. And the promise of the revolution was democracy, human rights, free labor unions, free press. And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution. Many of them are now the contras. They exiled some, they jailed some, they murdered some. And they installed a Marxist-Leninist totalitarian government. And what I have to say about this is, many times -- and this has to do with the Philippines, also, I know there are things there in the Philippines that do not look good to us from the standpoint right now of democratic rights, but what is the alternative? It is a large Communist movement to take over the Philippines. They have been our friend since their inception as a nation. And I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative. And I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific."
1984,"let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union.",Appeal to Emotion,MONDALE,21 10 1984,T447,53086 53241,"let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union",12_1984,Premise,"First of all, let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union. We have had for many years, understandably, a system of restraints on high technology because the Soviets are behind us. And any research or development along the Star Wars schemes would inevitably involve our most advanced computers, our most advanced engineering. And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer. I would not let the Soviet Union get their hands on it at all. Now, what's wrong with Star Wars? There's nothing wrong with the theory of it. If we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, I suppose it's a good idea. But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project. It would cost something like a trillion dollars to test and deploy weapons. The second thing is this all assumes that the Soviets wouldn't respond in kind. And they always do. We don't get behind. They won't get behind. And that's been the tragic story of the arms race. We have more at stake in space satellites than they do. If we could stop, right now, the testing and the deployment of these space weapons -- and the President's proposals go clear beyond research; if it was just research we wouldn't have any argument, because maybe someday, somebody will think of something -- but to commit this nation to a buildup of antisatellite and space weapons at this time, in their crude state, would bring about an arms race that's very dangerous indeed. One final point. The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. That's dead wrong. There wouldn't be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go. Why don't we stop this madness now and draw a line and keep the heavens free from war? [Applause] Nuclear Freeze"
1984,"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer.",Appeal to Emotion,MONDALE,21 10 1984,T505,53513 53610,"the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer",12_1984,Claim,"First of all, let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union. We have had for many years, understandably, a system of restraints on high technology because the Soviets are behind us. And any research or development along the Star Wars schemes would inevitably involve our most advanced computers, our most advanced engineering. And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer. I would not let the Soviet Union get their hands on it at all. Now, what's wrong with Star Wars? There's nothing wrong with the theory of it. If we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, I suppose it's a good idea. But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project. It would cost something like a trillion dollars to test and deploy weapons. The second thing is this all assumes that the Soviets wouldn't respond in kind. And they always do. We don't get behind. They won't get behind. And that's been the tragic story of the arms race. We have more at stake in space satellites than they do. If we could stop, right now, the testing and the deployment of these space weapons -- and the President's proposals go clear beyond research; if it was just research we wouldn't have any argument, because maybe someday, somebody will think of something -- but to commit this nation to a buildup of antisatellite and space weapons at this time, in their crude state, would bring about an arms race that's very dangerous indeed. One final point. The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. That's dead wrong. There wouldn't be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go. Why don't we stop this madness now and draw a line and keep the heavens free from war? [Applause] Nuclear Freeze"
1984,"The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. That's dead wrong.",Appeal to Emotion,MONDALE,21 10 1984,T460,54959 55098,"The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war",12_1984,Claim,"First of all, let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union. We have had for many years, understandably, a system of restraints on high technology because the Soviets are behind us. And any research or development along the Star Wars schemes would inevitably involve our most advanced computers, our most advanced engineering. And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer. I would not let the Soviet Union get their hands on it at all. Now, what's wrong with Star Wars? There's nothing wrong with the theory of it. If we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, I suppose it's a good idea. But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project. It would cost something like a trillion dollars to test and deploy weapons. The second thing is this all assumes that the Soviets wouldn't respond in kind. And they always do. We don't get behind. They won't get behind. And that's been the tragic story of the arms race. We have more at stake in space satellites than they do. If we could stop, right now, the testing and the deployment of these space weapons -- and the President's proposals go clear beyond research; if it was just research we wouldn't have any argument, because maybe someday, somebody will think of something -- but to commit this nation to a buildup of antisatellite and space weapons at this time, in their crude state, would bring about an arms race that's very dangerous indeed. One final point. The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. That's dead wrong. There wouldn't be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go. Why don't we stop this madness now and draw a line and keep the heavens free from war? [Applause] Nuclear Freeze"
1984,this ever-rising arms race madness,Appeal to Emotion,MONDALE,21 10 1984,T469,56309 56374,this ever-rising arms race madness makes both nations less secure,12_1984,Claim,"Every system that is verifiable should be placed on the table for negotiations for an agreement. I would not agree to any negotiations or any agreement that involved conduct on the part of the Soviet Union that we couldn't verify every day. I would not agree to any agreement in which the United States security interest was not fully recognized and supported. That's why we say mutual and verifiable freezes. Now, why do I support the freeze? Because this ever-rising arms race madness makes both nations less secure. It's more difficult to defend this nation. It's putting a hair-trigger on nuclear war. This administration, by going into the Star Wars system, is going to add a dangerous new escalation. We have to be tough on the Soviet Union, but I think the American people -- --"
1984,"And we will be better off, far better off, if we stop right now, because we have more to lose in space then they do.",Appeal to Emotion,MONDALE,21 10 1984,T486,58613 58672,"we will be better off, far better off, if we stop right now",12_1984,Claim,"Well, that's what a President's supposed to know -- where those weapons are going to be. If they're space weapons, I assume they'll be in space. [Laughter] If they're antisatellite weapons, I assume they're going to be aimed against satellites. Now, this is the most dangerous technology that we possess. The Soviets try to spy on us, steal this stuff. And to give them technology of this kind, I disagree with. You haven't just accepted research, Mr. President. You've set up a Strategic Defense Initiative, an agency, you're beginning to test, you're talking about deploying, you're asking for a budget of some $30 billion for this purpose. This is an arms escalation. And we will be better off, far better off, if we stop right now, because we have more to lose in space then they do. If someday, somebody comes along with an answer, that's something else. But that there would be an answer in our lifetime is unimaginable. Why do we start things that we know the Soviets will match and make us all less secure? That's what a President's for."
