year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
2000,"First of all Â I want to make it clear, our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world.",Appeal to Emotion,GORE,3 10 2000,T616,39471 39599,"our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world",25_2000,Claim
2000,will fight for middle-class families and working men and women and I will never let you down.,Appeal to Emotion,GORE,3 10 2000,T183,80916 80941,I will never let you down,25_2000,Claim
2000,"You know, I think the American people deserve credit for the great economy that we have.",Appeal to Emotion,GORE,3 10 2000,T915,67756 67833,I think the American people deserve credit for the great economy that we have,25_2000,Claim
2000,"Throughout my career in public service, I have fought for the working men and women of this country, middle-class families.",Appeal to Emotion,GORE,3 10 2000,T267,88551 88673,"Throughout my career in public service, I have fought for the working men and women of this country, middle-class families",25_2000,Claim
2000,. I think it's the hard-working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families,Appeal to Emotion,BUSH,3 10 2000,T46,6580 6635,I think it's the hard-working people of America's money,25_2000,Claim
2000,cynicism,Appeal to Emotion,BUSH,3 10 2000,T174,79838 79864,after a season of cynicism,25_2000,Premise
2000,fuzzy math,Appeal to Emotion,BUSH,3 10 2000,T351,15788 15803,It's fuzzy math,25_2000,Premise
2000,phony,Appeal to Emotion,GORE,3 10 2000,T62,5974 6063,tonight we're going to hear some phony numbers about what I think and what we ought to do,25_2000,Claim
2000,fuzzy,Appeal to Emotion,GORE,3 10 2000,T351,15788 15803,It's fuzzy math,25_2000,Premise
2000,the marriage penalty,Appeal to Emotion,BUSH,3 10 2000,T748,51426 51463,Take for example the marriage penalty,25_2000,Premise
2000,marriage penalty,Appeal to Emotion,BUSH,3 10 2000,T748,51426 51463,Take for example the marriage penalty,25_2000,Premise
2000,disparaging,Appeal to Emotion,BUSH,3 10 2000,T861,51903 51976,This man has been disparaging my plan with all this Washington fuzzy math,25_2000,Claim
2000,illusion,Appeal to Emotion,GORE,3 10 2000,T848,60617 60633,It's an illusion,25_2000,Claim
2016,"But I feel that it's absolutely important that we uphold, because of the fact that it is under such trauma.",Appeal to Emotion,TRUMP,19 10 2016,T682,45650 45660,absolutely,25_2000,Claim
2000,extraordinary,Appeal to Emotion,GORE,3 10 2000,T16,2116 2157,We have achieved extraordinary prosperity,25_2000,Premise
2000,some phony numbers,Appeal to Emotion,BUSH,3 10 2000,T62,5974 6063,tonight we're going to hear some phony numbers about what I think and what we ought to do,25_2000,Claim
2000,Medi-scare,Appeal to Emotion,BUSH,3 10 2000,T302,11900 11932,the man is running on Medi-scare,25_2000,Claim
2000,squabbling and finger pointing,Appeal to Emotion,BUSH,3 10 2000,T343,15415 15480,"Instead of squabbling and finger pointing, he gets immediate help",25_2000,Premise
2000,tremendous,Appeal to Emotion,BUSH,3 10 2000,T130,77022 77071,You leave future generations with tremendous IOUs,25_2000,Claim
2020,awful lot,Appeal to Emotion,PENCE,7 10 2020,T69,8137 8222,the other 99% have had an awful lot to do with building the surplus in our prosperity,25_2000,Premise
2020,catastrophe,Appeal to Emotion,HARRIS,7 10 2020,T885,63869 63936,"as governor, one of the things you have to deal with is catastrophe",25_2000,Claim
2000,We have gone from the biggest deficits to the biggest surpluses.,False Cause,GORE,3 10 2000,T928,68254 68317,We have gone from the biggest deficits to the biggest surpluses,25_2000,Premise
2000,We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market.,False Cause,GORE,3 10 2000,T927,68319 68422,We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market,25_2000,Premise
2000,"Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs.",False Cause,GORE,3 10 2000,T926,68424 68564,"Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs",25_2000,Premise
2000,Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors.,Slippery Slope,BUSH,3 10 2000,T478,26670 26788,Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors,25_2000,Claim
2000,Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be.,Slippery Slope,BUSH,3 10 2000,T479,26790 26991,Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be,25_2000,Claim
2000,I want to make sure the seniors have the promise made will be a promise kept,Slogans,BUSH,3 10 2000,T236,86655 86731,I want to make sure the seniors have the promise made will be a promise kept,25_2000,Claim
2000,no child is left behind,Slogans,BUSH,3 10 2000,T245,87520 87632,I've had a strong record of working with Democrats and Republicans in Texas to make sure no child is left behind,25_2000,Premise
2000,a culture of life,Slogans,BUSH,3 10 2000,T467,25754 25840,I think what the next president ought to do is to promote a culture of life in America,25_2000,Claim
2000,A promise made will be a promise kept.,Slogans,BUSH,3 10 2000,T155,74461 74498,A promise made will be a promise kept,25_2000,Claim
2000,the promise made will be a promise kept,Slogans,BUSH,3 10 2000,T132,77621 77769,"Seniors now understand that the promise made will be a promise kept, but younger workers now understand we better have a government that trusts them",25_2000,Claim
