source_unique_id,target_unique_id,source_id,target_id,source_text,target_text,relation_class,year
1984_cacaaef3a84877218abb7c41e02de43e,1984_16f4e8ddc757c84cdc890e0da066e7fb,T382,T380,I believe that every agreement we reach must be verifiable,"I will not agree to any production restrictions -- or agreements, unless we have the ability to verify those agreements",Support,1984
1984_ae8217196321b9d365ee82c827f9221f,1984_16f4e8ddc757c84cdc890e0da066e7fb,T440,T380,I will not agree to anything that we cannot tell every day,"I will not agree to any production restrictions -- or agreements, unless we have the ability to verify those agreements",Support,1984
1984_16f4e8ddc757c84cdc890e0da066e7fb,1984_f749a31ae7b6b190e35f361c6c7b1f4c,T380,T383,"I will not agree to any production restrictions -- or agreements, unless we have the ability to verify those agreements",we've got to be tough,Support,1984
1984_e15b72a70304c7ba6ea560d910e22768,1984_16f4e8ddc757c84cdc890e0da066e7fb,T2,T380,These are standard rules,"I will not agree to any production restrictions -- or agreements, unless we have the ability to verify those agreements",Support,1984
1984_2558b7d785b9801a1030def03e7f23d1,1984_a5e07a316ea03df530a1e15075df7fc2,T590,T384,so that we know the Soviets are agreeing and living up to their agreement,"in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable",Support,1984
1984_65b376a436e5b79cc09544cf648c1992,1984_a5e07a316ea03df530a1e15075df7fc2,T381,T384,I don't trust the Russians,"in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable",Support,1984
1984_73ffc149b33b5e3e083a6d8047001667,1984_4d71e1886764002664219986f4b1fb6e,T386,T385,because of our undercutting of what was a stalwart ally -- the Shah of Iran,I did criticize the President,Support,1984
1984_b5f86bc918b1eb4643efd4cab761667a,1984_73ffc149b33b5e3e083a6d8047001667,T387,T386,I am not at all convinced that he was that far out of line with his people or that they wanted that to happen,because of our undercutting of what was a stalwart ally -- the Shah of Iran,Support,1984
1984_efbe778407412e5824ad9b56866ec2e3,1984_73ffc149b33b5e3e083a6d8047001667,T388,T386,The Shah had done our bidding and carried our load in the Middle East for quite some time,because of our undercutting of what was a stalwart ally -- the Shah of Iran,Support,1984
1984_efbe778407412e5824ad9b56866ec2e3,1984_840bb61c10bb910faf794089164242d1,T388,T591,The Shah had done our bidding and carried our load in the Middle East for quite some time,I did think that it was a blot on our record that we let him down,Support,1984
1984_840bb61c10bb910faf794089164242d1,1984_4d71e1886764002664219986f4b1fb6e,T591,T385,I did think that it was a blot on our record that we let him down,I did criticize the President,Support,1984
1984_ef4122742cf72be1cee6c9e841c86811,1984_b5f86bc918b1eb4643efd4cab761667a,T389,T387,"The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind",I am not at all convinced that he was that far out of line with his people or that they wanted that to happen,Support,1984
1984_ef4122742cf72be1cee6c9e841c86811,1984_840bb61c10bb910faf794089164242d1,T389,T591,"The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind",I did think that it was a blot on our record that we let him down,Support,1984
1984_fcce0e5fa765d43570f1fbdd72bc9d68,1984_73ffc149b33b5e3e083a6d8047001667,T390,T386,"we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions",because of our undercutting of what was a stalwart ally -- the Shah of Iran,Support,1984
1984_905b143e5f8069becd5c3d9849f35aa9,1984_625d027b3c29681d0ef691173238a86f,T394,T395,"the promise of the revolution was democracy, human rights, free labor unions, free press","just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution",Support,1984
1984_905b143e5f8069becd5c3d9849f35aa9,1984_dfad8d3a2eff41c53dc208802df6c0bb,T394,T393,"the promise of the revolution was democracy, human rights, free labor unions, free press",the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place,Support,1984
1984_625d027b3c29681d0ef691173238a86f,1984_e4665061e61891d4a17c7c3663deb938,T395,T402,"just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution","I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative",Support,1984
1984_0ed3b4efe1bce328bf8c4f28a9d50cef,1984_e4665061e61891d4a17c7c3663deb938,T396,T402,Many of them are now the contras,"I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative",Support,1984
1984_93d3b3aaf91ce46b50033f0706286c6d,1984_e4665061e61891d4a17c7c3663deb938,T397,T402,"They exiled some, they jailed some, they murdered some","I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative",Support,1984
1984_d1d221f408c98825b3f6bb9c45ad738b,1984_e4665061e61891d4a17c7c3663deb938,T398,T402,they installed a Marxist-Leninist totalitarian government,"I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative",Support,1984
1984_d1d221f408c98825b3f6bb9c45ad738b,1984_cf8004a1806544e10e4fca1dd8dd0546,T398,T391,they installed a Marxist-Leninist totalitarian government,I never defended Somoza,Support,1984
1984_93d3b3aaf91ce46b50033f0706286c6d,1984_cf8004a1806544e10e4fca1dd8dd0546,T397,T391,"They exiled some, they jailed some, they murdered some",I never defended Somoza,Support,1984
1984_e4665061e61891d4a17c7c3663deb938,1984_cc1762d6a1cb793c4e330057749196cd,T402,T403,"I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative","I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific",Support,1984
1984_3a2657a9e83de93a78c8074ee55970c5,1984_cc1762d6a1cb793c4e330057749196cd,T401,T403,They have been our friend since their inception as a nation,"I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific",Support,1984
1984_09c713f23e9535385079e0fb3ab1e56e,1984_cc1762d6a1cb793c4e330057749196cd,T400,T403,It is a large Communist movement to take over the Philippines,"I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific",Support,1984
1984_c8e7ba1638514e96b5e086a4d2d1cb6a,1984_905bd68e8772195442d84198d83f70b0,T406,T405,that would be a severe blow to our abilities there in the Pacific,"there is every evidence, every indication that that government would be hostile to the United States",Support,1984
1984_b93e23c19622248045ab2c5880a2390b,1984_052b2acf756c1de9db775198906faed0,T410,T392,That hurts this nation,this nation was embarrassed by this current administration's adoption of their policies,Support,1984
1984_3d9ceefd59804a4c648b8f1a98eccf8b,1984_052b2acf756c1de9db775198906faed0,T409,T392,"What happens in South Africa, where, for example, the Nobel Prize winner, 2 days ago, said this administration is seen as working with the oppressive government of South Africa",this nation was embarrassed by this current administration's adoption of their policies,Support,1984
1984_b93e23c19622248045ab2c5880a2390b,1984_d15bef6087d8d8d65a26bd0be9ab356b,T410,T412,That hurts this nation,We need to stand for human rights,Support,1984
1984_b6cdb0d499167665ac30a513b3057015,1984_d15bef6087d8d8d65a26bd0be9ab356b,T413,T412,We need to make it clear we're for human liberty,We need to stand for human rights,Support,1984
1984_b93e23c19622248045ab2c5880a2390b,1984_ec2d0cb720d2b1469df8648bcb4389a8,T410,T414,That hurts this nation,National security and human rights must go together,Support,1984
1984_052b2acf756c1de9db775198906faed0,1984_efe2c1dc334992e70bcf9e0d637d449c,T392,T415,this nation was embarrassed by this current administration's adoption of their policies,this administration time and time again has lost its way in this field,Support,1984
1984_ca02adfd91403ab23c26eaeee064219c,1984_efe2c1dc334992e70bcf9e0d637d449c,T594,T415,made progress that had been stalled on both the Subic and the Clark airfield bases,this administration time and time again has lost its way in this field,Support,1984
1984_6e334450d17c70e0ffffeb35f2c2b135,1984_f37d5d3bdd7738001eca8d186246a85d,T408,T407,I went to the Philippines as Vice President,in no area do we disagree more than this administration's policies on human rights,Support,1984
1984_3f9de358e6da286baa95a72e7f0a47e4,1984_f37d5d3bdd7738001eca8d186246a85d,T592,T407,pressed for human rights,in no area do we disagree more than this administration's policies on human rights,Support,1984
1984_451df6000a329729112d65701b80229e,1984_f37d5d3bdd7738001eca8d186246a85d,T593,T407,called for the release of Aquino,in no area do we disagree more than this administration's policies on human rights,Support,1984
1984_ca02adfd91403ab23c26eaeee064219c,1984_f37d5d3bdd7738001eca8d186246a85d,T594,T407,made progress that had been stalled on both the Subic and the Clark airfield bases,in no area do we disagree more than this administration's policies on human rights,Support,1984
1984_e89c4a361258ed79461ca7cf114f51b6,1984_f37d5d3bdd7738001eca8d186246a85d,T3,T407,What explains this administration cozying up to the Argentine dictators after they took over,in no area do we disagree more than this administration's policies on human rights,Support,1984
1984_a20963c5108eca72aab1b3d91eb2c3da,1984_93c969c33605c735aa5e02e17b104726,T416,T418,the invasion of Afghanistan didn't take place on our watch,I don't think that our record of human rights can be assailed,Support,1984
1984_50a2b00f00e0bee71b896a48ab4ece89,1984_93c969c33605c735aa5e02e17b104726,T417,T418,"I have described what has happened in Iran, and we weren't here then either",I don't think that our record of human rights can be assailed,Support,1984
1984_93c969c33605c735aa5e02e17b104726,1984_efe2c1dc334992e70bcf9e0d637d449c,T418,T415,I don't think that our record of human rights can be assailed,this administration time and time again has lost its way in this field,Attack,1984
1984_dc13f33a32b1f5e7e367a4a8c495944c,1984_93c969c33605c735aa5e02e17b104726,T419,T418,"I think that we have observed, ourselves, and have done our best to see that human rights are extended throughout the world",I don't think that our record of human rights can be assailed,Support,1984
1984_3ad935a830710fe12b46bcdb4b505e08,1984_db4012f6acad4a9b87e8a8fef5b29a54,T596,T595,that's what we've been doing ever since I announced to the British Parliament that I thought we should do this,I was glad to hear him say that,Support,1984
1984_3c476e9a22d356407a722a5276e384c3,1984_97398da7d761575fd0ba37b05ab59c83,T291,T290,Your Pentagon and your Secretary of Defense have plans for the United States to fight and prevail in a nuclear war,"you do believe, deep down, that we are heading for some kind of biblical Armageddon",Support,1984
1984_106c30ebe8684c4a6e5e70c3b4fef754,1984_d3e7cdc5fe33dd1c4f498cc63524c7bb,T293,T292,"that is the prophecies down through the years, the biblical prophecies of what would portend the coming of Armageddon, and so forth","I think what has been hailed as something I'm supposedly, as President, discussing as principle is the recall of just some philosophical discussions with people who are interested in the same things",Support,1984
1984_98a91eb894a3a8bf4349f7860d7b7bf3,1984_d3e7cdc5fe33dd1c4f498cc63524c7bb,T294,T292,"the fact that a number of theologians for the last decade or more have believed that this was true, that the prophecies are coming together that portend that","I think what has been hailed as something I'm supposedly, as President, discussing as principle is the recall of just some philosophical discussions with people who are interested in the same things",Support,1984
1984_0acf90198531ddf9b6b5ac214db14d63,1984_2ea5b084cfb9115650740e0d4933a818,T295,T296,"no one knows whether Armageddon, those prophecies mean that Armageddon is a thousand years away or day after tomorrow",I have never seriously warned and said we must plan according to Armageddon,Support,1984
1984_2ea5b084cfb9115650740e0d4933a818,1984_97398da7d761575fd0ba37b05ab59c83,T296,T290,I have never seriously warned and said we must plan according to Armageddon,"you do believe, deep down, that we are heading for some kind of biblical Armageddon",Attack,1984
1984_8d6072c3935aa737a2e3d87fa27ff0e3,1984_7b082a3325a56db18667985417491c7f,T300,T299,the deterrent -- and that's what it is for -- is also what led me to propose what is now being called the Star Wars concept,that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage,Support,1984
1984_62a940101c0a20bd689d17419689da00,1984_8d6072c3935aa737a2e3d87fa27ff0e3,T573,T300,propose that we research to see if there isn't a defensive weapon that could defend against incoming missiles,the deterrent -- and that's what it is for -- is also what led me to propose what is now being called the Star Wars concept,Support,1984
1984_7b082a3325a56db18667985417491c7f,1984_3bb155b50ae88feb4bf9e0bc9eef019d,T299,T297,that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage,of course we would,Support,1984
1984_b1905d7f49c265fcd66ba6c246104717,1984_62a940101c0a20bd689d17419689da00,T1,T573,"if such a defense could be found, wouldn't it be far more humanitarian to say that now we can defend against a nuclear war by destroying missiles instead of slaughtering millions of people",propose that we research to see if there isn't a defensive weapon that could defend against incoming missiles,Support,1984
1984_dc32872816b97d6de10ea7f25f36cf8c,1984_22eed97dfdd00a039001a1d50ec4446f,T574,T303,they would think that we could launch a first strike,that would make war imminent,Support,1984
1984_0bac625cd1caa9959b59e41e4232051c,1984_22eed97dfdd00a039001a1d50ec4446f,T575,T303,we could defend against the enemy,that would make war imminent,Support,1984
