subj,subj_type,subj_span,obj,obj_type,obj_span,relation
I think the American people want it now,Claim,"(39261, 39300)","I favor, strongly favor, term limits",Claim,"(39128, 39164)",Support
To do that you need a system of managed competition where all of us are covered in big groups,Premise,"(44348, 44441)",The key is to control the cost and maintain the quality,Claim,"(44291, 44346)",Support
"that is when their jobs come up from a dollar an hour to $6 an hour, and ours go down to $6 an hour",Claim,"(3641, 3740)",We have got to stop sending jobs overseas,Claim,"(2550, 2591)",Support
He's got over $100 billion of tax cuts and incentives,Claim,"(18363, 18416)","When Mr. Quayle said that all the networks said, that's not true",Claim,"(18297, 18361)",Attack
here's something that we can take great pride in,Claim,"(24584, 24632)",a plan that I believe really will help stimulate the growth of this economy,Claim,"(15356, 15431)",Support
The ideas I express are mine,Claim,"(22106, 22134)",I don't have any speechwriters,Premise,"(21795, 21825)",Attack
"you could do what the people want, and that's create enterprise zones",Premise,"(26212, 26281)",If you had a line item veto you could knock out the pork,Claim,"(26112, 26168)",Support
today there are three crimes for every police officer,Premise,"(33750, 33803)","I think, as we reduce our military forces, we should let people earn military retirement by coming out and working as police officers",Claim,"(33534, 33667)",Support
I'm against them,Claim,"(39550, 39566)",I know they're popular,Premise,"(39522, 39544)",Attack
"we can choose our doctors and our hospitals, a wide range, but there is an incentive to control costs",Premise,"(44446, 44547)",The key is to control the cost and maintain the quality,Claim,"(44291, 44346)",Support
export jobs are increasing far faster than any jobs that may have moved overseas,Premise,"(4473, 4553)",I want to have more of these free trade agreements,Claim,"(4413, 4463)",Support
"The other night Governor Clinton raised my -- I don't know if you saw the debate the other night. You did -- suffered through that? Well, he raised the question of my father -- it was a good line, well rehearsed and well delivered",Premise,"(15854, 16084)","When Mr. Quayle said that all the networks said, that's not true",Claim,"(18297, 18361)",Attack
everything in there says what I am for,Premise,"(15257, 15295)",a plan that I believe really will help stimulate the growth of this economy,Claim,"(15356, 15431)",Support
The ideas I express are mine,Claim,"(22106, 22134)",I don't have any spin doctors,Premise,"(21764, 21793)",Attack
If you had a line item veto you could knock out the pork,Claim,"(26112, 26168)",That's the problem with our system,Claim,"(26076, 26110)",Support
the work the mayor did there in increasing the police force,Premise,"(34094, 34153)",In Houston there's been a 15- percent drop in the crime rate in the last year,Premise,"(34005, 34082)",Support
"I believe, number one, it would pose a real problem for a lot of smaller states in the Congress who have enough trouble now making sure their interests are heard",Claim,"(39587, 39748)",I'm against them,Claim,"(39550, 39566)",Support
Hawaii does it,Premise,"(44849, 44863)",some people say we can't do this,Premise,"(44812, 44844)",Attack
the thing that saved us in this global economic slowdown has been our exports,Claim,"(3991, 4068)",what I'm trying to do is increase our exports,Claim,"(4074, 4119)",Support
I don't have any foreign lobbyists on leave in my campaign,Claim,"(22796, 22854)",I don't have any PAC money in my campaign,Claim,"(22856, 22897)",Support
It's so heavy they'd give you a broken back,Premise,"(15208, 15251)",a plan that I believe really will help stimulate the growth of this economy,Claim,"(15356, 15431)",Support
I make those charts you see on television,Premise,"(21843, 21884)",you don't have to wonder if it's me talking,Claim,"(21890, 21933)",Support
There's a good program,Claim,"(24991, 25013)",I need the help of everybody across this country to get it passed in a substantial way by the Congress,Claim,"(25019, 25121)",Support
"In the communities which have had real success putting police officers near schools where kids carry weapons, to get the weapons out of the schools, are on the same blocks, you've seen crime go down",Premise,"(33805, 34003)",I know it can work,Claim,"(34158, 34176)",Support
I think it would increase the influence of unelected staff members in the Congress who have too much influence already,Claim,"(39760, 39878)",I'm against them,Claim,"(39550, 39566)",Support
Hawaii does it,Premise,"(44849, 44863)","They cover 98% of their people and their insurance premiums are much cheaper than the rest of America, and so does Rochester, New York",Premise,"(44865, 44999)",Support
"if indeed all the jobs were going to move south because there are lower wages, there are lower wages now and they haven't done that",Premise,"(4125, 4256)",There will be a job-sucking sound going south,Claim,"(3143, 3188)",Attack
I don't have any PAC money in my campaign,Claim,"(22856, 22897)",I'm thinking of Ross Perot's running mate sitting in the jail,Claim,"(16946, 17007)",Support
"I've submitted, what, 4 different budgets to the US Congress in great detail",Premise,"(15130, 15206)",a plan that I believe really will help stimulate the growth of this economy,Claim,"(15356, 15431)",Support
I don't have any speechwriters,Premise,"(21795, 21825)",you don't have to wonder if it's me talking,Claim,"(21890, 21933)",Support
"everyone of them -- the boys' club leaders, the ministers -- all of them were saying pass enterprise zones",Premise,"(25263, 25369)",I need the help of everybody across this country to get it passed in a substantial way by the Congress,Claim,"(25019, 25121)",Support
In Houston there's been a 15- percent drop in the crime rate in the last year,Premise,"(34005, 34082)",I know it can work,Claim,"(34158, 34176)",Support
"I think you're going to have too much influence there with people who were never elected, who have lots of expertise",Claim,"(39936, 40052)",I think it would increase the influence of unelected staff members in the Congress who have too much influence already,Claim,"(39760, 39878)",Support
"They cover 98% of their people and their insurance premiums are much cheaper than the rest of America, and so does Rochester, New York",Premise,"(44865, 44999)",They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country,Premise,"(45001, 45101)",Support
a plan that I believe really will help stimulate the growth of this economy,Claim,"(15356, 15431)",what I'm trying to do is increase our exports,Claim,"(4074, 4119)",Support
I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",all I did was let people ask questions and I tried to give very specific answers,Premise,"(17939, 18019)",Attack
I'm not going to sit there and be a punching bag,Premise,"(15686, 15734)",nobody likes who shot John,Claim,"(15568, 15594)",Attack
I don't have any spin doctors,Premise,"(21764, 21793)",you don't have to wonder if it's me talking,Claim,"(21890, 21933)",Support
"that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,"(26456, 26533)",If you had a line item veto you could knock out the pork,Claim,"(26112, 26168)",Attack
I've seen it happen,Premise,"(34178, 34197)",I know it can work,Claim,"(34158, 34176)",Support
You're going to have 120 to 150 new members of Congress,Premise,"(40118, 40173)","if the people really have a mind to change, they can",Claim,"(40064, 40116)",Support
It's terribly important,Premise,"(45284, 45307)",I'm going to send a plan to do this within the first 100 days of my presidency,Claim,"(45204, 45282)",Support
it's not that many,Premise,"(4586, 4604)",That's a scare tactic,Claim,"(4555, 4576)",Support
I've got 5.5 million hard-working people who put me on the ballot,Premise,"(22899, 22964)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
"I'm going to stand up and say, hey, listen, here's my side of it",Premise,"(15736, 15800)",nobody likes who shot John,Claim,"(15568, 15594)",Attack
I've already taken the pledge on cutting the deficit in half,Claim,"(23060, 23120)",I take the pledge,Claim,"(23041, 23058)",Support
That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more,Premise,"(26347, 26450)","that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,"(26456, 26533)",Support
It's very hard,Premise,"(34493, 34507)","it's very hard to strengthen the family if people are scared to walk down to the corner store and, you know, send their kid down to get a loaf of bread",Premise,"(34340, 34491)",Equivalent
I'm against them,Claim,"(39550, 39566)","I favor, strongly favor, term limits",Claim,"(39128, 39164)",Attack
It's a big human problem and a devastating economic problem for America,Premise,"(45127, 45198)",I'm going to send a plan to do this within the first 100 days of my presidency,Claim,"(45204, 45282)",Support
we want to have more jobs here,Claim,"(4631, 4661)",I want to have more of these free trade agreements,Claim,"(4413, 4463)",Support
I belong to them,Claim,"(22970, 22986)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
Everybody's running against the incumbent,Premise,"(24496, 24537)",character is an important part of the equation,Claim,"(15806, 15852)",Equivalent
I took the pledge we'd cut it out,Claim,"(23263, 23296)",I've already taken the pledge on cutting the deficit in half,Claim,"(23060, 23120)",Equivalent
This is fact slinging,Claim,"(26561, 26582)",This is not mud slinging,Claim,"(26535, 26559)",Support
you don't have these endless appeals,Premise,"(34597, 34633)",I have been fighting for very strong anti-crime legislation -- habeas corpus reform,Claim,"(34509, 34592)",Support
"If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair figh",Premise,"(40434, 40701)","I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now",Claim,"(40218, 40432)",Support
This is very important,Premise,"(45103, 45125)",It's terribly important,Premise,"(45284, 45307)",Equivalent
I believe in free and fair trade,Claim,"(4751, 4783)",I don't,Claim,"(4742, 4749)",Support
I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war,Claim,"(16715, 16835)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
trying to be one thing to one person here that's opposing the NAFTA agreement and then for it -- what we call waffling,Premise,"(17194, 17312)",the big argument I have with the governor on this is this taking different positions on different issues,Claim,"(17086, 17190)",Support
"There's a great young group, Lead or Leave, college students, young people, who don't want us to spend their money",Premise,"(23147, 23261)",I took the pledge we'd cut it out,Claim,"(23263, 23296)",Support
"This is facts -- that would have given investment tax credits and other incentives to reinvest in our cities, in our country",Premise,"(26612, 26736)","that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,"(26456, 26533)",Support
"an honest cop stops somebody and makes a technical mistake, the criminal doesn't go away",Premise,"(34753, 34841)",I've been fighting for changes in the exclusionary rule,Claim,"(34691, 34746)",Support
"I think if we had the right kind of campaign reform, we'd get the changes you want",Claim,"(40739, 40821)","I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now",Claim,"(40218, 40432)",Support
Hawaii does it,Premise,"(44849, 44863)","I think Mr. Perot and I agree on this, there has to be a national commission of health care providers and health care consumers that set ceilings to keep health costs in line with inflation, plus population growth",Claim,"(44580, 44793)",Support
that's the thing that saved us,Premise,"(4789, 4819)",I believe in free and fair trade,Claim,"(4751, 4783)",Support
Thank goodness the networks have a fact check so I don't have to just go blue in the face anymore,Premise,"(18126, 18223)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
I do think that you can't turn the White House into the Waffle House,Claim,"(17318, 17386)",the big argument I have with the governor on this is this taking different positions on different issues,Claim,"(17086, 17190)",Support
Mr. Perot wants to do the same thing,Premise,"(26798, 26834)",I agree with him,Claim,"(20522, 20538)",Support
"when somebody gets sentenced, hey, this is for real",Premise,"(34638, 34689)",I have been fighting for very strong anti-crime legislation -- habeas corpus reform,Claim,"(34509, 34592)",Support
It takes both,Claim,"(41686, 41699)",we need to do the reforms and the term limits,Claim,"(41704, 41749)",Support
They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country,Premise,"(45001, 45101)","I think Mr. Perot and I agree on this, there has to be a national commission of health care providers and health care consumers that set ceilings to keep health costs in line with inflation, plus population growth",Claim,"(44580, 44793)",Support
the big Uruguay Round of trade which will really open up markets for our agriculture particularly,Premise,"(4909, 5006)",I think the first negative campaign run in this election was by Governor Clinton,Claim,"(15600, 15680)",Support
"he raised the question of my father and said, well, your father, Prescott Bush, was against McCarthy, you should be ashamed of yourself, McCarthyism",Premise,"(16090, 16238)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",I believe so strongly in the question you asked that I suggested this format tonight,Claim,"(17751, 17835)",Support
This is not mud slinging,Claim,"(26535, 26559)","that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,"(26456, 26533)",Support
Some of the states that have the toughest anti-gun laws have the highest levels of crime,Premise,"(35153, 35241)",I am not for national registration of firearms,Claim,"(35105, 35151)",Support
"If you put term limits in and don't reform government, you won't get the benefits you thought",Claim,"(41591, 41684)",It takes both,Claim,"(41686, 41699)",Support
No,Claim,"(456, 458)","She asked a question, I think, is whether the health care profession was to blame",Premise,"(45701, 45782)",Attack
I don't,Claim,"(4742, 4749)",I think the first negative campaign run in this election was by Governor Clinton,Claim,"(15600, 15680)",Support
I couldn't agree with you more,Claim,"(14352, 14382)",they're interested in what you're interested in,Premise,"(22992, 23039)",Support
all I did was let people ask questions and I tried to give very specific answers,Premise,"(17939, 18019)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
it asked the wealthiest Americans to pay a little more,Claim,"(26742, 26796)","that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,"(26456, 26533)",Support
"Virginia's in the lead in this, as Governor Clinton properly said, on this identification system for firearms",Premise,"(34994, 35103)",I am not for national registration of firearms,Claim,"(35105, 35151)",Support
we have got to reform government,Claim,"(41557, 41589)","If you put term limits in and don't reform government, you won't get the benefits you thought",Claim,"(41591, 41684)",Support
One thing to blame is these malpractice lawsuits,Claim,"(45788, 45836)",No,Claim,"(456, 458)",Support
I want to get one with Eastern Europe,Premise,"(5096, 5133)",I want to continue to work after we get this NAFTA agreement ratified this coming year,Premise,"(5008, 5094)",Support
I take the pledge,Claim,"(23041, 23058)",I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Claim,"(17837, 17930)",Support
I also had a program starting last year,Premise,"(18021, 18060)",I believe so strongly in the question you asked that I suggested this format tonight,Claim,"(17751, 17835)",Support
We can create millions of jobs in these new technologies,Claim,"(27536, 27592)","My plan would dedicate $20 billion a year in each of the next 4 years for investments in new transportation, communications, environmental clean-ups and new technologies for the 21st century",Claim,"(26934, 27124)",Support
I'm a sportsman,Premise,"(35286, 35301)",I don't think you ought to eliminate all kinds of weapons,Claim,"(35306, 35363)",Support
"good people will go serve and then go back to their homes and not become foreign lobbyists and cash in at 30,000 bucks a month and then take time off to run some president's campaign",Premise,"(41818, 42000)",we need to do the reforms and the term limits,Claim,"(41704, 41749)",Support
They're breaking the system,Premise,"(45838, 45865)",One thing to blame is these malpractice lawsuits,Claim,"(45788, 45836)",Support
I want to get one with Chile,Premise,"(5135, 5163)",I want to continue to work after we get this NAFTA agreement ratified this coming year,Premise,"(5008, 5094)",Support
"they said he was the greatest quote ""political chameleon"" for changing his positions of all times",Premise,"(18694, 18791)",It's so heavy they'd give you a broken back,Premise,"(15208, 15251)",Support
Mr. Bush said once again I was going to have $150 billion tax increase,Premise,"(18225, 18295)",I've been disturbed by the tone and the tenor of this campaign,Premise,"(18062, 18124)",Support
we would target it especially in areas that have been either depressed or which have lost a lot of defense related jobs,Claim,"(27130, 27249)","My plan would dedicate $20 billion a year in each of the next 4 years for investments in new transportation, communications, environmental clean-ups and new technologies for the 21st century",Claim,"(26934, 27124)",Support
I am for the right,Claim,"(35243, 35261)",I don't think you ought to eliminate all kinds of weapons,Claim,"(35306, 35363)",Support
"They're all nice people, they're just in a bad system",Claim,"(42002, 42055)","I don't think there are any villains, but, boy, is the system rotten",Claim,"(42057, 42125)",Support
It costs $20-25 billion a year,Premise,"(45867, 45897)",They're breaking the system,Premise,"(45838, 45865)",Support
"it's exports that have saved us, exports that have built",Claim,"(5271, 5327)","free and fair trade is the answer, not protection",Claim,"(5169, 5218)",Support
character is an important part of the equation,Claim,"(15806, 15852)",I also had a program starting last year,Premise,"(18021, 18060)",Support
He's got over $100 billion of tax cuts and incentives,Claim,"(18363, 18416)","When Mr. Quayle said that all the networks said, that's not true",Claim,"(18297, 18361)",Support
more than we're going to lose in defense,Premise,"(27595, 27635)",we would target it especially in areas that have been either depressed or which have lost a lot of defense related jobs,Claim,"(27130, 27249)",Support
it was not tough enough on the criminal,Premise,"(35426, 35465)",I was not for the bill that he was talking about,Claim,"(35369, 35417)",Support
One thing to blame is these malpractice lawsuits,Claim,"(45788, 45836)",I want to see those outrageous claims capped,Claim,"(45903, 45947)",Support
