subj,subj_type,subj_span,obj,obj_type,obj_span,relation
I said I had no recollection whatsoever of talking with any of the White House legislative liaison people,Premise,"(14037, 14142)","I testified before two committees, House and Senate, on precisely the questions that you have asked",Premise,"(13775, 13874)",Support
it's pretty certain that the Russians are gonna do everything they possibly can after Tito dies to force Yugoslavia back into the Soviet camp,Premise,"(16693, 16834)",the next big crisis spot in the world may be Yugoslavia,Claim,"(16555, 16610)",Support
"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised",Premise,"(20862, 21016)","I think that will, uh - in this situation, settle the matter",Claim,"(21085, 21145)",Support
you haven't reached out to bring people of broad background or national experience into your campaign or your presidential plans,Premise,"(23675, 23803)",many Americans uh - still seem to be uneasy about you,Claim,"(23516, 23569)",Support
that strip-mining bill would've severely set back our need for more coal,Premise,"(29570, 29642)",I vetoed the strip-mining bill,Claim,"(29306, 29336)",Support
"A mayor of a city like New York, for instance, needs to know uh - eighteen months or two years ahead of time what responsibility the city will have in administration and in financing - in things like housing, uh - pollution control, uh - crime control, education, welfare and health",Premise,"(34316, 34598)",they can't anticipate what's gonna happen next,Premise,"(34268, 34314)",Support
civil rights groups have complained repeatedly that there's been lack of progress and commitment to an integrated society uh - during your administration,Premise,"(39072, 39225)","for black Americans, President Ford is quietly getting the job done",Claim,"(38850, 38917)",Attack
to make certain that we have adequate uh -strategic forces - adequate conventional forces,Premise,"(3185, 3274)",we will have to maintain an adequate military capability,Premise,"(3005, 3061)",Support
quite often we have a transient problem,Premise,"(44436, 44475)",I would not work hard to support any of those,Claim,"(44142, 44187)",Support
"the record of gun control, whether it's one city or another or in some states, does not show that the registration of a gun, handgun, or the registration of the gun owner, has in any way whatsoever decreased the crime rate or the use of that gun in the committing of a crime",Premise,"(47418, 47692)",I don't believe in the registration of handguns or the registration of the handgun owner,Claim,"(48175, 48263)",Support
We uh - streamlined the structure of the court,Premise,"(51700, 51746)","While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system",Claim,"(51588, 51698)",Support
over the last ten years that's a higher figure than the average growth during that ten-year period,Premise,"(58354, 58452)",let me uh - talk about uh - the economic announcements that were made just this past week,Premise,"(58148, 58237)",Support
"to be accurate, I had 49 percent; President Ford, 39 percent",Premise,"(65060, 65120)",that's not exactly an accurate description of what happened,Claim,"(64557, 64616)",Support
I saw them make very hard decisions,Premise,"(69262, 69297)",I have found from experience that it's much more difficult to make those decisions than it is to second-guess them,Claim,"(69451, 69565)",Support
"When you've got seven and a half, eight million people out of work",Premise,"(8963, 9029)","when you have it uh - becoming increasingly difficult far a family to put a child through college or to own a home, there's a natural inclination to be turned off",Premise,"(9188, 9350)",Support
which was a legitimate request and a proper response by me,Premise,"(14309, 14367)",I indicated under oath that the initiative that I took was at the request of the ranking members of the House Banking and Currency Committee on the Republican side,Premise,"(14144, 14307)",Support
"One is Governor Avell- Averell Harriman, who visited the Soviet Union and Yugoslavia",Premise,"(17454, 17538)","In the last uh - two weeks, I've had a chance to talk to uh - two men who have visited uh - the Soviet Union, Yugoslavia and China",Premise,"(17322, 17452)",Support
"He served this nation with great, great skill and courage and bravery for thirty-five years",Premise,"(21408, 21499)",General Brown has an exemply [sic] record of military performance,Claim,"(21341, 21406)",Support
Most of the people around you on a day-to-day basis are the people you've kno- known in Georgia,Premise,"(23805, 23900)",they don't feel that uh - they know you or the people around you,Premise,"(23576, 23640)",Support
Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply,Premise,"(29648, 29798)",that strip-mining bill would've severely set back our need for more coal,Premise,"(29570, 29642)",Support
I think it's very important that our cities know that they have a partner in the federal government,Claim,"(34723, 34822)","I remember the headline in the Daily News that said, ""Ford to New York: Drop Dead.""",Premise,"(34639, 34722)",Attack
"for black Americans, President Ford is quietly getting the job done",Claim,"(38850, 38917)",I'm very proud of the record of this administration,Claim,"(39395, 39446)",Support
to make certain that we have adequate uh -strategic forces - adequate conventional forces,Premise,"(3185, 3274)",we will have to add a uh - I think uh - a few billion dollars to our defense appropriations,Claim,"(3093, 3184)",Support
I think abortion's wrong,Claim,"(44515, 44539)",I'm strongly against a- abortion,Claim,"(44481, 44513)",Equivalent
The record just doesn't prove that such legislation or action by a local city council is effective,Premise,"(47694, 47792)",I don't believe in the registration of handguns or the registration of the handgun owner,Claim,"(48175, 48263)",Support
required that all uh - severe sentences be reviewed far uniformity,Premise,"(51811, 51877)","While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system",Claim,"(51588, 51698)",Support
over the last ten years that's a higher figure than the average growth during that ten-year period,Premise,"(58354, 58452)",I don't think the record justifies the conclusion that you come to,Claim,"(58075, 58141)",Support
"immediately following the Republican Convention, there was about a ten-point spread",Premise,"(64960, 65043)",that's not exactly an accurate description of what happened,Claim,"(64557, 64616)",Support
"I didn't always agree with their decisions, whether they were Democratic or Republican presidents",Premise,"(69299, 69396)",I have found from experience that it's much more difficult to make those decisions than it is to second-guess them,Claim,"(69451, 69565)",Support
you've got three times as much inflation as you had during the last eight-year Democratic administration,Premise,"(9035, 9139)","when you have it uh - becoming increasingly difficult far a family to put a child through college or to own a home, there's a natural inclination to be turned off",Premise,"(9188, 9350)",Support
I indicated under oath that the initiative that I took was at the request of the ranking members of the House Banking and Currency Committee on the Republican side,Premise,"(14144, 14307)","I testified before two committees, House and Senate, on precisely the questions that you have asked",Premise,"(13775, 13874)",Support
"the other is James Schlesinger, whom I think you accompanied to uh - China",Premise,"(17544, 17618)","In the last uh - two weeks, I've had a chance to talk to uh - two men who have visited uh - the Soviet Union, Yugoslavia and China",Premise,"(17322, 17452)",Support
"it's the consensus of the people who are knowledgeable in the military field, that he is probably the outstanding military leader and strategist that we have in America today",Premise,"(21513, 21687)",General Brown has an exemply [sic] record of military performance,Claim,"(21341, 21406)",Support
Most of the people around you on a day-to-day basis are the people you've kno- known in Georgia,Premise,"(23805, 23900)",many Americans uh - still seem to be uneasy about you,Claim,"(23516, 23569)",Support
I vetoed it,Claim,"(29804, 29815)",I vetoed the strip-mining bill,Claim,"(29306, 29336)",Equivalent
I think it's very important that our cities know that they have a partner in the federal government,Claim,"(34723, 34822)",this administration has no urban policy,Claim,"(34147, 34186)",Attack
"In the cabinet I have one of the outstanding, I think, administrators as the secretary of transportation, Bill Coleman",Premise,"(39448, 39566)",I'm very proud of the record of this administration,Claim,"(39395, 39446)",Support
if given the leadership that I would expect to give,Premise,"(3839, 3890)","I think the American people will be called upon to uh - uh - be in the forefront in giving leadership to the solution of those problems that must be solved in the Middle East, in southern Africa, and any problems that might arise in the Pacific",Claim,"(3276, 3520)",Support
I think abortion's wrong,Claim,"(44515, 44539)",I don't think the government oughta do anything to encourage abortion,Claim,"(44541, 44610)",Support
That has not proven to be effective,Premise,"(48265, 48300)",I don't believe in the registration of handguns or the registration of the handgun owner,Claim,"(48175, 48263)",Support
"in addition to that put forward a proposal that was adopted and used throughout my own term of office of selection of - for all judges and district attorneys or prosecuting attorneys, on the basis of merit",Premise,"(51884, 52089)",merit selection of judges is the most important single criterion,Claim,"(52443, 52507)",Support
over the last ten years that's a higher figure than the average growth during that ten-year period,Premise,"(58354, 58452)",I violently disagree with your assessment,Claim,"(58028, 58069)",Support
"But as occurred at the end of the con- Democratic Convention, the Republican Party unified itself",Premise,"(64849, 64946)",that's not exactly an accurate description of what happened,Claim,"(64557, 64616)",Support
"For the last two years, I've been the president",Premise,"(69398, 69445)",I have found from experience that it's much more difficult to make those decisions than it is to second-guess them,Claim,"(69451, 69565)",Support
when you have the highest deficits in history,Premise,"(9141, 9186)","when you have it uh - becoming increasingly difficult far a family to put a child through college or to own a home, there's a natural inclination to be turned off",Premise,"(9188, 9350)",Support
"after all of those investigations by objective, responsible people",Premise,"(14898, 14964)",I think the matter is closed once and for all,Claim,"(14966, 15011)",Support
"In the last uh - two weeks, I've had a chance to talk to uh - two men who have visited uh - the Soviet Union, Yugoslavia and China",Premise,"(17322, 17452)",I got a- a complete report back from those countries from these two distinguished - uh - gentlemen,Premise,"(17620, 17718)",Support
"General Brown has indicated uh - his apology, his regrets",Premise,"(21022, 21079)","I think in the fact that he apologized, that he was reprimanded, uh - does permit him to stay on and continue that kind of leadership that's we so badly need",Claim,"(21732, 21889)",Support
"I came from a tiny town, as you know, Plains",Premise,"(24332, 24376)",very few people knew who I was,Premise,"(24300, 24330)",Support
because of a loss of jobs,Premise,"(29816, 29841)",I vetoed it,Claim,"(29804, 29815)",Support
"This has not been done, unfortunately",Premise,"(34600, 34637)",this administration has no urban policy,Claim,"(34147, 34186)",Support
"You're familiar, I'm sure, with the recognition given in the Air Force to uh - General James",Premise,"(39568, 39660)",I'm very proud of the record of this administration,Claim,"(39395, 39446)",Support
"I think, have a long overdue and totally justified tax decrease for the middle-income people",Claim,"(4033, 4125)",and a tax uh reduction primarily for the middle-income people,Premise,"(4208, 4269)",Support
I'm strongly against a- abortion,Claim,"(44481, 44513)",I don't think the government oughta do anything to encourage abortion,Claim,"(44541, 44610)",Support
"I think the better way is to go after the criminal, the individual who commits a crime in the possession of a gun and uses that gun for a part of his criminal activity",Claim,"(48317, 48484)","What we have to do, and this is the crux of the matter, is to make it very, very uh - difficult for a person who uses a gun in the commission of a crime to stay out of jail",Claim,"(47794, 47966)",Support
"Every time I had a vacancy on the Georgia Supreme Court - and I filled five of those vacancies out of seven total and about half the court of appeals judges, about 35 percent of the trial judges - I was given from an objective panel the five most highly qualified persons in Georgia",Premise,"(52091, 52373)",merit selection of judges is the most important single criterion,Claim,"(52443, 52507)",Support
it's lower than the uh 5 percent growth in the second quarter,Premise,"(58540, 58601)",over the last ten years that's a higher figure than the average growth during that ten-year period,Premise,"(58354, 58452)",Support
"At that time, uh - 25 or 30 percent of the Reagan supporters said that they would not support President Ford",Premise,"(64739, 64847)",that's not exactly an accurate description of what happened,Claim,"(64557, 64616)",Support
I became president at the time that the United States was in a very troubled time,Claim,"(69567, 69648)",I have found from experience that it's much more difficult to make those decisions than it is to second-guess them,Claim,"(69451, 69565)",Support
I've been in thirty primaries during the springtime,Premise,"(9584, 9635)",I've made some mistakes,Claim,"(9683, 9706)",Support
"just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion",Premise,"(14756, 14891)",I think the matter is closed once and for all,Claim,"(14966, 15011)",Support
Mr. Harriman talked to the leaders in Yugoslavia,Premise,"(17720, 17768)","I think it's accurate to say that there is no uh - prospect in their opinion, of the Soviet Union invading uh - Yugoslavia should uh - Mr. Tito pass away",Claim,"(17774, 17927)",Support
"it's the consensus of the people who are knowledgeable in the military field, that he is probably the outstanding military leader and strategist that we have in America today",Premise,"(21513, 21687)","I think in the fact that he apologized, that he was reprimanded, uh - does permit him to stay on and continue that kind of leadership that's we so badly need",Claim,"(21732, 21889)",Support
didn't hold public office,Premise,"(24382, 24407)",very few people knew who I was,Premise,"(24300, 24330)",Support
because of a loss of jobs,Premise,"(29816, 29841)",I vetoed the strip-mining bill,Claim,"(29306, 29336)",Support
quite often this has been in the very poor people and neighborhoods in the downtown urban centers,Premise,"(35100, 35197)",those uh programs were designed to help those who need it most,Premise,"(35032, 35094)",Support
"there was just uh - approved a three-star admiral, the first in the history of the United States Navy, so uh - we are giving full recognition to individuals of quality in the Ford administration in positions of great responsibility",Premise,"(39666, 39897)","You're familiar, I'm sure, with the recognition given in the Air Force to uh - General James",Premise,"(39568, 39660)",Support
"I think the American people will be called upon to uh - uh - be in the forefront in giving leadership to the solution of those problems that must be solved in the Middle East, in southern Africa, and any problems that might arise in the Pacific",Claim,"(3276, 3520)",I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years,Claim,"(4276, 4398)",Support
I don't favor a constitutional amendment on the subject,Claim,"(44616, 44671)",I don't think the government oughta do anything to encourage abortion,Claim,"(44541, 44610)",Attack
Those are the people who ought to be in jai,Premise,"(48486, 48529)","What we have to do, and this is the crux of the matter, is to make it very, very uh - difficult for a person who uses a gun in the commission of a crime to stay out of jail",Claim,"(47794, 47966)",Support
"from those five, I always chose the first one or second one",Premise,"(52379, 52438)",merit selection of judges is the most important single criterion,Claim,"(52443, 52507)",Support
it's lower than the nine-point-point-two percent growth in the first quarter,Premise,"(58458, 58534)",over the last ten years that's a higher figure than the average growth during that ten-year period,Premise,"(58354, 58452)",Support
"When I was that far ahead, it was immediately following the Democratic Convention, and before the Republican Convention",Premise,"(64618, 64737)",that's not exactly an accurate description of what happened,Claim,"(64557, 64616)",Support
We had inflation of over 12 percent,Premise,"(69650, 69685)",I became president at the time that the United States was in a very troubled time,Claim,"(69567, 69648)",Support
"when you have it uh - becoming increasingly difficult far a family to put a child through college or to own a home, there's a natural inclination to be turned off",Premise,"(9188, 9350)",I think the major reason for a decrease in participation that we have experienced ever since 1960 has been the deep discouragement of the American people about the performance of public officials,Claim,"(8766, 8961)",Support
"in the meantime, the special prosecutor, within the last few days, after an investigation himself, said there was no reason for him to get involved because he found nothing that would justify it",Premise,"(14551, 14745)",I think the matter is closed once and for all,Claim,"(14966, 15011)",Support
I got a- a complete report back from those countries from these two distinguished - uh - gentlemen,Premise,"(17620, 17718)","I think it's accurate to say that there is no uh - prospect in their opinion, of the Soviet Union invading uh - Yugoslavia should uh - Mr. Tito pass away",Claim,"(17774, 17927)",Support
General Brown has an exemply [sic] record of military performance,Claim,"(21341, 21406)","I think in the fact that he apologized, that he was reprimanded, uh - does permit him to stay on and continue that kind of leadership that's we so badly need",Claim,"(21732, 21889)",Support
didn't have very much money,Premise,"(24409, 24436)",very few people knew who I was,Premise,"(24300, 24330)",Support
that strip-mining bill would've severely set back our need for more coal,Premise,"(29570, 29642)",I vetoed it,Claim,"(29804, 29815)",Support
those uh programs were designed to help those who need it most,Premise,"(35032, 35094)",Quite often Congress has passed laws in the past designed to help people with uh - the ownership of homes and with the control of crime and with adequate health care and education programs and so forth,Premise,"(34824, 35025)",Support
"the Department of Justice is fully enforcing, and enforcing effectively, the Voting Rights Act, the legislation that involves jobs, housing for minorities, not only blacks but all others",Premise,"(39917, 40103)",I'm very proud of the record of this administration,Claim,"(39395, 39446)",Support
The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically,Claim,"(3522, 3648)",I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years,Claim,"(4276, 4398)",Support
I don't favor a constitutional amendment on the subject,Claim,"(44616, 44671)",I would not work hard to support any of those,Claim,"(44142, 44187)",Support
Those are the people who ought to be in jai,Premise,"(48486, 48529)","I think the better way is to go after the criminal, the individual who commits a crime in the possession of a gun and uses that gun for a part of his criminal activity",Claim,"(48317, 48484)",Support
"Every time I had a vacancy on the Georgia Supreme Court - and I filled five of those vacancies out of seven total and about half the court of appeals judges, about 35 percent of the trial judges - I was given from an objective panel the five most highly qualified persons in Georgia",Premise,"(52091, 52373)","in addition to that put forward a proposal that was adopted and used throughout my own term of office of selection of - for all judges and district attorneys or prosecuting attorneys, on the basis of merit",Premise,"(51884, 52089)",Support
We had an 18 percent increase in housing starts,Premise,"(58884, 58931)",let's talk about the pluses that came out this week,Claim,"(58831, 58882)",Support
My name wasn't even there,Premise,"(65597, 65622)","I was in uh - thirty primaries in the spring, and uh - at first it was obvious that I didn't have any standing in the poll",Premise,"(65313, 65435)",Support
we were on the brink of the worst recession in the last forty years,Premise,"(69687, 69754)",I became president at the time that the United States was in a very troubled time,Claim,"(69567, 69648)",Support
I've been campaigning for twenty-two months,Premise,"(9637, 9680)",I've made some mistakes,Claim,"(9683, 9706)",Support
"following that investigation, both committees overwhelmingly approved me",Premise,"(14429, 14501)",I think the matter is closed once and for all,Claim,"(14966, 15011)",Support
"In the last uh - two weeks, I've had a chance to talk to uh - two men who have visited uh - the Soviet Union, Yugoslavia and China",Premise,"(17322, 17452)","I think it's accurate to say that there is no uh - prospect in their opinion, of the Soviet Union invading uh - Yugoslavia should uh - Mr. Tito pass away",Claim,"(17774, 17927)",Support
"He served this nation with great, great skill and courage and bravery for thirty-five years",Premise,"(21408, 21499)","I think in the fact that he apologized, that he was reprimanded, uh - does permit him to stay on and continue that kind of leadership that's we so badly need",Claim,"(21732, 21889)",Support
very few people knew who I was,Premise,"(24300, 24330)","At that time, nobody thought I had a chance to win",Premise,"(24243, 24293)",Support
"it was the overwhelming consensus of knowledgeable people that that strip-mining bill would have meant the loss of literally uh - thousands of jobs, something around a hundred and forty thousand jabs",Premise,"(29357, 29556)",I vetoed it,Claim,"(29804, 29815)",Support
We have now uh - for instance only 7 percent of the total education cost being financed by the federal government,Premise,"(35684, 35797)","I favor all revenue sharing money being used for local governments, and also to remove prohibitions in the use of revenue sharing money so that it can be used to improve education, and health care",Claim,"(35486, 35682)",Support
"the Department of uh - uh - HUD is enforcing the new legislation that uhh - outlaws, that takes care of redlining",Premise,"(40110, 40223)",I'm very proud of the record of this administration,Claim,"(39395, 39446)",Support
I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget,Claim,"(3650, 3801)",I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years,Claim,"(4276, 4398)",Support
I think abortion's wrong,Claim,"(44515, 44539)",I'll do everything I can to minimize the need for abortions,Claim,"(44770, 44829)",Support
"What we have to do, and this is the crux of the matter, is to make it very, very uh - difficult for a person who uses a gun in the commission of a crime to stay out of jail",Claim,"(47794, 47966)","the only way to do it is to pass strong legislation so that once apprehended, indicted, convicted, they'll be in jail and off the streets and not using guns in the commission of a crime",Claim,"(48536, 48721)",Equivalent
"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed",Premise,"(52802, 52885)",I think that the Burger Court has fairly well confirmed the major and - and most far-reaching and most controversial decisions of the Warren Court,Claim,"(52654, 52800)",Support
We had a substantial increase in new permits for housing,Premise,"(58933, 58989)",let's talk about the pluses that came out this week,Claim,"(58831, 58882)",Support
My name wasn't even there,Premise,"(65597, 65622)",when Gallup ran their first poll in December of 1975 they didn't put my name on the list,Premise,"(65466, 65554)",Equivalent
We had inflation of over 12 percent,Premise,"(69650, 69685)",we were on the brink of the worst recession in the last forty years,Premise,"(69687, 69754)",Support
this is uh - uh - part of uh - of just being a human being,Premise,"(9720, 9778)",I've made some mistakes,Claim,"(9683, 9706)",Support
the House and the Senate did likewise,Premise,"(14507, 14544)",I think the matter is closed once and for all,Claim,"(14966, 15011)",Support
The present leadership uh - there is uh - is fairly uniform in - in their purpose,Premise,"(17929, 18010)","I think it's accurate to say that there is no uh - prospect in their opinion, of the Soviet Union invading uh - Yugoslavia should uh - Mr. Tito pass away",Claim,"(17774, 17927)",Support
the first one was related to uh - the unwarranted influence of American Jews on the media and uh - in the Congress,Premise,"(22522, 22636)",I think this is uh - the second time that General Brown has made a statement that - for which he did have to apologize,Premise,"(22347, 22465)",Support
"I came from a tiny town, as you know, Plains",Premise,"(24332, 24376)","At that time, nobody thought I had a chance to win",Premise,"(24243, 24293)",Support
it would've interfered with our energy independence program,Premise,"(29854, 29913)",I vetoed it,Claim,"(29804, 29815)",Support
"When uh - the Nixon-Ford Administration started, this was 10 percent",Premise,"(35799, 35867)","I favor all revenue sharing money being used for local governments, and also to remove prohibitions in the use of revenue sharing money so that it can be used to improve education, and health care",Claim,"(35486, 35682)",Support
"what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify",Premise,"(40230, 40432)",I'm very proud of the record of this administration,Claim,"(39395, 39446)",Support
with the economy that would be generated from a restraint on spending,Premise,"(4137, 4206)",I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years,Claim,"(4276, 4398)",Support
I'm strongly against a- abortion,Claim,"(44481, 44513)",I'll do everything I can to minimize the need for abortions,Claim,"(44770, 44829)",Support
Those are the people who ought to be in jai,Premise,"(48486, 48529)","the only way to do it is to pass strong legislation so that once apprehended, indicted, convicted, they'll be in jail and off the streets and not using guns in the commission of a crime",Claim,"(48536, 48721)",Support
I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court,Claim,"(53227, 53328)",I think that the Burger Court has fairly well confirmed the major and - and most far-reaching and most controversial decisions of the Warren Court,Claim,"(52654, 52800)",Equivalent
"based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built",Premise,"(59012, 59143)",let's talk about the pluses that came out this week,Claim,"(58831, 58882)",Support
when Gallup ran their first poll in December of 1975 they didn't put my name on the list,Premise,"(65466, 65554)","I was in uh - thirty primaries in the spring, and uh - at first it was obvious that I didn't have any standing in the poll",Premise,"(65313, 65435)",Support
we were still deeply involved in the problems of Vietnam,Premise,"(69756, 69812)",I became president at the time that the United States was in a very troubled time,Claim,"(69567, 69648)",Support
the Playboy thing has been of great - very great concern to me,Premise,"(9846, 9908)",I don't know how to deal with it exactly,Premise,"(9910, 9950)",Support
"in the meantime, the special prosecutor, within the last few days, after an investigation himself, said there was no reason for him to get involved because he found nothing that would justify it",Premise,"(14551, 14745)","after all of those investigations by objective, responsible people",Premise,"(14898, 14964)",Support
I have maintained from the very beginning of my campaign,Premise,"(18233, 18289)","I would never uh - go to war or become militarily involved, in the internal affairs of another country unless our own security was direc- rectly threatened",Claim,"(18380, 18535)",Support
"if we have operations that might be developing uh in the Middle East or southern Africa, in the Pacific",Premise,"(21962, 22065)","I think in the fact that he apologized, that he was reprimanded, uh - does permit him to stay on and continue that kind of leadership that's we so badly need",Claim,"(21732, 21889)",Support
didn't hold public office,Premise,"(24382, 24407)","At that time, nobody thought I had a chance to win",Premise,"(24243, 24293)",Support
it would've interfered with our energy independence program,Premise,"(29854, 29913)",I vetoed the strip-mining bill,Claim,"(29306, 29336)",Support
"When uh - the Nixon-Ford Administration started, this was 10 percent",Premise,"(35799, 35867)",That's a 30 percent reduction in the portion that the federal government contributes to education in just eight years,Premise,"(35869, 35986)",Support
The Office of Minority Business in the Department of Commerce has made available more money in trying to help uh - black businessmen or other minority businessmen than any other administration since the office was established,Premise,"(40434, 40659)","what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify",Premise,"(40230, 40432)",Support
"we're spending very significant amounts of money now, some $200 billion a year, almost 50 percent of our total federal expenditure uh - by the federal government at the present time for human needs",Premise,"(4943, 5140)","we're not gonna be able to do much - very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that",Claim,"(4660, 4860)",Attack
I'll do everything I can to minimize the need for abortions,Claim,"(44770, 44829)",I don't favor a constitutional amendment on the subject,Claim,"(44616, 44671)",Attack
"I think the better way is to go after the criminal, the individual who commits a crime in the possession of a gun and uses that gun for a part of his criminal activity",Claim,"(48317, 48484)","the only way to do it is to pass strong legislation so that once apprehended, indicted, convicted, they'll be in jail and off the streets and not using guns in the commission of a crime",Claim,"(48536, 48721)",Support
The uh - right of indigent or very poor accused persons to uh - legal counsel,Premise,"(53143, 53220)",I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court,Claim,"(53227, 53328)",Support
which is a tremendous increase over last year and a substantial increase over the earlier part of this year,Premise,"(59145, 59252)","based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built",Premise,"(59012, 59143)",Support
at the beginning of the year I had about 2 percent,Premise,"(65628, 65678)","the polls to me are interesting, but they don't determine, you know, my hopes or - or my despair",Claim,"(65683, 65779)",Support
The American people had lost faith and trust and confidence in the presidency itself,Premise,"(69814, 69898)",I became president at the time that the United States was in a very troubled time,Claim,"(69567, 69648)",Support
"Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people",Premise,"(10009, 10219)",I uh - agreed to give the interview uh - to Playboy,Premise,"(9957, 10008)",Support
