source_unique_id,target_unique_id,source_id,target_id,relation_class,year
2008_cbc0e68429eab68280987efc74068cb1,2008_0c363dc9ec4e2ed5aafff34cedb3e42c,T597,T598,Support,2008
2008_16905f8677a22d81d8702e641e625a90,2008_0c363dc9ec4e2ed5aafff34cedb3e42c,T600,T598,Support,2008
2008_bc39344a125fd222a14a10ed3276ea4e,2008_16905f8677a22d81d8702e641e625a90,T599,T600,Support,2008
2008_eec137ed02cd812247ea45c58509a4dd,2008_0a21bbff4ed74049da9f28346e5f0bc7,T603,T604,Support,2008
2008_193f5baa28b833b9fccf5d5e46d939dc,2008_0a21bbff4ed74049da9f28346e5f0bc7,T612,T604,Support,2008
2008_b5f26c63adeb60418a97131889274962,2008_1f99bbfd2fa84b6d4254741990e76e6a,T614,T613,Support,2008
2008_1f99bbfd2fa84b6d4254741990e76e6a,2008_0a21bbff4ed74049da9f28346e5f0bc7,T613,T604,Support,2008
2008_68bac5d7bfc0f54b96b90188e63b2660,2008_0a21bbff4ed74049da9f28346e5f0bc7,T615,T604,Support,2008
2008_f7fe90b0ce9116a16f9d90184df4eca9,2008_29c9508f32ca9aab8fd434ecfb846a9b,T620,T616,Attack,2008
2008_c5aa5c8a0fd3c75b5d8b8521c2f71574,2008_e58f53a9df708e5f1683acd0702a64be,T618,T617,Attack,2008
2008_841190bdd13c917207ddb3565036d159,2008_0a9c2cb917897589c5cd7c15b0fce7c2,T619,T605,Support,2008
2008_91898f237a89ba446102a500f3edd314,2008_f58d743848088be25d87969f0bd26795,T602,T608,Support,2008
2008_1269a65039f3ab06b65e5424039915df,2008_6436bcfcff695443be54c3f1b2c512e0,T611,T610,Support,2008
2008_f58d743848088be25d87969f0bd26795,2008_3204ccfda55abf3dd489840fb2c8ac97,T608,T609,Support,2008
2008_ebf6f346468a7d2f3ccba102ba808089,2008_3204ccfda55abf3dd489840fb2c8ac97,T607,T609,Support,2008
2008_f5ea06ea9010274db546bdf328a03599,2008_3204ccfda55abf3dd489840fb2c8ac97,T606,T609,Support,2008
2008_4e092132002a108ce1179c2eda1ac803,2008_35228eca2b42e9aaba647eb3ad106cf7,T628,T630,Support,2008
2008_25327e1e5692c038cf3b57a73e9078e0,2008_35228eca2b42e9aaba647eb3ad106cf7,T631,T630,Support,2008
2008_9902a307d1f021e15622bb13e2a9fa08,2008_35228eca2b42e9aaba647eb3ad106cf7,T632,T630,Support,2008
2008_35228eca2b42e9aaba647eb3ad106cf7,2008_db5cdc8a8e157afafd781626a166f807,T630,T621,Support,2008
2008_5c1c96e306408a05e8aa1eb3f1662b09,2008_a3f726eb10ce881eb80f3b52199e3048,T633,T622,Support,2008
2008_644dc38297b2689a34819c024c1f34f1,2008_8612e265c82406e892bd7ed1080428dd,T626,T625,Support,2008
2008_ea93046d438c4d95bccdf607342aff1d,2008_644dc38297b2689a34819c024c1f34f1,T627,T626,Support,2008
2008_d5acf0ff2c8fdeb6d268dccf201497e2,2008_e34eb60c499743b02ad51b7707316e89,T641,T638,Support,2008
2008_26a4e69d70a599a84a9665ae39586cbe,2008_e34eb60c499743b02ad51b7707316e89,T642,T638,Support,2008
2008_f6ae816c18ca572b5980958ae66540a7,2008_2f6451090e2e32c1a5bb67e332e131ab,T635,T643,Support,2008
2008_f5701f7921d9667c19d4a3ab4213e1fc,2008_2f6451090e2e32c1a5bb67e332e131ab,T636,T643,Support,2008
2008_b14044d145dd601c67f04b86361affa2,2008_f5701f7921d9667c19d4a3ab4213e1fc,T653,T636,Support,2008
2008_be160090662c3dbdf470f1f4d806db9e,2008_b14044d145dd601c67f04b86361affa2,T654,T653,Support,2008
2008_3717fc42cc343f7e880d1d02df9261e1,2008_f5701f7921d9667c19d4a3ab4213e1fc,T655,T636,Support,2008
2008_e78052ed0a2ea80556458c8e5072f63d,2008_6cb48254abae91b5f9013d71643dfa00,T647,T646,Support,2008
2008_6cb48254abae91b5f9013d71643dfa00,2008_4764f2990a48155fd5e60d01f82761cc,T646,T645,Support,2008
2008_3fd09f6f2bee5eca2d30858bd525d530,2008_4764f2990a48155fd5e60d01f82761cc,T650,T645,Support,2008
2008_9ba7d74323edea0e481da2caf2a8376a,2008_4764f2990a48155fd5e60d01f82761cc,T651,T645,Support,2008
2008_dac4222f3f17e13c6bdf3ce7bad5a251,2008_7b03bbf38eae936c07e5bfae94542896,T649,T648,Support,2008
2008_9f486248965862dfed312e924ba046d1,2008_202a6863bef35e46e8580fdb4c558ec1,T484,T483,Support,2008
2008_7477aa972f9bdab924fee0c27d40c8f2,2008_3ca3a7912ba36348a4b01d4c106034e2,T486,T485,Support,2008
2008_202a6863bef35e46e8580fdb4c558ec1,2008_bee80e097bb716294c338758201f650d,T483,T476,Support,2008
2008_4d84b5d3aaad32271812c719ce578944,2008_692263159a0df92af2ff1211608ad6e6,T478,T477,Support,2008
2008_d088f96139b25530ea05ddab40bdb94c,2008_7516433192ef1eed89aa0051d0b19d5a,T480,T479,Support,2008
2008_432882d4319aac23872e85a1e7f8a704,2008_7516433192ef1eed89aa0051d0b19d5a,T481,T479,Support,2008
2008_c7ed7a8577f446fd98851a5d3afb45e9,2008_432882d4319aac23872e85a1e7f8a704,T482,T481,Support,2008
2008_06cfeb89e14bafdc76a209ac835e53ea,2008_82ddadc53af1a0cf83074145f2b45a6a,T488,T491,Support,2008
2008_e2ef9a6c997ca9501006b5b8f4d74e84,2008_3d04539bce88f0acb8c45279031d78ff,T490,T489,Support,2008
2008_3d04539bce88f0acb8c45279031d78ff,2008_82ddadc53af1a0cf83074145f2b45a6a,T489,T491,Support,2008
2008_ebd4cd98f609c28b233a731728467a34,2008_320b85d1a77f7ceb4ff489c0dc0cbf99,T493,T492,Attack,2008
2008_cc81cf747a4b8e2ece3a6e1329ea26d1,2008_320b85d1a77f7ceb4ff489c0dc0cbf99,T494,T492,Attack,2008
2008_bce18ac6268ef7fd699602583c30c2c0,2008_f92aff6433a4f965293e456c8a16985a,T496,T495,Attack,2008
2008_7bee1e71d4da58a33387415a11931a90,2008_f92aff6433a4f965293e456c8a16985a,T499,T495,Attack,2008
2008_2445bb0b7b9468d1fe69ad240a94f853,2008_6459cca8f33ad492ee10606714dd8783,T497,T500,Support,2008
2008_147e76210886cd0e838ab44cfbd8c6c0,2008_1193b50d1ffd9d26627b718d6164c46c,T502,T503,Support,2008
2008_76265b62be72c2dc847a78deec59e581,2008_1193b50d1ffd9d26627b718d6164c46c,T508,T503,Support,2008
2008_cfe6909df07ec935d279832bada35fb6,2008_1193b50d1ffd9d26627b718d6164c46c,T509,T503,Support,2008
2008_0f32b05d6b644b516ec83cf279be6c1c,2008_1193b50d1ffd9d26627b718d6164c46c,T510,T503,Support,2008
2008_f3a5875217f04b787aeca45130d64964,2008_1193b50d1ffd9d26627b718d6164c46c,T511,T503,Support,2008
2008_d4410767403da2e80d46cbd617429786,2008_52261c9303d3050102d44b0bf1def566,T512,T513,Support,2008
2008_9068e9f35ea01497af97f03d3ad4f68f,2008_f5e3e2e4c4e8cd4074f2f95239f88093,T504,T507,Support,2008
2008_52261c9303d3050102d44b0bf1def566,2008_f5e3e2e4c4e8cd4074f2f95239f88093,T513,T507,Support,2008
2008_006958450e9be32c35b47a7b2f27b02a,2008_f5e3e2e4c4e8cd4074f2f95239f88093,T505,T507,Support,2008
2008_087d58c60ec4d551c292af2207989f5c,2008_f5e3e2e4c4e8cd4074f2f95239f88093,T506,T507,Support,2008
2008_90b5abc76f8399f1860604f40846b2e4,2008_00334894d8b824c04b5bcda2e98b898b,T517,T515,Support,2008
2008_854e77ef96522a95ff2dfd3751ab7dfb,2008_00334894d8b824c04b5bcda2e98b898b,T516,T515,Support,2008
2008_087d58c60ec4d551c292af2207989f5c,2008_00334894d8b824c04b5bcda2e98b898b,T506,T515,Support,2008
2008_f3afb8f0e89f4f1eb13c54760a2aea76,2008_03431625f5b02436ea084041682b2c8f,T518,T514,Support,2008
2008_03431625f5b02436ea084041682b2c8f,2008_00334894d8b824c04b5bcda2e98b898b,T514,T515,Support,2008
2008_c5fbe2093c3b019962fc5dfaf6672e3c,2008_e3d9113d7ac6f8d9cc6da691f5c243b6,T519,T520,Support,2008
2008_0a24ceb11a975ad9c63799402c9de3f8,2008_e3f7638ab45a9f03af5ae7b31c52cda2,T526,T525,Support,2008
2008_f70a1d8f5171d297e2457d73768cb0a4,2008_0ae384cd3e3e485bf408c88cee6f4a6f,T522,T523,Support,2008
2008_e3f7638ab45a9f03af5ae7b31c52cda2,2008_0ae384cd3e3e485bf408c88cee6f4a6f,T525,T523,Support,2008
2008_6495b08718476507af4a5fb41f89d3fe,2008_0ae384cd3e3e485bf408c88cee6f4a6f,T524,T523,Support,2008
2008_538de96c49c0d5c79d5c12ed53829fea,2008_332b57586cb19315e95aaf101e1e979b,T528,T527,Support,2008
2008_b5a4a61d9e273d5f49a7ab878a96f1aa,2008_538de96c49c0d5c79d5c12ed53829fea,T529,T528,Support,2008
2008_e079da1adad3aa0267b4ff946432191b,2008_32822d8de0c3f12e621a1a97dcbb7a61,T530,T531,Support,2008
2008_be6b70f0a120d417366da3e4557b18d1,2008_634e118427edfb50773f9bce392c050a,T537,T536,Support,2008
2008_6f6efdc2f547ab865b664a689ecee54b,2008_634e118427edfb50773f9bce392c050a,T532,T536,Support,2008
2008_b61b0f158e0b302e4b81e4786eff4f10,2008_634e118427edfb50773f9bce392c050a,T538,T536,Support,2008
2008_c687d371d21bf7e68e6fbd0109239b83,2008_9aaadcb70a1e019bb350e0676eeb4668,T534,T533,Support,2008
2008_b9fff8fd0651b01c4d223fafdbd8cf79,2008_9aaadcb70a1e019bb350e0676eeb4668,T535,T533,Support,2008
2008_9cc314899f8d87dd87eac29892341eb6,2008_7ae6809bd94e11534cb5d39f02f485b1,T544,T540,Support,2008
2008_79ee33148715ba112b56f7ee39ff8a39,2008_7ae6809bd94e11534cb5d39f02f485b1,T543,T540,Support,2008
2008_febf9d90e0dd95550f08ee60549d1acb,2008_5150f8ffb938613af662c85573a9c460,T542,T541,Support,2008
2008_8615356b19f6e4b09c61f512f20a933e,2008_5150f8ffb938613af662c85573a9c460,T547,T541,Support,2008
2008_549fe7b2e00c5f80b2f209f516f39bc0,2008_5150f8ffb938613af662c85573a9c460,T552,T541,Support,2008
2008_7f7322209af100e84c13feb4e790749b,2008_5150f8ffb938613af662c85573a9c460,T551,T541,Support,2008
2008_d94ccb3976cd371455e26627e00d0b3b,2008_9022700906ebcd384134d4830dca28f6,T554,T553,Support,2008
2008_90cb1ccae97930fd4faa53caf1458f90,2008_9022700906ebcd384134d4830dca28f6,T555,T553,Support,2008
2008_6cabcc15dcc56b9399062e9d6da433ed,2008_7631e970b63881494b60810c307227d4,T556,T557,Support,2008
2008_cb7b4795e3d14a04013f8a893af781a6,2008_fded69966b7491355772c4e60a84c8ed,T560,T559,Support,2008
2008_4a5c222407c56ea6e4050d9e80a326a7,2008_ed9287ea262306891ae0c6f1d6c62e3e,T562,T563,Support,2008
2008_f1812435c1d5b9a0afb0d7d90041de3a,2008_ed9287ea262306891ae0c6f1d6c62e3e,T564,T563,Support,2008
2008_0c28f80708a2fa90e03378fb3d3734ac,2008_ed9287ea262306891ae0c6f1d6c62e3e,T565,T563,Support,2008
2008_f5c2ac91eea9d5740184c2aed8dc5bdf,2008_ed9287ea262306891ae0c6f1d6c62e3e,T566,T563,Support,2008
2008_6e40ef0f7146f0234411b633d7ac137b,2008_ed9287ea262306891ae0c6f1d6c62e3e,T567,T563,Support,2008
2008_ed9287ea262306891ae0c6f1d6c62e3e,2008_b10aff60d20daddc052f344669bf7778,T563,T561,Support,2008
2008_b374fc5cf8c1cd7d680867132f3f2f50,2008_58e060ec13e9555d2270891b34878e82,T550,T549,Support,2008
2008_0f169c4021acd09810ce7108c53cb28a,2008_81c74be798b966feadf2ddc966fc672e,T572,T568,Support,2008
2008_a71cfdbe9764525b6838f18c04e846f4,2008_81c74be798b966feadf2ddc966fc672e,T573,T568,Support,2008
2008_6882e10dd7eab53b6593e5b997cb2522,2008_a71cfdbe9764525b6838f18c04e846f4,T571,T573,Support,2008
2008_23118a278cd539ee0a9edd5d64c354f7,2008_a71cfdbe9764525b6838f18c04e846f4,T570,T573,Attack,2008
2008_23118a278cd539ee0a9edd5d64c354f7,2008_7de6d545a207ccd17c4d667398065122,T570,T569,Support,2008
2008_76ebc013011b2cf9316a3d01709f4d52,2008_bf64d9221d75989ea1840dbb52974b50,T82,T83,Support,2008
2008_856864197bbf1773b341090417249742,2008_16e35c452ca533220b47a3795cd1ff8f,T80,T81,Support,2008
2008_ede9d5105a5a9e19533489560d85bf25,2008_bfc8a4dbf8f71f42532842ff18bddba9,T85,T84,Support,2008
2008_69235fbf122a3eb0d507cee40f77b29a,2008_bfc8a4dbf8f71f42532842ff18bddba9,T86,T84,Support,2008
2008_bfc8a4dbf8f71f42532842ff18bddba9,2008_16e35c452ca533220b47a3795cd1ff8f,T84,T81,Support,2008
2008_054dcd76ba1f509d710a0ca72a9580d8,2008_b9201a380ed179a8be6c7d515d98df32,T89,T88,Support,2008
2008_b9201a380ed179a8be6c7d515d98df32,2008_bc31ce1aaaa6f1c013c59f2f5916776e,T88,T87,Support,2008
2008_43790c1ac1ab01b08acc0d0887cb4bc3,2008_12ec5e398b01d990cf3fc825110753f3,T92,T91,Attack,2008
2008_47a66a82e4fcabcbcada4b2c09f3df82,2008_43790c1ac1ab01b08acc0d0887cb4bc3,T93,T92,Support,2008
2008_5fb64fa768dc4bb62b96cdcfda848194,2008_43790c1ac1ab01b08acc0d0887cb4bc3,T94,T92,Support,2008
2008_487b752d7d2b83847cbda926de597aea,2008_43790c1ac1ab01b08acc0d0887cb4bc3,T95,T92,Support,2008
2008_e61bdcdafe4ae0133b893fd4a917e620,2008_16e35c452ca533220b47a3795cd1ff8f,T96,T81,Support,2008
2008_7b316aaab712e6a8eaa681281018da51,2008_dec209b32d5696b325623e3487ab1697,T98,T97,Support,2008
2008_4a10c52df4190aad60d3d8701b2f3d0b,2008_dec209b32d5696b325623e3487ab1697,T99,T97,Support,2008
2008_a99f7472c7988fcb24d7b1a379853f0c,2008_dec209b32d5696b325623e3487ab1697,T100,T97,Support,2008
2008_aa636c2910462a88c6b31e32bdc9ec03,2008_dec209b32d5696b325623e3487ab1697,T101,T97,Support,2008
2008_dec209b32d5696b325623e3487ab1697,2008_e61bdcdafe4ae0133b893fd4a917e620,T97,T96,Attack,2008
2008_43790c1ac1ab01b08acc0d0887cb4bc3,2008_97b733b56e1d85fb8bdae7f3a82fd4dc,T92,T104,Support,2008
2008_7512487e895547ef743040dbb07d9087,2008_a8660fb619dd98667d50e5fa1308dbff,T105,T106,Support,2008
