subj,subj_type,subj_span,obj,obj_type,obj_span,relation
Vice President Bush disclosed his tax returns to the American people,Premise,"(52804, 52872)",In 1981 I think he paid about 40 percent in taxes.,Claim,"(52941, 52991)",Support
"in this increase in poverty, it all had to do with their private earnings",Claim,"(61861, 61934)",It had nothing to do with the transfer of payments from government by way of many programs,Claim,"(61936, 62026)",Support
now we need both that kind of discipline and the resources and the consistent leadership that allows this country to catch up in education and science and training,Claim,"(72300, 72463)",challenging ourselves to get on with the business of dealing with America's problems,Claim,"(72060, 72144)",Support
Productivity in the first half of 1980 was down a minus 2 percent,Premise,"(80070, 80135)",Today it is up a plus 4 percent,Premise,"(80137, 80168)",Support
it is the economic recovery program that we presented when I took office in 1981.,Premise,"(3157, 3238)",an economic program that I thought could rectify the great problems confronting us,Claim,"(3350, 3432)",Support
There's a difference between being a quarterback and a cheerleader,Claim,"(13936, 14002)",I think that's what leadership is all about,Claim,"(13891, 13934)",Support
I know the threats that are made against me,Claim,"(24499, 24542)",I pose a threat to several hundred people if I go to church.,Claim,"(24438, 24498)",Support
"if it won't come down, the economy's going to slow down",Claim,"(32227, 32282)",they know it's got to come down,Claim,"(32190, 32221)",Support
there were medical authorities,Premise,"(42798, 42828)",I think that this is what we should concentrate on,Claim,"(42659, 42709)",Support
"In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes",Premise,"(52992, 53094)",That meant that he paid a lower percent in taxes than the janitor,Claim,"(53096, 53161)",Support
We are spending now 37 percent more on food for the hungry in all the various types of programs than was spent in 1980.,Claim,"(62028, 62147)",It had nothing to do with the transfer of payments from government by way of many programs,Claim,"(61936, 62026)",Support
I told you before the election what I'd do,Claim,"(72907, 72949)",I've done what no candidate for President has ever done,Claim,"(72850, 72905)",Support
"In the first half of 1980, gross national product was down a minus 3.7 percent",Premise,"(79944, 80022)",The first half of '84 it's up 8\1/2\ percent,Premise,"(80024, 80068)",Support
we have a recovery that has been going on for about 21 months to the point,Premise,"(4116, 4190)",we can now call it an expansion,Claim,"(4196, 4227)",Support
"when there's a real problem, a President must confront it",Claim,"(14008, 14065)",I think that's what leadership is all about,Claim,"(13891, 13934)",Support
We all know the possibility of terrorism.,Claim,"(24544, 24585)",I pose a threat to several hundred people if I go to church.,Claim,"(24438, 24498)",Support
maybe go into a recession,Claim,"(32284, 32309)",they know it's got to come down,Claim,"(32190, 32221)",Support
there were religious,Premise,"(42830, 42850)",I think that this is what we should concentrate on,Claim,"(42659, 42709)",Support
who cleaned up his office or the chauffeur who drives him to work,Premise,"(53162, 53227)",That meant that he paid a lower percent in taxes than the janitor,Claim,"(53096, 53161)",Support
"we took 850,000 off the food stamp rolls because they were making an income that was above anything that warranted their fellow citizens having to support them",Premise,"(62368, 62527)","2,300,000 more are receiving them",Claim,"(62319, 62352)",Support
I have stood up and told the American people that that $263 billion deficit must come down,Claim,"(72754, 72844)",I told you before the election what I'd do,Claim,"(72907, 72949)",Support
"In 1980 -- or 1979, a person with a fixed income of $8,000 was $500 above the poverty line",Premise,"(80256, 80346)",this maybe explains why there are the numbers still in poverty,Claim,"(80352, 80414)",Support
"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates",Premise,"(4229, 4410)","Our tax cut, we think, was very instrumental in bringing about this economic recovery",Claim,"(4412, 4497)",Support
"What I was referring to, of course, in the comment that you referred to was the situation in Lebanon",Premise,"(14067, 14167)","for three occasions, one after another, our Embassies were assaulted in the same way by a truck with demolitions",Claim,"(14174, 14286)",Support
my minister knows this and supports me in this position,Claim,"(24700, 24755)",I don't feel that I have a right to go to church,Claim,"(24759, 24807)",Support
They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs,Premise,"(32311, 32430)",given farmers the worst year in American history,Claim,"(32432, 32480)",Support
there were clerics there,Premise,"(42854, 42878)",I think that this is what we should concentrate on,Claim,"(42659, 42709)",Support
That meant that he paid a lower percent in taxes than the janitor,Claim,"(53096, 53161)",I believe we need some fairness,Claim,"(53229, 53260)",Support
We found people making 185 percent of the poverty level were getting government benefits,Claim,"(62529, 62617)",We have set a line at 130 percent so that we can direct that aid down to the truly needy,Claim,"(62619, 62707)",Support
"even though we need growth, that's not helping",Premise,"(73249, 73295)",Don't talk about growth,Claim,"(73216, 73239)",Support
By 1980 that same person was $500 below the poverty line,Premise,"(80416, 80472)",this maybe explains why there are the numbers still in poverty,Claim,"(80352, 80414)",Support
The interest rates have come down about 9 or 10 points,Premise,"(4558, 4612)",We have reduced inflation to about a third of what it was.,Claim,"(4499, 4557)",Support
these things can happen,Premise,"(14353, 14376)",I did not criticize the President,Claim,"(14310, 14343)",Support
I pose a threat to several hundred people if I go to church.,Claim,"(24438, 24498)",I don't feel that I have a right to go to church,Claim,"(24759, 24807)",Support
it's unfair to our children,Premise,"(32538, 32565)",they know this debt must come down as well,Claim,"(32486, 32528)",Support
everyone talking about this matter of prolife,Premise,"(42882, 42927)",I think that this is what we should concentrate on,Claim,"(42659, 42709)",Support
I believe we need some fairness,Claim,"(53229, 53260)",I've proposed what I think is a fair and a responsible proposal that helps protect these people who've already got no relief or actually got a tax increase.,Claim,"(53277, 53433)",Support
"we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans",Claim,"(62947, 63096)",We have set a line at 130 percent so that we can direct that aid down to the truly needy,Claim,"(62619, 62707)",Support
It was once called voodoo economics,Premise,"(73049, 73084)",This is how I'm going to get it done,Claim,"(73178, 73214)",Support
"With regard to business investment, it is higher than it has been since 1949",Claim,"(80512, 80588)",We have restored much of our economy,Claim,"(80474, 80510)",Support
The interest rates have come down about 9 or 10 points,Premise,"(4558, 4612)","we think, must come down further",Claim,"(4618, 4650)",Support
the second time the barracks in Lebanon were assaulted,Premise,"(14409, 14463)",we all remember,Claim,"(14468, 14483)",Support
"my being there could cause something of the kind that we have seen in other places, in Beirut, for example",Claim,"(24822, 24928)",I don't feel that I have a right to go to church,Claim,"(24759, 24807)",Support
given farmers the worst year in American history,Claim,"(32432, 32480)",The American people want this environment protected,Claim,"(32567, 32618)",Support
"at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive.",Claim,"(42933, 43037)","I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution",Claim,"(42417, 42578)",Support
"Up until about $70,000, as you go up the ladder",Premise,"(54328, 54375)",They hit middle- and moderate-income Americans and leave wealthy Americans largely untouched,Claim,"(54234, 54326)",Support
"we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans",Claim,"(62947, 63096)",We didn't think that was right,Claim,"(63098, 63128)",Support
"Yes, we have a $263 billion deficit.",Premise,"(73141, 73177)",This is how I'm going to get it done,Claim,"(73178, 73214)",Support
there seems to be no shortage of investment capital,Claim,"(80594, 80645)",We have restored much of our economy,Claim,"(80474, 80510)",Support
"which has come down from 17 to 6 percent, and, at the same time, as the growth in the economy increases the revenues the Government gets, without raising taxes",Premise,"(5035, 5194)","when they meet, that is a balanced budget",Claim,"(5227, 5268)",Support
I believe that a President must command that White House and those who work for him,Claim,"(14675, 14758)",It's the toughest job on Earth,Claim,"(14760, 14790)",Support
I pose a threat to several hundred people if I go to church.,Claim,"(24438, 24498)",I think the Lord understands,Claim,"(24962, 24990)",Support
they know that people's lives and health are being risked,Claim,"(32708, 32765)",They know that these toxic waste dumps should have been cleaned up a long time ago,Claim,"(32620, 32702)",Support
"We have seen premature births that are now grown-up, happy people going around",Claim,"(43038, 43116)","I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution",Claim,"(42417, 42578)",Support
They hit middle- and moderate-income Americans and leave wealthy Americans largely untouched,Claim,"(54234, 54326)",my proposals will be far more beneficial,Claim,"(54377, 54417)",Support
their family incomes were so low,Premise,"(63261, 63293)",we have set a standard that those loans and those grants are directed to the people who otherwise could not go to college,Claim,"(63138, 63259)",Support
"I'll tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in '82.",Premise,"(73967, 74091)",that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them,Claim,"(74096, 74264)",Support
"Personal earnings after taxes per capita have gone up almost $3,000 in these 4 years",Premise,"(80170, 80254)",We have restored much of our economy,Claim,"(80474, 80510)",Support
there have been created new jobs for those people to where there are now 105 million civilians working,Premise,"(4722, 4824)","the plan that we have had and that we are following is a plan that is based on growth in the economy, recovery without inflation, and reducing the share that the Government is taking from the gross national product",Claim,"(3851, 4065)",Support
you must master the facts and insist that things that must be done are done,Claim,"(14796, 14871)",It's the toughest job on Earth,Claim,"(14760, 14790)",Support
I don't feel that I have a right to go to church,Claim,"(24759, 24807)",I miss going to church,Claim,"(24934, 24956)",Support
we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment,Premise,"(32775, 32900)",The American people want this environment protected,Claim,"(32567, 32618)",Support
the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder,Premise,"(43373, 43622)","if somebody else does it, that's murder",Claim,"(43754, 43793)",Support
As soon as we get the economy on a sound ground as well,Premise,"(54419, 54474)",I'd like to see the total repeal of indexing,Claim,"(54476, 54520)",Support
we have set a standard that those loans and those grants are directed to the people who otherwise could not go to college,Claim,"(63138, 63259)",We have set a line at 130 percent so that we can direct that aid down to the truly needy,Claim,"(62619, 62707)",Support
that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them,Claim,"(74096, 74264)",I think it is outrageous,Claim,"(74274, 74298)",Support
Today it is up a plus 4 percent,Premise,"(80137, 80168)",We have restored much of our economy,Claim,"(80474, 80510)",Support
"In the last 21 months, more than 6 million people have gotten jobs",Premise,"(4652, 4718)","the plan that we have had and that we are following is a plan that is based on growth in the economy, recovery without inflation, and reducing the share that the Government is taking from the gross national product",Claim,"(3851, 4065)",Support
It's the toughest job on Earth,Claim,"(14760, 14790)",I think that's what leadership is all about,Claim,"(13891, 13934)",Support
I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency,Claim,"(25708, 25805)",I have a deep religious faith,Claim,"(25848, 25877)",Support
"They want to get our edge back in science,",Claim,"(32952, 32994)",The American people want their children educated.,Claim,"(32902, 32951)",Support
"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull",Premise,"(43249, 43367)",isn't it strange that that same woman could have taken the life of her unborn child,Claim,"(43629, 43712)",Support
I don't think we can do that for a few years.,Claim,"(54522, 54567)","at some point, we want to do that as well",Claim,"(54572, 54613)",Support
some that didn't even feel the pain of the recession,Premise,"(65044, 65096)",there were some parts of the country that were worse off,Claim,"(64982, 65038)",Support
have no place else to turn,Premise,"(74503, 74529)",they scare millions of senior citizens who are totally dependent on Social Security,Premise,"(74418, 74501)",Support
The first half of '84 it's up 8\1/2\ percent,Premise,"(80024, 80068)",We have restored much of our economy,Claim,"(80474, 80510)",Support
"there were only 99 million before; 107, if you count the military",Premise,"(4832, 4897)","the plan that we have had and that we are following is a plan that is based on growth in the economy, recovery without inflation, and reducing the share that the Government is taking from the gross national product",Claim,"(3851, 4065)",Support
all my life that has been the way in which I have sought to lead,Premise,"(14962, 15026)",I believe that the way in which I will approach the Presidency is what's needed,Claim,"(14873, 14952)",Support
Our family does,Claim,"(25879, 25894)",I have a deep religious faith,Claim,"(25848, 25877)",Support
they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan.,Claim,"(32999, 33131)",The American people want their children educated.,Claim,"(32902, 32951)",Support
the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder,Premise,"(43373, 43622)","it used the term ""death of the unborn child.''",Premise,"(43799, 43845)",Support
I don't have a plan to tax -- or increase taxes,Claim,"(54833, 54880)",I'm not going to increase taxes,Claim,"(54882, 54913)",Support
just as in the depths of the recession,Premise,"(64942, 64980)",There is no way that the recovery is even across the country,Claim,"(64880, 64940)",Support
they scare millions of senior citizens who are totally dependent on Social Security,Premise,"(74418, 74501)","for political advantage, every time they do that",Premise,"(74368, 74416)",Support
"we have reduced inflation, and for 2 years now it has stayed down there, not at double digit, but in the range of 4 or below",Claim,"(80686, 80810)",We have restored much of our economy,Claim,"(80474, 80510)",Support
according to their projections,Premise,"(5378, 5408)",The lines aren't about to meet,Claim,"(5346, 5376)",Support
all my life that has been the way in which I have sought to lead,Premise,"(14962, 15026)",that's why in this campaign I'm telling you exactly what I want to do.,Claim,"(15032, 15102)",Support
It is fundamental,Claim,"(25896, 25913)",I have a deep religious faith,Claim,"(25848, 25877)",Support
The American people want to keep opening doors.,Claim,"(33132, 33179)",they want it,Claim,"(33328, 33340)",Support
Our laws against murder are State laws,Claim,"(44659, 44697)",I would think that this would be the point of enforcement on this.,Claim,"(44703, 44769)",Support
as a Senator you voted 16 times to increase taxes,Premise,"(54966, 55015)","I can understand why you are, Mr. Mondale",Claim,"(54915, 54956)",Support
there were some parts of the country that were worse off,Claim,"(64982, 65038)",There is no way that the recovery is even across the country,Claim,"(64880, 64940)",Support
"they have to live and go to bed at night thinking, ""Is this true? Is someone going to take our check away from us and leave us destitute?''",Premise,"(74535, 74674)",they scare millions of senior citizens who are totally dependent on Social Security,Premise,"(74418, 74501)",Support
"We have, as I said, cut the taxes",Claim,"(80647, 80680)",We have restored much of our economy,Claim,"(80474, 80510)",Support
according to their projections,Premise,"(5378, 5408)",They project that the budget deficit will continue to climb.,Claim,"(5410, 5470)",Support
you must master the facts and insist that things that must be done are done,Claim,"(14796, 14871)",I believe that the way in which I will approach the Presidency is what's needed,Claim,"(14873, 14952)",Support
I have a deep religious faith,Claim,"(25848, 25877)",It's probably the reason that I'm in politics,Claim,"(25915, 25960)",Support
"they've understood from the beginning that when we open doors, we're all stronger",Premise,"(33349, 33430)",The American people want to keep opening doors.,Claim,"(33132, 33179)",Support
I would think that this would be the point of enforcement on this.,Claim,"(44703, 44769)",no one has approached it from that matter,Claim,"(44831, 44872)",Support
I believe that our problem has not been that anybody in our country is undertaxed,Claim,"(55022, 55103)",it's that government is overfed.,Claim,"(55105, 55137)",Support
through the Urban Development Action Grant Program,Premise,"(66049, 66099)",we have to work with cities and others to help generate economic growth in those communities,Claim,"(65953, 66045)",Support
"for political advantage, every time they do that",Premise,"(74368, 74416)",I don't think that that should be a part of political dialog,Claim,"(74679, 74739)",Support
"Yes, we have an increase in the defense budget.",Claim,"(80893, 80940)",We believe that we had also promised that we would make our country more secure.,Claim,"(80812, 80892)",Support
In the year 1989 they project a budget deficit of $273 billion.,Premise,"(5471, 5534)",They project that the budget deficit will continue to climb.,Claim,"(5410, 5470)",Support
so that the American people can participate in that decision,Premise,"(15194, 15254)","I am trying to provide leadership now, before the election",Claim,"(15134, 15192)",Support
"I think our faith tells us, instructs us, about the moral life that we should lead.",Claim,"(25962, 26045)",It's probably the reason that I'm in politics,Claim,"(25915, 25960)",Support
They want those civil rights laws enforced.,Claim,"(33180, 33223)",they want it,Claim,"(33328, 33340)",Support
It does not happen that the church that I belong to had that as part of its dogma,Premise,"(44874, 44955)",I know that some churches do,Claim,"(44957, 44985)",Support
it's that government is overfed.,Claim,"(55105, 55137)",this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up,Claim,"(55177, 55316)",Support
we have to work with cities and others to help generate economic growth in those communities,Claim,"(65953, 66045)",we've got to get the debt down to get the interest rates down so the economy will grow and people will be employed,Claim,"(65825, 65939)",Support
Social Security is totally funded by the payroll tax levied on employer and employee.,Premise,"(75073, 75158)",Social Security has nothing to do with the deficit,Claim,"(75021, 75071)",Support
back then we had planes that couldn't fly for lack of spare parts or pilots,Premise,"(80945, 81020)",We believe that we had also promised that we would make our country more secure.,Claim,"(80812, 80892)",Support
The deficit is the result of excessive government spending,Claim,"(5759, 5817)",which has become a drag on the economy,Claim,"(4067, 4105)",Support
your message has failed to get through,Premise,"(15380, 15418)",the polls have given you lower ratings on leadership than President Reagan,Claim,"(15297, 15371)",Support
"When the Republican platform says that from here on out, we're going to have a religious test for judges before they're selected for the Federal court,",Premise,"(26355, 26506)",I think that's an abuse of faith in our country.,Claim,"(26609, 26657)",Support
They want the equal rights amendment ratified,Claim,"(33224, 33269)",they want it,Claim,"(33328, 33340)",Support
"in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense",Premise,"(45053, 45148)","I've always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own.",Claim,"(45165, 45385)",Support
the Social Security tax of '77,Premise,"(55637, 55667)",this indeed was a tax that hit people in the lower brackets the hardest,Claim,"(55671, 55742)",Support
I don't mind those enterprise zones,Claim,"(66101, 66136)",let's try them,Claim,"(66138, 66152)",Support
If you reduce the out-go of Social Security,Premise,"(75159, 75202)",that money would not go into the general fund to reduce a deficit,Claim,"(75204, 75269)",Support
"We had navy vessels that couldn't leave harbor because of lack of crew or, again, lack of spare parts",Premise,"(81022, 81123)",We believe that we had also promised that we would make our country more secure.,Claim,"(80812, 80892)",Support
they have been wrong on virtually all of them,Premise,"(5911, 5956)","I do not, very frankly, take seriously the Congressional Budget Office projections",Claim,"(5819, 5901)",Support
we must lead,Claim,"(15977, 15989)",we must command,Claim,"(15991, 16006)",Equivalent
Jerry Falwell announces that that means they get at least two Justices of the Supreme Court,Premise,"(26516, 26607)",I think that's an abuse of faith in our country.,Claim,"(26609, 26657)",Support
They want equal pay for comparable effort for women.,Claim,"(33271, 33323)",they want it,Claim,"(33328, 33340)",Support
"I've always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own.",Claim,"(45165, 45385)",isn't it strange that that same woman could have taken the life of her unborn child,Claim,"(43629, 43712)",Attack
it just doesn't work out that way,Claim,"(56484, 56517)","I don't think that to try and say that we were taxing the rich, and not the other way around",Claim,"(56390, 56482)",Support
not as a substitute for the others,Premise,"(66158, 66192)",let's try them,Claim,"(66138, 66152)",Support
that money would not go into the general fund to reduce a deficit,Claim,"(75204, 75269)",Social Security has nothing to do with the deficit,Claim,"(75021, 75071)",Support
Today we're well on our way to a 600-ship navy,Claim,"(81125, 81171)",We believe that we had also promised that we would make our country more secure.,Claim,"(80812, 80892)",Support
including the fact that our recovery wasn't going to take place to begin with,Premise,"(5958, 6035)",they have been wrong on virtually all of them,Premise,"(5911, 5956)",Support
we must lead,Claim,"(15977, 15989)",we must direct,Claim,"(16008, 16022)",Equivalent
I think that's an abuse of faith in our country.,Claim,"(26609, 26657)",All history tells us that that's a mistake,Claim,"(26311, 26353)",Support
just as we were at the Olympics,Premise,"(33432, 33463)","they've understood from the beginning that when we open doors, we're all stronger",Premise,"(33349, 33430)",Support
I think it cannot work,Claim,"(46426, 46448)","s it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this?",Claim,"(46246, 46425)",Support
if you take it in numbers of dollars instead of percentage,Premise,"(56635, 56693)",that person got 10 times as much as this other person,Claim,"(56721, 56774)",Support
If these young Americans don't have the skills that make them attractive to employees,Premise,"(66239, 66324)",they're not going to get jobs,Claim,"(66326, 66355)",Support
I think I have talked in straight economic terms about a program of recovery that I was told wouldn't work.,Claim,"(75473, 75580)",This is how I'm going to get it done,Claim,"(73178, 73214)",Attack
We have 543 at present,Claim,"(81173, 81195)",Today we're well on our way to a 600-ship navy,Claim,"(81125, 81171)",Support
"in constant dollars, in the domestic side of the budget",Premise,"(6598, 6653)",there has been no spending increase in the 4 years that we have been here,Claim,"(6655, 6728)",Support
we must command,Claim,"(15991, 16006)",we must direct,Claim,"(16008, 16022)",Equivalent
we kept the politicians and the state out of the personal exercise of our faith,Premise,"(26802, 26881)",faith in the United States is pure and unpolluted by the intervention of politicians,Claim,"(26894, 26978)",Support
"The President answers that it didn't happen or, if it did, it was resolved later in a commission",Premise,"(34045, 34141)",I will not support the cuts in Social Security and Medicare and the rest that the President has proposed,Claim,"(33939, 34043)",Support
won't work,Claim,"(46450, 46460)","s it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this?",Claim,"(46246, 46425)",Support
if you take it in percentages,Premise,"(56821, 56850)",you find out that it is fair and equitable across the board,Claim,"(56857, 56916)",Support
There is no question that the poor are worse off,Premise,"(66676, 66724)",we need the business community as well as government heavily involved in these communities to try to get economic growth,Claim,"(66554, 66674)",Support
"after it worked, I was told that lowering taxes would increase inflation",Premise,"(75591, 75663)",none of these things happened,Claim,"(75669, 75698)",Support
"then you add to that food and wardrobe, and all the other things",Claim,"(81366, 81430)",you only have a small portion going for weapons.,Claim,"(81436, 81484)",Support
I think that the lines can meet,Claim,"(6555, 6586)",The lines aren't about to meet,Claim,"(5346, 5376)",Attack
we must lead,Claim,"(15977, 15989)",a President must see it like it is,Claim,"(16028, 16062)",Support
we kept the politicians and the state out of the personal exercise of our faith,Premise,"(26802, 26881)",This nation is the most religious nation on Earth,Claim,"(26658, 26707)",Support
the comparison of approaches is such that I think will lead to further strength,Claim,"(34321, 34400)","As the record develops, I think it's going to become increasingly clear that what I am saying and where I want to take this country is exactly where the country wants to go",Claim,"(34143, 34315)",Support
will lead to all kinds of cynical evasions of the law,Claim,"(46466, 46519)",won't work,Claim,"(46450, 46460)",Support
"he paid 10 times as much, also",Claim,"(56785, 56815)",you find out that it is fair and equitable across the board,Claim,"(56857, 56916)",Support
we need the business community as well as government heavily involved in these communities to try to get economic growth,Claim,"(66554, 66674)",we've got to get the debt down to get the interest rates down so the economy will grow and people will be employed,Claim,"(65825, 65939)",Support
none of these things happened,Claim,"(75669, 75698)",It is working,Claim,"(75700, 75713)",Support
"I think the people should understand that two-thirds of the defense budget pays for pay and salary, or pay and pension",Claim,"(81242, 81360)",you only have a small portion going for weapons.,Claim,"(81436, 81484)",Support
I think that the lines can meet,Claim,"(6555, 6586)","when they meet, that is a balanced budget",Claim,"(5227, 5268)",Support
we must command,Claim,"(15991, 16006)",a President must see it like it is,Claim,"(16028, 16062)",Support
