source_unique_id,target_unique_id,source_id,target_id,relation_class,year
2020_cd7b326d6a0a287c2cfa6398b603d34e,2020_43bd2dd306c332f999d2b93714c8ec58,T68,T69,Support,2020
2020_544b7f5718a4a1c83a6b768e19069d14,2020_ffc9b6692198a94500617c305982608f,T71,T70,Support,2020
2020_d8844dfaa1c044580581b72e0fae3f31,2020_5f4bf57eb8e643f1451ae6187645b48c,T72,T73,Support,2020
2020_76d896979f4e9c8988bfbf3b8329c899,2020_9a2d6a052bd2680548ce10cab93d822b,T74,T75,Equivalent,2020
2020_2f17de08708202b916721e3e95b5cde8,2020_77beb420103093e0604f328d0239227a,T76,T77,Support,2020
2020_2f17de08708202b916721e3e95b5cde8,2020_4bd88c3de0c5877d57f12bfafc0e63b2,T76,T78,Support,2020
2020_59e1565651e4f5a2f6addd342d70c124,2020_facfeb1fd2ec9f646c0324a02a54dfe6,T79,T80,Support,2020
2020_59e1565651e4f5a2f6addd342d70c124,2020_ca7c60bfe30ac3487f62cd9a9a022145,T79,T81,Equivalent,2020
2020_5a0650eb7e3124e7ea1629535040322b,2020_59aace1e087cb5c37117a88e4b7e2c5d,T82,T83,Support,2020
2020_59aace1e087cb5c37117a88e4b7e2c5d,2020_017ac2f9c427cd23a52853d74a27c407,T83,T84,Equivalent,2020
2020_a913dd8a9a873f65e40bb0d88c564ac0,2020_90578e3d1ce6efd8847e155ec3c5faf0,T85,T86,Support,2020
2020_cc4da8674d716de50f13611716805288,2020_58e567df2ece0ef955ad43ed757b1333,T87,T88,Attack,2020
2020_58e567df2ece0ef955ad43ed757b1333,2020_2ad321bb11cabee591fd6fc4074c2afe,T88,T89,Support,2020
2020_235ac3bf157d648bdaa0f4361bffbc3f,2020_e23399562de27912b20a1b8e6754fbac,T93,T90,Support,2020
2020_235ac3bf157d648bdaa0f4361bffbc3f,2020_bc707cf50895d6579737d9dbbc208f63,T93,T91,Support,2020
2020_235ac3bf157d648bdaa0f4361bffbc3f,2020_07e36005be7d63b71ea2199992412f38,T93,T92,Support,2020
2020_2e267184aa6852e4531154d679545e19,2020_0790376859945d15fd22dc2e16871836,T95,T96,Attack,2020
2020_184928984696c0772b931be9489ef432,2020_4bf6834466bf6abb0cef0ca05ae4bee4,T97,T98,Equivalent,2020
2020_980c8b4d4535154eab747bae030c3502,2020_839707b9fb360dad9616e38868872d90,T99,T100,Equivalent,2020
2020_839707b9fb360dad9616e38868872d90,2020_4f480821ba5a1f3bd0e6cbe1d1862e34,T100,T101,Equivalent,2020
2020_4f480821ba5a1f3bd0e6cbe1d1862e34,2020_c10c693b321eac117df2ce3e3db121be,T101,T102,Support,2020
2020_0c3f10c5ed18bc2449ce16c9d5bd31b7,2020_8bd8bad7b2292be8cc1c45f35c2ee541,T103,T104,Support,2020
2020_0c3f10c5ed18bc2449ce16c9d5bd31b7,2020_dd66a002944ebeff1e99f7d08a6b2099,T103,T105,Equivalent,2020
2020_8bd8bad7b2292be8cc1c45f35c2ee541,2020_de4e69876d8eb1b0710a09cd92d1ebb1,T104,T110,Equivalent,2020
2020_dd66a002944ebeff1e99f7d08a6b2099,2020_c16606c077ce2e47d7c65a7af07b4108,T105,T108,Equivalent,2020
2020_17f483801facb39cd7ec40a78916316e,2020_f4886f46ba4dcf3185f4104f9ed2a37c,T106,T107,Equivalent,2020
2020_17f483801facb39cd7ec40a78916316e,2020_8648c1bc6f87fe266ecf6a987ec0a84e,T106,T109,Equivalent,2020
2020_41bbf6f1a861eb5709724ec607c42aa3,2020_76a65b6db9c0f4cc70fafb5bbdb6599d,T111,T112,Attack,2020
2020_4beb1cddd00e406c2aedf6515b800e3a,2020_707c6b731ee547b86caef322d3f9544e,T114,T113,Support,2020
2020_4beb1cddd00e406c2aedf6515b800e3a,2020_09fcabade6fbc132ddc89c2331f8d7e9,T114,T115,Attack,2020
2020_be401dc3077f629d34a25e0559305123,2020_3a5f70b9f6dd4bf299fa746de61f078a,T117,T116,Support,2020
2020_8e5d43757cacba5ea6cf904d80bd3401,2020_7244d7bc186a2a9aa35bd1ee0c550bb7,T118,T119,Support,2020
2020_7244d7bc186a2a9aa35bd1ee0c550bb7,2020_8c088fc7b7bbdf5dd0815c6c9c590e5d,T119,T120,Support,2020
2020_7244d7bc186a2a9aa35bd1ee0c550bb7,2020_9bfbf69e153b4dd1b286677a54cac7d2,T119,T121,Support,2020
2020_58154c2cf93ad102c3aa99c60247e23d,2020_ab71f7c5380dfce3bb2cc22e01ed6e10,T124,T122,Support,2020
2020_58154c2cf93ad102c3aa99c60247e23d,2020_c3f4589c70e9b58f3335746f800fd71c,T124,T123,Support,2020
2020_2552b0ea5755658ff126d27f11aee1c0,2020_bdd43fe9f3e6a73451ec82be3d785be8,T126,T125,Support,2020
2020_202333d42e191c5cbd4470d2f684e27a,2020_bdd43fe9f3e6a73451ec82be3d785be8,T127,T125,Support,2020
2020_943d00a8e7a6ca08a8a6b907f82c45c0,2020_999070e0d0994e8969ad465a35414ff6,T128,T129,Equivalent,2020
2020_71a00eb1d35ac3a4a1da002463eba662,2020_84c628e41149c4740732adbe4576851a,T131,T130,Support,2020
2020_71a00eb1d35ac3a4a1da002463eba662,2020_21cb13a120e7872a6c8f019633533a58,T131,T138,Attack,2020
2020_8628b739bfe2374d73bd5ca2f1cde201,2020_fb12e4796b1da7dd5a613586f516f39a,T132,T133,Support,2020
2020_8628b739bfe2374d73bd5ca2f1cde201,2020_c3dad72d3d42896d341f694d5e12bfe1,T132,T134,Support,2020
2020_5085b14dcb25418a1cfe9fad8988c449,2020_a162d554fa1266ecf51013b556a8efa9,T135,T136,Support,2020
2020_21cb13a120e7872a6c8f019633533a58,2020_43e89e72b2cb831318795c0177becf7b,T138,T137,Support,2020
2020_5b637b4c2f932407eebd544a9c48891f,2020_4a04c35c8a6797d2c396e5a05c19cb64,T139,T140,Support,2020
2020_5b637b4c2f932407eebd544a9c48891f,2020_2c90e1cfd468212a6594f8d3fbcf4359,T139,T141,Support,2020
2020_5b637b4c2f932407eebd544a9c48891f,2020_47560b71d044a6b40cd847b6a46429a9,T139,T142,Support,2020
2020_8078497a444d43a3a8dba51cd92f743b,2020_53a46023f079832fd3e67c3e876d28db,T143,T144,Support,2020
2020_5e897e98058b859498b3614dbbde257a,2020_deaa8766ec7a8455f81aefc4c62e9583,T145,T146,Support,2020
2020_5e897e98058b859498b3614dbbde257a,2020_e8c00726d3699fae226682b4d0b3209c,T145,T147,Support,2020
2020_c8a1958c975b7e3f6a0d7650b1af6be3,2020_9324cd93873d71f96e9f966bbe6988b7,T148,T149,Support,2020
2020_7138487ac644d5f64c428fba99ea8b98,2020_5e1c7b57f87481cfb8599780ae4c64a7,T150,T152,Attack,2020
2020_457777c339c7f69e532581b3a03d5588,2020_7138487ac644d5f64c428fba99ea8b98,T151,T150,Support,2020
2020_5e1c7b57f87481cfb8599780ae4c64a7,2020_62126c35d711b408ee33a6b62c3e9290,T152,T153,Equivalent,2020
2020_62126c35d711b408ee33a6b62c3e9290,2020_38455495d00a53f37f51983d05015763,T153,T154,Equivalent,2020
2020_93b7f3b326f50f48ef8c9005500c1390,2020_04cdb312d517d3962973ac7e9ff5f0f1,T155,T156,Equivalent,2020
2020_04cdb312d517d3962973ac7e9ff5f0f1,2020_3f05460e809bba0621a74ad9b0334e31,T156,T157,Attack,2020
2020_41d8e35a0eb17d3fab1c6fa7b12c22b1,2020_aca5fd4cc6349348aff3495a4416270e,T158,T159,Support,2020
2020_6d6638979f165aeef820085fda5bb0ef,2020_a019dfdb138a595aa7941d084134e1c0,T161,T160,Support,2020
2020_014f91ad3650569e33b3926a16045b25,2020_014f91ad3650569e33b3926a16045b25,T162,T162,Equivalent,2020
2020_eb106f2e91082d2c5bf8def800148670,2020_a166570c679e9f2144eb66215655e123,T164,T165,Support,2020
2020_eb106f2e91082d2c5bf8def800148670,2020_9cb6c4b4af30658994c5dccb332517d0,T164,T166,Equivalent,2020
2020_fb847489d38916a22222ee78a5110626,2020_266e6634b029c49f5953eaa6ef98f874,T168,T167,Support,2020
2020_903d9a71eddd7850d6df733966271fed,2020_fd07c2b5deb3d8410f41ed983a56a728,T169,T170,Support,2020
2020_d997af33709f364ccfeb3b3c8421327a,2020_d6cb0761b73b40679275b895391ec2a6,T171,T172,Attack,2020
2020_d6cb0761b73b40679275b895391ec2a6,2020_129b48d815a10735af1deb545fe7576b,T172,T173,Support,2020
2020_f1a4f6063480ad3395b5fdd152fc7a39,2020_2e2abc017de89221638acccab8ce2792,T174,T175,Support,2020
2020_36bc40b9f35e3cdfe88cf3a5b4742178,2020_8d5714db7c2b5d045c11f3157e184448,T176,T179,Attack,2020
2020_aac7b13a25eb816ffbc65a0d029e6251,2020_09ae3a787ee156785e33fc3b420fe4b3,T177,T178,Support,2020
2020_8d5714db7c2b5d045c11f3157e184448,2020_f0aa11b66b9eea84a762e71eab980130,T179,T180,Support,2020
2020_9dcea5a01058da1b67629fe221233c64,2020_1733e3114284aeb997139642aedcb580,T181,T186,Equivalent,2020
2020_41ab7ba70ce4893a79ff3ed7f55cab53,2020_41ab7ba70ce4893a79ff3ed7f55cab53,T182,T182,Equivalent,2020
2020_41ab7ba70ce4893a79ff3ed7f55cab53,2020_51e01aea24a41bb64c31cb2606798f71,T182,T184,Support,2020
2020_41ab7ba70ce4893a79ff3ed7f55cab53,2020_6c0d0233a2eb89e27405aee2be4bc759,T182,T185,Support,2020
2020_d7b327bf40d4a7213b91bd887ae84b48,2020_ea0f834d57a962310e79210b5efe8f3e,T187,T188,Support,2020
2020_a943a6a5f6f0c01a85a3979a2979b017,2020_e873eeef357c59da2c0c94465397fbdb,T189,T190,Attack,2020
2020_b7ec54c6f1bc666f72798b51b6540d6f,2020_b1fa6394ad782158f94a0813b2a1329e,T191,T192,Support,2020
2020_5a8cca66b7f53b9a0bf9dea433fdcaad,2020_19dc9576f1eca6e836fcef559bac8467,T193,T194,Attack,2020
2020_ba966027a70c9754292160388070485e,2020_449d7407d830098d76eb44682ec710c6,T195,T196,Support,2020
2020_c9d50cf920bfa17aa0b3a7d755791ebf,2020_b162a8e75281771804a128c072197d99,T197,T198,Support,2020
2020_06387712533db183320b735d69428b24,2020_f18842f4871dbf4c0138281415471962,T199,T200,Support,2020
2020_ff2704378e4ebb47bd8189dbf262803b,2020_ff2704378e4ebb47bd8189dbf262803b,T201,T201,Equivalent,2020
2020_3bcc8884a1d993db6d50a89b24b43de2,2020_b0f58fc5d258cda84d8251793f2ca2db,T203,T204,Equivalent,2020
2020_53fda0364d7256c095ebe7ef7b343f98,2020_cdd005331e705ae5ee0c1a52ef746fd2,T205,T206,Support,2020
2020_53fda0364d7256c095ebe7ef7b343f98,2020_8f05c77d147cee7b5d3f505113c0cad9,T205,T207,Support,2020
2020_8348743d792e4a52938a47f62cf27648,2020_62e521c624695ebe3a0652bd5cbd3de9,T208,T209,Support,2020
2020_04f9ef0f22a661cf36600f5be3bdd49a,2020_04f9ef0f22a661cf36600f5be3bdd49a,T210,T210,Equivalent,2020
2020_cb19d0cd01782009423a38b03b1728f8,2020_d3a9bc4f7dce0078c43b3a10c0bb93be,T212,T213,Attack,2020
2020_d3a9bc4f7dce0078c43b3a10c0bb93be,2020_d3a9bc4f7dce0078c43b3a10c0bb93be,T213,T213,Equivalent,2020
2020_7750e585f7abae1842002f8acd07a4f5,2020_53096d11256719ce50de8fe952b9d853,T215,T216,Support,2020
2020_7750e585f7abae1842002f8acd07a4f5,2020_31f4e7e538e23aca591d5f3a1bec2a34,T215,T217,Support,2020
2020_3a25f5d588a240cf276415f54025e320,2020_27d749f6b5c1531ebe41f4aaece1a0a0,T220,T218,Support,2020
2020_3a25f5d588a240cf276415f54025e320,2020_d5ed42a07470441e47dbf7fb50ad1818,T220,T219,Support,2020
2020_5ceee675b99f1b06cd833bece60b1988,2020_8fe4170c22bee2690723becbb02f2808,T221,T222,Attack,2020
2020_8fe4170c22bee2690723becbb02f2808,2020_87d6f4f50133ba778d754cc318b2b24f,T222,T223,Attack,2020
2020_4e0deac418d079b61124ef14fc914eb7,2020_3f2e78c7b679a2a8cfa2d99875bd84c2,T224,T225,Support,2020
2020_4e0deac418d079b61124ef14fc914eb7,2020_0b74186a4ede1015b4dfed2dad714c25,T224,T226,Equivalent,2020
2020_3f2e78c7b679a2a8cfa2d99875bd84c2,2020_0b74186a4ede1015b4dfed2dad714c25,T225,T226,Support,2020
2020_e945e17c65d02ee91155f368f1e8bef9,2020_1544821e4b21480388cc034738fcf750,T230,T227,Support,2020
2020_e945e17c65d02ee91155f368f1e8bef9,2020_b022dc715c0a6a207ec177a6926b8411,T230,T228,Support,2020
2020_e945e17c65d02ee91155f368f1e8bef9,2020_6a66c0886dc4acc1cee6f09d4d197cee,T230,T229,Support,2020
2020_1fa3150b30cc294780f953adfba1d793,2020_4188c4af207de5cff23015984aeae927,T232,T231,Support,2020
2020_5ba12a327ac35be6910425f7af2abf9e,2020_c903b4451f7f9779493b83e10eae59cc,T233,T234,Support,2020
2020_65671a62656aa2b7fd646f1e5a7c6d4d,2020_0aafad7fc581f074e555a15046b2a36e,T235,T236,Support,2020
2020_65671a62656aa2b7fd646f1e5a7c6d4d,2020_41cbe168f4082f468831f236265b1316,T235,T237,Support,2020
2020_7bb5f8c87af1ba03f711abead1468e38,2020_06c4cc329be19672cdd3207bb07bd282,T238,T239,Support,2020
2020_c5a3e3b97ac65f0031911f2ffd8a91d6,2020_6836e8ae143e1ce901ffdaa2f8323a25,T240,T241,Support,2020
2020_9fa4244a8a59f7a0287a82117089c6b3,2020_bd45c8d22f8a1c10f3ab6a6982165610,T242,T243,Support,2020
2020_b49ca6756ab862b3c800a4df00b7662b,2020_76836ec89ed2315d2f5afaf9bc7ac110,T244,T245,Attack,2020
2020_c41790d28b3518061a0ebfb48af0cbca,2020_c08cbbf688259330c572d899b3bdc1b1,T246,T249,Equivalent,2020
2020_e8b64ec3f6a9188daa84bfcb33aa9cf0,2020_3d6d6ae12ab41257d18cd5269d43c79e,T247,T248,Support,2020
2020_8217a3c54f29a1a5c41d0673516cc625,2020_736c7efe39cf3ff86b89ae623e16ed4f,T252,T251,Support,2020
2020_10eafefc14be445e59e4e4eb0fc9af96,2020_9e0cbdc3cd58dfac6ef320d39baeb7ee,T253,T258,Equivalent,2020
2020_2518e04fda2a246a4fdcf85aa8a57b40,2020_02f2f0ace14a1bccab449b351dfd3549,T254,T255,Equivalent,2020
2020_70f721b76cda4af706dba8f6614370fe,2020_9b8a2657f71d3b57db96e4feeb7d795e,T256,T257,Support,2020
2020_8632b7ac0c2f8f0ccae5015238e1906a,2020_53340d05f21b472ccf3ad94978d32e4f,T259,T260,Support,2020
2020_8632b7ac0c2f8f0ccae5015238e1906a,2020_73ee80545ed46a373c7ad0ab03884f59,T259,T261,Support,2020
2020_8632b7ac0c2f8f0ccae5015238e1906a,2020_6b4d21a87c0a249a01db1cc3ac83767f,T259,T262,Support,2020
2020_8632b7ac0c2f8f0ccae5015238e1906a,2020_831605720be7e2406c0705d8ddca9d7f,T259,T263,Support,2020
2020_8632b7ac0c2f8f0ccae5015238e1906a,2020_d098b639d1c1fe4c96f374050079af9d,T259,T264,Support,2020
2020_8632b7ac0c2f8f0ccae5015238e1906a,2020_46ba17acf170de5c906fe5ebc0878be9,T259,T265,Support,2020
2020_16fa32e615ae30e74ffec97cad267948,2020_40d8b715c9eddd5dc6c3ad338cfe7eee,T266,T267,Support,2020
2020_f79d3bab6b817e032a5c5ba7c856128f,2020_bd670ebc03bc1946b64ee1b6b2163673,T268,T269,Support,2020
2020_6422237738996ff18eaf221404b27ff7,2020_118d2fc77e20d7c1b2c0402b6b99baf7,T271,T270,Support,2020
2020_6422237738996ff18eaf221404b27ff7,2020_6c3fe6b005c39473ca4bf73c3ccf29e2,T271,T272,Support,2020
2020_24d59fd456b13ea317be0b099c3252a3,2020_d53eea32517385a982a7f2fb1144b2de,T273,T274,Attack,2020
2020_24d59fd456b13ea317be0b099c3252a3,2020_8de21d295997c1fc49008cd0475f60e1,T273,T275,Support,2020
2020_51a12c6cc150c1405d0a65a142792874,2020_8db36a3454604a01e48815b7775439c0,T277,T276,Support,2020
2020_62eed6b9eb1b9618f5f20cb131029a67,2020_20c307486f22b99135024c433aad393a,T279,T278,Support,2020
2020_6c0b0dc224c135f6a0988a6a4f14bfd1,2020_a37f208005f7d95481ba5b73b86b0442,T280,T281,Equivalent,2020
2020_2ed377e5f67875ef24ae5e4eb7fc64a4,2020_5b1fa94ad6b9ac8cb3598edfdf74fc79,T282,T283,Support,2020
2020_5b1fa94ad6b9ac8cb3598edfdf74fc79,2020_a45b2344bae70c170bc2d9a13fe00e01,T283,T296,Equivalent,2020
2020_16ecf98b95735139277d22ae80ea3f42,2020_5fa343f35f142def9a6f354d3b5f13ba,T284,T285,Equivalent,2020
2020_6be0954b060ebb41cd6bffe75e694ba8,2020_0d80dd8ce4a405f6bd81088dfd93f9ae,T290,T286,Support,2020
2020_6be0954b060ebb41cd6bffe75e694ba8,2020_899fc0fa348e44a9fa604a15fcfff0b8,T290,T287,Support,2020
2020_6be0954b060ebb41cd6bffe75e694ba8,2020_5764984ba3eb326a146d0e0164c66be4,T290,T288,Support,2020
2020_6be0954b060ebb41cd6bffe75e694ba8,2020_825bea9c8cc864971967a6eee98842f3,T290,T289,Equivalent,2020
2020_f886910dd68a380690ebe73ee04a76e2,2020_75b5127d04024b6333826035408d5d99,T292,T291,Support,2020
2020_0787257f990c5955588c2a6953232910,2020_a22feef6e186bbebf1cb8867d44c3521,T295,T293,Support,2020
2020_0787257f990c5955588c2a6953232910,2020_06605eefdec2656258d7d2ef4e217401,T295,T294,Support,2020
2020_58c9c7a46660133fd151e23b097da552,2020_9659247c979fb7873b3538708ba4bf6c,T297,T298,Support,2020
2020_df99443fe0ba5c454dd62c5b2692e413,2020_64a7db9ba328e208ba0ba5f7c9baabbf,T299,T300,Support,2020
2020_c60ca77d57f28281c14546d5edfeb136,2020_84d3b0631b077fd7a7f82438cf371dcb,T301,T302,Support,2020
2020_6a8120db81b1a3dd72bcccb57a1a0535,2020_29663093a02d955cca2a8a65370eed06,T303,T304,Support,2020
2020_6a8120db81b1a3dd72bcccb57a1a0535,2020_e924331ee3789b04c628189b82f000a8,T303,T305,Support,2020
2020_808a1b278fe4dcbf8bf24f9a1769440b,2020_75d4fd035982c32447fa2a0ccbb11d65,T306,T307,Support,2020
2020_29a074f86fc16131baed009f9f9168d4,2020_75d4fd035982c32447fa2a0ccbb11d65,T308,T307,Support,2020
2020_d8e6337be2b4f7c1f9c37eab498d93be,2020_59d8d5b76df53328626e73a998b32df6,T310,T309,Support,2020
2020_d6c9b5622e8dbbea4e3d6280f37166e0,2020_361485c9433f8e23d44acf7aba5dbbec,T311,T312,Support,2020
2020_d6c9b5622e8dbbea4e3d6280f37166e0,2020_bc3f1c5ac2fe7356fb791b73e348b95a,T311,T313,Support,2020
2020_d6c9b5622e8dbbea4e3d6280f37166e0,2020_5bb9cac24a4cb168ab0693f455c56594,T311,T314,Support,2020
2020_9edd4f33cf665510eb86775b86254a3c,2020_96640b81f55f934025aa4fd8d27a0a28,T315,T316,Attack,2020
2020_c78578157906d64ea71bfd395e60b26a,2020_730ae1de1970d7d79290b9c7b32921bb,T317,T318,Support,2020
2020_c78578157906d64ea71bfd395e60b26a,2020_90314539067795561ba305c4922b345a,T317,T319,Support,2020
2020_0c6e4ae06e8c12726f2186fbfc19ead6,2020_56c832386c792c9974fdffb0629f3814,T320,T325,Attack,2020
2020_fc994cbd1fbb5d446ca0841b31002df7,2020_5cf1984172e3030c6054c6ecd6ba2eed,T321,T324,Equivalent,2020
2020_24d223974fc3565e5fb9b7a25c8a11d0,2020_e497d128bb2d105a8e63845a921f4b60,T322,T323,Support,2020
2020_56c832386c792c9974fdffb0629f3814,2020_57fe67ecb7ade0eb8d2f322a03f5abcf,T325,T326,Support,2020
2020_56c832386c792c9974fdffb0629f3814,2020_d495c9b3e5f2e69f27e58d8d510b9afb,T325,T327,Support,2020
2020_57fe67ecb7ade0eb8d2f322a03f5abcf,2020_610a759b8e666c40a200184e64ce269f,T326,T328,Support,2020
2020_6f8069270d3f65c9210ac76e73d87c8c,2020_73e8476c358b408f1d7e406f543595cc,T329,T330,Support,2020
2020_827b072bb873918b5872164fdaf12f3a,2020_c60c12e53919ee482ce435ebc821bf0a,T332,T331,Support,2020
2020_cbfbe04d7dfc89b1325adb06185abdb5,2020_47d7486de32ddf536e6ba36f257a37db,T333,T334,Attack,2020
2020_47d7486de32ddf536e6ba36f257a37db,2020_98c88874b8858757ec3df6f6c386a204,T334,T335,Attack,2020
2020_47d7486de32ddf536e6ba36f257a37db,2020_2bb2a59669c5922a0a1fec2e34cb430a,T334,T336,Attack,2020
2020_47d7486de32ddf536e6ba36f257a37db,2020_228233773126d6df6951aadec49b851c,T334,T337,Attack,2020
2020_2bb2a59669c5922a0a1fec2e34cb430a,2020_228233773126d6df6951aadec49b851c,T336,T337,Equivalent,2020
2020_131612c35c5dd04cd2abd275bae5d31f,2020_686e5c07f4c095ad69350599cdf24b5a,T338,T339,Support,2020
2020_9cbe67a4688ae461ad055959c60829c7,2020_090041169094a7301fd5fb7df08eb63f,T341,T340,Support,2020
2020_9cbe67a4688ae461ad055959c60829c7,2020_6b3e8c6e3a67fe36abe5ff840dcf3045,T341,T342,Support,2020
2020_9cbe67a4688ae461ad055959c60829c7,2020_686fff2cdcc68c6868992505ff4a11a4,T341,T343,Equivalent,2020
2020_11301091290455da8cccfb31dc999875,2020_d3b6aa3d692318d01b880f43eea94fdb,T344,T347,Equivalent,2020
2020_501ab933dc881089e64af4da562e617f,2020_37f457f0f20b23b943d015d98c86ab2b,T345,T346,Support,2020
2020_9565d50ca575f746a17ec53d35ad0777,2020_135d6adefcbf5f2e496174155b0c6d2d,T348,T349,Support,2020
2020_a9589d2975226e96337ba27c27fd3e92,2020_73423e9b84d0d50525365e891fe6d969,T351,T350,Support,2020
2020_877207d763d617cc8f3d126cfbe551c0,2020_7e7fe4262122e50b099b675d44456d5c,T352,T353,Attack,2020
2020_7e7fe4262122e50b099b675d44456d5c,2020_7e7fe4262122e50b099b675d44456d5c,T353,T353,Equivalent,2020
2020_9feea024b006c6414d1648b378d5a2dc,2020_2f868af6b8b37f87611316b63d379165,T355,T356,Attack,2020
2020_2f868af6b8b37f87611316b63d379165,2020_a894fb6977bd00a7a0238c480da33641,T356,T357,Support,2020
2020_871a5daf0bab28f4cbc6a56de8a57bbb,2020_afab59eaa6f6fccabe4469c9ce319119,T358,T359,Attack,2020
2020_6868566c5cead5498f6924643bf224a9,2020_484063383be540edf1a2565f78b4d894,T360,T361,Support,2020
2020_6868566c5cead5498f6924643bf224a9,2020_7161b44b81bb16151ae974e1b7acc369,T360,T362,Support,2020
2020_6868566c5cead5498f6924643bf224a9,2020_accc845b37f998c83a75f4c5a7ca9947,T360,T363,Support,2020
2020_6868566c5cead5498f6924643bf224a9,2020_f9a34b66fbdd4c72c7cb002b0b03cec1,T360,T364,Support,2020
