subj,subj_type,subj_span,obj,obj_type,obj_span,relation
Our country is not strong anymore,Premise,"(2933, 2966)",the Ford administration has failed,Claim,"(2796, 2830)",Support
"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa",Premise,"(53531, 53735)","If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world",Premise,"(53362, 53529)",Support
I would never give up complete control or practical control of the Panama Canal Zone,Claim,"(60534, 60618)",I would be willing to go ahead with negotiations,Claim,"(60886, 60934)",Support
He was furious,Claim,"(63234, 63248)",I was very disappointed in the fact that the uh - GAO released that report,Claim,"(62820, 62894)",Support
This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights,Claim,"(66520, 66666)",is an absolute disgrace.,Claim,"(66495, 66519)",Support
But not until they have given us the full accounting of our MIAs,Claim,"(69716, 69780)",I will never uh - go along with the admission of Vietnam to the United Nations,Claim,"(69430, 69508)",Support
proper priorities and commitments for the future,Premise,"(71349, 71397)",The purpose of this debate and the outcome of the election will determine three basic things,Claim,"(71198, 71290)",Support
"I think it's in the best interest of the United States, and the world as a whole that the United States negotiate rather than go back to the cold-war relationship with the Soviet Unio",Claim,"(7488, 7671)",I don't believe we should move to a cold-war relationship,Claim,"(7429, 7486)",Support
I've traveled the last twenty-one months among the people of this country,Premise,"(12866, 12939)",I have uh - an adequate background,Claim,"(12561, 12595)",Support
"if that becomes a permanent agreement, will have to make a reduction in their launchers that they now have or plan to have",Claim,"(20094, 20216)",I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength,Claim,"(19689, 19803)",Support
if the Arab countries ever again declare an embargo against our nation on oil I would consider that not a military but an economic declaration of war,Premise,"(26286, 26435)",I would respond instantly and in kind,Claim,"(26441, 26478)",Support
It doesn't uh - make a determination as to how uh - that relationship should be achieved in relationship to our current uhh - diplomatic recognition and obligations to the Taiwanese Government,Premise,"(32183, 32375)","that communique, calls for the normalization of relations between the United States and the People's Republic",Claim,"(32039, 32148)",Support
also to be strong in our reputation and influence within the community of nations,Premise,"(35896, 35977)",These uh - characteristics of our country have been endangered under Mr. Ford,Claim,"(35979, 36056)",Attack
we put a limitation of thirteen hundred and twenty on MIRVs,Premise,"(42613, 42672)",Mr. Brezhnev and I met in Vladivostok in December of 1974 for the purpose of trying to take the initial step so we could have a SALT II agreement that would go to l985,Claim,"(42208, 42375)",Support
as far as strength derived from commitment to principles,Premise,"(48424, 48480)",it's not just campaign rhetoric,Claim,"(48218, 48249)",Support
We can only be strong overseas if we're strong at home,Premise,"(2997, 3051)",Our country is not strong anymore,Premise,"(2933, 2966)",Support
"the United States, seeking to preserve the principle of self-determination, to eliminate the possibility of bloodshed, to protect the rights of the minority as we insisted upon the rights of the majority",Premise,"(53740, 53943)","If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world",Premise,"(53362, 53529)",Support
I would be willing to go ahead with negotiations,Claim,"(60886, 60934)",I believe that we could share more fully responsibilities for the Panama Canal Zone with Panama,Claim,"(60936, 61031)",Support
"he told me that it was the action of me, President Ford, that saved the lives of the crew of the Mayaguez",Premise,"(63257, 63362)",He was furious,Claim,"(63234, 63248)",Support
is an absolute disgrace.,Claim,"(66495, 66519)",I'll do everything I can as president to stop the boycott of American businesses by the Arab countries,Claim,"(66668, 66770)",Support
"One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars",Claim,"(69818, 70147)",This is what the families of MIAs want.,Claim,"(70149, 70188)",Support
The purpose of this debate and the outcome of the election will determine three basic things,Claim,"(71198, 71290)",This election will also determine what kind of world we leave our children,Claim,"(71399, 71473)",Support
We have been successful in Portugal,Premise,"(7910, 7945)","I believe that the United States ha- had many successes in recent years, in recent months",Claim,"(7772, 7861)",Support
I've talked to them,Premise,"(12941, 12960)",I have uh - an adequate background,Claim,"(12561, 12595)",Support
I've negotiated at Vladivostok with uh - Mr. Brezhnev a limitation on the MIRVing of their ballistic missiles at a figure of thirteen-twenty,Premise,"(20218, 20358)",is the first time that any president has achieved a cap either on launchers or on MIRVs,Claim,"(20366, 20453)",Support
It doesn't set a times schedule,Premise,"(32150, 32181)","that communique, calls for the normalization of relations between the United States and the People's Republic",Claim,"(32039, 32148)",Support
also have - to have a strong uh - domestic economy,Premise,"(35840, 35890)",These uh - characteristics of our country have been endangered under Mr. Ford,Claim,"(35979, 36056)",Attack
"Our technicians have been working since that time in Geneva, trying to put into technical language a - an agreement that can be verified by both parties",Premise,"(42674, 42826)",Mr. Brezhnev and I met in Vladivostok in December of 1974 for the purpose of trying to take the initial step so we could have a SALT II agreement that would go to l985,Claim,"(42208, 42375)",Support
as far as strength derived from the unity within our country,Premise,"(48482, 48542)",it's not just campaign rhetoric,Claim,"(48218, 48249)",Support
We can only be strong overseas if we're strong at home,Premise,"(2997, 3051)",when I became president we'll not only be strong in those areas but also in defense - a defense capability second to none,Claim,"(3057, 3178)",Support
"the United States, seeking to preserve the principle of self-determination, to eliminate the possibility of bloodshed, to protect the rights of the minority as we insisted upon the rights of the majority",Premise,"(53740, 53943)",I believe that uh - our foreign policy must express the highest standards of morality,Claim,"(53116, 53201)",Support
"Mr. Ford not only disavowed his instructions, but he also even dropped, parenthetically, the use of the word ""detente.""",Claim,"(60414, 60533)",he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time,Claim,"(60172, 60354)",Support
Captain Miller is thankful,Premise,"(63547, 63573)",We did the right thing,Claim,"(63597, 63619)",Support
I'll do everything I can as president to stop the boycott of American businesses by the Arab countries,Claim,"(66668, 66770)",It's not a matter of diplomacy or trade with me.,Claim,"(66772, 66820)",Support
This is what the families of MIAs want.,Claim,"(70149, 70188)",Mr. Ford has not done it,Claim,"(70197, 70221)",Attack
"Or will we have a world of peace with the threat of atomic weapons eliminated, with full trade, with our people at work, inflation controlled, openness in government, our people proud once again, Congress, citizens, president, secretary of state working in harmony and unity toward a common future?",Premise,"(72248, 72546)","Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation",Premise,"(71475, 71735)",Attack
"Today, according to Prime Minister Rabin, the Soviet Union is weaker in the Middle East than they have been in many, many years",Premise,"(8263, 8390)","The United States today, according to Prime Minister Rabin of Israel, is a- at a peak in its uh - influence and power in the Middle East",Claim,"(8545, 8681)",Support
I've listened,Premise,"(12965, 12978)",I have uh - an adequate background,Claim,"(12561, 12595)",Support
is the first time that any president has achieved a cap either on launchers or on MIRVs,Claim,"(20366, 20453)",I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength,Claim,"(19689, 19803)",Support
I would respond instantly and in kind,Claim,"(26441, 26478)",I would never single out food as a trade embargo item,Claim,"(26077, 26130)",Support
It doesn't uh - make a determination as to how uh - that relationship should be achieved in relationship to our current uhh - diplomatic recognition and obligations to the Taiwanese Government,Premise,"(32183, 32375)","The Shanghai Communique, does say that the differences between the People's Republic on the one hand and Taiwan on the other shall be settled by peaceful means",Premise,"(32377, 32536)",Support
always in the past we've had an ability to have a strong defense,Premise,"(35771, 35835)",These uh - characteristics of our country have been endangered under Mr. Ford,Claim,"(35979, 36056)",Attack
Mr. Brezhnev and I met in Vladivostok in December of 1974 for the purpose of trying to take the initial step so we could have a SALT II agreement that would go to l985,Claim,"(42208, 42375)","I met just last week with the foreign minister of the Soviet Union, and he indicated to me that uh - the Soviet Union was interested in narrowing the differences and making a realistic and a sound compromise",Claim,"(43604, 43811)",Support
"as far as strength derived from the people, the Congress, the secretary of state, the president, sharing in the evolution and carrying-out of a foreign policy, as far as strength derived from the respect of our own allies and friends, their assurance that we will be staunch in our commitment, that we will not deviate and that we'll give them adequate attention",Premise,"(48544, 48906)",it's not just campaign rhetoric,Claim,"(48218, 48249)",Support
"We've lost in our foreign policy, the character of the American people",Premise,"(3180, 3212)",the Ford administration has failed,Claim,"(2796, 2830)",Support
"the United States, seeking to preserve the principle of self-determination, to eliminate the possibility of bloodshed, to protect the rights of the minority as we insisted upon the rights of the majority",Premise,"(53740, 53943)",I believe followed the good conscience of the American people in foreign policy,Claim,"(53950, 54029)",Support
I would never give up complete control or practical control of the Panama Canal Zone,Claim,"(60534, 60618)",he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time,Claim,"(60172, 60354)",Attack
The crew is thankful,Premise,"(63575, 63595)",We did the right thing,Claim,"(63597, 63619)",Support
It's not a matter of diplomacy or trade with me.,Claim,"(66772, 66820)",It's a matter of morality,Claim,"(66821, 66846)",Support
We've had several fragmentary efforts by members of the Congress and by - by private citizens,Premise,"(70223, 70316)",This is what the families of MIAs want.,Claim,"(70149, 70188)",Support
Or world where people have enough to eat and a world where we care about those who don't?,Premise,"(72547, 72636)","Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",Premise,"(71737, 71968)",Attack
I think that would destroy the integrity and the strength of NATO,Claim,"(9805, 9870)",Mr. Carter has indicated he would look with sympathy to a Communist government in NATO,Premise,"(9717, 9803)",Attack
"I've seen at first hand, in a very vivid way, the deep hurt that's come to this country in the aftermath of Vietnam and Cambodia, Chile, and Pakistan, and Angola, and Watergate, CIA revelations",Premise,"(12984, 13177)",I have uh - an adequate background,Claim,"(12561, 12595)",Support
The grain sales have been a benefit to American agriculture,Premise,"(20526, 20585)",I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength,Claim,"(19689, 19803)",Support
"The Shanghai Communique, does say that the differences between the People's Republic on the one hand and Taiwan on the other shall be settled by peaceful means",Premise,"(32377, 32536)","that communique, calls for the normalization of relations between the United States and the People's Republic",Claim,"(32039, 32148)",Support
in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us,Premise,"(36084, 36234)",These uh - characteristics of our country have been endangered under Mr. Ford,Claim,"(35979, 36056)",Support
Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation,Claim,"(43444, 43549)",Mr. Brezhnev and I met in Vladivostok in December of 1974 for the purpose of trying to take the initial step so we could have a SALT II agreement that would go to l985,Claim,"(42208, 42375)",Attack
"as far as - as strength derived from doing what's right - caring for the poor, providing food, becoming the breadbasket of the world instead of the arms merchant of the world",Premise,"(48908, 49082)",it's not just campaign rhetoric,Claim,"(48218, 48249)",Support
We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy,Premise,"(3252, 3375)","We've lost in our foreign policy, the character of the American people",Premise,"(3180, 3212)",Support
I believe followed the good conscience of the American people in foreign policy,Claim,"(53950, 54029)",I believe that uh - our foreign policy must express the highest standards of morality,Claim,"(53116, 53201)",Support
We retained control as though we had sovereignty,Premise,"(60832, 60880)",I believe that we could share more fully responsibilities for the Panama Canal Zone with Panama,Claim,"(60936, 61031)",Support
"if we had not taken the strong and forceful action that we did, we would have been uh - criticized very, very uh - severely for sitting back and not moving",Claim,"(63390, 63545)",We did the right thing,Claim,"(63597, 63619)",Support
It's a matter of morality,Claim,"(66821, 66846)",is an absolute disgrace.,Claim,"(66495, 66519)",Support
"Several months ago the Vietnam government said, ""We are ready to sit down and negotiate for release of information on MIAs",Premise,"(70318, 70440)",This is what the families of MIAs want.,Claim,"(70149, 70188)",Support
I believe we can and we ought to,Claim,"(72721, 72753)",Can we become a breadbasket of the world instead of the arms merchant of the world?,Premise,"(72637, 72720)",Support
this is another indication of trying to use the defense budget for political purposes,Claim,"(11061, 11146)",Mr. Ford has made a political football out of the defense budget,Claim,"(10388, 10452)",Equivalent
I have uh - an adequate background,Claim,"(12561, 12595)",I believe I know what this country ought to be,Claim,"(13521, 13567)",Support
The grain sales have been a benefit to American agriculture,Premise,"(20526, 20585)",We have achieved a five and three quarter year uh - sale of a minimum six million metric tons,Premise,"(20587, 20680)",Support
"that communique, calls for the normalization of relations between the United States and the People's Republic",Claim,"(32039, 32148)",we will continue to move for normalization of relations in the traditional sense,Claim,"(32638, 32718)",Support
in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us,Premise,"(36084, 36234)",Our allies feel that we've neglected them,Claim,"(36236, 36277)",Support
there has developed the problem of the Soviet Backfire - their high-performance aircraft which they say is not a long-range aircraft and which some of our people say is a intercontinental aircraft,Claim,"(42845, 43041)",Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation,Claim,"(43444, 43549)",Support
"in those respects, we're not strong",Claim,"(49085, 49120)",it's not just campaign rhetoric,Claim,"(48218, 48249)",Support
We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy,Premise,"(3252, 3375)",the Ford administration has failed,Claim,"(2796, 2830)",Support
"Secretary of State Kissinger has done a superb job in working with the black African nations, the so-called front-line nations",Premise,"(54069, 54195)",I believe that we used our skill,Claim,"(54035, 54067)",Support
Panama retained sovereignty over the Panama Canal Zone.,Premise,"(60776, 60831)",I believe that we could share more fully responsibilities for the Panama Canal Zone with Panama,Claim,"(60936, 61031)",Support
"Somebody who sits in Washington, D.C., eighteen months after the Mayaguez incident, can be a very good grandstand quarterback",Claim,"(63009, 63134)",It seems to me that those who sit in Washington eighteen months after the incident are not the best judges of the decision-making process that had to be made by the National Security Council and by myself at the time the incident was developing in the Pacific,Premise,"(63621, 63880)",Support
"I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews",Claim,"(66852, 67092)",I believe that the boycott of American businesses by the Arab countries because those businesses trade with Israel,Claim,"(66302, 66416)",Attack
This is what the families of MIAs want.,Claim,"(70149, 70188)",Mr. Ford has not responded,Claim,"(70450, 70476)",Attack
I believe we can and we ought to,Claim,"(72721, 72753)",Or world where people have enough to eat and a world where we care about those who don't?,Premise,"(72547, 72636)",Support
"Today, according to Prime Minister Rabin, the Soviet Union is weaker in the Middle East than they have been in many, many years",Premise,"(8263, 8390)","maybe two years ago, the Soviet Union looked like they had continued strength in the Middle East",Claim,"(8165, 8261)",Attack
"our foreign policy in the last few years, uh - the American people, the Congress have been excluded",Premise,"(13420, 13519)","What we were formerly so proud of - the strength of our country, its uh - moral integrity, the representation in foreign affairs of what our people are, what our Constitution stands for, has been gone",Claim,"(13179, 13379)",Support
We have achieved a five and three quarter year uh - sale of a minimum six million metric tons,Premise,"(20587, 20680)",they have already bought about four million metric tons this year and are bound to buy another two million metric tons to take the grain and corn and wheat,Premise,"(20699, 20854)",Support
"The Shanghai Communique, does say that the differences between the People's Republic on the one hand and Taiwan on the other shall be settled by peaceful means",Premise,"(32377, 32536)",we will insist that the disputes between Taiwan and the People's Republic be settled peacefully,Claim,"(32724, 32819)",Support
Our allies feel that we've neglected them,Claim,"(36236, 36277)",The so-called Nixon shock against Japan had weakened our relationships there,Claim,"(36279, 36355)",Support
"there has been the development on our part primarily, the cruise missiles; cruise missiles that could be launched from land-based mobile installations; cruise missiles that could be launched - launched from high-performance aircraft, like the B-52s or the B-1s, which I hope we proceed with; cruise missiles which could be launched from either surface or submarine uh - naval vessels",Claim,"(43059, 43442)",Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation,Claim,"(43444, 43549)",Support
"as far as - as strength derived from doing what's right - caring for the poor, providing food, becoming the breadbasket of the world instead of the arms merchant of the world",Premise,"(48908, 49082)","in those respects, we're not strong",Claim,"(49085, 49120)",Support
We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy,Premise,"(3252, 3375)",It's been one of secrecy and exclusion,Claim,"(3377, 3415)",Support
"He has done a superb job in getting the prime minister of South Africa, Mr. Vorster, to agree that the time had come for a solution to the problem of Rhodesia",Premise,"(54197, 54355)",I believe that we used our skill,Claim,"(54035, 54067)",Support
I believe that we could share more fully responsibilities for the Panama Canal Zone with Panama,Claim,"(60936, 61031)",he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time,Claim,"(60172, 60354)",Attack
We did the right thing,Claim,"(63597, 63619)",we made every possible overture to the People's Republic of China and through them to the Cambodian Government,Claim,"(63905, 64015)",Support
"I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews",Claim,"(66852, 67092)",This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights,Claim,"(66520, 66666)",Attack
"We need to have an active and aggressive action on the part of the president, the leader of his country, to seek out every possible way to get that information which has kept the MIA families in despair and doubt",Premise,"(70629, 70841)",This is what the families of MIAs want.,Claim,"(70149, 70188)",Support
I believe we can and we ought to,Claim,"(72721, 72753)","Or will we have a world of peace with the threat of atomic weapons eliminated, with full trade, with our people at work, inflation controlled, openness in government, our people proud once again, Congress, citizens, president, secretary of state working in harmony and unity toward a common future?",Premise,"(72248, 72546)",Support
the Soviet Union relationship with Egypt is uh - at a low level,Premise,"(8415, 8478)","maybe two years ago, the Soviet Union looked like they had continued strength in the Middle East",Claim,"(8165, 8261)",Attack
the American people have been excluded from the process,Premise,"(13936, 13991)",Every time we've made a serious mistake in foreign affairs,Claim,"(13858, 13916)",Support
they have already bought about four million metric tons this year and are bound to buy another two million metric tons to take the grain and corn and wheat,Premise,"(20699, 20854)",these grain sales to the Soviet Union have helped us tremendously in meeting the costs of the additional oil,Claim,"(20938, 21046)",Support
we will insist that the disputes between Taiwan and the People's Republic be settled peacefully,Claim,"(32724, 32819)",we will continue to move for normalization of relations in the traditional sense,Claim,"(32638, 32718)",Support
in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us,Premise,"(36084, 36234)",The so-called Nixon shock against Japan had weakened our relationships there,Claim,"(36279, 36355)",Support
"I hope and trust, in the best interest of both countries, and in the best interests of all people throughout this globe",Claim,"(43813, 43932)",the Soviet Union and the United States can make a mutually beneficial agreement,Claim,"(43939, 44018)",Support
"as far as strength derived from the people, the Congress, the secretary of state, the president, sharing in the evolution and carrying-out of a foreign policy, as far as strength derived from the respect of our own allies and friends, their assurance that we will be staunch in our commitment, that we will not deviate and that we'll give them adequate attention",Premise,"(48544, 48906)","in those respects, we're not strong",Claim,"(49085, 49120)",Support
It's been one of secrecy and exclusion,Claim,"(3377, 3415)",the Ford administration has failed,Claim,"(2796, 2830)",Support
"Secretary of State Kissinger has done a superb job in working with the black African nations, the so-called front-line nations",Premise,"(54069, 54195)","He has done a superb job in getting the prime minister of South Africa, Mr. Vorster, to agree that the time had come for a solution to the problem of Rhodesia",Premise,"(54197, 54355)",Support
I would not relinquish practical control of the Panama Canal Zane any time in the foreseeable future,Claim,"(61243, 61343)",he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time,Claim,"(60172, 60354)",Attack
We did the right thing,Claim,"(63597, 63619)",It seems to me that those who sit in Washington eighteen months after the incident are not the best judges of the decision-making process that had to be made by the National Security Council and by myself at the time the incident was developing in the Pacific,Premise,"(63621, 63880)",Attack
"I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews",Claim,"(66852, 67092)",because they have American Jews who are owners or directors in the company,Claim,"(66420, 66494)",Attack
"We need to have an active and aggressive action on the part of the president, the leader of his country, to seek out every possible way to get that information which has kept the MIA families in despair and doubt",Premise,"(70629, 70841)",Mr. Ford has just not done it,Claim,"(70847, 70876)",Attack
"In the aftermath of Vietnam, Cambodia, Chile, Pakistan, Angola, Watergate, CIA, we've been hurt",Premise,"(72808, 72903)",we've been hurt in recent years in this country,Claim,"(72759, 72806)",Support
The Soviet Union relationship with Syria is at a very low point,Premise,"(8480, 8543)","maybe two years ago, the Soviet Union looked like they had continued strength in the Middle East",Claim,"(8165, 8261)",Attack
Every time we've made a serious mistake in foreign affairs,Claim,"(13858, 13916)",I'm not gonna exclude the American people from that process in the future,Claim,"(14192, 14265)",Support
the oil that we have bought from overseas,Premise,"(21053, 21094)",these grain sales to the Soviet Union have helped us tremendously in meeting the costs of the additional oil,Claim,"(20938, 21046)",Support
"I would not ship that Arab country anything - no weapons, no spare parts for weapons, no oil-drilling rigs, no oil pipe, no nothing",Claim,"(26480, 26611)",I would never single out food as a trade embargo item,Claim,"(26077, 26130)",Support
"The Ford administration will not let down, will not eliminate or forget our obligation to the people of Taiwan",Claim,"(32872, 32982)",we will continue to move for normalization of relations in the traditional sense,Claim,"(32638, 32718)",Support
"we've also had an inclination to keep separate the European countries, thinking that if they are separate, then we can dominate them and proceed with our secret, Lone Ranger-type diplomatic efforts",Premise,"(36383, 36580)",Our allies feel that we've neglected them,Claim,"(36236, 36277)",Support
"I met just last week with the foreign minister of the Soviet Union, and he indicated to me that uh - the Soviet Union was interested in narrowing the differences and making a realistic and a sound compromise",Claim,"(43604, 43811)",the Soviet Union and the United States can make a mutually beneficial agreement,Claim,"(43939, 44018)",Support
as far as strength derived from the unity within our country,Premise,"(48482, 48542)","in those respects, we're not strong",Claim,"(49085, 49120)",Support
The Soviet Union knows what they want in detente,Claim,"(3814, 3862)",they've been getting it,Claim,"(3868, 3891)",Support
"He has done a superb job in getting the prime minister of South Africa, Mr. Vorster, to agree that the time had come for a solution to the problem of Rhodesia",Premise,"(54197, 54355)","Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government",Premise,"(54357, 54614)",Support
I would not relinquish practical control of the Panama Canal Zane any time in the foreseeable future,Claim,"(61243, 61343)",The United States must and will maintain complete access to the Panama Canal,Claim,"(61378, 61454)",Support
We made uh - diplomatic uh - protests to the Cambodian government through the United Nations,Premise,"(64017, 64109)",we made every possible overture to the People's Republic of China and through them to the Cambodian Government,Claim,"(63905, 64015)",Support
"I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews",Claim,"(66852, 67092)",is an absolute disgrace.,Claim,"(66495, 66519)",Attack
This is what the families of MIAs want.,Claim,"(70149, 70188)",Mr. Ford has just not done it,Claim,"(70847, 70876)",Attack
we've been hurt in recent years in this country,Claim,"(72759, 72806)",Our people feel that we've lost something precious,Claim,"(72905, 72955)",Support
"The United States today, according to Prime Minister Rabin of Israel, is a- at a peak in its uh - influence and power in the Middle East",Claim,"(8545, 8681)","maybe two years ago, the Soviet Union looked like they had continued strength in the Middle East",Claim,"(8165, 8261)",Attack
