subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"I think it's, frankly, not moral for my generation to keep spending massively more than we take in",Claim,"(24922, 25020)","the amount of debt we're adding, at a trillion a year, is simply not moral",Claim,"(25176, 25250)",Support
My grandparents did,Premise,"(40176, 40195)",My grandfather died a while back,Premise,"(40197, 40229)",Support
"the genius of America is the free enterprise system and freedom and the fact that people can go out there and start a business, work on an idea, make their own decisions",Premise,"(74578, 74747)","I also believe that government has the capacity, the federal government has the capacity to help open up opportunity and create ladders of opportunity and to create frameworks where the American people can succeed",Claim,"(74357, 74570)",Support
because a company in Minnesota who was willing to give up salaries and perks for their executives to make sure that they didn't lay off workers during a recession,Premise,"(90445, 90607)",my faith and confidence in the American future is undiminished,Claim,"(90153, 90215)",Support
The auto industry has come roaring back,Premise,"(2736, 2775)","because of the resilience and the determination of the American people, we've begun to fight our way back",Claim,"(2547, 2652)",Support
"if more people work in a growing economy, they're paying taxes, and you can get the job done that way",Premise,"(25459, 25560)",number is to grow the economy,Premise,"(25420, 25449)",Support
My grandfather died a while back,Premise,"(40197, 40229)",My grandmother died three days before I was elected president,Premise,"(40231, 40292)",Support
"as Abraham Lincoln understood, there are also some things we do better together",Premise,"(74760, 74839)","in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental Railroad, let's start the National Academy of Sciences, let's start land grant colleges, because we want to give these gateways of opportunity for all Americans",Premise,"(74845, 75102)",Support
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America",Premise,"(90609, 90833)",my faith and confidence in the American future is undiminished,Claim,"(90153, 90215)",Support
housing has begun to rise,Premise,"(2781, 2806)","because of the resilience and the determination of the American people, we've begun to fight our way back",Claim,"(2547, 2652)",Support
"One, of course, is to raise taxes",Premise,"(25350, 25383)","mathematically, there are three ways that you can cut a deficit",Claim,"(25285, 25348)",Support
My grandmother died three days before I was elected president,Premise,"(40231, 40292)",she was fiercely independent,Premise,"(40298, 40326)",Support
"if all Americans are getting opportunity, we're all going to be better off",Premise,"(75112, 75186)",That doesn't restrict people's freedom,Claim,"(75188, 75226)",Support
my faith and confidence in the American future is undiminished,Claim,"(90153, 90215)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
"because of the resilience and the determination of the American people, we've begun to fight our way back",Claim,"(2547, 2652)","so the question here tonight is not where we've been, but where we're going",Claim,"(2870, 2945)",Support
Number two is to cut spending,Premise,"(25385, 25414)","mathematically, there are three ways that you can cut a deficit",Claim,"(25285, 25348)",Support
she was fiercely independent,Premise,"(40298, 40326)",She worked her way up,Premise,"(40328, 40349)",Support
"in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental Railroad, let's start the National Academy of Sciences, let's start land grant colleges, because we want to give these gateways of opportunity for all Americans",Premise,"(74845, 75102)","if all Americans are getting opportunity, we're all going to be better off",Premise,"(75112, 75186)",Support
improving our education system,Premise,"(91010, 91040)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
"so the question here tonight is not where we've been, but where we're going",Claim,"(2870, 2945)",we all know that we've still got a lot of work to do,Premise,"(2812, 2864)",Attack
number is to grow the economy,Premise,"(25420, 25449)","mathematically, there are three ways that you can cut a deficit",Claim,"(25285, 25348)",Support
She worked her way up,Premise,"(40328, 40349)","only had a high school education, started as a secretary, ended up being the vice president of a local bank",Premise,"(40351, 40458)",Support
That doesn't restrict people's freedom,Claim,"(75188, 75226)",That enhances it,Claim,"(75228, 75244)",Support
developing American energy,Premise,"(91044, 91070)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
I've got a different view,Claim,"(3089, 3114)","Governor Romney has a perspective that says if we cut taxes, skewed towards the wealthy, and roll back regulations, that we'll be better off",Premise,"(2947, 3087)",Attack
The problem with raising taxes is that it slows down the rate of growth,Premise,"(25638, 25709)",you could never quite get the job done,Claim,"(25715, 25753)",Support
"only had a high school education, started as a secretary, ended up being the vice president of a local bank",Premise,"(40351, 40458)",she ended up living alone by choice,Premise,"(40464, 40499)",Support
That enhances it,Claim,"(75228, 75244)",what I've tried to do as president is to apply those same principles,Claim,"(75253, 75321)",Support
making sure that we're closing loopholes for companies that are shipping jobs overseas,Premise,"(91074, 91160)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
do we embrace a new economic patriotism that says America does best when the middle class does best?,Premise,"(3765, 3865)",Are we going to double on top-down economic policies that helped to get us into this mess,Premise,"(3672, 3761)",Attack
you could never quite get the job done,Claim,"(25715, 25753)",The presidents would -- president would prefer raising taxes,Claim,"(25562, 25622)",Attack
she ended up living alone by choice,Premise,"(40464, 40499)",the reason she could be independent was because of Social Security and Medicare,Claim,"(40505, 40584)",Support
when it comes to education what I've said is we've got to reform schools that are not working,Premise,"(75327, 75420)",We use something called Race to the Top,Premise,"(75422, 75461)",Support
focusing on small businesses and companies that are creating jobs here in the United States,Premise,"(91165, 91256)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
I think we've got to invest in education and training,Claim,"(3116, 3169)",I've got a different view,Claim,"(3089, 3114)",Support
"I will eliminate all programs by this test, if they don't pass it: Is the program so critical it's worth borrowing money from China to pay for it?",Claim,"(25887, 26033)","if not, I'll get rid of it",Claim,"(26038, 26064)",Support
I want to talk about the values behind Social Security and Medicare,Premise,"(39952, 40019)",that's the big driver of our deficits right now,Claim,"(40059, 40106)",Support
We use something called Race to the Top,Premise,"(75422, 75461)",Wasn't a top-down approach,Premise,"(75463, 75489)",Attack
"closing our deficit in a responsible, balanced way that allows us to invest in our future",Premise,"(91261, 91350)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
I think it's important for us to develop new sources of energy here in America,Claim,"(3171, 3249)",I've got a different view,Claim,"(3089, 3114)",Support
I want to lower spending and encourage economic growth at the same time,Claim,"(25755, 25826)","I will eliminate all programs by this test, if they don't pass it: Is the program so critical it's worth borrowing money from China to pay for it?",Claim,"(25887, 26033)",Support
"She had worked all her life, put in this money, and understood that there was a basic guarantee, a floor under which she could not go",Premise,"(40586, 40719)",that's the perspective I bring when I think about what's called entitlements,Claim,"(40725, 40801)",Support
"What we've said is to states, we'll give you more money if you initiate reforms",Premise,"(75501, 75580)",We use something called Race to the Top,Premise,"(75422, 75461)",Support
everybody's getting a fair shot,Premise,"(91539, 91570)",everybody's getting a fair share,Premise,"(91576, 91608)",Support
that we change our tax code to make sure that we're helping small businesses and companies that are investing here in the United States,Claim,"(3251, 3386)",I've got a different view,Claim,"(3089, 3114)",Support
"if not, I'll get rid of it",Claim,"(26038, 26064)",Obamacare's on my list,Premise,"(26066, 26088)",Attack
the name itself implies some sense of dependency on the part of these folks,Premise,"(40813, 40888)","These are folks who've worked hard, like my grandmother",Premise,"(40890, 40945)",Support
"as a consequence, you had 46 states around the country who have made a real difference",Premise,"(75586, 75672)","What we've said is to states, we'll give you more money if you initiate reforms",Premise,"(75501, 75580)",Support
everybody's getting a fair share,Premise,"(91576, 91608)",everybody's doing a fair share,Premise,"(91612, 91642)",Support
that we take some of the money that we're saving as we wind down two wars to rebuild America,Claim,"(3388, 3480)",I've got a different view,Claim,"(3089, 3114)",Support
Obamacare's on my list,Premise,"(26066, 26088)",I'll get rid of that,Claim,"(26209, 26229)",Support
"These are folks who've worked hard, like my grandmother",Premise,"(40890, 40945)",there are millions of people out there who are counting on this,Premise,"(40951, 41014)",Support
"what I've also said is let's hire another 100,000 math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed",Premise,"(75678, 75848)",hard-pressed states right now can't all do that,Premise,"(75854, 75901)",Attack
everybody's doing a fair share,Premise,"(91612, 91642)",everybody's playing by the same rules,Premise,"(91648, 91685)",Support
that we reduce our deficit in a balanced way that allows us to make these critical investments,Claim,"(3485, 3579)",I've got a different view,Claim,"(3089, 3114)",Support
I'm going to stop the subsidy to PBS,Claim,"(26247, 26283)",I'm going to stop other things,Claim,"(26285, 26315)",Support
there are millions of people out there who are counting on this,Premise,"(40951, 41014)",that's the perspective I bring when I think about what's called entitlements,Claim,"(40725, 40801)",Support
hard-pressed states right now can't all do that,Premise,"(75854, 75901)",we've seen layoffs of hundreds of thousands of teachers over the last several years,Premise,"(75911, 75994)",Support
everybody's playing by the same rules,Premise,"(91648, 91685)","All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.",Claim,"(91352, 91534)",Support
I've had the occasion over the last couple of years of meeting people across the country,Premise,"(4414, 4502)","I was in Dayton, Ohio, and a woman grabbed my arm and she said, ""I've been out of work since May. Can you help me?""",Premise,"(4504, 4619)",Support
I'm not going to keep on spending money on things to borrow money from China to pay for,Claim,"(26394, 26481)",I'm going to stop other things,Claim,"(26285, 26315)",Support
$716 billion we were able to save from the Medicare program by no longer overpaying insurance companies by making sure that we weren't overpaying providers,Premise,"(41300, 41455)","in Medicare, what we did was we said, we are going to have to bring down the costs if we're going to deal with our long-term deficits, but to do that, let's look where some of the money's going",Premise,"(41105, 41298)",Support
we've seen layoffs of hundreds of thousands of teachers over the last several years,Premise,"(75911, 75994)",Governor Romney doesn't think we need more teachers,Premise,"(76000, 76051)",Attack
that's probably a promise that Governor Romney thinks I've kept,Premise,"(91790, 91853)","four years ago, I said that I'm not a perfect man and I wouldn't be a perfect president",Premise,"(91697, 91784)",Attack
"I was in Dayton, Ohio, and a woman grabbed my arm and she said, ""I've been out of work since May. Can you help me?""",Premise,"(4504, 4619)","Ann yesterday was at a rally in Denver and a woman came up to her with a baby in her arms and said, ""Ann, my husband has had four jobs in three years, part-time jobs. He's lost his most recent job and we've now just lost our home. Can you help us?""",Premise,"(4620, 4868)",Support
The president said he'd cut the deficit in half,Premise,"(26923, 26970)","Unfortunately, he doubled it",Premise,"(26972, 27000)",Attack
"using that money, we were actually able to lower prescription drug costs for seniors by an average of $600",Premise,"(41461, 41567)",$716 billion we were able to save from the Medicare program by no longer overpaying insurance companies by making sure that we weren't overpaying providers,Premise,"(41300, 41455)",Support
I do,Claim,"(8975, 8979)",I think that that is the kind of investment where the federal government can help,Claim,"(76067, 76148)",Support
"four years ago, I said that I'm not a perfect man and I wouldn't be a perfect president",Premise,"(91697, 91784)","I also promised that I'd fight every single day on behalf of the American people, the middle class, and all those who were striving to get into the middle class",Premise,"(91859, 92019)",Support
"Ann yesterday was at a rally in Denver and a woman came up to her with a baby in her arms and said, ""Ann, my husband has had four jobs in three years, part-time jobs. He's lost his most recent job and we've now just lost our home. Can you help us?""",Premise,"(4620, 4868)","yes, we can help, but it's going to take a different path",Claim,"(4888, 4945)",Support
My cutbacks will be done through attrition,Claim,"(26793, 26835)",This is the approach we have to take to get America to a balanced budget,Claim,"(26849, 26921)",Support
we were also able to make a -- make a significant dent in providing them the kind of preventive care that will ultimately save money through the -- throughout the system,Premise,"(41573, 41742)","using that money, we were actually able to lower prescription drug costs for seniors by an average of $600",Premise,"(41461, 41567)",Support
I think that that is the kind of investment where the federal government can help,Claim,"(76067, 76148)",Governor Romney doesn't think we need more teachers,Premise,"(76000, 76051)",Attack
"I also promised that I'd fight every single day on behalf of the American people, the middle class, and all those who were striving to get into the middle class",Premise,"(91859, 92019)",I've kept that promise,Claim,"(92021, 92043)",Support
"yes, we can help, but it's going to take a different path",Claim,"(4888, 4945)",Not the one we've been on,Claim,"(4947, 4972)",Attack
I'm going to stop other things,Claim,"(26285, 26315)",This is the approach we have to take to get America to a balanced budget,Claim,"(26849, 26921)",Support
"in Medicare, what we did was we said, we are going to have to bring down the costs if we're going to deal with our long-term deficits, but to do that, let's look where some of the money's going",Premise,"(41105, 41298)","my approach is to say, how do we strengthen the system over the long term?",Claim,"(41026, 41100)",Support
it can make a difference,Claim,"(76174, 76198)",It can't do it all,Premise,"(76150, 76168)",Attack
I've kept that promise,Claim,"(92021, 92043)","if you'll vote for me, then I promise I'll fight just as hard in a second term",Claim,"(92048, 92126)",Support
"not the one the president describes as a top-down, cut taxes for the rich",Claim,"(4974, 5047)",Not the one we've been on,Claim,"(4947, 4972)",Support
I'll take programs that are currently good programs but I think could be run more efficiently at the state level and send them to the state,Claim,"(26514, 26653)",This is the approach we have to take to get America to a balanced budget,Claim,"(26849, 26921)",Support
"my approach is to say, how do we strengthen the system over the long term?",Claim,"(41026, 41100)",the way for us to deal with Medicare in particular is to lower health care costs,Claim,"(41747, 41827)",Support
we'll have a better trained workforce,Claim,"(76221, 76258)",that will create jobs,Claim,"(76263, 76284)",Support
I'm concerned about the direction America has been taking over the last four years.,Premise,"(92339, 92422)",I'm concerned about America,Premise,"(92310, 92337)",Support
That's not what I'm going to do,Claim,"(5049, 5080)","not the one the president describes as a top-down, cut taxes for the rich",Claim,"(4974, 5047)",Attack
"I'll make government more efficient and to cut back the number of employees, combine some agencies and departments",Claim,"(26677, 26791)",This is the approach we have to take to get America to a balanced budget,Claim,"(26849, 26921)",Support
the reason she could be independent was because of Social Security and Medicare,Claim,"(40505, 40584)",that's the perspective I bring when I think about what's called entitlements,Claim,"(40725, 40801)",Support
companies want to locate in places where we've got a skilled workforce,Premise,"(76293, 76363)",that will create jobs,Claim,"(76263, 76284)",Support
I know this is bigger than an election about the two of us as individuals,Claim,"(92428, 92501)",It's bigger than our respective parties,Claim,"(92503, 92542)",Support
"One, get us energy independent, North American energy independent",Premise,"(5112, 5177)",That creates about 4 million jobs,Claim,"(5179, 5212)",Support
Trillion-dollar deficits for the last four years,Premise,"(27002, 27050)","Unfortunately, he doubled it",Premise,"(26972, 27000)",Support
our seniors depend on these programs,Premise,"(42117, 42153)","anytime we talk about entitlements, people become concerned that something's going to happen that's going to change their life for the worse",Claim,"(42166, 42306)",Support
that will create jobs,Claim,"(76263, 76284)",it can make a difference,Claim,"(76174, 76198)",Support
It's bigger than our respective parties,Claim,"(92503, 92542)",It's an election about the course of America,Claim,"(92544, 92588)",Support
That creates about 4 million jobs,Claim,"(5179, 5212)",My plan has five basic parts,Claim,"(5082, 5110)",Support
The president's put it in place as much public debt -- almost as much debt held by the public as al prior presidents combined,Premise,"(27052, 27177)",Trillion-dollar deficits for the last four years,Premise,"(27002, 27050)",Support
"anytime we talk about entitlements, people become concerned that something's going to happen that's going to change their life for the worse",Claim,"(42166, 42306)","neither the president nor I are proposing any changes for any current retirees or near retirees, either to Social Security or Medicare",Claim,"(42326, 42460)",Support
I love great schools,Premise,"(76455, 76475)","Massachusetts, our schools are ranked number one of all 50 states",Premise,"(76477, 76542)",Support
this is an important election,Claim,"(92276, 92305)",It's an election about the course of America,Claim,"(92544, 92588)",Support
"Number two, open up more trade, particularly in Latin America",Premise,"(5214, 5275)",My plan has five basic parts,Claim,"(5082, 5110)",Support
This is the approach we have to take to get America to a balanced budget,Claim,"(26849, 26921)","Unfortunately, he doubled it",Premise,"(26972, 27000)",Attack
"if you're 60 or around 60 or older, you don't need to listen any further",Claim,"(42465, 42537)","neither the president nor I are proposing any changes for any current retirees or near retirees, either to Social Security or Medicare",Claim,"(42326, 42460)",Support
"Massachusetts, our schools are ranked number one of all 50 states",Premise,"(76477, 76542)","the key to great schools, great teachers",Premise,"(76548, 76588)",Support
I'm concerned about America,Premise,"(92310, 92337)",this is an important election,Claim,"(92276, 92305)",Attack
"Crack down on China, if and when they cheat",Premise,"(5277, 5320)",My plan has five basic parts,Claim,"(5082, 5110)",Support
"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me",Premise,"(27222, 27311)",we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis,Claim,"(27317, 27516)",Support
I was wrong when I said the president isn't proposing any changes for current retirees,Claim,"(42677, 42763)",In fact he is on Medicare,Premise,"(42765, 42790)",Attack
"the key to great schools, great teachers",Premise,"(76548, 76588)",I reject the idea that I don't believe in great teachers or more teachers,Claim,"(76593, 76666)",Support
It's an election about the course of America,Claim,"(92544, 92588)",What kind of America do you want to have for yourself and for your children,Claim,"(92590, 92665)",Support
"Number three, make sure our people have the skills they need to succeed and the best schools in the world",Premise,"(5322, 5427)",My plan has five basic parts,Claim,"(5082, 5110)",Support
we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis,Claim,"(27317, 27516)","despite that, what we've said is, yes, we had to take some initial emergency measures to make sure we didn't slip into a Great Depression",Premise,"(27522, 27659)",Attack
"on Medicare, for current retirees, he's cutting $716 billion from the program",Premise,"(42825, 42902)",In fact he is on Medicare,Premise,"(42765, 42790)",Support
I reject the idea that I don't believe in great teachers or more teachers,Claim,"(76593, 76666)",Governor Romney doesn't think we need more teachers,Premise,"(76000, 76051)",Attack
there really are two very different paths that we began speaking about this evening,Premise,"(92671, 92754)",they lead in very different directions,Premise,"(92910, 92948)",Support
We're far away from that now,Premise,"(5429, 5457)","Number three, make sure our people have the skills they need to succeed and the best schools in the world",Premise,"(5322, 5427)",Attack
"what we've also said is, let's make sure that we are cutting out those things that are not helping us grow",Premise,"(27665, 27771)","77 government programs, everything from aircrafts that the Air Force had ordered but weren't working very well, 18 government -- 18 government programs for education that were well-intentioned, not weren't helping kids learn",Premise,"(27776, 28000)",Support
That's not just going after places where there's abuse,Claim,"(43104, 43158)",That's saying we're cutting the rates,Claim,"(43160, 43197)",Support
The role of government: Look behind us,Premise,"(76743, 76781)",The Constitution and the Declaration of Independence,Premise,"(76783, 76835)",Support
they lead in very different directions,Premise,"(92910, 92948)",You can look at the record,Premise,"(93041, 93067)",Support
"Number four, get to us a balanced budget",Premise,"(5459, 5499)",My plan has five basic parts,Claim,"(5082, 5110)",Support
"77 government programs, everything from aircrafts that the Air Force had ordered but weren't working very well, 18 government -- 18 government programs for education that were well-intentioned, not weren't helping kids learn",Premise,"(27776, 28000)","we went after medical fraud in Medicare and Medicaid very aggressively, more aggressively than ever before, and have saved tens of billions of dollars, $50 billion of waste taken out of the system",Premise,"(28002, 28198)",Support
That's saying we're cutting the rates,Claim,"(43160, 43197)","just going to them and saying, ""We're going to reduce the rates you get paid across the board, everybody's going to get a lower rate.""",Premise,"(42969, 43103)",Attack
The Constitution and the Declaration of Independence,Premise,"(76783, 76835)",The role of government is to promote and protect the principles of those documents,Claim,"(76837, 76919)",Support
You can look at the record,Premise,"(93041, 93067)",There's no question in my mind that if the president were to be reelected you'll continue to see a middle-class squeeze with incomes going down and prices going up,Claim,"(93069, 93232)",Support
"Number five, champion small business",Premise,"(5501, 5537)",My plan has five basic parts,Claim,"(5082, 5110)",Support
"we went after medical fraud in Medicare and Medicaid very aggressively, more aggressively than ever before, and have saved tens of billions of dollars, $50 billion of waste taken out of the system",Premise,"(28002, 28198)",I worked with Democrats and Republicans to cut a trillion dollars out of our discretionary domestic budget,Premise,"(28204, 28310)",Support
Some 15 percent of hospitals and nursing homes say they won't take anymore Medicare patients under that scenario,Premise,"(43199, 43311)",We also have 50 percent of doctors who say they won't take more Medicare patients,Premise,"(43313, 43394)",Support
The role of government is to promote and protect the principles of those documents,Claim,"(76837, 76919)","Every school district, every state should make that decision on their own",Claim,"(76668, 76741)",Support
I'll get incomes up again,Claim,"(93234, 93259)",There's no question in my mind that if the president were to be reelected you'll continue to see a middle-class squeeze with incomes going down and prices going up,Claim,"(93069, 93232)",Attack
It's small business that creates the jobs in America,Premise,"(5539, 5591)","over the last four years, small business people have decided that America may not be the place to open a new business because new business startups are down to a 30-year low",Premise,"(5597, 5770)",Attack
I worked with Democrats and Republicans to cut a trillion dollars out of our discretionary domestic budget,Premise,"(28204, 28310)",That's the largest cut in the discretionary domestic budget since Dwight Eisenhower,Premise,"(28312, 28395)",Support
because of those $716 billion in cuts,Premise,"(43485, 43522)",we have 4 million people on Medicare Advantage that will lose Medicare Advantage,Claim,"(43404, 43484)",Support
We have a responsibility to protect the lives and liberties of our people,Premise,"(76954, 77027)",that means a military second to none,Premise,"(77033, 77069)",Support
We've had 43 straight months with unemployment above 8 percent,Premise,"(93294, 93356)",You'll see chronic unemployment,Claim,"(93261, 93292)",Support
"The president has a view very similar to the view he had when he ran four years, that a bigger government, spending more, taxing more, regulating more -- if you will, trickle-down government -- would work",Premise,"(5855, 6059)",the path that we're on has just been unsuccessful,Claim,"(5804, 5853)",Support
That's the largest cut in the discretionary domestic budget since Dwight Eisenhower,Premise,"(28312, 28395)",I've put forward a specific $4 trillion deficit reduction plan,Claim,"(28448, 28510)",Support
In fact he is on Medicare,Premise,"(42765, 42790)",he says by not overpaying hospitals and providers,Premise,"(42909, 42958)",Support
that means a military second to none,Premise,"(77033, 77069)",I do not believe in cutting our military,Claim,"(77071, 77111)",Support
If I'm president I will create -- help create 12 million new jobs in this country with rising incomes,Claim,"(93358, 93459)",You'll see chronic unemployment,Claim,"(93261, 93292)",Attack
the path that we're on has just been unsuccessful,Claim,"(5804, 5853)",That's not the right answer for America,Claim,"(6061, 6100)",Support
It's on a website,Premise,"(28512, 28529)",I've put forward a specific $4 trillion deficit reduction plan,Claim,"(28448, 28510)",Support
he says by not overpaying hospitals and providers,Premise,"(42909, 42958)","just going to them and saying, ""We're going to reduce the rates you get paid across the board, everybody's going to get a lower rate.""",Premise,"(42969, 43103)",Support
I do not believe in cutting our military,Claim,"(77071, 77111)",I believe in maintaining the strength of America's military,Claim,"(77113, 77172)",Support
Many will lose it,Claim,"(93655, 93672)",In my view that's going to mean a whole different way of life for people who counted on the insurance plan they had in the past,Claim,"(93526, 93653)",Support
That's not the right answer for America,Claim,"(6061, 6100)",I'll restore the vitality that gets America working again,Claim,"(6102, 6159)",Support
I've put forward a specific $4 trillion deficit reduction plan,Claim,"(28448, 28510)",we've got to do more,Claim,"(28419, 28439)",Attack
I can't understand how you can cut Medicare $716 billion for current recipients of Medicare,Claim,"(43524, 43615)",we have 4 million people on Medicare Advantage that will lose Medicare Advantage,Claim,"(43404, 43484)",Attack
in that line that says we are endowed by our creator with our rights,Premise,"(77182, 77250)",I believe we must maintain our commitment to religious tolerance and freedom in this country,Claim,"(77252, 77344)",Support
In my view that's going to mean a whole different way of life for people who counted on the insurance plan they had in the past,Claim,"(93526, 93653)","If the president's reelected, Obamacare will be fully installed",Claim,"(93461, 93524)",Attack
"We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers",Premise,"(6611, 6763)",we've made enormous progress drawing on ideas both from Democrats and Republicans that are already starting to show gains in some of the toughest to deal with schools,Premise,"(6443, 6609)",Support
"You can look at all the numbers, what cuts we make and what revenue we raise",Premise,"(28531, 28607)",It's on a website,Premise,"(28512, 28529)",Support
"you point out, well, we're putting some back. We're going to give a better prescription program",Premise,"(43622, 43717)",That's $1 -- that's $1 for every $15 you've cut,Premise,"(43719, 43766)",Support
That statement also says that we are endowed by our creator with the right to pursue happiness as we choose,Premise,"(77346, 77453)","I interpret that as, one, making sure that those people who are less fortunate and can't care for themselves are cared by -- by one another",Premise,"(77455, 77594)",Support
If I'm elected we won't have Obama,Claim,"(93743, 93777)","You're going to see health premiums go up by some $2,500 per family",Claim,"(93674, 93741)",Attack
we've made enormous progress drawing on ideas both from Democrats and Republicans that are already starting to show gains in some of the toughest to deal with schools,Premise,"(6443, 6609)",we've got to improve our education system,Claim,"(6397, 6438)",Support
"the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit",Premise,"(28613, 28840)","You can look at all the numbers, what cuts we make and what revenue we raise",Premise,"(28531, 28607)",Support
They're smart enough to know that's not a good trade,Premise,"(43768, 43820)",That's $1 -- that's $1 for every $15 you've cut,Premise,"(43719, 43766)",Attack
"I interpret that as, one, making sure that those people who are less fortunate and can't care for themselves are cared by -- by one another",Premise,"(77455, 77594)","We're a nation that believes that we're all children of the same god and we care for those that have difficulties, those that are elderly and have problems and challenges, those that are disabled",Premise,"(77596, 77791)",Support
allow each state to craft their own programs to get people insured,Claim,"(93861, 93927)",We'll put in place the kind of principles that I put in place in my own state,Claim,"(93779, 93856)",Support
so that people can get trained for the jobs that are out there right now,Premise,"(6892, 6964)","I want to hire another 100,000 new math and science teachers, and create 2 million more slots in our community colleges",Claim,"(6772, 6891)",Support
"that's how the commission -- bipartisan commission that talked about how we should move forward suggested we have to do it, in a balanced way with some revenue and some spending cuts",Premise,"(28913, 29095)",Governor Romney earlier mentioned the Bowles-Simpson commission,Premise,"(28842, 28905)",Support
I want to take that $716 billion you've cut and put it back into Medicare,Claim,"(43822, 43895)",I can't understand how you can cut Medicare $716 billion for current recipients of Medicare,Claim,"(43524, 43615)",Attack
We care for them,Premise,"(77793, 77809)","We're a nation that believes that we're all children of the same god and we care for those that have difficulties, those that are elderly and have problems and challenges, those that are disabled",Premise,"(77596, 77791)",Support
we'll focus on getting the cost of health care down,Claim,"(93932, 93983)",We'll put in place the kind of principles that I put in place in my own state,Claim,"(93779, 93856)",Support
