source_unique_id,target_unique_id,source_id,target_id,relation_class,year
2012_9f3ed4356b262fb3b9ef861a3701d3c7,2012_7840b1bf6807b77f1adad15169240e99,T696,T697,Attack,2012
2012_ca4541e76bbab64b38a0733c6d7630ba,2012_557590762cb5b37c4f13c8ac556ae383,T694,T693,Support,2012
2012_2f9ada6a5626196fe2ba1f3c3e67500f,2012_557590762cb5b37c4f13c8ac556ae383,T692,T693,Support,2012
2012_9d1ac711a773d80075eb76a6b224d244,2012_ca4541e76bbab64b38a0733c6d7630ba,T695,T694,Support,2012
2012_49e0546d7eacf1d7c936fa0560fe3f9f,2012_9f3ed4356b262fb3b9ef861a3701d3c7,T676,T696,Support,2012
2012_8080ed8d377629350f6d37236cc1a10b,2012_2f9ada6a5626196fe2ba1f3c3e67500f,T700,T692,Support,2012
2012_d3b9ab53a10ff2a404acec209aba592a,2012_5606515e3cec4ac5cadcd1772fadeb27,T691,T688,Support,2012
2012_799f2be14ec00cfd71211476c8c1e4db,2012_5606515e3cec4ac5cadcd1772fadeb27,T690,T688,Support,2012
2012_f6418c914093348e15a24c11ab45e6ab,2012_5606515e3cec4ac5cadcd1772fadeb27,T689,T688,Support,2012
2012_aa38b42cd354d7fafa6296cdc1eb48c9,2012_f6418c914093348e15a24c11ab45e6ab,T687,T689,Support,2012
2012_ef35b6d015c40e8d3e209a1471acd565,2012_aa38b42cd354d7fafa6296cdc1eb48c9,T686,T687,Support,2012
2012_b4601190fb44c4d43e115ccda3f22613,2012_ef35b6d015c40e8d3e209a1471acd565,T685,T686,Support,2012
2012_23aa62c76bd46c7266608be1b842965a,2012_5606515e3cec4ac5cadcd1772fadeb27,T684,T688,Support,2012
2012_2f9ada6a5626196fe2ba1f3c3e67500f,2012_c549a699a9553643a7367ed3f61a8b43,T692,T699,Attack,2012
2012_a88f892037acd55af51bdf4c577da429,2012_23aa62c76bd46c7266608be1b842965a,T683,T684,Attack,2012
2012_fd2771a74ffef1401956e62bd3cd763e,2012_c15464a5950d3f61341f73c43f387d52,T703,T702,Support,2012
2012_c15464a5950d3f61341f73c43f387d52,2012_2734ed4213820fe67a897a48f9345847,T702,T704,Support,2012
2012_2734ed4213820fe67a897a48f9345847,2012_04d6305df395e1fbba7f24ee602076f6,T704,T705,Support,2012
2012_04d6305df395e1fbba7f24ee602076f6,2012_9f01c03a1ae8553005f1dd970c795537,T705,T701,Support,2012
2012_7b99629ea6e02ffd9008fad41f196966,2012_e53011c9a27461505ba319d13e916c1c,T706,T707,Support,2012
2012_4faeae5424a2509790f3351546e9becc,2012_e53011c9a27461505ba319d13e916c1c,T709,T707,Attack,2012
2012_04135f8d9abf0d65810ee2b1e530bae1,2012_c4718ca43d38b28efbfb6d8c88b73d1a,T708,T710,Support,2012
2012_c4718ca43d38b28efbfb6d8c88b73d1a,2012_da705137906af44f1404231a3a0489d3,T710,T711,Support,2012
2012_da705137906af44f1404231a3a0489d3,2012_1aeb30c046ea5805a24b9c54e468da81,T711,T712,Support,2012
2012_1aeb30c046ea5805a24b9c54e468da81,2012_b7196c7bca1211fcd50f2500c4a6ecc6,T712,T713,Support,2012
2012_b7196c7bca1211fcd50f2500c4a6ecc6,2012_dd2fb7339dbcc57961859c50fa4c052d,T713,T714,Support,2012
2012_0f7cbeb0a0ff989c07d56dc4b31cea7a,2012_dd2fb7339dbcc57961859c50fa4c052d,T715,T714,Attack,2012
2012_4faeae5424a2509790f3351546e9becc,2012_dd2fb7339dbcc57961859c50fa4c052d,T709,T714,Support,2012
2012_526595c45e54dcff11785f80d8505aba,2012_527387494efbf14f7ed03fa6268a04c4,T717,T716,Support,2012
2012_527387494efbf14f7ed03fa6268a04c4,2012_0f7cbeb0a0ff989c07d56dc4b31cea7a,T716,T715,Attack,2012
2012_46b8a2b722f5d2c33c0062462683561b,2012_527387494efbf14f7ed03fa6268a04c4,T718,T716,Support,2012
2012_b8829b50750af87bad435aa3c32531aa,2012_46b8a2b722f5d2c33c0062462683561b,T719,T718,Support,2012
2012_527387494efbf14f7ed03fa6268a04c4,2012_15d92c14fa32779cac574f96a9c8f0ea,T716,T722,Support,2012
2012_e2b9c0ac7b6c55c8bea30c205cb00ab9,2012_15d92c14fa32779cac574f96a9c8f0ea,T723,T722,Support,2012
2012_f01031434bde249b13ba7ccd701b903e,2012_15d92c14fa32779cac574f96a9c8f0ea,T721,T722,Support,2012
2012_1f7853a26a2043c31c2c6de9ce66876c,2012_15d92c14fa32779cac574f96a9c8f0ea,T720,T722,Support,2012
2012_35d8733547170d4ca82f6e77bcae66d6,2012_e2b9c0ac7b6c55c8bea30c205cb00ab9,T724,T723,Support,2012
2012_86316708bfa306cb988c78bcc7cf3f0c,2012_e2b9c0ac7b6c55c8bea30c205cb00ab9,T726,T723,Support,2012
2012_f6547bf6bc8a387d64fef704ba3c1949,2012_e2b9c0ac7b6c55c8bea30c205cb00ab9,T725,T723,Support,2012
2012_2ae515955bb94b330a6b4ff5e407ff37,2012_84b9fe57b8ab676e326db66b0e2a9551,T730,T727,Attack,2012
2012_7f110426fdc9a9d489f436763560db09,2012_2ae515955bb94b330a6b4ff5e407ff37,T729,T730,Support,2012
2012_d253b6236a57c616421048a4ff31eccc,2012_7d82328d04417cb387232df661f17594,T728,T731,Support,2012
2012_239b2def9ecef4cfd77a555de84a1c10,2012_7d82328d04417cb387232df661f17594,T732,T731,Support,2012
2012_bd37ce42d02f3413ff0bb43cad5f6735,2012_e3fa0b7a0a2d2679594adf31323f384f,T374,T375,Support,2012
2012_12af9b75d7a17471c231ade4585bfb2b,2012_5d2c34fd56114efc23196e6333245cfe,T366,T363,Support,2012
2012_2bd01569ac0a2f7003748d44fc3e98e4,2012_bd74c144a7050a67ecaf01384d0af703,T364,T365,Support,2012
2012_5922c9fbc8c9bd14d5c38811d251849a,2012_7370ee5e3f2ea7802884087a8af8a647,T379,T378,Support,2012
2012_2db8bac33f2c228cf758a61663390de4,2012_da1a7ec633fe86a7981deb35afdf432b,T381,T382,Support,2012
2012_da1a7ec633fe86a7981deb35afdf432b,2012_d48b491a7c576e6ca741d7c146eb4895,T382,T380,Support,2012
2012_77c76a35bb6510b130e18c291ba58553,2012_d48b491a7c576e6ca741d7c146eb4895,T383,T380,Support,2012
2012_58a40f85eaa6d04c4f16ee18cfb21fbf,2012_95ea2160a0a162ddefb2037fbf97edf2,T368,T367,Support,2012
2012_75dd27e8a641226737d653a42eea7a52,2012_01a2b3629adab16de22ebf71e714bd11,T370,T369,Support,2012
2012_39b21a168d7a9ae56bd6b8db95f64533,2012_88c6c6b284364ba940d5e6ac24d65fb6,T387,T386,Support,2012
2012_456769ae7d2ed12738a3e6b0b77e926c,2012_88c6c6b284364ba940d5e6ac24d65fb6,T385,T386,Support,2012
2012_1ce3a221a929f7b3675ae7ad06f98223,2012_39b21a168d7a9ae56bd6b8db95f64533,T391,T387,Support,2012
2012_9537afdb57a65ea3d7da47335af5d327,2012_e9f80f69cf63a78522b4658d1c0e9a2d,T393,T392,Support,2012
2012_27d62a03b6545688dbcfbbf6636f20f5,2012_8693259dba2b2df6be527604cdb37ac0,T389,T388,Support,2012
2012_5f062e7423c826730ac83adc14d9813b,2012_fa435111eb67c8de6853596c5d7d76ad,T390,T377,Support,2012
2012_8693259dba2b2df6be527604cdb37ac0,2012_fa435111eb67c8de6853596c5d7d76ad,T388,T377,Support,2012
2012_d48b491a7c576e6ca741d7c146eb4895,2012_fa435111eb67c8de6853596c5d7d76ad,T380,T377,Support,2012
2012_0c0047230a6c38ec266b84cdd86b777d,2012_aca99ebf690f07f18465ced2d4a63339,T396,T395,Support,2012
2012_02a4bb87eb2090cb45e5a3d77217eda2,2012_aca99ebf690f07f18465ced2d4a63339,T397,T395,Support,2012
2012_9787c1128bcd7a62bff4d056f1bc226d,2012_a7de6c96e7d35633d664805b55b890fa,T399,T398,Support,2012
2012_aec41e80f0fa9ecdcb3fa3bbb40f2980,2012_ba6a67b70b76b92ab2ad10bef4ae78b0,T404,T403,Support,2012
2012_b64bd35219a9c7918df719577308ad31,2012_3e5a61b62a9a025ea5e05830ce97bd31,T406,T405,Support,2012
2012_1eaba05b80b882697947c79bd99a2ae1,2012_3e5a61b62a9a025ea5e05830ce97bd31,T407,T405,Support,2012
2012_c5a54c3f154c83e1a0d6fdb5c8d5576b,2012_3e5a61b62a9a025ea5e05830ce97bd31,T410,T405,Support,2012
2012_79b398e867db90b63e3efa77e38cf272,2012_61e29195a043444af37e5aac833c3448,T409,T408,Support,2012
2012_d42793594501439dca06f748fd57918a,2012_79b398e867db90b63e3efa77e38cf272,T400,T409,Support,2012
2012_f794fcaab501807205c71ec4726e7ad5,2012_79b398e867db90b63e3efa77e38cf272,T401,T409,Support,2012
2012_06f1e99a0aabdfb2b5501f1ebc105910,2012_79b398e867db90b63e3efa77e38cf272,T402,T409,Support,2012
2012_61e29195a043444af37e5aac833c3448,2012_ddb7dd254eb4f74d4ad04aa9e527ccde,T408,T394,Support,2012
2012_b05791e3f54196a438884f97419bc914,2012_1abcd1343f27fd9399ed774693203643,T412,T413,Support,2012
2012_1abcd1343f27fd9399ed774693203643,2012_2e0d661caf7c09ecf2569bf381bfd950,T413,T411,Support,2012
2012_ffa83a13d6ffdd0576721f157a40e61e,2012_ae5e3f85c75be49f7ace79387edb7d54,T415,T414,Support,2012
2012_d73341625cfa04090de6c418c4886e75,2012_9ec9be72ff8e232e84eaa91f9971eb65,T420,T416,Support,2012
2012_9ec9be72ff8e232e84eaa91f9971eb65,2012_334b66ad26ed5edbb30a31868ac18d42,T416,T417,Support,2012
2012_cefcd2db42cf3b9059ca0db5ffedfece,2012_e8da231c72e19b7b6abe531d39f69b66,T418,T419,Support,2012
2012_e8da231c72e19b7b6abe531d39f69b66,2012_334b66ad26ed5edbb30a31868ac18d42,T419,T417,Support,2012
2012_65796f45cdc145ec8304e429acd7c090,2012_e8da231c72e19b7b6abe531d39f69b66,T421,T419,Support,2012
2012_252197e662fc130283cb743939c14001,2012_071b4116beb366bb5d7ec9ae42c6ac8b,T422,T423,Support,2012
2012_f841b97634a4a6844aed35ea18cf2624,2012_071b4116beb366bb5d7ec9ae42c6ac8b,T424,T423,Attack,2012
2012_dfa1babeb17c42e9e88167a907c42dd2,2012_d58f16298288bd510801eaca6989972d,T426,T425,Attack,2012
2012_dfa1babeb17c42e9e88167a907c42dd2,2012_9f180f42d60e72d888a38b772990669c,T426,T427,Support,2012
2012_9a252ae89d3430b476e3c1928325d8d0,2012_b485ebb6520face59897af358f4a813f,T430,T429,Support,2012
2012_a2310533cb296eecb69e30eefb6d168c,2012_b485ebb6520face59897af358f4a813f,T431,T429,Support,2012
2012_72df361abe5cfe1ac3d833ba61f1ef2f,2012_64837f4b434295fae87701ffade66efc,T435,T434,Support,2012
2012_db07201b1059dbb827b4beed25a10851,2012_64837f4b434295fae87701ffade66efc,T436,T434,Support,2012
2012_4fa9d531eac253bc2e09f029859574cd,2012_d42080c9090cc65638c98900e595ccc7,T437,T438,Support,2012
2012_d42080c9090cc65638c98900e595ccc7,2012_64837f4b434295fae87701ffade66efc,T438,T434,Support,2012
2012_3ad96af80b8ac6da243c2ffdbe8ddd0a,2012_98b16e4c43ed31ccd212f25496fe0cea,T443,T442,Support,2012
2012_98b16e4c43ed31ccd212f25496fe0cea,2012_b1444cea3cdf2d17a65ae045eceea493,T442,T444,Support,2012
2012_0c73d63efc8cd3543a37a5cc170422d4,2012_b1444cea3cdf2d17a65ae045eceea493,T441,T444,Support,2012
2012_9e6c4f6a9c95dd3125f63c2900f37c1f,2012_c144a24cdd3418397723fa0d2a7e06f4,T446,T445,Support,2012
2012_1ccfc059815dded924452468f33d19b9,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T460,T446,Support,2012
2012_df7df2fdf1db02c8d73484207d9fcdc2,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T449,T446,Support,2012
2012_ce64eb87a3766456c0ef0c652062938b,2012_df7df2fdf1db02c8d73484207d9fcdc2,T450,T449,Support,2012
2012_6b87cca6a39431c081b27f33d32430a2,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T448,T446,Support,2012
2012_fc69902460b4c1f23846dd5265a2487b,2012_cf2f69fc382fb3e268fe25bd733d07be,T461,T451,Support,2012
2012_cf2f69fc382fb3e268fe25bd733d07be,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T451,T446,Support,2012
2012_36260fe38bf4c4e470a23f96ae805857,2012_ab13f153726b57f742fcfe0ab86d11e6,T463,T462,Support,2012
2012_7e75eae8f35d6dc635f215f3e411a9fe,2012_d5f685eb6ca6b29fc992177f671de2c4,T1,T452,Support,2012
2012_d5f685eb6ca6b29fc992177f671de2c4,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T452,T446,Support,2012
2012_ab13f153726b57f742fcfe0ab86d11e6,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T462,T446,Support,2012
2012_b0aa745168b50c9dff76b3e0d5e36a59,2012_2c5e9152831859ec211a3bbde121bcb1,T464,T465,Support,2012
2012_1532d0d472dd726f08c75fcc7f18b9c0,2012_e9b8653dfee902a1240aa3dab475d6fe,T466,T467,Support,2012
2012_12edfde328d55205098e68c4502f1bd9,2012_de6227c12fee901d04b959bed05203c4,T454,T455,Support,2012
2012_de6227c12fee901d04b959bed05203c4,2012_1c2f4039c7ec0dd6e52e9215cdaf8016,T455,T447,Support,2012
2012_28ff8f1f1d1eacf26426f459b22d09a6,2012_1c2f4039c7ec0dd6e52e9215cdaf8016,T468,T447,Support,2012
2012_88a5f00b86ab7451737b76603779fcb3,2012_1c2f4039c7ec0dd6e52e9215cdaf8016,T469,T447,Support,2012
2012_67c8e6309d8b0bc6e5e475971db43c2a,2012_88a5f00b86ab7451737b76603779fcb3,T470,T469,Support,2012
2012_f75e90057e721df6d3ab6b626b630df1,2012_1c2f4039c7ec0dd6e52e9215cdaf8016,T471,T447,Support,2012
2012_9fb204291ad5c06bb91a5cb06e071b9e,2012_bd517bfe164eafcbb1cc4acb041556b3,T459,T456,Support,2012
2012_9379454c9e015dcafbf2a422961735c3,2012_729a9d74435e8f1548e8ede080772e98,T457,T458,Support,2012
2012_729a9d74435e8f1548e8ede080772e98,2012_c144a24cdd3418397723fa0d2a7e06f4,T458,T445,Support,2012
2012_b8347ede9da9fc738a692ea17e22bd53,2012_7e1a7abc0c0f076c1b077ce95211bcff,T473,T475,Support,2012
2012_6a67056bdba1157a7f897be11ee5f0ed,2012_7e1a7abc0c0f076c1b077ce95211bcff,T474,T475,Support,2012
2012_7e1a7abc0c0f076c1b077ce95211bcff,2012_8874dae80a2c17ef49b84eb0d9870880,T475,T476,Support,2012
2012_04409e5b0f672e31560f92b100885b51,2012_40d4765a3d58f10a0088242199ae8b4b,T477,T482,Support,2012
2012_bc6bdada83d08992460e22f8e99b418a,2012_3a07d16f4c4e411fca181541018b3792,T485,T484,Support,2012
2012_3a07d16f4c4e411fca181541018b3792,2012_0de10cabf5cf9e6fc579eafc3aa2b427,T484,T483,Support,2012
2012_0de10cabf5cf9e6fc579eafc3aa2b427,2012_df7df2fdf1db02c8d73484207d9fcdc2,T483,T449,Attack,2012
2012_723f96ee7f065e6bf9cc87c9d34f21ff,2012_efe4e8377b0f3193e2a1ff4169887a24,T486,T487,Support,2012
2012_883a61157a3b541a1b0142a9c0c099bc,2012_d76dac256d6122e9b87cc52a83692753,T488,T480,Support,2012
2012_77d0b4494911b7b9aa212c64b0b5df6e,2012_d76dac256d6122e9b87cc52a83692753,T489,T480,Support,2012
2012_7b200e0701035f7c988f82387d150b28,2012_d575e84e10d61f3d0411248be2b54cb2,T490,T481,Support,2012
2012_f13104116acf96e70a288a398268b0df,2012_d575e84e10d61f3d0411248be2b54cb2,T491,T481,Support,2012
2012_e692b7a4ef04078cb57bc452e782dd51,2012_d575e84e10d61f3d0411248be2b54cb2,T492,T481,Support,2012
2012_ff8571e6feacfebeafcf108573376633,2012_d575e84e10d61f3d0411248be2b54cb2,T495,T481,Support,2012
2012_445d8bf56dbec9496637f0f3c8df8702,2012_d575e84e10d61f3d0411248be2b54cb2,T494,T481,Support,2012
2012_84bf874e09e4d6a91d7490b204d9ad7f,2012_651f49f4d6cb39a878f6f55296a8345f,T478,T472,Support,2012
2012_d575e84e10d61f3d0411248be2b54cb2,2012_04515ae364079d14e57ce05e4cfb6c7c,T481,T493,Support,2012
2012_04515ae364079d14e57ce05e4cfb6c7c,2012_9e6c4f6a9c95dd3125f63c2900f37c1f,T493,T446,Attack,2012
2012_4686bffc8dd35eaabb97d05da812fdfa,2012_6d0c934e1c04622ab391e741f4fdec83,T440,T439,Equivalent,2012
2012_d586af27e5b912b934650bd961fe00a7,2012_a7dd5abc1c3d45ffe43289eab71f9d3e,T734,T733,Support,2012
2012_c7213fcee8c3abe9ce7f9da13a6f2ff7,2012_4eb22d1ddbdff9148119c0122397feb7,T738,T735,Support,2012
2012_4eb22d1ddbdff9148119c0122397feb7,2012_2e174419eb49967d06a1c961200814fe,T735,T736,Attack,2012
2012_79dcf27e2069163238cf2c548203016b,2012_95ff446c192bf84c67f7f5532b991ee9,T737,T739,Support,2012
2012_95ff446c192bf84c67f7f5532b991ee9,2012_1abd62d674ea4f99e270cd756df920aa,T739,T740,Support,2012
2012_1abd62d674ea4f99e270cd756df920aa,2012_fdc9d67dfe73f38864135045071c86c5,T740,T741,Support,2012
2012_fdc9d67dfe73f38864135045071c86c5,2012_982c93c1361731a81a7f3401f9af864b,T741,T742,Support,2012
2012_4308315b9145447c7979939674a1f946,2012_9144afcbfda5471c658264e95d7e7beb,T744,T745,Support,2012
2012_9144afcbfda5471c658264e95d7e7beb,2012_3c349591ebf828b65505100919ae43f4,T745,T746,Support,2012
2012_ee405fd7251e1d810baec03e1a73add6,2012_982c93c1361731a81a7f3401f9af864b,T743,T742,Support,2012
2012_982c93c1361731a81a7f3401f9af864b,2012_3c349591ebf828b65505100919ae43f4,T742,T746,Support,2012
2012_83737695ed1d371934493955be185a69,2012_188b9dde23ecdb442e9f925ec01ff2f0,T749,T750,Attack,2012
2012_e9721dc7c1028700854f41ff4bcc6c73,2012_83737695ed1d371934493955be185a69,T748,T749,Support,2012
2012_3c349591ebf828b65505100919ae43f4,2012_7b97cdbeeaf1cfef71a79248c76cb6a0,T746,T747,Support,2012
2012_4acbaab986bbdea04ce29ed1f08c6253,2012_7b97cdbeeaf1cfef71a79248c76cb6a0,T751,T747,Support,2012
2012_7b97cdbeeaf1cfef71a79248c76cb6a0,2012_16a454506b31c27a4625ab167770052f,T747,T752,Attack,2012
2012_fcceebae70d55835cafe10ded6b13c01,2012_bd1bf842016e8299b907f8b943f18eda,T753,T754,Support,2012
2012_bd1bf842016e8299b907f8b943f18eda,2012_16a454506b31c27a4625ab167770052f,T754,T752,Attack,2012
2012_965735d7eaeab6f7538bcdcff653651e,2012_3fc969d23100c52a6b6e4b46b20f5950,T761,T762,Support,2012
2012_b5497f00d7fb966f9d7f641f5f2339d0,2012_3fc969d23100c52a6b6e4b46b20f5950,T760,T762,Support,2012
2012_46bbcd3bcddaef91b65872e86021f302,2012_3fc969d23100c52a6b6e4b46b20f5950,T759,T762,Support,2012
2012_03bb7c857191e2002e3bd8aba88803e9,2012_46bbcd3bcddaef91b65872e86021f302,T758,T759,Support,2012
2012_588d23269c70e367e10bc974e0d04fe4,2012_3fc969d23100c52a6b6e4b46b20f5950,T757,T762,Support,2012
2012_3fc969d23100c52a6b6e4b46b20f5950,2012_659d05690eb4ff8dbbc881914db3e5e7,T762,T756,Support,2012
2012_a87e6296b800a178038bdeb2eee1f2e1,2012_659d05690eb4ff8dbbc881914db3e5e7,T763,T756,Support,2012
2012_b29f9c801461faba7b1b2bea71f484d1,2012_659d05690eb4ff8dbbc881914db3e5e7,T764,T756,Support,2012
2012_c6119f410572d3699c0713d441012a51,2012_659d05690eb4ff8dbbc881914db3e5e7,T766,T756,Support,2012
2012_659d05690eb4ff8dbbc881914db3e5e7,2012_81cfaf05e7fd2d7f0adcb7d5dcd2aabf,T756,T765,Attack,2012
2012_622b7bd0545ce3b8de952aa8586dc218,2012_b5e491069e7560c5abd162d1c42ef76d,T784,T785,Support,2012
2012_b49f889e3fbef89528563efc589842db,2012_622b7bd0545ce3b8de952aa8586dc218,T783,T784,Support,2012
2012_8bfa8f1f54537da03be805a7281d333b,2012_b9c0790171bb143a460875c1322d8164,T767,T9,Attack,2012
2012_659d05690eb4ff8dbbc881914db3e5e7,2012_16442e29674bb38785ed383420ba28b1,T756,T768,Support,2012
2012_16442e29674bb38785ed383420ba28b1,2012_4bfc87aa1c2df2edadafb03335b9503d,T768,T772,Attack,2012
2012_9ff558ed546348e81f77af9551cf6a5c,2012_4bfc87aa1c2df2edadafb03335b9503d,T771,T772,Support,2012
2012_9c136c7669f844e31575eafbb82daea3,2012_4bfc87aa1c2df2edadafb03335b9503d,T770,T772,Support,2012
2012_285a4bae2c0cb4727d9ae247cd88f4ec,2012_4bfc87aa1c2df2edadafb03335b9503d,T769,T772,Attack,2012
2012_63451be3b5f0ef8e49c5ec2aaca02054,2012_53158996747ac007f5e798e413d367b7,T774,T773,Attack,2012
2012_53158996747ac007f5e798e413d367b7,2012_ce04657812060a7ebac33a9a65d166bc,T773,T775,Support,2012
2012_0917e18621a3d6a083bc92727d4d7389,2012_0922c084664e0065235de4e8d0cfe8b0,T782,T781,Support,2012
2012_0922c084664e0065235de4e8d0cfe8b0,2012_179d9ec4ed2a743a50b604ef5caa0011,T781,T780,Support,2012
2012_179d9ec4ed2a743a50b604ef5caa0011,2012_ce04657812060a7ebac33a9a65d166bc,T780,T775,Support,2012
2012_bdf851415cdc18172a584a8fdbb541e2,2012_7e4a61c3e178a277fb71ced0dbb01e9e,T779,T778,Support,2012
2012_6b759e6e93117d004163ca8eba10cb8a,2012_7e4a61c3e178a277fb71ced0dbb01e9e,T777,T778,Support,2012
2012_bc0cdbb0cd00f6fda3e890413288ebff,2012_7e4a61c3e178a277fb71ced0dbb01e9e,T776,T778,Attack,2012
2012_63c95b3096f1e775aa8f00f519e15373,2012_39a40c61939471e0843394382e23dac5,T787,T786,Support,2012
