subj,subj_type,subj_span,obj,obj_type,obj_span,relation
there is no evidence that when you raise the minimum wage,Claim,"(63931, 63988)",businesses go out of business,Claim,"(63990, 64019)",Attack
"Children are brought here by coyotes and lots of bad people, cartels",Claim,"(64492, 64560)",they're brought here and they used to use them to get into our country.,Premise,"(64566, 64637)",Support
They built cages.,Claim,"(64924, 64941)",they used to say I built the cages,Premise,"(64952, 64986)",Attack
we're trying very hard,Claim,"(65304, 65326)",a lot of these kids come out without the parents,Premise,"(65332, 65380)",Support
They got separated from their parents,Claim,"(65842, 65879)",it makes us a laughingstock and violates every notion of who we are as a nation,Premise,"(65885, 65964)",Support
their kids were ripped from their arms and separated.,Claim,"(66276, 66329)",hey cannot find over 500 sets of those parents and those kids are alone,Premise,"(66339, 66410)",Support
It's criminal.,Claim,"(66457, 66471)",It's criminal.,Claim,"(66457, 66471)",Equivalent
It took too long to get it right.,Claim,"(67211, 67244)",Took too long to get it right.,Claim,"(67245, 67275)",Equivalent
"I'll be President of the United States, not Vice President of the United States.",Claim,"(67276, 67356)",I've made it very clear,Premise,"(67374, 67397)",Support
"I'll be President of the United States, not Vice President of the United States.",Claim,"(67276, 67356)",I'm going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people.,Premise,"(67416, 67529)",Support
Many of them are model citizens.,Claim,"(68033, 68065)","Over 20,000 of them are first responders out there taking care of people during this crisis.",Premise,"(68066, 68158)",Support
We owe them.,Claim,"(68172, 68184)",We owe them.,Claim,"(68172, 68184)",Equivalent
This is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country.,Claim,"(68873, 69008)",That's never happened before in America.,Claim,"(69050, 69090)",Attack
That's never happened before in America.,Claim,"(69050, 69090)",That's never happened before in America.,Claim,"(69050, 69090)",Equivalent
Catch and release is a disaster.,Claim,"(69426, 69458)",A murderer would come in,Premise,"(69459, 69483)",Support
Catch and release is a disaster.,Claim,"(69426, 69458)",a rapist would come in,Premise,"(69485, 69507)",Support
They never come back.,Claim,"(69974, 69995)","You did Perry Mason, we're going to give you a court case.",Premise,"(69859, 69917)",Support
They never come back.,Claim,"(69974, 69995)","When you say they come back, they don't come back, Joe.",Premise,"(69918, 69973)",Support
What he's telling you is simply not true.,Claim,"(70357, 70398)",They don't come back,Claim,"(70406, 70426)",Attack
They don't come back,Claim,"(70406, 70426)",Check it out,Claim,"(70435, 70447)",Attack
we don't have to worry about it,Claim,"(70554, 70585)",I terminated it.,Premise,"(70534, 70550)",Support
we don't have to worry about it,Claim,"(70554, 70585)",we don't have to worry about it.,Claim,"(70554, 70586)",Equivalent
I terminated it.,Premise,"(70534, 70550)",we don't have to worry about it.,Claim,"(70554, 70586)",Support
The fact of the matter is there is institutional racism in America,Claim,"(72350, 72416)","no matter how wealthy or how poor they are, has to teach their child",Premise,"(71956, 72024)",Support
The fact of the matter is there is institutional racism in America,Claim,"(72350, 72416)","you're walking down the street, don't have a hoodie on when you go across the street, making sure that you",Premise,"(72031, 72137)",Support
The fact of the matter is there is institutional racism in America,Claim,"(72350, 72416)","if you get pulled over, yes sir, no sir, hands on top of the wheel.",Premise,"(72148, 72215)",Support
This is the first president come along and says that's the end of that.,Claim,"(72704, 72775)","we have constantly been moving the needle further and further to inclusion, not exclusion.",Premise,"(72613, 72703)",Support
I've laid out a clear plan as to how to do those things.,Claim,"(73019, 73075)",Just to give people a shot.,Claim,"(73076, 73103)",Support
I don't even think they tried,Claim,"(73997, 74026)",they had no chance at doing it.,Premise,"(74035, 74066)",Support
I don't even think they tried,Claim,"(73997, 74026)",They might have wanted to do it.,Claim,"(74067, 74099)",Support
It's one of the most successful programs.,Claim,"(74543, 74584)",Tremendous investment is being made.,Claim,"(74613, 74649)",Support
I gave them more money than they asked for,Claim,"(75190, 75232)","I said, 'I think you need more'.",Premise,"(75242, 75274)",Support
No one should be going to jail,Claim,"(76913, 76943)",they have a drug problem,Premise,"(76952, 76976)",Support
But you were there just a short time ago and you guys did nothing.,Claim,"(77366, 77432)",We did,Claim,"(77440, 77446)",Attack
I ran because of you,Claim,"(77630, 77650)",I ran because of you.,Claim,"(77697, 77718)",Equivalent
I ran because of you,Claim,"(77630, 77650)",I ran because of you.,Claim,"(77697, 77718)",Equivalent
I ran because of Barack Obama,Claim,"(77492, 77521)",you did a poor job,Premise,"(77531, 77549)",Support
he's a corrupt politician.,Claim,"(78474, 78500)","If this stuff is true about Russia, Ukraine, China, other countries, Iraq",Premise,"(78375, 78448)",Support
I am the least racist person in this room.,Claim,"(80619, 80661)",I'm the least racist person in this room.,Claim,"(81144, 81185)",Equivalent
They can say anything.,Claim,"(80929, 80951)","I mean, they can say anything.",Claim,"(80952, 80982)",Equivalent
it makes me sad,Claim,"(80998, 81013)",I am the least racist person.,Premise,"(81022, 81051)",Support
Abraham Lincoln here is one of the most racist presidents we've had in modern history.,Claim,"(81304, 81390)","He pours fuel on every single racist fire, every single one.",Premise,"(81391, 81451)",Support
Abraham Lincoln here is one of the most racist presidents we've had in modern history.,Claim,"(81304, 81390)",He started off his campaign coming down the escalator saying he's gonna get rid of those Mexican rapists.,Premise,"(81452, 81557)",Support
Abraham Lincoln here is one of the most racist presidents we've had in modern history.,Claim,"(81304, 81390)",He's banned Muslims because they're Muslims.,Premise,"(81558, 81602)",Support
Abraham Lincoln here is one of the most racist presidents we've had in modern history.,Claim,"(81304, 81390)",He has moved around and made everything worse across the board.,Premise,"(81603, 81666)",Support
Abraham Lincoln here is one of the most racist presidents we've had in modern history.,Claim,"(81304, 81390)","He says to them about the 'Poor Boys', last time we were on stage here.",Premise,"(81667, 81738)",Support
Abraham Lincoln here is one of the most racist presidents we've had in modern history.,Claim,"(81304, 81390)","He said, 'I told him to stand down and stand ready'.",Premise,"(81739, 81791)",Support
They remember it,Claim,"(82503, 82519)","if you look at what's happening with the voting right now, they remember that you treated them very, very badly.",Premise,"(82528, 82640)",Support
we should not send anyone to jail for a pure drug offense.,Claim,"(83434, 83492)",They should be going into treatment across the board.,Claim,"(83493, 83546)",Support
They should be going into treatment.,Claim,"(83737, 83773)",They should not be going to jail for a drug or an alcohol problem.,Claim,"(83670, 83736)",Support
They should be going into treatment.,Claim,"(83737, 83773)",That's what we've been trying to do.,Claim,"(83785, 83821)",Support
We got a lot of it done.,Claim,"(84424, 84448)",You didn't get anything done.,Claim,"(84515, 84544)",Attack
We got a lot of it done.,Claim,"(84424, 84448)","38,000 prisoners were released from federal prison",Claim,"(84574, 84624)",Support
That's why I'm running to win back that election and change his terrible policy.,Claim,"(84961, 85041)",We lost an election.,Claim,"(84940, 84960)",Support
That's the answer.,Claim,"(85604, 85622)",We had a Republican Congress.,Claim,"(85574, 85603)",Support
"you gotta talk 'em into it, Joe.",Claim,"(85666, 85698)",Sometimes you gotta talk 'em into it.,Claim,"(85699, 85736)",Equivalent
I do love the environment,Claim,"(86501, 86526)","what I want is the cleanest, crystal clear water, the cleanest air.",Premise,"(86532, 86599)",Support
"what I want is the cleanest, crystal clear water, the cleanest air.",Premise,"(86532, 86599)","We have the cleanest air, the cleanest water and the best carbon emission standards that we've seen in many, many years",Claim,"(87724, 87843)",Equivalent
"We have the best, lowest number in carbon emissions",Claim,"(86600, 86651)",we have the best carbon emission numbers that we've had in 35 years.,Claim,"(86858, 86926)",Equivalent
The air is filthy.,Claim,"(87100, 87118)","Look at China, how filthy it is.",Claim,"(87023, 87055)",Support
The air is filthy.,Claim,"(87100, 87118)",Look at Russia.,Claim,"(87056, 87071)",Support
The air is filthy.,Claim,"(87100, 87118)",Look at India.,Claim,"(87072, 87086)",Support
The air is filthy.,Claim,"(87100, 87118)",It's filthy.,Claim,"(87087, 87099)",Equivalent
they did us a great disservice.,Claim,"(87273, 87304)",they put us in there,Premise,"(87251, 87271)",Support
It was so unfair.,Claim,"(87463, 87480)",They were going to take away our businesses.,Premise,"(87305, 87349)",Support
It was so unfair.,Claim,"(87463, 87480)","I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord.",Premise,"(87350, 87462)",Support
Here's where we have a great opportunity.,Claim,"(88513, 88554)","I was able to get both all the environmental organizations as well as labor, the people worried about jobs, to support my climate plan.",Premise,"(88555, 88690)",Support
"it will create millions of new, good-paying jobs.",Claim,"(88713, 88762)","We're going to invest in, for example, 500,000 -- 50,000, excuse me, 50,000 charging stations on our highways so that we can own the electric car market in the future.",Premise,"(88763, 88930)",Support
Our health and our jobs are at stake.,Claim,"(89421, 89458)",That's what's happening.,Claim,"(89459, 89483)",Support
Wall Street firm has indicated that my plan,Claim,"(89519, 89562)","my plan will, in fact, create 18.6 million jobs, 7 million more than his.",Premise,"(89566, 89639)",Support
Wall Street firm has indicated that my plan,Claim,"(89519, 89562)","This from Wall Street and I'll create $1 trillion more in economic growth than his proposal does, not on climate just on the economy.",Premise,"(89640, 89773)",Support
she's got a good line of stuff,Claim,"(90136, 90166)",she knows nothing about the climate,Premise,"(90172, 90207)",Support
they're all hopping through hoops for AOC+3.,Claim,"(90213, 90257)",she knows nothing about the climate,Premise,"(90172, 90207)",Support
we would not even come close to a number like that,Claim,"(90370, 90420)",If we had the best year in the history of our country for 100 years,Premise,"(90301, 90368)",Support
This is the craziest plan that anybody has ever seen.,Claim,"(90620, 90673)",this wasn't done by smart people.,Claim,"(90678, 90711)",Support
This is the craziest plan that anybody has ever seen.,Claim,"(90620, 90673)",This wasn't done by anybody.,Claim,"(90712, 90740)",Support
This is the craziest plan that anybody has ever seen.,Claim,"(90620, 90673)",I don't even know how it can be good politically.,Premise,"(90750, 90799)",Support
He's trying to say it was six.,Claim,"(90860, 90890)",It's $100 trillion.,Claim,"(90891, 90910)",Attack
This plan has been endorsed by every major -- every major environmental group and every labor group,Claim,"(91400, 91499)","they know the future lies, the future lies in us being able to breathe.",Premise,"(91516, 91587)",Support
This plan has been endorsed by every major -- every major environmental group and every labor group,Claim,"(91400, 91499)",they know they're good jobs in getting us there.,Premise,"(91592, 91640)",Support
"He thinks wind causes cancer, windmills.",Claim,"(91763, 91803)",I know more about wind than you do.,Claim,"(92226, 92261)",Attack
We are energy independent for the first time.,Claim,"(92054, 92099)",We are energy independent.,Claim,"(92199, 92225)",Equivalent
"We don't need all of these countries that we had a fight, war over",Claim,"(92100, 92166)",we needed their energy,Premise,"(92175, 92197)",Support
I know more about wind than you do.,Claim,"(92226, 92261)","It's extremely expensive, kills all the birds",Claim,"(92262, 92307)",Support
I know more about wind than you do.,Claim,"(92226, 92261)",it's very intermittent,Claim,"(92309, 92331)",Support
"It's extremely expensive, kills all the birds",Claim,"(92262, 92307)",It's got a lot of problems,Claim,"(92333, 92359)",Support
I love solar,Claim,"(92715, 92727)",solar doesn't quite have it yet,Premise,"(92733, 92764)",Support
get rid of your oil industry,Claim,"(93050, 93078)",if you want to kill the economy,Premise,"(93017, 93048)",Support
I have never said I oppose fracking,Claim,"(93188, 93223)",You said it on tape.,Claim,"(93232, 93252)",Attack
You said it on tape.,Claim,"(93232, 93252)",Show the tape.,Claim,"(93267, 93281)",Attack
You said it on tape.,Claim,"(93232, 93252)",Put it on your website.,Claim,"(93282, 93305)",Attack
You said it on tape.,Claim,"(93232, 93252)",Put it on the website,Claim,"(93336, 93357)",Attack
Put it on your website.,Claim,"(93282, 93305)",Put it on the website,Claim,"(93336, 93357)",Equivalent
He was against fracking.,Claim,"(93891, 93915)",He said it.,Claim,"(93916, 93927)",Support
it's nine times greater,Claim,"(94887, 94910)","If you look at the kind of numbers that we produce for Hispanic, or Black, or Asian",Premise,"(94802, 94885)",Support
it's nine times greater,Claim,"(94887, 94910)","the percentage gain than it was under -- in three years -- than it was under eight years of the two of them, to put it nicely",Premise,"(94912, 95037)",Support
it's nine times greater,Claim,"(94887, 94910)",Nine times more.,Claim,"(95039, 95055)",Equivalent
we saved it.,Claim,"(95211, 95223)",We saved it.,Claim,"(95315, 95327)",Equivalent
I saved it again a number of months ago,Claim,"(95228, 95267)",oil was crashing because of the pandemic.,Premise,"(95273, 95314)",Support
We saved our oil industry,Claim,"(95440, 95465)",Remember that.,Claim,"(95537, 95551)",Support
That's why so many people in my state were dying and getting cancer.,Claim,"(96231, 96299)","When my mom would get in the car when there were first frost to drive me to school, turned on the windshield wipers there'd be oil slick in the window.",Premise,"(96079, 96230)",Support
"I would transition from the oil industry, yes",Claim,"(96678, 96723)",That's a big statement.,Claim,"(96952, 96975)",Attack
That's a big statement.,Claim,"(96952, 96975)",That's a big statement.,Claim,"(96952, 96975)",Equivalent
"You won't give federal subsidies to the gas and, excuse me, to solar and wind.",Claim,"(97180, 97258)",We actually do give it to solar and wind,Claim,"(97304, 97344)",Attack
We actually do give it to solar and wind,Claim,"(97304, 97344)","that's maybe the biggest statement in terms of business, that's the biggest statement.",Claim,"(97404, 97490)",Support
I'm going to rejoin the Paris Accord and make China abide by what they agreed to.,Claim,"(98259, 98340)",That'll cost you $1 trillion,Claim,"(98348, 98376)",Attack
We have to make our country totally successful,Claim,"(98662, 98708)",it was prior to the plague coming in from China,Premise,"(98713, 98760)",Support
We have to make our country totally successful,Claim,"(98662, 98708)",we're rebuilding it,Premise,"(98766, 98785)",Support
We have to make our country totally successful,Claim,"(98662, 98708)",we're doing record numbers,Premise,"(98790, 98816)",Support
We have to make our country totally successful,Claim,"(98662, 98708)",11.4 million jobs in a short period of time etc,Claim,"(98818, 98865)",Support
everybody had the best numbers,Claim,"(99228, 99258)","We had the best Black unemployment numbers in the history of our country, Hispanic, women, Asian, people with diplomas, with no diplomas, MIT graduates, number one in the class",Premise,"(99048, 99224)",Support
Success is going to bring us together.,Claim,"(99340, 99378)",We are on the road to success.,Claim,"(99379, 99409)",Support
"it'll be a very, very sad day for this country",Claim,"(99654, 99700)",Your 401K's will go to hell,Claim,"(99622, 99649)",Support
We're going to choose to move forward,Claim,"(100142, 100179)","we have enormous opportunities, enormous opportunities to make things better.",Premise,"(100188, 100265)",Support
