subj,subj_type,subj_span,obj,obj_type,obj_span,relation
for 15 years the Soviet Union has been preparing to meet the B - 1,Premise,"(60044, 60110)",the B - 1 is similarly to be opposed,Claim,"(59998, 60034)",Support
a President must also have a vision of where this nation should go,Premise,"(72340, 72406)",A President must know the essential facts essential to command,Premise,"(72272, 72334)",Support
"finally, a strong diplomatic effort that pursues the possibilities of peace in the area",Premise,"(2540, 2627)",we need a three-pronged attack,Claim,"(2239, 2269)",Support
remove the nuclear weapons,Claim,"(11706, 11732)","between us, we can either destroy the world or we can save it",Claim,"(11503, 11564)",Support
terrorists became emboldened,Premise,"(21509, 21537)",we can see that in both Lebanon and in Central America,Premise,"(21259, 21313)",Support
they outnumbered us 64 to 36 in submarines and 20 percent more bombers capable of carrying nuclear missiles than we had,Premise,"(32567, 32686)",it was a surprise to us,Claim,"(32534, 32557)",Support
"You, yourself, said in the 1970's that we had a ""hemorrhage on our borders.''",Premise,"(38968, 39045)",it is the only real territorial threat to the American nation-state,Claim,"(38899, 38966)",Support
the deterrent -- and that's what it is for -- is also what led me to propose what is now being called the Star Wars concept,Premise,"(51087, 51210)",that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage,Premise,"(50902, 51081)",Support
for 15 years the Soviet Union has been preparing to meet the B - 1,Premise,"(60044, 60110)",The Secretary of Defense himself said it would be a suicide mission if it were built,Premise,"(60112, 60196)",Support
I want to get these debts down and these interest rates down,Premise,"(72618, 72678)","As President, I would press for long-term, vigorous economic growth",Claim,"(72538, 72605)",Support
they have not pursued the diplomatic opportunities either within El Salvador or as between the countries and have lost time during which we might have been able to achieve a peace,Premise,"(2705, 2884)",That's one of the big disagreements that we have with the President,Claim,"(2629, 2696)",Support
to attempt to save the world,Claim,"(11673, 11701)",remove the nuclear weapons,Claim,"(11706, 11732)",Support
they did not think through how power should be exercised,Premise,"(21558, 21614)",we ended up the way we did,Claim,"(21687, 21713)",Support
"The Soviet Union, to our surprise -- and not just mine -- made it plain when we brought this up that they placed, they thought, a greater reliance on the land-based missiles and, therefore, they wanted to take up all three",Premise,"(32237, 32459)",it was a surprise to us,Claim,"(32534, 32557)",Support
This is a very serious problem in our country,Premise,"(39222, 39267)",it has to be dealt with,Claim,"(39273, 39296)",Support
propose that we research to see if there isn't a defensive weapon that could defend against incoming missiles,Premise,"(51216, 51325)",the deterrent -- and that's what it is for -- is also what led me to propose what is now being called the Star Wars concept,Premise,"(51087, 51210)",Support
The Secretary of Defense himself said it would be a suicide mission if it were built,Premise,"(60112, 60196)",the B - 1 is similarly to be opposed,Claim,"(59998, 60034)",Support
restore America's exports,Premise,"(72680, 72705)","As President, I would press for long-term, vigorous economic growth",Claim,"(72538, 72605)",Support
That's one of the big disagreements that we have with the President,Claim,"(2629, 2696)",This brings up the whole question of what Presidential leadership is all about,Claim,"(2885, 2963)",Support
I think that in dealing with the Soviet Union one has to be realistic,Claim,"(11805, 11874)","I know that Mr. Mondale, in the past, has made statements as if they were just people like ourselves, and if we were kind and good and did something nice, they would respond accordingly",Premise,"(11876, 12061)",Attack
did not have the American public with them on a plan that worked,Premise,"(21616, 21680)",we ended up the way we did,Claim,"(21687, 21713)",Support
"I have not made it an issue, nor should it be",Claim,"(33060, 33105)",No,Claim,"(5855, 5857)",Support
I object to that part of the Simpson-Mazzoli bill which I think is very unfair and would prove to be so. That is the part that requires employers to determine the citizenship of an employee before they're hired,Claim,"(39298, 39508)",I think that's wrong,Claim,"(39688, 39708)",Support
that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage,Premise,"(50902, 51081)",of course we would,Claim,"(50659, 50677)",Support
which is mobile and thus less vulnerable,Premise,"(60238, 60278)",I want to build the Midgetman,Claim,"(60207, 60236)",Support
"to invest in the human mind and science again, so we're out front",Premise,"(72875, 72940)",I want this next generation to be the best educated in American history,Premise,"(72802, 72873)",Support
"A President must not only assure that we're tough, but we must also be wise and smart in the exercise of that power",Premise,"(3175, 3290)","I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents",Claim,"(2965, 3173)",Support
the result was unilateral disarmament,Premise,"(12067, 12104)","I know that Mr. Mondale, in the past, has made statements as if they were just people like ourselves, and if we were kind and good and did something nice, they would respond accordingly",Premise,"(11876, 12061)",Attack
we get associated with political assassins and the rest,Premise,"(21952, 22007)","What we're doing in Nicaragua with this covert war -- which the Congress, including many Republicans, have tried to stop -- is finally end up with a public definition of American power that hurts us",Premise,"(21746, 21944)",Support
What's at issue here is the President's application of his authority to understand what a President must know to lead this nation,Claim,"(33107, 33236)","I have not made it an issue, nor should it be",Claim,"(33060, 33105)",Support
strengthen other ways of dealing with undocumented workers in this difficult area,Premise,"(39955, 40036)",I do support the other aspects of the Simpson-Mazzoli bill that strengthen enforcement at the border,Premise,"(39853, 39953)",Support
"if such a defense could be found, wouldn't it be far more humanitarian to say that now we can defend against a nuclear war by destroying missiles instead of slaughtering millions of people",Claim,"(51331, 51519)",propose that we research to see if there isn't a defensive weapon that could defend against incoming missiles,Premise,"(51216, 51325)",Support
contributing to stability,Premise,"(60280, 60305)",I want to build the Midgetman,Claim,"(60207, 60236)",Support
America is not temporary; we're forever,Premise,"(73025, 73064)","I want this nation to protect its air, its water, its land, and its public health",Premise,"(72942, 73023)",Support
"We saw the same thing in Lebanon, where we spent a good deal of America's assets",Premise,"(3292, 3372)","I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents",Claim,"(2965, 3173)",Support
We canceled the B - 1 under the previous administration,Premise,"(12106, 12161)",the result was unilateral disarmament,Premise,"(12067, 12104)",Support
they'll find us guilty of illegal actions,Premise,"(22107, 22148)","We have to decline, for the first time in modern history, jurisdiction in the World Court",Claim,"(22009, 22098)",Support
secure our defense,Claim,"(33238, 33256)","I have not made it an issue, nor should it be",Claim,"(33060, 33105)",Support
"dealing with the problem of settling people who have lived here for many, many years and do not have an established status",Premise,"(40041, 40163)",I do support the other aspects of the Simpson-Mazzoli bill that strengthen enforcement at the border,Premise,"(39853, 39953)",Support
they would think that we could launch a first strike,Premise,"(52377, 52429)",that would make war imminent,Claim,"(52339, 52367)",Support
which is mobile and thus less vulnerable,Premise,"(60238, 60278)",contributing to stability,Premise,"(60280, 60305)",Support
help rural America,Premise,"(72707, 72725)","As President, I would press for long-term, vigorous economic growth",Claim,"(72538, 72605)",Support
we have been humiliated,Claim,"(3450, 3473)",the leadership of this government did not pursue wise policies,Claim,"(3386, 3448)",Support
What did we get for it? Nothing.,Premise,"(12163, 12195)",the result was unilateral disarmament,Premise,"(12067, 12104)",Support
our enemies are strengthened from all of this,Claim,"(22154, 22199)",I believe every one of those standards is essential to the exercise of power by this country,Claim,"(21161, 21253)",Support
make the decisions and the judgments that are necessary,Claim,"(33262, 33317)","I have not made it an issue, nor should it be",Claim,"(33060, 33105)",Support
strengthen enforcement at the borde,Premise,"(39917, 39952)",I have further strongly recommended that this administration do something it has not done,Premise,"(40165, 40254)",Support
we could defend against the enemy,Premise,"(52438, 52471)",that would make war imminent,Claim,"(52339, 52367)",Support
which is mobile and thus less vulnerable,Premise,"(60238, 60278)",a weapon that will give us security and contribute to an incentive for arms control,Premise,"(60311, 60394)",Support
which is suffering so much,Premise,"(72727, 72753)",help rural America,Premise,"(72707, 72725)",Support
our opponents are stronger,Claim,"(3479, 3505)",the leadership of this government did not pursue wise policies,Claim,"(3386, 3448)",Support
"The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will",Premise,"(12196, 12377)",What did we get for it? Nothing.,Premise,"(12163, 12195)",Support
We are a government by the people,Premise,"(22316, 22349)",we must understand that we are a democracy,Claim,"(22272, 22314)",Support
"We just heard the President's answer for the problems at the barracks in Lebanon, where 241 marines were killed",Premise,"(33469, 33580)",What's at issue here is the President's application of his authority to understand what a President must know to lead this nation,Claim,"(33107, 33236)",Support
strengthen the officials in this government that deal with undocumented workers,Premise,"(40309, 40388)",I have further strongly recommended that this administration do something it has not done,Premise,"(40165, 40254)",Support
What if we did -- and I hope we can; we're still researching -- what if we come up with a weapon that renders those missiles obsolete,Claim,"(52026, 52159)",you would share this very super-sophisticated technology with the Soviet Union,Claim,"(51670, 51748)",Support
a weapon that will give us security and contribute to an incentive for arms control,Premise,"(60311, 60394)",I want to build the Midgetman,Claim,"(60207, 60236)",Support
bring the jobs back here for our children,Premise,"(72759, 72800)",I want to get these debts down and these interest rates down,Premise,"(72618, 72678)",Support
"I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents",Claim,"(2965, 3173)",our opponents are stronger,Claim,"(3479, 3505)",Support
I've made it very plain to them,Claim,"(12431, 12462)",we seek no superiority,Claim,"(12464, 12486)",Support
we must understand that we are a democracy,Claim,"(22272, 22314)",It is only in that way that we can persevere,Claim,"(22498, 22542)",Support
They did it,Premise,"(33692, 33703)","the Joint Chiefs of Staff went to the President, said, ""Don't put those troops there.''",Premise,"(33604, 33691)",Support
do so in a way that's responsible and within the Constitution of the United States,Premise,"(40397, 40479)",I have further strongly recommended that this administration do something it has not done,Premise,"(40165, 40254)",Support
"why not do what I have offered to do and asked the Soviet Union to do? Say, ""Look, here's what we can do. We'll even give it to you. Now, will you sit down with us and once and for all get rid, all of us, of these nuclear weapons and free mankind from that threat?''",Premise,"(52479, 52745)",I think that would be the greatest use of a defensive weapon,Claim,"(52746, 52806)",Support
which I've supported for years,Premise,"(60464, 60494)","I'm for Stealth technology, to build a Stealth bomber",Claim,"(60407, 60460)",Support
"as Americans, our generation should protect this wonderful land for our children",Claim,"(73070, 73150)","I want this nation to protect its air, its water, its land, and its public health",Premise,"(72942, 73023)",Support
"I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents",Claim,"(2965, 3173)",we have been humiliated,Claim,"(3450, 3473)",Support
We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us,Premise,"(12488, 12624)",we seek no superiority,Claim,"(12464, 12486)",Support
"when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us",Claim,"(22355, 22496)",It is only in that way that we can persevere,Claim,"(22498, 22542)",Support
"the Joint Chiefs of Staff went to the President, said, ""Don't put those troops there.''",Premise,"(33604, 33691)","We just heard the President's answer for the problems at the barracks in Lebanon, where 241 marines were killed",Premise,"(33469, 33580)",Support
it must be an American answer that is consistent with justice and due process,Claim,"(40520, 40597)",We need an answer to this problem,Claim,"(40481, 40514)",Support
What if we did -- and I hope we can; we're still researching -- what if we come up with a weapon that renders those missiles obsolete,Claim,"(52026, 52159)",I think that would be the greatest use of a defensive weapon,Claim,"(52746, 52806)",Support
that can penetrate the Soviet air defense system without any hope that they can perceive where it is because their radar system is frustrated,Premise,"(60498, 60639)",which I've supported for years,Premise,"(60464, 60494)",Support
America is not temporary; we're forever,Premise,"(73025, 73064)","as Americans, our generation should protect this wonderful land for our children",Claim,"(73070, 73150)",Support
the leadership of this government did not pursue wise policies,Claim,"(3386, 3448)",This brings up the whole question of what Presidential leadership is all about,Claim,"(2885, 2963)",Support
were not,Claim,"(6518, 6526)",I made it plain to them,Claim,"(12659, 12682)",Support
We need to be strong,Claim,"(22201, 22221)",It is only in that way that we can persevere,Claim,"(22498, 22542)",Support
They didn't do it,Premise,"(33916, 33933)","then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''",Premise,"(33709, 33915)",Support
"Everyone in this room, practically, here tonight, is an immigrant",Premise,"(40599, 40664)",it must be an American answer that is consistent with justice and due process,Claim,"(40520, 40597)",Support
"If we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, I suppose it's a good idea",Premise,"(53754, 53895)",There's nothing wrong with the theory of it,Claim,"(53709, 53752)",Support
Our conventional strength in Europe is under strength,Premise,"(60830, 60883)",We need to strengthen that,Claim,"(60885, 60911)",Support
"Since we debated 2 weeks ago, the United States and the Soviet Union have built a hundred more warheads, enough to kill millions of Americans and millions of Soviet citizens",Premise,"(73370, 73543)",This doesn't strengthen us,Claim,"(73545, 73571)",Support
the President must be in command,Premise,"(3552, 3584)",the leadership of this government did not pursue wise policies,Claim,"(3386, 3448)",Attack
I made it plain to them,Claim,"(12659, 12682)",There's been no change in my attitude at all,Claim,"(12695, 12739)",Support
we need to be prepared to use that strength,Claim,"(22223, 22266)",It is only in that way that we can persevere,Claim,"(22498, 22542)",Support
"then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''",Premise,"(33709, 33915)","We just heard the President's answer for the problems at the barracks in Lebanon, where 241 marines were killed",Premise,"(33469, 33580)",Support
"We came here loving this nation, serving it, and it has served all of our most bountiful dreams",Premise,"(40666, 40761)",it must be an American answer that is consistent with justice and due process,Claim,"(40520, 40597)",Support
"any research or development along the Star Wars schemes would inevitably involve our most advanced computers, our most advanced engineering",Premise,"(53368, 53507)","let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union",Premise,"(53086, 53241)",Support
"to assure our Western allies of our presence there, a strong defense",Premise,"(60921, 60989)",We need to strengthen that,Claim,"(60885, 60911)",Support
This weakens the chances of civilization to survive,Claim,"(73573, 73624)",This doesn't strengthen us,Claim,"(73545, 73571)",Support
he must lead,Premise,"(3586, 3598)",the leadership of this government did not pursue wise policies,Claim,"(3386, 3448)",Attack
I just thought when I came into office it was time that there was some realistic talk to and about the Soviet Union,Premise,"(12741, 12856)",There's been no change in my attitude at all,Claim,"(12695, 12739)",Support
"What I'm referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps -- diplomatic and otherwise -- to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it",Premise,"(22809, 23212)","The Nicaraguans must know that it is the policy of our government that that leadership must stay behind the boundaries of their nation, not interfere in other nations",Claim,"(23214, 23380)",Support
"After that, once again, our Embassy was exploded",Premise,"(33962, 34010)","We just heard the President's answer for the problems at the barracks in Lebanon, where 241 marines were killed",Premise,"(33469, 33580)",Support
And one of those dreams is justice,Premise,"(40763, 40797)","We came here loving this nation, serving it, and it has served all of our most bountiful dreams",Premise,"(40666, 40761)",Support
"let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union",Premise,"(53086, 53241)","the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer",Claim,"(53513, 53610)",Support
to diminish and reduce the likelihood of a commencement of a war and the use of nuclear weapons,Premise,"(61000, 61095)",We need to strengthen that,Claim,"(60885, 60911)",Support
there'll be no time for staffing committees or advisers,Premise,"(74025, 74080)",pick a President that you know will know if that tragic moment ever comes what he must know,Claim,"(73924, 74015)",Support
when a President doesn't know that submarine missiles are recallable,Premise,"(3604, 3672)",these are things a President must know to command,Claim,"(3886, 3935)",Support
One is the Middle East,Claim,"(13666, 13688)",there are a number of areas in the world that are of importance to us,Claim,"(13595, 13664)",Support
"by working with all of the nations in the region -- unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region -- we will be much stronger",Claim,"(23386, 23591)","The Nicaraguans must know that it is the policy of our government that that leadership must stay behind the boundaries of their nation, not interfere in other nations",Claim,"(23214, 23380)",Support
"This is the fourth time this has happened -- an identical attack, in the same region, despite warnings -- even public warnings -- from the terrorists",Premise,"(34012, 34161)","After that, once again, our Embassy was exploded",Premise,"(33962, 34010)",Support
we need a measure -- and I will support a measure -- that brings about those objectives but avoids that one aspect that I think is very serious,Claim,"(40803, 40946)",We need an answer to this problem,Claim,"(40481, 40514)",Support
"the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer",Claim,"(53513, 53610)","why not do what I have offered to do and asked the Soviet Union to do? Say, ""Look, here's what we can do. We'll even give it to you. Now, will you sit down with us and once and for all get rid, all of us, of these nuclear weapons and free mankind from that threat?''",Premise,"(52479, 52745)",Attack
This makes us stronger,Claim,"(60690, 60712)","I support the air launch cruise missile, the ground launch cruise missile, the Pershing missile, the Trident submarine, the D - 5 submarine, Stealth technology, the Midgetman -- we have a whole range of technology",Premise,"(59632, 59845)",Support
there'll be no time for staffing committees or advisers,Premise,"(74025, 74080)",A President must know right then,Premise,"(74082, 74114)",Support
says that 70 percent of our strategic forces are conventional,Premise,"(3674, 3735)",these are things a President must know to command,Claim,"(3886, 3935)",Support
because of the great supply of energy upon which so many depend there,Premise,"(13773, 13842)",that is of interest to the whole Western World and the industrialized nations,Claim,"(13694, 13771)",Support
we'll have the moral authority that goes with those efforts,Premise,"(23601, 23660)","by working with all of the nations in the region -- unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region -- we will be much stronger",Claim,"(23386, 23591)",Support
We have an arms race underway instead,Premise,"(34358, 34395)",This is the first administration since the bomb went off that made no progress,Claim,"(34278, 34356)",Support
We cannot solve this problem all on our own,Claim,"(41032, 41075)",maintain and improve relations with our friends to the south,Claim,"(40970, 41030)",Support
I would not let the Soviet Union get their hands on it at all,Claim,"(53612, 53673)","the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer",Claim,"(53513, 53610)",Support
we can use this money that we save on these weapons to spend on things that we really need,Claim,"(60738, 60828)",This makes us stronger,Claim,"(60690, 60712)",Support
"I was given the briefing and told that any time, night or day, I might be called upon to make the most fateful decision on Earth -- whether to fire these atomic weapons that could destroy the human species",Premise,"(73679, 73884)",We are the strongest and most powerful free society on Earth,Premise,"(74359, 74419)",Support
discovers 3 years into his administration that our arms control efforts have failed because he didn't know that most Soviet missiles were on land,Premise,"(3737, 3882)",these are things a President must know to command,Claim,"(3886, 3935)",Support
Our neighbors here in America are vital to us,Claim,"(13844, 13889)",there are a number of areas in the world that are of importance to us,Claim,"(13595, 13664)",Support
"when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government",Premise,"(24207, 24448)",I don't agree to all of those things,Claim,"(24155, 24191)",Support
resisted tabling arms control proposals that had any hope of agreeing,Premise,"(34578, 34647)","For 3\1/2\ years, this administration avoided arms control",Premise,"(34518, 34576)",Support
"that's why the failure of this administration to deal in an effective and a good-faith way with Mexico, with Costa Rica, with the other nations in trying to find a peaceful settlement to the dispute in Central America has undermined our capacity to effectively deal diplomatically in this area as well",Premise,"(41081, 41382)",We cannot solve this problem all on our own,Claim,"(41032, 41075)",Support
"the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project",Premise,"(53987, 54186)",the fact of it is we're so far away from research that even comes close to that,Claim,"(53901, 53980)",Support
"in this way, by making wise choices, that we're stronger",Claim,"(61102, 61158)",This makes us stronger,Claim,"(60690, 60712)",Support
We are the strongest and most powerful free society on Earth,Premise,"(74359, 74419)",pick a President that you know will know if that tragic moment ever comes what he must know,Claim,"(73924, 74015)",Support
A President is called the Commander in Chief,Premise,"(3937, 3981)",these are things a President must know to command,Claim,"(3886, 3935)",Support
"We're working right now in trying to be of help in southern Africa with regard to the independence of Namibia and the removal of the Cuban surrogates, the thousands of them, from Angola",Premise,"(13891, 14076)",Our neighbors here in America are vital to us,Claim,"(13844, 13889)",Support
"the first time we went in, we went in at their request because the war was going on right in Beirut between Israel and the PLO terrorists",Premise,"(24480, 24617)",I don't agree to all of those things,Claim,"(24155, 24191)",Support
"rebuked their negotiator in 1981 when he came close to an agreement, at least in principle, on medium-range weapons",Premise,"(34649, 34764)","For 3\1/2\ years, this administration avoided arms control",Premise,"(34518, 34576)",Support
it would be an unbalanced bill,Premise,"(41626, 41656)",there will be no immigration reform without employer sanctions,Claim,"(41554, 41616)",Support
It would cost something like a trillion dollars to test and deploy weapons,Claim,"(54188, 54262)",the fact of it is we're so far away from research that even comes close to that,Claim,"(53901, 53980)",Support
Every President until this one has been able to do it,Premise,"(61200, 61253)","In other words, a President has to make choices",Claim,"(60641, 60688)",Support
We are the strongest and most powerful free society on Earth,Premise,"(74359, 74419)",pick a President who will fight to avoid the day when that God-awful decision ever needs to be made,Claim,"(74131, 74230)",Support
he's supposed to be in charge of the facts,Premise,"(4012, 4054)",he's called that,Claim,"(3987, 4003)",Support
"But I am not going to pick out one and, in advance, hypothetically say, ""Oh, yes, we would send troops there",Claim,"(14240, 14348)",I can say there are a great many interests,Claim,"(14082, 14124)",Attack
"Those terrorists had been violating their northern border consistently, and Israel chased them all the way to there",Premise,"(24656, 24771)",Israel could not be blamed for that,Claim,"(24619, 24654)",Support
"For 3\1/2\ years, this administration avoided arms control",Premise,"(34518, 34576)",And we have this arms race underway,Premise,"(34766, 34801)",Support
there would be simply no way to enforce it,Premise,"(41662, 41704)",there will be no immigration reform without employer sanctions,Claim,"(41554, 41616)",Support
they always do,Premise,"(54348, 54362)",The second thing is this all assumes that the Soviets wouldn't respond in kind,Claim,"(54264, 54342)",Attack
the Soviets encode their telemetry,Premise,"(61583, 61617)",testing would be very difficult to verify,Claim,"(61533, 61574)",Support
We are the strongest and most powerful free society on Earth,Premise,"(74359, 74419)","When you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you're deciding the future of the world",Premise,"(74421, 74569)",Support
run our government,Premise,"(4059, 4077)",he's called that,Claim,"(3987, 4003)",Support
I am not going to make the decision as to what the tactics could be,Claim,"(13512, 13579)","But I am not going to pick out one and, in advance, hypothetically say, ""Oh, yes, we would send troops there",Claim,"(14240, 14348)",Support
