subj,subj_type,subj_span,obj,obj_type,obj_span,relation
He used undocumented labor to build the Trump Tower,Claim,"(10205, 10256)",Donald knows a lot about this,Claim,"(10174, 10203)",Support
three times more than the tax cuts under the Bush administration,Claim,"(19872, 19936)",he's going to advocate for the largest tax cuts we've ever seen,Claim,"(19807, 19870)",Support
Nobody has more respect for women than I do,Claim,"(25614, 25657)",he has called a number of women during this campaign,Claim,"(25531, 25583)",Attack
why does that matter,Premise,"(36639, 36659)",it matters,Claim,"(36667, 36677)",Support
he fears it's going to draw us closer or deeper into the conflict,Premise,"(39933, 39998)",President Obama has refused to do that,Claim,"(39886, 39924)",Support
I have a plan for doing that,Premise,"(45013, 45041)","We've got to get costs down, increase value, emphasize wellness",Premise,"(44948, 45011)",Support
"unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions",Premise,"(3289, 3381)",I was upset,Claim,"(3178, 3189)",Support
"He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: ""You complain, I'll get you deported",Premise,"(10258, 10401)",He used undocumented labor to build the Trump Tower,Claim,"(10205, 10256)",Support
he's going to advocate for the largest tax cuts we've ever seen,Claim,"(19807, 19870)",We are going to start the engine rolling again,Claim,"(19557, 19603)",Attack
Donald is pushed on something which is obviously uncomfortable,Premise,"(25878, 25940)",he immediately goes to denying responsibility,Premise,"(25976, 26021)",Support
you can actually hear the audio of him saying that,Premise,"(36582, 36632)",it matters,Claim,"(36667, 36677)",Support
you have talked about -- and in the last debate and again today -- that you would impose a no-fly zone to try to protect the people of Aleppo and to stop the killing there,Premise,"(39713, 39884)",President Obama has refused to do that,Claim,"(39886, 39924)",Attack
Your husband disagrees with you,Claim,"(44867, 44898)",I will not cut benefits,Claim,"(44704, 44727)",Attack
The gun lobby's on his side,Premise,"(3467, 3494)",Donald's been strongly supported by the NRA,Claim,"(3422, 3465)",Support
They've been deported,Premise,"(10600, 10621)","under Obama, millions of people have been moved out of this country",Claim,"(10531, 10598)",Support
"I will not raise taxes on anyone making $250,000 or less",Claim,"(19987, 20043)",Her tax plan is a disaster,Claim,"(18927, 18953)",Attack
it's not just about women,Premise,"(26027, 26052)",he immediately goes to denying responsibility,Premise,"(25976, 26021)",Support
he has not told the truth about that position,Premise,"(36686, 36731)",it matters,Claim,"(36667, 36677)",Support
We should have never let ISIS happen in the first place,Premise,"(40395, 40450)","right now, they're in 32 countries",Claim,"(40456, 40490)",Support
you haven't prepared closing statements,Premise,"(45466, 45505)","You had not agreed to closing statements, but it seems to me in a funny way that might make it more interesting",Claim,"(45346, 45457)",Support
They're running millions of dollars of ads against me,Premise,"(3496, 3549)",Donald's been strongly supported by the NRA,Claim,"(3422, 3465)",Support
"She doesn't want to say that, but that's what's happened, and that's what happened big league",Premise,"(10623, 10716)","under Obama, millions of people have been moved out of this country",Claim,"(10531, 10598)",Support
"Cutting taxes on the wealthy, we've tried that",Premise,"(20076, 20122)",It has not worked the way that it has been promised,Claim,"(20124, 20175)",Support
he immediately goes to denying responsibility,Premise,"(25976, 26021)",He never apologizes or says he's sorry for anything,Claim,"(26054, 26105)",Support
I did vote for it,Premise,"(36810, 36827)",he believes it makes him look better now to contrast with me,Claim,"(36741, 36801)",Support
"right now, they're in 32 countries",Claim,"(40456, 40490)",she will defeat ISIS,Claim,"(40373, 40393)",Support
"we need everybody to help make our country what it should be, to grow the economy, to make it fairer, to make it work for everyone",Premise,"(45665, 45795)","I would like to say to everyone watching tonight that I'm reaching out to all Americans -- Democrats, Republicans, and independents",Claim,"(45522, 45653)",Support
I regret that,Claim,"(3555, 3568)",Donald's been strongly supported by the NRA,Claim,"(3422, 3465)",Attack
she doesn't say is that President Obama has deported millions and millions of people just the way it is,Claim,"(10756, 10859)",Nobody knows about it,Claim,"(10481, 10502)",Support
"in many ways it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949",Premise,"(20241, 20354)",I want to pursue your plan,Claim,"(20205, 20231)",Support
Wrong,Claim,"(16051, 16056)",He never apologizes or says he's sorry for anything,Claim,"(26054, 26105)",Attack
he believes it makes him look better now to contrast with me,Claim,"(36741, 36801)",it matters,Claim,"(36667, 36677)",Support
"A cease-fire, the United States, Russia, and Syria",Premise,"(40586, 40636)",They had a cease-fire three weeks ago,Premise,"(40547, 40584)",Support
"We need your talents, your skills, your commitments, your energy, your ambition",Claim,"(45797, 45876)","I would like to say to everyone watching tonight that I'm reaching out to all Americans -- Democrats, Republicans, and independents",Claim,"(45522, 45653)",Support
I would like to see is for people to come together and say: Of course we're going to protect and defend the Second Amendment,Premise,"(3583, 3707)","we're going to do it in a way that tries to save some of these 33,000 lives that we lose every year",Claim,"(3713, 3812)",Support
she doesn't say is that President Obama has deported millions and millions of people just the way it is,Claim,"(10756, 10859)",nobody talks about it,Claim,"(10504, 10525)",Support
the level of economic catastrophe that President Obama inherited,Premise,"(20476, 20540)",it was a real touch-and-go situation,Premise,"(20542, 20578)",Support
she caused the violence,Claim,"(26608, 26631)",she talks about violence at my rallies,Claim,"(26564, 26602)",Support
"This conspiracy theory, which he's been spewing out for quite some time",Premise,"(37049, 37120)",he has not told the truth about that position,Premise,"(36686, 36731)",Support
They had a cease-fire three weeks ago,Premise,"(40547, 40584)","during the cease-fire, Russia took over vast swatches of land",Premise,"(40642, 40703)",Support
Doesn't work that way,Claim,"(45986, 46007)",She's raising the money from the people she wants to control,Claim,"(45924, 45984)",Attack
"we're going to do it in a way that tries to save some of these 33,000 lives that we lose every year",Claim,"(3713, 3812)",I regret that,Claim,"(3555, 3568)",Support
"We will have secure borders, but we'll also have reform",Claim,"(11075, 11130)",We will not have open borders,Claim,"(10911, 10940)",Support
I was in the Senate before I became secretary of state,Premise,"(20580, 20634)",I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy,Claim,"(20636, 20764)",Support
The State Department has said that,Premise,"(27219, 27253)",I think that's been proven,Claim,"(27255, 27281)",Support
He said some beauties,Claim,"(37573, 37594)","WikiLeaks just actually came out -- John Podesta said some horrible things about you, and, boy, was he right",Claim,"(37463, 37571)",Support
I'm going to create tremendous jobs,Premise,"(40965, 41000)",I say they're wrong,Claim,"(40936, 40955)",Support
She's raising the money from the people she wants to control,Claim,"(45924, 45984)","I would like to say to everyone watching tonight that I'm reaching out to all Americans -- Democrats, Republicans, and independents",Claim,"(45522, 45653)",Attack
"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city",Premise,"(4075, 4219)","we have the toughest laws, and you have tremendous gun violence",Claim,"(4224, 4287)",Support
That is a rank mischaracterization,Premise,"(11000, 11034)",We will not have open borders,Claim,"(10911, 10940)",Support
"you've talked about 25 million jobs created, 4 percent",Premise,"(20899, 20953)",even conservative economists who have looked at your plan say that the numbers don't add up,Premise,"(20786, 20877)",Support
I think that's been proven,Claim,"(27255, 27281)",I did as secretary of state was in furtherance of our country's interests and our values,Claim,"(27129, 27217)",Support
"Bernie Sanders, he said you have bad judgment",Claim,"(37610, 37655)",You do,Claim,"(37657, 37663)",Support
"we're bringing GDP from, really, 1 percent, which is what it is now",Premise,"(41006, 41073)",I say they're wrong,Claim,"(40936, 40955)",Support
I would like to end it on a positive note,Premise,"(45303, 45344)","this is the final time, probably to both of your delight, that you're going to be on a stage together in this campaign",Claim,"(45183, 45301)",Support
that'll happen automatically,Claim,"(5350, 5378)","if we put another two or perhaps three justice on, that's really what's going to be -- that will happen",Claim,"(5241, 5344)",Support
this used to be a bipartisan issue,Premise,"(11136, 11170)","We will have secure borders, but we'll also have reform",Claim,"(11075, 11130)",Support
even conservative economists who have looked at your plan say that the numbers don't add up,Premise,"(20786, 20877)",We are going to start the engine rolling again,Claim,"(19557, 19603)",Attack
"Saudi Arabia giving $25 million, Qatar, all of these countries",Premise,"(28108, 28170)",It's a criminal enterprise,Claim,"(28080, 28106)",Support
You do,Claim,"(37657, 37663)","No, you are the one that's unfit",Claim,"(37419, 37451)",Support
we're bringing it from 1 percent up to 4 percent,Premise,"(41125, 41173)","we're bringing GDP from, really, 1 percent, which is what it is now",Premise,"(41006, 41073)",Support
I am putting pro-life justices on the court,Premise,"(5403, 5446)",that'll happen automatically,Claim,"(5350, 5378)",Support
"if you went on to read the rest of the sentence, I was talking about energy",Premise,"(11812, 11887)",we trade more energy with our neighbors than we trade with the rest of the world combined,Claim,"(11899, 11988)",Support
Over a 10-year period,Claim,"(20964, 20985)",even conservative economists who have looked at your plan say that the numbers don't add up,Premise,"(20786, 20877)",Attack
these are people that push gays off business -- off buildings,Premise,"(28216, 28277)",It's a criminal enterprise,Claim,"(28080, 28106)",Support
"WikiLeaks just actually came out -- John Podesta said some horrible things about you, and, boy, was he right",Claim,"(37463, 37571)","No, you are the one that's unfit",Claim,"(37419, 37451)",Support
I think you can go to 5 percent or 6 percent,Claim,"(41229, 41273)",I actually think we can go higher than 4 percent,Claim,"(41179, 41227)",Support
"If they overturned it, it will go back to the states",Claim,"(4969, 5021)","It will go back to the states, and the states will then make a determination",Claim,"(5465, 5541)",Support
"I do want us to have an electric grid, an energy system that crosses borders",Premise,"(11994, 12070)",I think that would be a great benefit to us,Claim,"(12072, 12115)",Support
unrealistic,Claim,"(21010, 21021)",Over a 10-year period,Claim,"(20964, 20985)",Attack
These are people that kill women and treat women horribly,Premise,"(28279, 28336)",It's a criminal enterprise,Claim,"(28080, 28106)",Support
you should ask Bernie Sanders who he's supporting for president,Claim,"(37680, 37743)","Bernie Sanders, he said you have bad judgment",Claim,"(37610, 37655)",Attack
we have a tremendous machine,Premise,"(41344, 41372)","if we do, you don't have to bother asking your question",Claim,"(41279, 41334)",Support
"which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine",Claim,"(5618, 5779)",I strongly support Roe v,Claim,"(5586, 5610)",Support
I think that would be a great benefit to us,Claim,"(12072, 12115)",we trade more energy with our neighbors than we trade with the rest of the world combined,Claim,"(11899, 11988)",Support
you talk a lot about growing the energy industry,Premise,"(21039, 21087)",that's unrealistic,Claim,"(21144, 21162)",Support
It's a criminal enterprise,Claim,"(28080, 28106)",you take their money,Claim,"(28346, 28366)",Attack
Which is a big mistake,Claim,"(37771, 37793)",you should ask Bernie Sanders who he's supporting for president,Claim,"(37680, 37743)",Attack
We will have created a tremendous economic machine once again,Premise,"(41374, 41435)",we have a tremendous machine,Premise,"(41344, 41372)",Support
It is about what's happening right now in America,Premise,"(5832, 5881)",it's not only about Roe v,Premise,"(5799, 5824)",Support
We've never had anything like this happen in any of our elections before,Premise,"(12496, 12568)",Those are the questions we need answered,Premise,"(12454, 12494)",Support
They say with oil prices as low as they are right now,Premise,"(21089, 21142)",that's unrealistic,Claim,"(21144, 21162)",Support
"compare what we do with the Trump Foundation, which took money from other people and bought a six- foot portrait of Donald",Premise,"(28706, 28828)",It just was astonishing,Claim,"(28853, 28876)",Support
he has campaigned for me around the country,Premise,"(37811, 37854)",you are the most dangerous person to run for president in the modern history of America,Claim,"(37856, 37943)",Support
"To do that, we're taking back jobs",Premise,"(41437, 41471)",We will have created a tremendous economic machine once again,Premise,"(41374, 41435)",Support
we have come too far to have that turned back now,Premise,"(5926, 5975)",I could just not be more opposed to that kind of thinking,Claim,"(6105, 6162)",Support
So just to finish on the borders,Premise,"(12890, 12922)",She wants open borders,Claim,"(12947, 12969)",Support
that's unrealistic,Claim,"(21144, 21162)",Over a 10-year period,Claim,"(20964, 20985)",Attack
"People contribute, I contribute",Premise,"(29093, 29124)","The money goes 100 percent -- 100 percent goes to different charities, including a lot of military",Claim,"(29126, 29224)",Support
you are the most dangerous person to run for president in the modern history of America,Claim,"(37856, 37943)",I think he's right,Claim,"(37945, 37963)",Support
we don't make our product anymore,Claim,"(41567, 41600)",We're not going to let our companies be raided by other countries where we lose all our jobs,Claim,"(41473, 41565)",Support
I did not think that that was the case,Premise,"(6670, 6708)",there can be regulations on abortion so long as the life and the health of the mother are taken into account,Claim,"(6529, 6637)",Attack
People are going to pour into our country,Premise,"(12971, 13012)",She wants open borders,Claim,"(12947, 12969)",Attack
China is growing at 7 percent,Premise,"(21281, 21310)",that for them is a catastrophically low number,Claim,"(21316, 21362)",Support
"Trump Foundation, small foundation",Premise,"(29057, 29091)","The money goes 100 percent -- 100 percent goes to different charities, including a lot of military",Claim,"(29126, 29224)",Support
I think he's right,Claim,"(37945, 37963)","No, you are the one that's unfit",Claim,"(37419, 37451)",Attack
We used to be there,Premise,"(41714, 41733)",I'm going to create a -- the kind of a country that we were from the standpoint of industry,Claim,"(41621, 41712)",Support
I voted as a senator,Premise,"(6648, 6668)",I did not think that that was the case,Premise,"(6670, 6708)",Support
People are going to come in from Syria,Premise,"(13014, 13052)",She wants open borders,Claim,"(12947, 12969)",Attack
They're growing at 8 percent,Premise,"(21251, 21279)",that for them is a catastrophically low number,Claim,"(21316, 21362)",Support
I don't buy planes,Premise,"(29267, 29285)",the money goes to them,Claim,"(29303, 29325)",Support
We've given it up,Premise,"(41735, 41752)",I'm going to create a -- the kind of a country that we were from the standpoint of industry,Claim,"(41621, 41712)",Support
"If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby",Claim,"(6851, 7014)",I think it's terrible,Claim,"(6828, 6849)",Support
They have no idea where they come from,Claim,"(13153, 13191)","She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people",Claim,"(13054, 13151)",Attack
It didn't meet my test,Premise,"(21695, 21717)","I saw the final agreement for TPP, I said I was against it",Claim,"(21635, 21693)",Support
I don't buy boats,Premise,"(29248, 29265)",the money goes to them,Claim,"(29303, 29325)",Support
"We've become very, very sloppy",Premise,"(41754, 41784)",I'm going to create a -- the kind of a country that we were from the standpoint of industry,Claim,"(41621, 41712)",Support
I think it's terrible,Claim,"(6828, 6849)","which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine",Claim,"(5618, 5779)",Attack
He has no respect for her,Premise,"(13193, 13218)","She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people",Claim,"(13054, 13151)",Attack
"Does it create jobs, raise incomes, and further our national security",Premise,"(21743, 21812)",I've had the same test,Premise,"(21719, 21741)",Support
I don't get anything,Premise,"(29226, 29246)",the money goes to them,Claim,"(29303, 29325)",Support
"when I hear Donald talk like that and know that his slogan is ""Make America Great Again,"" I wonder when he thought America was great",Premise,"(41836, 41968)",I think it's important to recognize that he has been criticizing our government for decades,Claim,"(42056, 42147)",Support
that is not what happens in these cases,Claim,"(7031, 7070)","If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby",Claim,"(6851, 7014)",Attack
He has no respect for our president,Premise,"(13220, 13255)","She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people",Claim,"(13054, 13151)",Attack
I've had the same test,Premise,"(21719, 21741)",It didn't meet my test,Premise,"(21695, 21717)",Support
the money goes to them,Claim,"(29303, 29325)","The money goes 100 percent -- 100 percent goes to different charities, including a lot of military",Claim,"(29126, 29224)",Support
"before he rushes and says, ""You know, before you and President Obama were there",Premise,"(41974, 42053)",I think it's important to recognize that he has been criticizing our government for decades,Claim,"(42056, 42147)",Support
using that kind of scare rhetoric is just terribly unfortunate,Premise,"(7076, 7138)","If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby",Claim,"(6851, 7014)",Attack
"we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads",Premise,"(13320, 13463)",We're in very serious trouble,Claim,"(13281, 13310)",Support
"I saw the final agreement for TPP, I said I was against it",Claim,"(21635, 21693)",I'm against it now,Claim,"(21814, 21832)",Support
"No, it was -- we put up the American flag",Claim,"(29403, 29444)",Wasn't some of the money used to settle your lawsuits,Premise,"(29336, 29389)",Attack
I started off with -- my dad was a small-business man,Premise,"(42226, 42279)","I think it -- you know, it's a difference that affects how we see the world and what we want to do with the economy",Claim,"(42326, 42441)",Support
This is one of the worst possible choices that any woman and her family has to make,Premise,"(7248, 7331)",I do not believe the government should be making it,Claim,"(7337, 7388)",Support
she's playing chicken,Claim,"(13469, 13490)",We're in very serious trouble,Claim,"(13281, 13310)",Support
I'm against it now,Claim,"(21814, 21832)",I'll be against it after the election,Claim,"(21834, 21871)",Support
There was,Claim,"(29688, 29697)","there was a penalty that was imposed by Palm Beach County, and the money came from your foundation",Claim,"(29579, 29677)",Support
I've been waiting for years,Premise,"(42716, 42743)",Nobody does it right,Claim,"(42745, 42765)",Support
"I've been to countries where governments either forced women to have abortions, like they used to do in China, or forced women to bear children, like they used to do in Romania",Premise,"(7481, 7657)","The government has no business in the decisions that women make with their families in accordance with their faith, with medical advice",Claim,"(7679, 7814)",Support
No puppet,Claim,"(13693, 13702)",he'd rather have a puppet as president of the United States,Claim,"(13625, 13684)",Attack
I'll be against it after the election,Claim,"(21834, 21871)",I'll be against it when I'm president,Claim,"(21873, 21910)",Support
they build houses,Premise,"(29844, 29861)",the money went to Fisher House,Premise,"(29806, 29836)",Support
We should have been much tougher on trade even then,Premise,"(42663, 42714)",Nobody does it right,Claim,"(42745, 42765)",Support
I've had the great honor of traveling across the world on behalf of our country,Premise,"(7400, 7479)","The government has no business in the decisions that women make with their families in accordance with their faith, with medical advice",Claim,"(7679, 7814)",Support
it's pretty clear,Claim,"(13728, 13745)",he'd rather have a puppet as president of the United States,Claim,"(13625, 13684)",Support
