source_unique_id,target_unique_id,source_id,target_id,source_text,target_text,relation_class,year
1996_55321f3747b77e39862590565b40a854,1996_d0a838879d3942ee83203be0af944de4,T298,T294,"We resolved, we rescued Social Security","After this year is over, we'll resolve it just as we did with Social Security in `83",Support,1996
1996_5efa35a1725c5ca9d735eaebece24698,1996_55321f3747b77e39862590565b40a854,T299,T298,"We suggested -- I think it has been over a year ago now -- we do the same with Medicare, and the White House called it a gimmick","We resolved, we rescued Social Security",Support,1996
1996_94359d4933bdcf8d76fc5c5839b22060,1996_5efa35a1725c5ca9d735eaebece24698,T300,T299,last week I guess it was Donna Shalala said well we'll cut Medicare a hundred billion and appoint a commission,"We suggested -- I think it has been over a year ago now -- we do the same with Medicare, and the White House called it a gimmick",Support,1996
1996_f63f70c21b1cbd19926359995d9d7112,1996_d586d27103326e10fa031be18eb34d61,T305,T293,"When you don't have any ideas, you don't have any agenda, and all you have is fear, that's all you can use","I think if I were a senior citizen I would be a little fed up with all these ads scaring seniors, scaring veterans and scaring students about education",Support,1996
1996_55321f3747b77e39862590565b40a854,1996_55f32233923a36688b4c9cbca0a37c89,T298,T304,"We resolved, we rescued Social Security",we will rescue Medicare as we did Social Security,Support,1996
1996_80d34d8e47c3fffecbf60158d5d52eff,1996_55f32233923a36688b4c9cbca0a37c89,T303,T304,We have ideas in the Dole-Kemp campaign,we will rescue Medicare as we did Social Security,Support,1996
1996_feaf21b23bf75b1526957e94db7d2c9b,1996_2f2303af51b753f3f55bc215f109b995,T316,T315,Not wreck it,We need to reform it,Support,1996
1996_fba144b374ff8b0b1a8dfa8b2751cfd7,1996_58fed720bea5cc1133a8ac2e25e519e3,T313,T309,I knew it wouldn't work,Not in an election year,Support,1996
1996_c9606056ec3995eed55f54e3d2951bdc,1996_58fed720bea5cc1133a8ac2e25e519e3,T312,T309,"A year ago he said, ""I was right then",Not in an election year,Support,1996
1996_bf486e1e96808db80e5d418ed80805d3,1996_58fed720bea5cc1133a8ac2e25e519e3,T311,T309,Senator Dole said 30 years ago he was one of 12 people who voted against Medicare and he was proud of it,Not in an election year,Support,1996
1996_17ca2e04106f1bb21646dfb1306bae55,1996_58fed720bea5cc1133a8ac2e25e519e3,T310,T309,I told them in early '95,Not in an election year,Support,1996
1996_ed9ca816f665cad11f257bf3fdd3ff67,1996_2f2303af51b753f3f55bc215f109b995,T314,T315,American seniors have the highest life expectancy in the world,We need to reform it,Support,1996
1996_61f658ed3f2bffe259aa19b5124b5bbd,1996_55f32233923a36688b4c9cbca0a37c89,T306,T304,Their idea was to have the poorest seniors in the country pay $270 more this year,we will rescue Medicare as we did Social Security,Attack,1996
1996_949e3cda159e0148c3396e33ccc38065,1996_55f32233923a36688b4c9cbca0a37c89,T307,T304,Their idea was a budget that the that the American Hospital Association said could close 700 hospitals,we will rescue Medicare as we did Social Security,Attack,1996
1996_e9853b3a16267cd3ceafb0eeda935944,1996_55f32233923a36688b4c9cbca0a37c89,T308,T304,Their idea was to charge everybody more out-of-pocket costs in their budget that I vetoed,we will rescue Medicare as we did Social Security,Attack,1996
1996_bebe31d598113307046e2ee50e677dd0,1996_837bb356e3186750ebbdc8c6f855cdde,T229,T230,"In fact, 1992 we had a bill come before us that all the states had to comply or they're going to lose certain money",We sent it to the Clinton Administration for implementation,Support,1996
1996_3f7ca0f75e04dcea2b45a026966faaa0,1996_837bb356e3186750ebbdc8c6f855cdde,T231,T230,they waited three and a half years,We sent it to the Clinton Administration for implementation,Support,1996
1996_7400096239a55bfdb17468ae2e73330d,1996_4f80c34a2921ab677ed52bf25601fdd8,T227,T228,the first vote we had was whether or not you should put a little notice on cigarettes,I voted I for everything since that time,Support,1996
1996_298eead7b802d7ce834b98fd3ff1c346,1996_f72927104f9fe7c97cd2eb0c45327957,T233,T232,That's about three million,"during that period about 3,000 young kids every day started smoking",Support,1996
1996_06c2342f150f03e123375e3d63ecd3a8,1996_01d78860f21cff8c330879dcd59d1e6f,T235,T234,My brother probably died partly because of cigarettes,Not until again in 1996 -- I don't want anybody to smoke,Support,1996
1996_19b5d4b2ddebd4576d556bb93f491615,1996_7b7344203437c581d780610669e87557,T221,T220,drug use between 12- and 17-year-olds has doubled in this administration in the last 44 months,it seems to me what we need to do is to talk about not only tobacco but drugs,Support,1996
1996_2cd4a3721cbd5f0fe41c2d9208eebf2e,1996_7b7344203437c581d780610669e87557,T222,T220,Marijuana use is up 141percent,it seems to me what we need to do is to talk about not only tobacco but drugs,Support,1996
1996_c098095363e19bf664910fc8dbc015cd,1996_7b7344203437c581d780610669e87557,T223,T220,Cocaine use up 160 percent,it seems to me what we need to do is to talk about not only tobacco but drugs,Support,1996
1996_84af3055561ac4d42587f6f182269b62,1996_7b7344203437c581d780610669e87557,T226,T220,They're your kids,it seems to me what we need to do is to talk about not only tobacco but drugs,Support,1996
1996_5feef7d4550d909282b68897766c7180,1996_2a1a845651d1f095c3db7b3f7221ab2c,T225,T224,they cut funding and they cut interdiction,It's all happening in this administration,Support,1996
1996_c13ae1a655fac114fbb7869b2c667d44,1996_cefa7edd58fafc4f60ac5315ae9dce50,T237,T238,"If you stop the drugs, nobody is going to use the drugs","so don't smoke, don't drink, don't use drugs",Support,1996
1996_2a1a845651d1f095c3db7b3f7221ab2c,1996_7b7344203437c581d780610669e87557,T224,T220,It's all happening in this administration,it seems to me what we need to do is to talk about not only tobacco but drugs,Support,1996
1996_06324a0daf6933f9d591e136cecc44bf,1996_bfccb807bc9cd97010ec0aa0909bae7f,T239,T240,the question of what the federal government should do to limit the access of tobacco to young people is one of the biggest differences between Senator Dole and me,We did propose a regulation six months after I became President under the law he mentioned,Support,1996
1996_aa262384257006a706e599ffc7459de3,1996_bfccb807bc9cd97010ec0aa0909bae7f,T241,T240,It simply says all these states -- it made it illegal for kids to smoke,We did propose a regulation six months after I became President under the law he mentioned,Support,1996
1996_a6b50f04aa790eb60705c2a15190a5da,1996_681a9f357065033d86e6e5a6823c86f3,T243,T244,"we started the -- also in '93 to look into whether cigarettes were addictive enough for the Federal Food and Drug Administration to ban the ability of cigarette companies to advertise, market and distribute their products to our kids",No president had ever taken on the tobacco lobby before,Support,1996
1996_681a9f357065033d86e6e5a6823c86f3,1996_cb19154279d335c6e217568b2862e1bc,T244,T245,No president had ever taken on the tobacco lobby before,I did,Support,1996
1996_650ea21bf34036233dd40cdc0a72e7a1,1996_01d78860f21cff8c330879dcd59d1e6f,T246,T234,Senator Dole opposed me,Not until again in 1996 -- I don't want anybody to smoke,Attack,1996
1996_92aa4e7c08cc3ce8efd9c0732a34a513,1996_650ea21bf34036233dd40cdc0a72e7a1,T247,T246,He went down and made a speech to people who were on his side saying that I did the wrong thing,Senator Dole opposed me,Support,1996
1996_d9dba1dc3f2ea7cc8650e5844232bd96,1996_cb19154279d335c6e217568b2862e1bc,T248,T245,I think I did the right thing,I did,Support,1996
1996_8db390194bd36d4086b9a21ed14a80dd,1996_7faa8dc2811ed2298a45a567ece64644,T250,T249,We have strengthened enforcement,"On drugs, I have repeatedly said drugs are wrong and illegal and can kill you",Support,1996
1996_6b51ec4efb3641e7a88fa3a9532ab73e,1996_7faa8dc2811ed2298a45a567ece64644,T251,T249,everybody in San Diego knows we strengthened control of the border,"On drugs, I have repeatedly said drugs are wrong and illegal and can kill you",Support,1996
1996_fc759a1c9336ecee85df26949942a8ac,1996_7faa8dc2811ed2298a45a567ece64644,T252,T249,We have done a lot more,"On drugs, I have repeatedly said drugs are wrong and illegal and can kill you",Support,1996
1996_e14e81e9651452bb91636f644540f1d7,1996_7faa8dc2811ed2298a45a567ece64644,T253,T249,I hope we get a chance to talk about it,"On drugs, I have repeatedly said drugs are wrong and illegal and can kill you",Support,1996
1996_f42f2cda90ee0312467f5358cf4a7cff,1996_c994eaf80d0403ec197c518b88bf0868,T255,T254,You're not prosecuted,"they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico",Support,1996
1996_5e9fc416dc555ce64cced8f804e5917c,1996_b41463c91b8d5e6cd1f36e9ee3ee491e,T258,T256,That's a lot of marijuana,"You have a U.S. attorney here that sends `em back home, so I think that's pretty important",Support,1996
1996_baf0a5357a4243225eacd1ecdda1e595,1996_7e366bd2fa242f24943a3d46c171bb62,T261,T257,they haven't even done it,"The President in the election year decided I ought to do something, I haven't done anything on drugs",Support,1996
1996_de46504480c6cc744e165e8a70b9392f,1996_7e366bd2fa242f24943a3d46c171bb62,T260,T257,I've been AWOL for 44 months,"The President in the election year decided I ought to do something, I haven't done anything on drugs",Support,1996
1996_4fe0fe3989f2b58cb309b653d25eb54a,1996_dfe76f7518b46c945a28c16887c5e326,T268,T267,whether they're going to have it declared addictive,They haven't said what's going to happen,Support,1996
1996_dfe76f7518b46c945a28c16887c5e326,1996_7e366bd2fa242f24943a3d46c171bb62,T267,T257,They haven't said what's going to happen,"The President in the election year decided I ought to do something, I haven't done anything on drugs",Support,1996
1996_a8fbeecf6b48882e78c15ef951068ed3,1996_dfe76f7518b46c945a28c16887c5e326,T269,T267,"Once it's a drug, does it apply only to teenagers or everybody in America",They haven't said what's going to happen,Support,1996
1996_438e81d0d2a2c9a996fb99d230df54af,1996_3fa38703b01230f97654d8dbd6c6b733,T265,T264,It's been there,my record is there,Support,1996
1996_e1196e647285dba0e73eab3cd8db6ef2,1996_3fa38703b01230f97654d8dbd6c6b733,T266,T264,"I've voted eight, ten times since 1965",my record is there,Support,1996
1996_dc4f027afd446348ad2b39f58c20bad1,1996_3fa38703b01230f97654d8dbd6c6b733,T263,T264,particularly young people should not smoke,my record is there,Support,1996
1996_b1e9771447c878cea16b4cae12e35745,1996_3fa38703b01230f97654d8dbd6c6b733,T262,T264,"Nobody should smoke, young or old",my record is there,Support,1996
1996_c994eaf80d0403ec197c518b88bf0868,1996_8db390194bd36d4086b9a21ed14a80dd,T254,T250,"they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico",We have strengthened enforcement,Attack,1996
1996_b65f43629c41b31d9db5f5f8c1b3aaa9,1996_5e9fc416dc555ce64cced8f804e5917c,T259,T258,That's a big supply,That's a lot of marijuana,Equivalent,1996
1996_8ece9510c4d032d83d9d9a0bdeeb7aab,1996_bdb37ee80af5eb52d70bf30bf8f58801,T132,T133,"we have 17,000 men and women today wearing our uniform that receive food stamps",It shouldn't happen in America,Support,1996
1996_cca9201baed7f85e3c0ed5495d9715d8,1996_fa5d45e3dc00ee502615df4f5f364b28,T134,T1,We have men and women wearing our uniform in substandard housing,It shouldn't happen in America,Support,1996
1996_fa5d45e3dc00ee502615df4f5f364b28,1996_968584f54bd729ff509de869705a8422,T1,T136,It shouldn't happen in America,it's time we take a look at the pay scales,Support,1996
1996_96c85ceab6ad21032d6d90394dae7516,1996_4fa10552552668336224741d8f325976,T137,T138,Did get a 3 percent increase this year,that's not enough,Support,1996
1996_4fa10552552668336224741d8f325976,1996_968584f54bd729ff509de869705a8422,T138,T136,that's not enough,it's time we take a look at the pay scales,Support,1996
1996_704dd0c246ff858d2647f59568e8e414,1996_721c1b016e71648581d2100678d787fd,T140,T139,we've had more deployments under this administration than any time in history,If we're going to ask young men and young women to protect us and defend us around the world,Support,1996
1996_23caae72caef9636c9de629563dd17bb,1996_704dd0c246ff858d2647f59568e8e414,T141,T140,Fifty times we deployed troops around the world,we've had more deployments under this administration than any time in history,Support,1996
1996_721c1b016e71648581d2100678d787fd,1996_1526bd43627238dee1b5a6c77389a012,T139,T142,If we're going to ask young men and young women to protect us and defend us around the world,Every time you do that you take a risk,Support,1996
1996_e1575b4d40fe66df8e5ca42b2e187870,1996_1526bd43627238dee1b5a6c77389a012,T143,T142,"maybe your son, maybe your grandson, maybe somebody else",Every time you do that you take a risk,Support,1996
1996_5ef4f4e86a4d18b083a73b68a7a37842,1996_a9456c4fc93a0b871b93dcbf937e15a8,T145,T144,Remember when people almost used to walk across the street rather than have a contact with somebody who was in Vietnam,Remember Vietnam,Support,1996
1996_a9456c4fc93a0b871b93dcbf937e15a8,1996_5426c3cf6331f302ce715ccaf94f1c50,T144,T146,Remember Vietnam,That's all behind us now,Support,1996
1996_2894fec57b0d4ca806ced8218f3c9153,1996_5426c3cf6331f302ce715ccaf94f1c50,T147,T146,it should be behind us,That's all behind us now,Support,1996
1996_721c1b016e71648581d2100678d787fd,1996_968584f54bd729ff509de869705a8422,T139,T136,If we're going to ask young men and young women to protect us and defend us around the world,it's time we take a look at the pay scales,Support,1996
1996_824b9ac7e03e85828589817a996c209c,1996_0774852143e6e5126bdfaecba7467678,T153,T151,I spent a lot of time talking to military families as well as military members all over the world and in bases all across the United States,I also presented to the Congress and they adopted a large package of quality-of-life improvements,Support,1996
1996_e8d576d100bd78b76ca707cfaabb36cd,1996_824b9ac7e03e85828589817a996c209c,T154,T153,I became convinced after talking to the families and the personnel in uniform that we needed to not only have the pay raise,I spent a lot of time talking to military families as well as military members all over the world and in bases all across the United States,Support,1996
1996_6eedc3b3f2021e3828b53764a8042ffa,1996_e8d576d100bd78b76ca707cfaabb36cd,T155,T154,"we needed to invest more in child care, housing, and other things to support families, especially when there are longer deployments because of the downsizing of the military",I became convinced after talking to the families and the personnel in uniform that we needed to not only have the pay raise,Support,1996
1996_832729dc80652f542beba89bf7aad63e,1996_cca409bce961fc57881d890973e3fef9,T156,T157,we're going to do better,we'll do better still,Support,1996
1996_5411491d7492bf0607e45db259865b69,1996_cca409bce961fc57881d890973e3fef9,T152,T157,this is a commitment I think that all Americans share without regard to party,we'll do better still,Support,1996
1996_262b2e89e464b4c709409ca27c338683,1996_d0e8450b571bf36075b7159456774fe5,T158,T159,"I don't disagree with anything that the President said, except he waited four years to do these things","my view is it ought to be, it will be done on Day 1",Support,1996
1996_d0e8450b571bf36075b7159456774fe5,1996_3697aa330bd458ba33ed7ba48c7ab843,T159,T160,"my view is it ought to be, it will be done on Day 1",We'll start working on Day 1 in the Dole- Kemp administration,Support,1996
1996_e3114b9c8612d0352af1ea6e145d0073,1996_f4779c49cd49564decc58d9f29bca2f7,T161,T162,We only have ten divisions now,We used to have 18,Support,1996
1996_9c2576bbc675d0f763c81a90754d1544,1996_78ef08cca2caf888bdc25df56b187d6e,T163,T164,We had 25 fighter wings,We're down to 13,Support,1996
1996_7087ac9a468772497714b269e2119462,1996_306739d45e2710370d880a9c9d21ef0a,T165,T166,We had 536 ships,We're down to 336 ships,Support,1996
1996_306739d45e2710370d880a9c9d21ef0a,1996_0dcc8fc9fae52614314bb5d044aa5422,T166,T167,We're down to 336 ships,"mean, we've cut defense spending too much in the first place",Support,1996
1996_78ef08cca2caf888bdc25df56b187d6e,1996_0dcc8fc9fae52614314bb5d044aa5422,T164,T167,We're down to 13,"mean, we've cut defense spending too much in the first place",Support,1996
1996_f4779c49cd49564decc58d9f29bca2f7,1996_0dcc8fc9fae52614314bb5d044aa5422,T162,T167,We used to have 18,"mean, we've cut defense spending too much in the first place",Support,1996
1996_eb86b2770a9f204d41dbb02b9f787735,1996_78bfc50633e495a3a7f1f49fceabf40d,T168,T169,The President told you in '92 he would cut it 67 billion,He cut 112 billion dollars,Support,1996
1996_78bfc50633e495a3a7f1f49fceabf40d,1996_0dcc8fc9fae52614314bb5d044aa5422,T169,T167,He cut 112 billion dollars,"mean, we've cut defense spending too much in the first place",Support,1996
1996_0dcc8fc9fae52614314bb5d044aa5422,1996_cef1eee398488fa3fff1eaf298ad9dce,T167,T171,"mean, we've cut defense spending too much in the first place",we ought to do is make those who wear the uniforms sacrifice,Support,1996
1996_466010dcfcc9b398c2793f5726e88fab,1996_cef1eee398488fa3fff1eaf298ad9dce,T170,T171,we're right on the edge right now,we ought to do is make those who wear the uniforms sacrifice,Support,1996
1996_cef1eee398488fa3fff1eaf298ad9dce,1996_968584f54bd729ff509de869705a8422,T171,T136,we ought to do is make those who wear the uniforms sacrifice,it's time we take a look at the pay scales,Support,1996
1996_fa5d45e3dc00ee502615df4f5f364b28,1996_bdb37ee80af5eb52d70bf30bf8f58801,T1,T133,It shouldn't happen in America,It shouldn't happen in America,Equivalent,1996
1996_3c63d119d48c2b66d8b2b9e3c01716e4,1996_ac5916e2ae4b76a0fc46e0f869c867e1,T1033,T1034,I am profoundly grateful for the chance that you have given me to serve as president for the last four years,I never could have dreamed anything like this would come my way in life,Support,1996
1996_ac5916e2ae4b76a0fc46e0f869c867e1,1996_055b6b5d387ee5070d70f3a76650b95a,T1034,T1032,I never could have dreamed anything like this would come my way in life,I've done my best to be faithful to the charge you've given me,Support,1996
1996_055b6b5d387ee5070d70f3a76650b95a,1996_9c53bc144825fc8039592755bd5d038b,T1032,T1031,I've done my best to be faithful to the charge you've given me,America is stronger and more prosperous and more secure than we were four years ago,Support,1996
1996_9c53bc144825fc8039592755bd5d038b,1996_9daeaafa6ce9aa404005e7e354f3fc6c,T1031,T1035,America is stronger and more prosperous and more secure than we were four years ago,we're going in the right direction,Support,1996
1996_9daeaafa6ce9aa404005e7e354f3fc6c,1996_cddbb88fbb023ce30b9a4125c7ef2e20,T1035,T1,we're going in the right direction,I've done my best tonight to lay out my plans for going forward to an even better future in the next century,Support,1996
1996_a0a976e789e482e7baa47e0915fdc0a1,1996_aba589183e43bcb822ba0c70e6f00557,T1037,T1036,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,Support,1996
1996_66f2b545adab7bee75f03d7ce8d48332,1996_aba589183e43bcb822ba0c70e6f00557,T1038,T1036,All the people I've met who used to be on welfare who are now working and raising their children,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,Support,1996
1996_fc7b52819a3baca01994d8b136b9debd,1996_aba589183e43bcb822ba0c70e6f00557,T1039,T1036,I think what others could do for our country and themselves if we did the welfare reform thing in the proper way,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,Support,1996
1996_08054c1f32bf988caa8c0a749d905386,1996_aba589183e43bcb822ba0c70e6f00557,T1040,T1036,I think of the man who grabbed me by the shoulder once with tears in his eyes and said his daughter was dying of cancer and he thanked me for giving him a chance to spend some time with her without losing his job because of the Family and Medical Leave Act,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,Support,1996
1996_f177e325b4927550586909eb3879432b,1996_aba589183e43bcb822ba0c70e6f00557,T1041,T1036,I think of all the people I grew up with and went to school with and who I stay in touch with and who nerve let me forget how what we do in Washington affects all of you out there in America,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,Support,1996
1996_cddbb88fbb023ce30b9a4125c7ef2e20,1996_aba589183e43bcb822ba0c70e6f00557,T1,T1036,I've done my best tonight to lay out my plans for going forward to an even better future in the next century,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,Support,1996
1996_aba589183e43bcb822ba0c70e6f00557,1996_dd0ea9ae9778ff9d79d2316b4043687e,T1036,T1042,the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesn't happen in this country,we can build that bridge to the 21st Century,Support,1996
1996_8ef89f8c0665c313d31d48665386cdd8,1996_dd0ea9ae9778ff9d79d2316b4043687e,T1043,T1042,big enough and strong enough for all of us to walk across,we can build that bridge to the 21st Century,Support,1996
1996_80e7a13a48ed2c5714f82e615141db6e,1996_8ef89f8c0665c313d31d48665386cdd8,T2,T1043,I hope you will help me build it.,big enough and strong enough for all of us to walk across,Support,1996
1996_96f61ea5fd02ed2a56670a052e5c00b6,1996_05662256fe8a4a67ca62190cf5bca690,T1058,T1057,they're the ones that are going to spend most of their life in the 21st Century,I want to address my remarks to the young people of America,Support,1996
1996_c106a6ee91da2c3731da8dbd406f4aa6,1996_7e0f0a8a3820e5cf8878e267c1c1cd01,T1059,T1060,They're the ones who have the challenges,they are people out there making predictions that it's not going to be the same,Support,1996
1996_96f61ea5fd02ed2a56670a052e5c00b6,1996_c106a6ee91da2c3731da8dbd406f4aa6,T1058,T1059,they're the ones that are going to spend most of their life in the 21st Century,They're the ones who have the challenges,Support,1996
1996_0d589495e5d93929b01c5a3b34efd762,1996_ccf8c00a061df54e1bbd1f5a29d23af0,T1044,T1045,You're not going to have the opportunities,"there are going to be more deficits, more drugs, more crime, and less confidence in the American people",Support,1996
1996_7e0f0a8a3820e5cf8878e267c1c1cd01,1996_0d589495e5d93929b01c5a3b34efd762,T1060,T1044,they are people out there making predictions that it's not going to be the same,You're not going to have the opportunities,Support,1996
1996_d0bd7258e5d6943a2038f0aa5e822ba5,1996_fd618e83de7300f91c766f1d016cefcc,T1046,T1047,that's what you're faced with,the parents are faced with,Support,1996
1996_fd618e83de7300f91c766f1d016cefcc,1996_b517f840aee34ee99845578afc1c4b00,T1047,T1048,the parents are faced with,the grand parents are faced with,Support,1996
1996_b517f840aee34ee99845578afc1c4b00,1996_c030b2036c25317c85b53e36c93e0f4f,T1048,T1049,the grand parents are faced with,It's important,Support,1996
1996_432d692096cad19c57865ec637201439,1996_c030b2036c25317c85b53e36c93e0f4f,T1050,T1049,it's their future,It's important,Support,1996
1996_ccf8c00a061df54e1bbd1f5a29d23af0,1996_c030b2036c25317c85b53e36c93e0f4f,T1045,T1049,"there are going to be more deficits, more drugs, more crime, and less confidence in the American people",It's important,Support,1996
1996_cb210732a38a4b099654cf40c8ffe49d,1996_ccf8c00a061df54e1bbd1f5a29d23af0,T1052,T1045,there are more young people experimenting with drugs today than ever before,"there are going to be more deficits, more drugs, more crime, and less confidence in the American people",Support,1996
1996_889178c868001b0b1d165e01e665e4aa,1996_cb210732a38a4b099654cf40c8ffe49d,T1051,T1052,"if you care about the future of America, if you care about your future, just don't do it",there are more young people experimenting with drugs today than ever before,Attack,1996
1996_dd2c488470bee24ef549c4bff37ebcd7,1996_90df1377b128bff23df1cebf9fc96ee3,T1064,T1065,I'm someone older than you,I've had my anxious moments in my life,Support,1996
1996_90df1377b128bff23df1cebf9fc96ee3,1996_c94c9d8a417b18e9c6d00fc1bfcecf61,T1065,T1066,I've had my anxious moments in my life,I've learned to feed myself and to walk and to dress,Support,1996
1996_c94c9d8a417b18e9c6d00fc1bfcecf61,1996_f729ae9eac4a588ff224b2bc19c435ae,T1066,T1061,I've learned to feed myself and to walk and to dress,I'm standing here,Support,1996
1996_f729ae9eac4a588ff224b2bc19c435ae,1996_c3ab44d76a7c1816b389699ff58d640e,T1061,T1054,I'm standing here,in America the possibilities are unlimited,Support,1996
1996_41b4d981dc270ea1a9672fedaaea6ce4,1996_b15eb74a5a2dd4f4939e49879a5f5fcf,T3,T1055,"I know who I am, and I know where I'm from, and I know where I want to take America",We are the greatest country on the face of the earth,Support,1996
1996_c3ab44d76a7c1816b389699ff58d640e,1996_b15eb74a5a2dd4f4939e49879a5f5fcf,T1054,T1055,in America the possibilities are unlimited,We are the greatest country on the face of the earth,Support,1996
