subj,subj_type,subj_span,obj,obj_type,obj_span,relation
Even Bill Clinton has advocated reducing abortion to make it as rare as possible,Premise,"(19958, 20038)",Many on the pro-choice side have said the same thing,Premise,"(19904, 19956)",Support
There are some press reports that are unconfirmed that say that Milosevic has actually left Belgrade,Premise,"(23763, 23863)",It's the end of a reign of terror,Claim,"(23914, 23947)",Support
"I think the role ought to be limited, there ought to be a time limit on it",Claim,"(27895, 27969)",My preference is to deploy them as warriors,Claim,"(27766, 27809)",Support
So much work has been done by the people there with the support of this administration,Premise,"(36244, 36330)",Al Gore has played a critical role in advancing that process over the last eight years,Claim,"(36610, 36696)",Support
"Recently the United Arab Emirates and Bahrain, two Gulf States, have reopened diplomatic relations with Baghdad",Premise,"(40806, 40917)","now we find ourselves in a situation where that started to fray on us, where the coalition now no longer is tied tightly together",Claim,"(40675, 40804)",Support
we would be further along in the implementation of that long-term strategy aimed at developing cleaner sources of energy,Claim,"(44252, 44372)",this administration and Vice President Gore and I have had both a long-term strategy to develop energy independence and a short-term strategy,Claim,"(43981, 44122)",Support
It has created a floor under which seniors cannot fall,Premise,"(52480, 52534)",Al Gore and I view Social Security as probably the best thing the government did in the second half -- the last century,Claim,"(52359, 52478)",Support
"We understand that balancing the budget, keeping America out of debt is a way to keep interest rates down and the economy growing",Claim,"(3094, 3223)",I'm going to explain tonight how we're going to do all this and remain fiscally responsible,Claim,"(2719, 2810)",Support
democrats and independents and put them to work to achieve good things for the State of Texas,Premise,"(57516, 57609)",He managed to reach across partisan lines and unite republicans,Premise,"(57447, 57510)",Support
it's such an assault on their humanity and their citizenship,Premise,"(63230, 63290)",the sad fact is that racial profiling occurs in this country,Claim,"(63032, 63092)",Support
My mind is open to taking some action that will address those elements of unfairness while respecting the traditional religious and civil institution of marriage,Claim,"(67669, 67830)",I support,Claim,"(23017, 23026)",Support
"Served as Secretary of Defense, and then had significant experience in the private sector",Premise,"(70107, 70196)",I think the areas that I would bring are the things that Governor Bush emphasized when he picked me,Claim,"(69853, 69952)",Support
"build the kinds of coalitions that will get something done, finally, in Washington",Premise,"(80626, 80708)",He will make a first rate president,Claim,"(80779, 80814)",Support
We believe very much in the public school system,Claim,"(5174, 5222)",I think public education is a solution,Claim,"(4948, 4986)",Equivalent
It's unfair and it's unacceptable,Premise,"(13666, 13699)",one of those goals is to eliminate the pay gap between men and women,Claim,"(13596, 13664)",Support
Such things as promoting adoption as an alternative,Premise,"(20583, 20634)",What we would like to be able to do is to look for ways to reach across the divide between the two points of view and find things that we can do together to reduce the incidence of abortion,Claim,"(20392, 20581)",Support
The encouraging news is that the state news agency is reporting that Mr. Kostunica is the president-elect,Premise,"(23656, 23761)",It's the end of a reign of terror,Claim,"(23914, 23947)",Support
The reason we have a military is to be able to fight and win wars,Premise,"(27971, 28036)",My preference is to deploy them as warriors,Claim,"(27766, 27809)",Support
"these two peoples have come in some senses, generations forward, centuries forward, in the last seven years",Premise,"(36799, 36906)",They are so close to a final peace agreement,Claim,"(36908, 36952)",Support
"We had put them back in the box, so to speak",Premise,"(40217, 40261)",at the end of the war we had pretty well decimated their military,Claim,"(40150, 40215)",Support
this administration had been given the amount of funding that it had requested from the Republican Congress,Claim,"(44143, 44250)",we would be further along in the implementation of that long-term strategy aimed at developing cleaner sources of energy,Claim,"(44252, 44372)",Attack
"so many of them depend on it for their basic living, for their livelihood",Premise,"(52540, 52613)",It has created a floor under which seniors cannot fall,Premise,"(52480, 52534)",Support
"We're really going to choose between what I consider to be an old way of governing ourselves of high levels of spending, high taxes, ever more intrusive bureaucracy or a new course, a new era, if you will",Premise,"(3649, 3853)",I think this is an extraordinarily important decision we'll make on November 7th,Claim,"(3567, 3647)",Support
He managed to reach across partisan lines and unite republicans,Premise,"(57447, 57510)",I've been so tremendously impressed with what he's done as the Governor of Texas,Premise,"(57286, 57366)",Support
it makes me want to kind of hit the wall,Claim,"(63181, 63221)",the sad fact is that racial profiling occurs in this country,Claim,"(63032, 63092)",Support
I've sponsored other pieces of legislation and taken other actions that carry out that ideal,Premise,"(67127, 67219)",In our time at the frontier of that effort is extending those kinds of rights to gay and lesbian Americans who are citizens of this country and children of the same awesome God just as much as any of the rest of us are,Claim,"(66689, 66907)",Support
I clearly have spent a lot of time in executive positions running large organizations both in private business as well as in government,Premise,"(70301, 70436)",I think that where there are differences between Joe and myself in terms of background and experience,Claim,"(70198, 70299)",Support
"George Bush is good man, an honorable man, a man of great integrity",Claim,"(80710, 80777)",He will make a first rate president,Claim,"(80779, 80814)",Support
"For example, the National Assessment of Educational Progress, an independent testing service, shows there's been no progress on reading scores in the last eight years. Almost no progress on math",Premise,"(5305, 5499)",That's unacceptable from our standpoint,Claim,"(5712, 5751)",Support
which gives women the right to file legal actions against employers who are not treating them fairly and not paying them equally,Claim,"(13806, 13934)",one of those goals is to eliminate the pay gap between men and women,Claim,"(13596, 13664)",Support
Encouraging parental notification,Premise,"(20636, 20669)",What we would like to be able to do is to look for ways to reach across the divide between the two points of view and find things that we can do together to reduce the incidence of abortion,Claim,"(20392, 20581)",Support
I'm very proud on this night as it appears that Milosevic is about to or has fallen,Premise,"(24356, 24439)",the leadership role the United States played in the effort to stop his aggression and genocide in Bosnia and Kosovo,Claim,"(24444, 24559)",Support
to maintain with sufficient strength so that would-be adversaries are deterred from ever launching a war in the first place,Premise,"(28042, 28165)",My preference is to deploy them as warriors,Claim,"(27766, 27809)",Support
"We've been on a very constructive course in the Middle East, played an unusual, unique role",Claim,"(37498, 37589)",Al Gore and I will continue to do that,Claim,"(37614, 37652)",Support
We had a strong international coalition raid against them,Premise,"(40263, 40320)",at the end of the war we had pretty well decimated their military,Claim,"(40150, 40215)",Support
giving tax credits to individuals and businesses to conserve and use energy more efficiently,Claim,"(44374, 44466)",we would be further along in the implementation of that long-term strategy aimed at developing cleaner sources of energy,Claim,"(44252, 44372)",Support
allows us to keep Social Security solvent to 2054,Claim,"(52774, 52823)","Al and I have committed to putting that Social Security surplus in a lockbox, not touching it",Claim,"(52667, 52760)",Support
We're talking about the kinds of fundamental changes in programs and government that are going to affect people's lives for the next 25 or 30 years,Premise,"(4047, 4194)",we have to make some kind of forecast,Claim,"(3957, 3994)",Support
I've been so tremendously impressed with what he's done as the Governor of Texas,Premise,"(57286, 57366)",I was eager to sign on when he asked me to become his running mate,Claim,"(57208, 57274)",Support
We can't tolerate it anymore,Claim,"(63292, 63320)",y I've supported legislation in the first instance in Congress,Claim,"(63331, 63393)",Support
I have been an original co-sponsor of the Employment Non-Discrimination Act which aims to prevent gay and lesbian Americans who are otherwise qualified from being discriminated against in the workplace,Premise,"(66920, 67121)",In our time at the frontier of that effort is extending those kinds of rights to gay and lesbian Americans who are citizens of this country and children of the same awesome God just as much as any of the rest of us are,Claim,"(66689, 66907)",Support
I think the areas that I would bring are the things that Governor Bush emphasized when he picked me,Claim,"(69853, 69952)",that is a set of qualifications that Governor Bush found attractive when he selected me,Claim,"(70442, 70529)",Equivalent
we need is to be able to reach across the aisle,Premise,"(80520, 80567)",He will make a first rate president,Claim,"(80779, 80814)",Support
The achievement gap between minority and non-minority students is as big as it's ever been,Premise,"(5501, 5591)",That's unacceptable from our standpoint,Claim,"(5712, 5751)",Support
the first way we will do that is by supporting the Equal Pay Act which has been proposed in Congress,Claim,"(13705, 13805)",one of those goals is to eliminate the pay gap between men and women,Claim,"(13596, 13664)",Support
"Congress has twice passed by overwhelming margins, a significant number of votes from both parties, the ban on partial birth abortions",Premise,"(20789, 20923)",we also think banning the horrific practice of partial birth abortions is an area where there could be agreement,Claim,"(20675, 20787)",Support
It wasn't,Premise,"(24626, 24635)",I know our opponents have said they thought it was overreaching,Premise,"(24561, 24624)",Attack
We've seen a reduction in our forces far beyond anything that was justified by the end of the Cold War,Premise,"(28260, 28362)","I think that the administration has, in fact, in this area failed in a major responsibility",Claim,"(28167, 28258)",Support
I'm convinced the great majority of the Israeli and Palestinian people want,Claim,"(37147, 37222)",Al Gore and I will continue to do that,Claim,"(37614, 37652)",Support
"it was able to do a good job of stripping out the capacity to build weapons of mass destruction, the work he had been doing that had not been destroyed during the war in biological and chemical agents, as well as a nuclear program",Claim,"(40429, 40659)",at the end of the war we had pretty well decimated their military,Claim,"(40150, 40215)",Support
Aimed at a partnership for a new generation of vehicles with the American automobile industry,Claim,"(44468, 44561)",we would be further along in the implementation of that long-term strategy aimed at developing cleaner sources of energy,Claim,"(44252, 44372)",Support
Al Gore and I view Social Security as probably the best thing the government did in the second half -- the last century,Claim,"(52359, 52478)","Al and I have committed to putting that Social Security surplus in a lockbox, not touching it",Claim,"(52667, 52760)",Support
We can't make 12-month decisions in this business,Premise,"(3996, 4045)",we have to make some kind of forecast,Claim,"(3957, 3994)",Support
They've had enough with the bickering and the partisanship that seems to characterize the debate that goes on in the nation's capital,Claim,"(56963, 57096)",People are fed up,Claim,"(56944, 56961)",Support
the sad fact is that racial profiling occurs in this country,Claim,"(63032, 63092)",y I've supported legislation in the first instance in Congress,Claim,"(63331, 63393)",Support
"At the beginning of our history, that promise that ideal was not realized or experienced by all Americans, but over time since then we have extended the orbit of that promise",Premise,"(66513, 66687)",In our time at the frontier of that effort is extending those kinds of rights to gay and lesbian Americans who are citizens of this country and children of the same awesome God just as much as any of the rest of us are,Claim,"(66689, 66907)",Support
Growing up in a working class family,Premise,"(70994, 71030)",I think what I would bring to the office of the vice presidency is a lifetime's experience,Claim,"(70902, 70992)",Support
I've seen him do it in Texas,Premise,"(80485, 80513)",He will make a first rate president,Claim,"(80779, 80814)",Support
it has produced almost no positive results,Premise,"(5668, 5710)",That's unacceptable from our standpoint,Claim,"(5712, 5751)",Support
"Secondly, we're going to do everything we can using governmental support of business agencies such as the Small Business Administration to help women business owners have an opportunity to invest and begin businesses and make larger incomes themselves",Claim,"(13936, 14187)",one of those goals is to eliminate the pay gap between men and women,Claim,"(13596, 13664)",Support
We would hope eventually they would recognize that's not a good position for them to be in,Claim,"(20977, 21067)",Twice it's been vetoed by Bill Clinton and Al Gore,Premise,"(20925, 20975)",Attack
It wasn't,Premise,"(24626, 24635)",It was a matter of principle in America's national interest and values,Claim,"(24637, 24707)",Support
we've seen a rapid expansion of our commitments around the world as troops have been sent hither and yon,Premise,"(28381, 28485)","I think that the administration has, in fact, in this area failed in a major responsibility",Claim,"(28167, 28258)",Support
They are so close to a final peace agreement,Claim,"(36908, 36952)","We've been on a very constructive course in the Middle East, played an unusual, unique role",Claim,"(37498, 37589)",Support
The Russians and French are flying commercial airliners back into Baghdad and thumbing their nose at the international sanctions regime,Premise,"(40919, 41054)","now we find ourselves in a situation where that started to fray on us, where the coalition now no longer is tied tightly together",Claim,"(40675, 40804)",Support
which is making great progress and can produce a vehicle that can get 80 miles per gallo,Premise,"(44562, 44650)",Aimed at a partnership for a new generation of vehicles with the American automobile industry,Claim,"(44468, 44561)",Support
It's critically important to protect it,Premise,"(52615, 52654)","Al and I have committed to putting that Social Security surplus in a lockbox, not touching it",Claim,"(52667, 52760)",Support
it may be a little risky in some respects from an economic standpoint to try to forecast surpluses,Claim,"(4206, 4304)",I think we have to make some planning assumption to proceed,Claim,"(4306, 4365)",Attack
It is possible to get people to work together and to begin to focus on achieving results,Premise,"(57901, 57989)",I think it will take new leadership,Claim,"(57991, 58026)",Support
it's the most we could get done to do hard studies to make the case of the extent to which racial profiling is occurring in our country,Premise,"(63403, 63538)",y I've supported legislation in the first instance in Congress,Claim,"(63331, 63393)",Support
"Maybe I should begin this answer by going back to the beginning of the country and the Declaration of Independence which says there at the outset that all of us are created equal and that we're endowed not by any bunch of politicians or philosophers, but by our Creator, with those inalienable rights of life, liberty and the pursuit of happiness",Premise,"(66165, 66511)",In our time at the frontier of that effort is extending those kinds of rights to gay and lesbian Americans who are citizens of this country and children of the same awesome God just as much as any of the rest of us are,Claim,"(66689, 66907)",Support
having the opportunity to go to a great public school system,Premise,"(71032, 71092)",I think what I would bring to the office of the vice presidency is a lifetime's experience,Claim,"(70902, 70992)",Support
George Bush is the man to do this,Claim,"(80450, 80483)",He will make a first rate president,Claim,"(80779, 80814)",Support
We've had a significant increase in spending for education nationwide,Premise,"(5593, 5662)",That's unacceptable from our standpoint,Claim,"(5712, 5751)",Support
It's unfair and it's unacceptable,Premise,"(13666, 13699)",this is an unfair and unacceptable situation,Premise,"(14296, 14340)",Equivalent
"the decision they made was on the drug, not the question of whether or not it would support abortion",Premise,"(21370, 21470)",Governor Bush made it clear the other night he did not anticipate that he would be able to go in and direct the FDA to reverse course on that particular issue,Claim,"(21192, 21350)",Support
the leadership role the United States played in the effort to stop his aggression and genocide in Bosnia and Kosovo,Claim,"(24444, 24559)",It was a matter of principle in America's national interest and values,Claim,"(24637, 24707)",Support
There was testimony before the Joint Chiefs of Staff before the Armed Services Committee that pointed out a lot of these problems,Premise,"(28487, 28616)",we've seen a rapid expansion of our commitments around the world as troops have been sent hither and yon,Premise,"(28381, 28485)",Support
Secretary Albright has been in Paris meeting with prime minister Barak and chairman Arafat,Premise,"(37292, 37382)","We've been on a very constructive course in the Middle East, played an unusual, unique role",Claim,"(37498, 37589)",Support
"now we find ourselves in a situation where that started to fray on us, where the coalition now no longer is tied tightly together",Claim,"(40675, 40804)",We had a strong international coalition raid against them,Premise,"(40263, 40320)",Attack
To deal with exactly the kind of ups and downs of energy prices,Premise,"(44689, 44752)",We also have a short-term strategy,Claim,"(44653, 44687)",Support
I was drilling into this idea of privatization of Social Security,Premise,"(53153, 53218)",The deeper I got the drier the well became and it seemed to me at the end it was going to dry up Social Security,Claim,"(53220, 53332)",Support
we have to make some kind of forecast,Claim,"(3957, 3994)",I think we have to make some planning assumption to proceed,Claim,"(4306, 4365)",Support
"I don't think you can do it, with all due respect to Al Gore, with somebody who spent all the last 24 years in that Washington environment and who campaigns on the basis of castigating others",Claim,"(58028, 58219)",I think it will take new leadership,Claim,"(57991, 58026)",Support
y I've supported legislation in the first instance in Congress,Claim,"(63331, 63393)","if we're fortunate enough to be elected, an executive order prohibiting racial profiling",Claim,"(63623, 63711)",Support
In our time at the frontier of that effort is extending those kinds of rights to gay and lesbian Americans who are citizens of this country and children of the same awesome God just as much as any of the rest of us are,Claim,"(66689, 66907)",I support,Claim,"(23017, 23026)",Support
then to go on to college and then to be drawn really by President Kennedy,Premise,"(71094, 71167)",I think what I would bring to the office of the vice presidency is a lifetime's experience,Claim,"(70902, 70992)",Support
They deserve the resources that we need to provide for them,Claim,"(80356, 80415)",George Bush is the man to do this,Claim,"(80450, 80483)",Support
They are permanently sentenced to a lifetime of failure,Claim,"(6026, 6081)",What we want to do is to change that,Claim,"(6083, 6119)",Support
"even though, as the economy has risen in the last eight years, America's women have risen with it and received more income",Premise,"(14346, 14468)",this is an unfair and unacceptable situation,Premise,"(14296, 14340)",Support
"With respect to the question of RU-486, we believe that That really was a question of whether or not it was safe to be used by women",Claim,"(20040, 20096)",Even Bill Clinton has advocated reducing abortion to make it as rare as possible,Premise,"(19958, 20038)",Attack
made the United States more respected and trusted by our allies and more feared by our enemies,Premise,"(24870, 24964)",It was a matter of principle in America's national interest and values,Claim,"(24637, 24707)",Support
"General Mike Ryan of the Air Force with 40% fewer aircraft, he's now undertaking three times as many deployments on a regular basis as he had to previously",Premise,"(28630, 28785)",We're overcommitted and underresourced,Claim,"(28787, 28825)",Support
"I hope I might, through my friendships in Israel and throughout the Arab world, play a unique role in bringing peace to this -- this sacred region of the world",Premise,"(37654, 37813)",Al Gore and I will continue to do that,Claim,"(37614, 37652)",Support
The Russians and French are flying commercial airliners back into Baghdad and thumbing their nose at the international sanctions regime,Premise,"(40919, 41054)","effective economic sanctions, and a very robust inspection regime was in place under the U.N. auspices",Premise,"(40322, 40424)",Attack
Al Gore and I believed it was important in the short-term to reach into the strategic petroleum reserve,Claim,"(44787, 44890)",I know it was controversial,Premise,"(44754, 44781)",Attack
It requires taking as much as a trillion dollars out of the Social Security fund,Claim,"(53334, 53414)",Our opponents have an idea for privatizing Social Security that will jeopardize Social Security payments to recipients,Claim,"(52825, 52943)",Attack
"We haven't moved aggressively on Social Security, on Medicare",Premise,"(4523, 4584)",for the last eight years we ignored a lot of these problems,Claim,"(4462, 4521)",Support
pointing the finger of blame at others in terms of blaming business or various groups for failings,Premise,"(58221, 58319)","I don't think you can do it, with all due respect to Al Gore, with somebody who spent all the last 24 years in that Washington environment and who campaigns on the basis of castigating others",Claim,"(58028, 58219)",Support
I'm so proud that Al Gore said two things,Premise,"(63558, 63599)","if we're fortunate enough to be elected, an executive order prohibiting racial profiling",Claim,"(63623, 63711)",Support
"I think different states are likely to come to different conclusions, and that's appropriate",Claim,"(68590, 68682)",I don't think there should necessarily be a federal policy in this area,Claim,"(68684, 68755)",Support
"as well as the values of service my family gave me, into public life",Premise,"(71169, 71237)",I think what I would bring to the office of the vice presidency is a lifetime's experience,Claim,"(70902, 70992)",Support
they deserve good leadership,Claim,"(80420, 80448)",George Bush is the man to do this,Claim,"(80450, 80483)",Support
We've graduated 15 million kids from high school in the last few years who can't read at a significant level,Premise,"(5916, 6024)",They are permanently sentenced to a lifetime of failure,Claim,"(6026, 6081)",Support
until women are receiving the same amount of pay for the same job they're doing as a man receives,Premise,"(14470, 14567)",we've not achieved genuine equality in this country,Claim,"(14569, 14620)",Support
They didn't address the sort of the question of whether or not there should or should not be abortion in the society so much as evaluate that particular drug,Premise,"(20233, 20390)","With respect to the question of RU-486, we believe that That really was a question of whether or not it was safe to be used by women",Claim,"(20040, 20096)",Support
hopefully tonight we're seeing the final results of that bold and brave effort,Premise,"(25186, 25264)","I think that Vice President Gore played a critical role, passionate purposive role in leading the administration, along with Republican supporters like Bob Dole and John McCain, to do the right thing in the Balkans",Claim,"(24966, 25180)",Support
We're overcommitted and underresourced,Claim,"(28787, 28825)","I think that the administration has, in fact, in this area failed in a major responsibility",Claim,"(28167, 28258)",Support
the Gulf War,Premise,"(38133, 38145)","We made significant breakthroughs, I think, at the end of the Bush administration",Claim,"(38040, 38121)",Support
U.N. inspectors have been kicked out and there's been absolutely no response,Premise,"(41070, 41146)",We're in a situation today where our posture with Iraq is weaker than it was at the end of the war,Claim,"(41150, 41248)",Support
Al Gore and I believed it was important in the short-term to reach into the strategic petroleum reserve,Claim,"(44787, 44890)",We also have a short-term strategy,Claim,"(44653, 44687)",Support
It requires taking as much as a trillion dollars out of the Social Security fund,Claim,"(53334, 53414)",The deeper I got the drier the well became and it seemed to me at the end it was going to dry up Social Security,Claim,"(53220, 53332)",Support
I think you have to be able to reach out and work together and build coalitions,Claim,"(58321, 58400)",I think it will take new leadership,Claim,"(57991, 58026)",Support
It is just wrong,Claim,"(63836, 63852)",the first Civil Rights Act legislation we would send to Congress would be a national ban on racial profiling,Claim,"(63726, 63834)",Support
"like Joe, I'm also wrestling with the extent to which there ought to be legal sanction of those relationships",Premise,"(68848, 68957)",I try to be open minded about it as much as I can and tolerant of those relationships,Claim,"(68757, 68842)",Support
He's an outstanding person as a public official and as a private person,Premise,"(71857, 71928)",As vice president I think he's been the most effective vice president in the history of the United States,Claim,"(72137, 72242)",Support
The military is in trouble,Claim,"(80184, 80210)",we think it's very important to rebuild the U.S. military,Claim,"(80125, 80182)",Support
"we now have in our most disadvantaged communities, 70% of our fourth graders can't read at the basic level of understanding",Premise,"(5791, 5914)",They are permanently sentenced to a lifetime of failure,Claim,"(6026, 6081)",Support
this cause affects not only the women,Premise,"(14785, 14822)",Al Gore and I are committed to closing that gap and achieving that equality,Claim,"(14622, 14697)",Support
What we would like to be able to do is to look for ways to reach across the divide between the two points of view and find things that we can do together to reduce the incidence of abortion,Claim,"(20392, 20581)",We want to reduce the incidence of abortion on our society,Claim,"(19844, 19902)",Equivalent
we stopped the genocide,Premise,"(24753, 24776)",strengthened our relationship with our European allies in NATO,Claim,"(24792, 24854)",Support
I saw a letter the other day from a young captain stationed in Fort Bragg,Premise,"(28872, 28945)",a graduate of West Point in '95 getting ready to get out of the service because he's only allowed to train with his troops when fuel is available for the vehicles and only allowed to fire their weapons twice a year,Premise,"(28947, 29161)",Support
Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East,Premise,"(37899, 38038)","We made significant breakthroughs, I think, at the end of the Bush administration",Claim,"(38040, 38121)",Support
We're in a situation today where our posture with Iraq is weaker than it was at the end of the war,Claim,"(41150, 41248)",We might have no other choice,Claim,"(40047, 40076)",Support
take some of the oil we have,Claim,"(44892, 44920)",Al Gore and I believed it was important in the short-term to reach into the strategic petroleum reserve,Claim,"(44787, 44890)",Support
The deeper I got the drier the well became and it seemed to me at the end it was going to dry up Social Security,Claim,"(53220, 53332)",Our opponents have an idea for privatizing Social Security that will jeopardize Social Security payments to recipients,Claim,"(52825, 52943)",Attack
I think George W. Bush has done it in Texas and can do it at the national level,Claim,"(58402, 58481)",I think it will take new leadership,Claim,"(57991, 58026)",Support
It is unAmerican,Claim,"(63854, 63870)",the first Civil Rights Act legislation we would send to Congress would be a national ban on racial profiling,Claim,"(63726, 63834)",Support
I think we ought to do everything we can to tolerate and accommodate whatever kind of relationships people want to enter into,Claim,"(68959, 69084)",I try to be open minded about it as much as I can and tolerant of those relationships,Claim,"(68757, 68842)",Support
He volunteered for service in Vietnam from the beginning,Premise,"(71990, 72046)",As vice president I think he's been the most effective vice president in the history of the United States,Claim,"(72137, 72242)",Support
The trends are in the wrong direction,Claim,"(80212, 80249)",we think it's very important to rebuild the U.S. military,Claim,"(80125, 80182)",Support
That's unacceptable from our standpoint,Claim,"(5712, 5751)",What we want to do is to change that,Claim,"(6083, 6119)",Support
In so many families women are a significant bread earner or the only bread earner,Premise,"(14699, 14780)",families and the children as well,Claim,"(14828, 14861)",Support
we also think banning the horrific practice of partial birth abortions is an area where there could be agreement,Claim,"(20675, 20787)",We want to reduce the incidence of abortion on our society,Claim,"(19844, 19902)",Support
we stopped the aggression,Premise,"(24726, 24751)",strengthened our relationship with our European allies in NATO,Claim,"(24792, 24854)",Support
a graduate of West Point in '95 getting ready to get out of the service because he's only allowed to train with his troops when fuel is available for the vehicles and only allowed to fire their weapons twice a year,Premise,"(28947, 29161)",This has had some other unfortunate effects,Claim,"(28827, 28870)",Support
we had joined together with Arab allies and done enormous damage to the Iraqi armed forces,Premise,"(38158, 38248)","We made significant breakthroughs, I think, at the end of the Bush administration",Claim,"(38040, 38121)",Support
I don't think you can afford to have a man like Saddam Hussein with nuclear weapons in the Middle East,Claim,"(41689, 41791)",We might have no other choice,Claim,"(40047, 40076)",Support
put it in the market,Claim,"(44922, 44942)",Al Gore and I believed it was important in the short-term to reach into the strategic petroleum reserve,Claim,"(44787, 44890)",Support
he independent analysts have said that would put the fund out of money in 2023,Premise,"(53417, 53495)",It requires taking as much as a trillion dollars out of the Social Security fund,Claim,"(53334, 53414)",Support
You're absolutely right,Premise,"(58494, 58517)",There's too much partisanship in Washington,Claim,"(58519, 58562)",Support
to think that in the 21st Century this kind of nonsense is still going on,Premise,"(63876, 63949)",the first Civil Rights Act legislation we would send to Congress would be a national ban on racial profiling,Claim,"(63726, 63834)",Support
The fact of the matter is that it is regulated by the states,Premise,"(68528, 68588)","I think different states are likely to come to different conclusions, and that's appropriate",Claim,"(68590, 68682)",Support
In Congress he's been willing to take on the big interests and fight for average people,Premise,"(72048, 72135)",As vice president I think he's been the most effective vice president in the history of the United States,Claim,"(72137, 72242)",Support
"We think it's very important now that we have a surplus, that a portion of that surplus go back to the people who earned it",Claim,"(79830, 79953)",We also want to reform the tax code,Claim,"(79793, 79828)",Support
Governor Bush has done it in Texas,Premise,"(6152, 6186)",We think we know how to do it,Claim,"(6121, 6150)",Support
families and the children as well,Claim,"(14828, 14861)",Al Gore and I are committed to closing that gap and achieving that equality,Claim,"(14622, 14697)",Support
