subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"if we continue to spend billions on them, will force us to cut Social Security, to cut Medicare, to cut these basic entitlements to people of very, very modest means",Claim,"(57010, 57175)","I'm not going to go to entitlements as a means for cutting that deficit when we're spending billions on something like Star Wars, when we're spending billions on other weapon systems which apparently the Vice President wants to keep in his back pocket or some place",Claim,"(56732, 56997)",Attack
he spent millions and millions of dollars of advertising on the subject of Boston Harbor,Premise,"(66835, 66923)",I don't know which George Bush I'm talking about here or looking at,Claim,"(66515, 66582)",Support
I think a great many of them have come out today,Premise,"(70257, 70305)",we have fundamental differences,Claim,"(70224, 70255)",Support
"every defense expert I know, including people in the Pentagon itself, will tell you that given the level of defense spending and the level of defense appropriations which the Congress has now approved and the president has signed, there's no way that you can do all of these things and do them well",Premise,"(72376, 72674)",we ought to make sure that we have an effective and strong and credible nuclear deterrent,Claim,"(72193, 72282)",Attack
I believe that public service is honorable,Claim,"(79235, 79277)",I do believe in public service,Claim,"(79203, 79233)",Support
when 25 percent of our high school students are dropping out of school,Premise,"(83255, 83325)",I don't think we can be satisfied,Claim,"(83101, 83134)",Support
I made a good selection,Premise,"(4140, 4163)",I'd have confidence in him,Claim,"(4108, 4134)",Support
"the main point is, taxes have been cut",Premise,"(7098, 7136)","yes, some taxes have gone up",Premise,"(7064, 7092)",Attack
he can't turn to the Congress and blame them for the fact that we don't have a balanced budget and that we have billions and billions of dollars in red ink,Claim,"(16162, 16317)",he is going to have to work with the Congress seriously,Claim,"(16106, 16161)",Support
If I knew of three new weapons systems that I thought were purely waste and weren't protected by the Congress,Premise,"(22375, 22484)",they wouldn't be in the budget,Claim,"(22486, 22516)",Support
I think of those young athletes who represented us at the Olympics were tremendously impressive,Claim,"(30567, 30662)",there are many people who I admire in this country today,Claim,"(30393, 30449)",Support
"I've been in politics a long time, and I don't remember that kind of piling on, that kind of ugly rumor that never was true, printed",Premise,"(35296, 35428)",I would cite again Dan Quayle,Premise,"(35265, 35294)",Support
"I was over running records in west Texas, and I got a call from her, come home; went to the doctor; the doctor said, beautiful child, your child has a few weeks to live",Premise,"(38042, 38210)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
we support in general the hope that over time,Claim,"(41266, 41311)",It's an example of how oftentimes we may be associated with organizations all of whose particular positions we don't support,Premise,"(41128, 41252)",Attack
We've done so in my own state,Premise,"(1206, 1235)",I think there are better and more effective ways to deal with violent crime,Claim,"(1129, 1204)",Support
Republican governors as well as Democratic governors,Premise,"(46804, 46856)",we've had great success at revenue enforcement,Claim,"(46862, 46908)",Support
I don't know which George Bush I'm listening to,Claim,"(51256, 51303)",It wasn't created as a welfare program,Premise,"(49420, 49458)",Attack
"They don't like the use of the word, but may I remind his strong supporters that only last year in the primary, to capture that Democratic nomination, he said, ""I am a progressive liberal Democrat.""",Premise,"(53148, 53346)",I won't support judges like that,Claim,"(53347, 53379)",Support
It isn't,Claim,"(61444, 61452)",The Vice President did call Social Security a few years ago basically or largely a welfare program,Premise,"(61344, 61442)",Attack
"It's almost you remember that expression, get the lead out?",Premise,"(64443, 64502)",It's almost out,Claim,"(64503, 64518)",Support
I am not going to have any more debates,Claim,"(68246, 68285)",I will not agree to another debate,Claim,"(67913, 67947)",Equivalent
"every defense expert I know, including people in the Pentagon itself, will tell you that given the level of defense spending and the level of defense appropriations which the Congress has now approved and the president has signed, there's no way that you can do all of these things and do them well",Premise,"(72376, 72674)",I think we ought to be looking at modernization,Claim,"(72068, 72115)",Attack
His chief education adviser is in jail He's in jail because he betrayed the public trust,Premise,"(79365, 79453)","yet this man, the governor, equated the President to a rotting fish",Premise,"(79482, 79549)",Attack
"when we're spending $150 billion a year in interest alone on the national debt, much of it going to foreign bankers",Premise,"(83135, 83250)",I don't think we can be satisfied,Claim,"(83101, 83134)",Support
He had two terms in the Congress,Premise,"(4538, 4570)","Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience",Premise,"(4432, 4536)",Attack
"the main point is, taxes have been cut",Premise,"(7098, 7136)",what I want to do is keep this expansion going,Claim,"(7231, 7277)",Support
I think the presidency of the United States is a very serious office,Premise,"(15148, 15216)",I also think it's important to be somebody who is willing to make those tough choices,Claim,"(15472, 15557)",Support
"I'll give you one, that HMET, that heavy truck, that's cost what is it $850 million and the Pentagon didn't request it and, yet, a member of Congress, a very powerful one, put it in the budget",Premise,"(22573, 22765)",I think we can save money through this whole very sophisticated concept,Claim,"(22767, 22838)",Support
We were proud of them,Premise,"(30664, 30685)",I think of those young athletes who represented us at the Olympics were tremendously impressive,Claim,"(30567, 30662)",Support
"we used that as a role model, the way he took understandable pride in his heritage, what his family means to him",Premise,"(34488, 34600)",I would say that the concept of the Dukakis family has my great respect,Claim,"(34873, 34944)",Support
"He said, no, she has leukemia, acute leukemia, a few weeks to live",Premise,"(38249, 38315)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
if we can get those reductions in strategic weapons,Premise,"(41326, 41377)",at some point it may be possible to reduce defense outlays,Claim,"(41568, 41626)",Support
we have had the biggest drop in crime of any industrial state in America,Premise,"(1269, 1341)",We've done so in my own state,Premise,"(1206, 1235)",Support
"In other states, we've done it",Premise,"(46772, 46802)",we've had great success at revenue enforcement,Claim,"(46862, 46908)",Support
you got to go back to what social security was when it was created,Premise,"(49352, 49418)",It wasn't created as a welfare program,Premise,"(49420, 49458)",Support
If the Vice President of the United States thinks that Robert Bork was an outstanding appointment,Premise,"(53698, 53795)",that is a very good reason for voting for Mike Dukakis and Lloyd Bentsen on the 8th of November,Claim,"(53827, 53922)",Support
"It's something that we pay into now so that we will have a secure retirement, and our parents and grandparents will have a secure retirement",Premise,"(61491, 61631)",It's a contract between generations,Claim,"(61454, 61489)",Support
90 percent reductions in lead since I chaired that regulatory task force; 90 percent,Premise,"(64357, 64441)",It's almost out,Claim,"(64503, 64518)",Support
we don't need any more debates,Claim,"(68287, 68317)",I am not going to have any more debates,Claim,"(68246, 68285)",Support
"every defense expert I know, including people in the Pentagon itself, will tell you that given the level of defense spending and the level of defense appropriations which the Congress has now approved and the president has signed, there's no way that you can do all of these things and do them well",Premise,"(72376, 72674)",I think we ought to be exploring less expensive ways to get it on land,Claim,"(72117, 72187)",Attack
He said that a fish rots from the head down as he was going after Ed Meese,Premise,"(79551, 79625)","yet this man, the governor, equated the President to a rotting fish",Premise,"(79482, 79549)",Support
"when we have 2-1/2 million of our fellow citizens, a third of them veterans, who are homeless and living on streets and in doorways in this country",Premise,"(83330, 83477)",I don't think we can be satisfied,Claim,"(83101, 83134)",Support
"He had two terms in the Senate, serving his second term",Premise,"(4572, 4627)","Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience",Premise,"(4432, 4536)",Attack
income is up to the Federal Government by 25 percent in the last three years,Premise,"(7146, 7222)",what I want to do is keep this expansion going,Claim,"(7231, 7277)",Support
I'm also a serious guy,Premise,"(15124, 15146)",I also think it's important to be somebody who is willing to make those tough choices,Claim,"(15472, 15557)",Support
we're protecting a couple of options in terms of modernizing our strategic forces,Premise,"(23416, 23497)",My Secretary of Defense is going to have to make a very difficult decision in which system to go forward with,Claim,"(23499, 23608)",Support
We felt strongly about them,Premise,"(30687, 30714)",I think of those young athletes who represented us at the Olympics were tremendously impressive,Claim,"(30567, 30662)",Support
It's gotten a little nasty,Claim,"(35204, 35230)",I think the man anybody that gets into this political arena and has to face you guys everyday deserves a word of praise,Claim,"(35038, 35157)",Attack
"We took the child to New York. Thanks to the miraculous sacrifice of doctors and nurses, the child stayed alive for six months and then died",Premise,"(38317, 38457)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
if we can get a comprehensive test ban treaty,Premise,"(41379, 41424)",at some point it may be possible to reduce defense outlays,Claim,"(41568, 41626)",Support
we have the lowest murder rate of any industrial state in America,Premise,"(1347, 1412)",We've done so in my own state,Premise,"(1206, 1235)",Support
"In my own state, we did i",Premise,"(46744, 46769)",we've had great success at revenue enforcement,Claim,"(46862, 46908)",Support
"We came into office and the Social Security Trust Fund was in great jeopardy and the President took the leadership working with the Democrats and the Republicans in Congress some tough calls were made and the Social Security Trust Fund was put back into sound, solvent condition",Premise,"(49628, 49906)",it's just about this time of year that the Democrats start saying the Republicans are going to take away your Social Security,Premise,"(50011, 50136)",Attack
I think the Vice President supported the Bork nomination,Premise,"(53959, 54015)",that is a very good reason for voting for Mike Dukakis and Lloyd Bentsen on the 8th of November,Claim,"(53827, 53922)",Support
It's a contract between generations,Claim,"(61454, 61489)",It isn't,Claim,"(61444, 61452)",Support
I'm for clean water,Claim,"(64546, 64565)",I am for clean water,Claim,"(64875, 64895)",Equivalent
I've spelled out my position,Premise,"(68319, 68347)",we don't need any more debates,Claim,"(68287, 68317)",Support
"every defense expert I know, including people in the Pentagon itself, will tell you that given the level of defense spending and the level of defense appropriations which the Congress has now approved and the president has signed, there's no way that you can do all of these things and do them well",Premise,"(72376, 72674)","tough choices will be required, choices I am prepared to make, Mr. Bush is not prepared to make",Claim,"(72687, 72782)",Support
I will have an ethical office in the White House that will be under the President's personal concern,Premise,"(79681, 79781)",we need the highest possible ethical standards,Claim,"(79633, 79679)",Support
Mr. Bush's prescription for our economic future is another tax giveaway to the rich,Claim,"(83484, 83567)",I don't think we can be satisfied,Claim,"(83101, 83134)",Support
We're moving into a new competitive age,Premise,"(4813, 4852)",we need that kind of thing,Claim,"(4858, 4884)",Support
the way you kill expansions is to raise taxes,Premise,"(7451, 7496)",I don't want to kill it off by a tax increase,Claim,"(7279, 7324)",Support
I think we have to address these issues in a very serious way,Premise,"(15222, 15283)",I also think it's important to be somebody who is willing to make those tough choices,Claim,"(15472, 15557)",Support
We're in the serious stages of negotiation with the Soviet Union on the strategic arms control talks,Premise,"(23310, 23410)",My Secretary of Defense is going to have to make a very difficult decision in which system to go forward with,Claim,"(23499, 23608)",Support
they did so well by us,Premise,"(30720, 30742)",I think of those young athletes who represented us at the Olympics were tremendously impressive,Claim,"(30567, 30662)",Support
he's in the arena,Premise,"(35473, 35490)",I would cite again Dan Quayle,Premise,"(35265, 35294)",Support
"If that child were here today, and I was told the same thing, my granddaughter, Noel for example that child could stay alive for ten or fifteen years, or maybe for the rest of her life",Premise,"(38459, 38643)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
"if we can negotiate with the Soviet Union and bring down the level of conventional forces in Europe with deeper cuts in the Soviet side,",Premise,"(41426, 41562)",at some point it may be possible to reduce defense outlays,Claim,"(41568, 41626)",Support
that's something I want to lead,Claim,"(1529, 1560)","We have work to do to fight a real war, not a phony war, against drugs",Claim,"(1453, 1523)",Support
"the Dorgan Task Force, the bipartisan task force estimated that we could collect about $35 billion in the fifth year, $105 billion over five years, the other study even more than that",Premise,"(47481, 47664)",we must begin it's going to take at least the first year of the new administration,Claim,"(47392, 47474)",Support
It wasn't created as a welfare program,Premise,"(49420, 49458)",It wasn't created as a welfare program,Premise,"(49420, 49458)",Equivalent
I've appointed over 130,Premise,"(54065, 54088)",I have a record,Claim,"(54093, 54108)",Support
It's a very sacred contract,Premise,"(61633, 61660)",I believe in it,Claim,"(61666, 61681)",Support
"We sent up a good bill on clean water, a sound bill on clean water",Claim,"(64664, 64730)",I'm for clean water,Claim,"(64546, 64565)",Support
"In terms of negative campaigning, you know, I don't want to sound like a kid in the schoolyard: he started it",Premise,"(68349, 68458)",take a look at the Democratic convention take a look at it,Premise,"(68464, 68522)",Attack
"we have opportunities now step-by-step to bring down the level of strategic weapons, get a test ban treaty, negotiate those conventional force reductions",Premise,"(72848, 73001)",I think we can go far beyond this as well,Claim,"(72797, 72838)",Support
I will see that these standards apply to the United States Congress,Premise,"(79783, 79850)",we need the highest possible ethical standards,Claim,"(79633, 79679)",Support
"28 years ago, as a young man just graduated from law school, I came to this city, came clear across the country, to watch John Kennedy be nominated for the presidency of the United States, right here in Los Angeles. I never dreamed that some day I would win that nomination and be my party's nominee for president",Premise,"(82442, 82755)",I'm proud and grateful to be a citizen of this country,Claim,"(82784, 82838)",Support
It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs,Premise,"(4684, 4811)",we need that kind of thing,Claim,"(4858, 4884)",Support
I don't want to kill it off by a tax increase,Claim,"(7279, 7324)",I don't want to do that,Claim,"(7502, 7525)",Support
I'm serious though,Premise,"(14983, 15001)",I'm also a serious guy,Premise,"(15124, 15146)",Equivalent
we are protecting both of them,Premise,"(23614, 23644)",My Secretary of Defense is going to have to make a very difficult decision in which system to go forward with,Claim,"(23499, 23608)",Support
I can think of doctors and scientists,Claim,"(30744, 30781)",there are many people who I admire in this country today,Claim,"(30393, 30449)",Support
They can't live in the community which they grew up in,Premise,"(36462, 36516)",Those are basic American values,Premise,"(36518, 36549)",Support
I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)","I think human life is very, very precious",Claim,"(38733, 38774)",Support
use those for important things here at home,Premise,"(41631, 41674)",at some point it may be possible to reduce defense outlays,Claim,"(41568, 41626)",Support
something we haven't had over the course of the past many years,Premise,"(1562, 1625)",that's something I want to lead,Claim,"(1529, 1560)",Support
We don't have an alternative,Claim,"(45919, 45947)",o's going to have to,Claim,"(24855, 24875)",Support
In precinct politics in Texas and I've seen it at the national leve,Premise,"(50178, 50245)",We have made the Social Security Trust Fund sound,Claim,"(50248, 50297)",Support
Mr. Bush has never appointed a judge,Premise,"(54027, 54063)",I have a record,Claim,"(54093, 54108)",Support
It isn't,Claim,"(61444, 61452)",I believe in it,Claim,"(61666, 61681)",Support
I've been an outdoorsman and a sportsman all my life,Premise,"(64897, 64949)",I am for clean water,Claim,"(64875, 64895)",Support
"Do you remember the Senator from Boston chanting out there and the ridicule factor from that lady from Texas that was on there; I mean, come on, this was just outrageous",Premise,"(68524, 68693)",take a look at the Democratic convention take a look at it,Premise,"(68464, 68522)",Support
"I would challenge Mr. Gorbachev to join with us in limiting in eliminating regional conflict in the Middle East, in Central America",Claim,"(73003, 73134)",I think that's one reason why we need fresh leadership in the White House,Claim,"(73349, 73422)",Support
"I hope I will do a good job as one who has had a relatively clean record with no conflicts of interest in his own public life, as has the Governor, to exhort young people to get into public service",Premise,"(79852, 80049)",we need the highest possible ethical standards,Claim,"(79633, 79679)",Support
"I want to keep our neighborhoods much, much better in terms of anti-crime, and that's why I would appoint judges that have a little more sympathy for the victims of crime and a little less for the criminals",Premise,"(84825, 85031)",I do feel if some police officer is gunned down that the death penalty is required,Claim,"(85044, 85126)",Support
"He founded authored, the job training partnership act",Premise,"(4629, 4682)","Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience",Premise,"(4432, 4536)",Attack
I don't want to do that,Claim,"(7502, 7525)",I won't do that,Claim,"(7531, 7546)",Support
"you supported legislation this year that's involved tax increases not once, but twice",Premise,"(15778, 15863)",that pledge isn't realistic,Claim,"(15868, 15895)",Support
I just think it would be dumb negotiating policy with the Soviets to cut out one or the other of the two options right now,Claim,"(23700, 23822)","we can't simply we've got enough nuclear weapons, let's freeze",Claim,"(23884, 23946)",Support
Jonas Salk who for example discovered a vaccine which cured one of the most dread diseases we ever had,Premise,"(30783, 30885)",I can think of doctors and scientists,Claim,"(30744, 30781)",Support
Those are basic American values,Premise,"(36518, 36549)",I believe in them,Claim,"(36551, 36568)",Support
"when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption",Premise,"(38873, 39090)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
like jobs and job training and college opportunity and health and housing and the environment and the things that all of us care about,Premise,"(41676, 41810)",use those for important things here at home,Premise,"(41631, 41674)",Support
something we haven't had over the course of the past many years,Premise,"(1562, 1625)",even though the Vice President has been at least allegedly in charge of that war,Premise,"(1627, 1707)",Attack
We'll lose it when it's taken out of our paycheck before we even get it,Premise,"(45949, 46020)",We don't have an alternative,Claim,"(45919, 45947)",Support
it is going to be operating at surpluses,Premise,"(50303, 50343)",We have made the Social Security Trust Fund sound,Claim,"(50248, 50297)",Support
I have a record,Claim,"(54093, 54108)",that is a very good reason for voting for Mike Dukakis and Lloyd Bentsen on the 8th of November,Claim,"(53827, 53922)",Support
I believe in it,Claim,"(61666, 61681)",that's not where we ought to go,Claim,"(61686, 61717)",Support
I've been to these national parks,Premise,"(64951, 64984)",I am for clean water,Claim,"(64875, 64895)",Support
"How can Barry Goldwater sitting in Arizona know whether I'm talking on the issues or not when we put out position paper after position paper, he puts out position paper after position paper; and we see this much about it, because everyone else is fascinated with polls and who's up or down today and who's going to be up or down tomorrow",Premise,"(69398, 69735)","I think we can all share, with respect, in the fact that maybe the message is not getting out",Claim,"(69740, 69833)",Support
"Let's get him working on Syria, their client state, and see if we can't get them to join Israel and other Arab nations, if at all possible, and Arab leaders, in finally bringing peace to that troubled region",Premise,"(73136, 73343)","I would challenge Mr. Gorbachev to join with us in limiting in eliminating regional conflict in the Middle East, in Central America",Claim,"(73003, 73134)",Support
I will do my level best to clean it up,Claim,"(80134, 80172)",it's a disgrace,Claim,"(80113, 80128)",Support
"helped amend the INF treaty so we got a good, sound treaty",Premise,"(4944, 5002)","He, unlike my opponent, is an expert in national defense",Claim,"(4886, 4942)",Support
"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force",Premise,"(7326, 7445)",what I want to do is keep this expansion going,Claim,"(7231, 7277)",Support
"I repeat, within days after you made that pledge, you broke it; you said, well, maybe as a last resort we'll do it",Premise,"(15658, 15772)",that pledge isn't realistic,Claim,"(15868, 15895)",Support
The Soviets are modernizing,Premise,"(23824, 23851)","we can't simply we've got enough nuclear weapons, let's freeze",Claim,"(23884, 23946)",Support
he's a hero,Claim,"(30891, 30902)",I can think of doctors and scientists,Claim,"(30744, 30781)",Support
They're not left or right,Premise,"(36599, 36624)",I believe in them,Claim,"(36551, 36568)",Support
this hasn't been an easy decision for me to meet,Premise,"(38787, 38835)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
"the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about",Claim,"(41838, 42023)",Mr. Bush doesn't seem to want to make,Claim,"(42033, 42070)",Attack
We have much to do to step up that war,Premise,"(1709, 1747)","We have work to do to fight a real war, not a phony war, against drugs",Claim,"(1453, 1523)",Support
we have had not one but two detailed studies which indicate that there are billions and billions of dollars to be collected that are not being paid these are not taxes owed by average Americans,Premise,"(45724, 45917)",o's going to have to,Claim,"(24855, 24875)",Support
I learned that the hard way and the Governor and I both supported slipping the COLAs for one year,Premise,"(50580, 50677)",I will not go in there and suggest changes in Social Security,Claim,"(50517, 50578)",Support
These appointments are for life,Premise,"(54581, 54612)",These appointments are for life,Premise,"(54581, 54612)",Equivalent
There are plenty of places to cut,Claim,"(61719, 61752)",that's not where we ought to go,Claim,"(61686, 61717)",Support
I led for the Earl Wallop bill or formerly Dingell-Johnson,Premise,"(64986, 65044)",I am for clean water,Claim,"(64875, 64895)",Support
Somebody hit me and said Barry Goldwater said you ought to talk on issues more,Premise,"(69318, 69396)","I think we can all share, with respect, in the fact that maybe the message is not getting out",Claim,"(69740, 69833)",Support
that can make progress now in bringing peace to the Middle East,Premise,"(73423, 73486)",I think that's one reason why we need fresh leadership in the White House,Claim,"(73349, 73422)",Support
"I do believe that with my record in Congress, having led the new Congressmen to a code of ethics through major main emphasis on it in full disclosure, that I've got a good record",Premise,"(80225, 80403)",I will do my level best to clean it up,Claim,"(80134, 80172)",Support
when these people over here were talking about a freeze,Premise,"(5004, 5059)","If we'd listened to them, we would never have had a treaty",Claim,"(5061, 5119)",Support
what I want to do is keep this expansion going,Claim,"(7231, 7277)",I don't want to kill it off by a tax increase,Claim,"(7279, 7324)",Support
"I repeat, within days after you made that pledge, you broke it; you said, well, maybe as a last resort we'll do it",Premise,"(15658, 15772)",we have just heard two or three times from the vice president: he's not going to raise taxes,Premise,"(15564, 15656)",Attack
They continue to modernize,Premise,"(23853, 23879)","we can't simply we've got enough nuclear weapons, let's freeze",Claim,"(23884, 23946)",Support
"I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people",Claim,"(30904, 31056)",there are many people who I admire in this country today,Claim,"(30393, 30449)",Support
They're decent American values,Premise,"(36626, 36656)",I believe in them,Claim,"(36551, 36568)",Support
I just feel this is where I'm coming from,Premise,"(39099, 39140)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
I also see a tremendous opportunity now to negotiate with the Soviet Union to build on the progress that we've made with the INF Treaty,Claim,"(42209, 42344)",I strongly supported,Claim,"(42352, 42372)",Support
to double the number of drug enforcement agents,Premise,"(1749, 1796)","We have work to do to fight a real war, not a phony war, against drugs",Claim,"(1453, 1523)",Support
it's the Internal Revenue Service which estimates now that we aren't collecting $100 billion or more in taxes owed in this country,Premise,"(46026, 46156)",o's going to have to,Claim,"(24855, 24875)",Support
He supported it at the National Governors Conference,Premise,"(50679, 50731)",I learned that the hard way and the Governor and I both supported slipping the COLAs for one year,Premise,"(50580, 50677)",Support
There's lots we can do in the Pentagon where dishonest contractors have been lining their pockets at the expense of the American taxpayer,Premise,"(61754, 61891)",There are plenty of places to cut,Claim,"(61719, 61752)",Support
"I headed the task force when I was a member of the Congress way back in the late '60s on these kinds of things, on the Republican side",Premise,"(65046, 65180)",I am for clean water,Claim,"(64875, 64895)",Support
There will be no more debates,Claim,"(69895, 69924)",I am not going to have any more debates,Claim,"(68246, 68285)",Equivalent
"Let's go to work and end this fiasco in Central America, a failed policy which has actually increased Cuban and Soviet influence",Premise,"(73488, 73616)",I think that's one reason why we need fresh leadership in the White House,Claim,"(73349, 73422)",Support
ecognizing that you can't legislate morality,Claim,"(80175, 80219)",I will do my level best to clean it up,Claim,"(80134, 80172)",Attack
"If we'd listened to them, we would never have had a treaty",Claim,"(5061, 5119)","He, unlike my opponent, is an expert in national defense",Claim,"(4886, 4942)",Support
the answer is to discipline both the executive branch and the congressional branch by holding the line on taxes,Claim,"(8128, 8239)",I'm pledged to do that,Claim,"(8244, 8266)",Support
I think the vice president knows it,Premise,"(15901, 15936)",that pledge isn't realistic,Claim,"(15868, 15895)",Support
We are moving forward with negotiations,Premise,"(23646, 23685)",I just think it would be dumb negotiating policy with the Soviets to cut out one or the other of the two options right now,Claim,"(23700, 23822)",Support
they inspire them,Premise,"(31066, 31083)","I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people",Claim,"(30904, 31056)",Support
it is personal,Premise,"(39146, 39160)",I don't think that you make an exception based on medical knowledge at the time,Claim,"(38652, 38731)",Support
most Democrats did,Premise,"(42377, 42395)",I strongly supported,Claim,"(42352, 42372)",Support
to fight both here and abroad,Premise,"(1798, 1827)","We have work to do to fight a real war, not a phony war, against drugs",Claim,"(1453, 1523)",Support
that is just absolutely unfair to the vast majority of Americans who pay their taxes and pay them on time,Premise,"(46162, 46267)",o's going to have to,Claim,"(24855, 24875)",Support
I supported it in breaking a tie in a major compromise package,Premise,"(50736, 50798)",I learned that the hard way and the Governor and I both supported slipping the COLAs for one year,Premise,"(50580, 50677)",Support
those are the programs we ought to review first,Claim,"(62119, 62166)",That's where we ought to go,Claim,"(62086, 62113)",Support
I led for that,Premise,"(65182, 65196)",I am for clean water,Claim,"(64875, 64895)",Support
The American people are up to here with debates,Premise,"(67949, 67996)",I will not agree to another debate,Claim,"(67913, 67947)",Support
The democratic leaders of Central and Latin America want to work with us,Premise,"(73618, 73690)","Let's go to work and end this fiasco in Central America, a failed policy which has actually increased Cuban and Soviet influence",Premise,"(73488, 73616)",Support
I would agree that integrity is not a Republican or a Democratic issue,Claim,"(80967, 81037)","this isn't Democrat or Republican, and it isn't liberal or conservative",Claim,"(80774, 80845)",Support
"He, unlike my opponent, is an expert in national defense",Claim,"(4886, 4942)",I have great confidence in him,Claim,"(5128, 5158)",Support
"by two to one, Congress is blamed for these deficits",Premise,"(8070, 8122)",the answer is to discipline both the executive branch and the congressional branch by holding the line on taxes,Claim,"(8128, 8239)",Support
I think the people of this country know it,Premise,"(15938, 15980)",that pledge isn't realistic,Claim,"(15868, 15895)",Support
