source_unique_id,target_unique_id,source_id,target_id,source_text,target_text,relation_class,year
1980_cebafe7b3255157e03a7d88d0279cfca,1980_ec3c9704ae81314db83314a4e560ad61,T209,T210,"In all those elements, Governor Reagan has repeatedly spoken out against them","which, to me, shows a very great insensitivity to giving deprived families a better chance in life",Support,1980
1980_bc639a3431f38e5d5a3d94aa46d06791,1980_5a45ef3b47899becb927a6da155385af,T213,T212,"in the downtown central cities, with the, with the new commitment on an energy policy",this will give us an additional opportunity for jobs which will pay rich dividends,Support,1980
1980_b8916e7a214db9bd642e7900ccc07224,1980_5a45ef3b47899becb927a6da155385af,T214,T212,with a chance to revitalize homes and to make them more fuel efficient,this will give us an additional opportunity for jobs which will pay rich dividends,Support,1980
1980_40b7c9eceab43dc97dbf8f7f4bd92e28,1980_5a45ef3b47899becb927a6da155385af,T215,T212,"with a chance for our synthetic fuels program, solar power",this will give us an additional opportunity for jobs which will pay rich dividends,Support,1980
1980_ec3c9704ae81314db83314a4e560ad61,1980_828082d2f99d27386e5dc4128cbcb20e,T210,T211,"which, to me, shows a very great insensitivity to giving deprived families a better chance in life","This, to me, is a very important difference between him and me in this election",Support,1980
1980_5a45ef3b47899becb927a6da155385af,1980_828082d2f99d27386e5dc4128cbcb20e,T212,T211,this will give us an additional opportunity for jobs which will pay rich dividends,"This, to me, is a very important difference between him and me in this election",Support,1980
1980_6ff9ecbf450e737985f1a3f96bfacf28,1980_828082d2f99d27386e5dc4128cbcb20e,T207,T211,"there is no doubt in my mind that the commitment to unemployment compensation, the minimum wage, welfare, national health insurance, those kinds of commitments that have typified the Democratic party since ancient history in this country's political life are a very important element of the future","This, to me, is a very important difference between him and me in this election",Support,1980
1980_4b6408f43c1e594a69d11ad02dd6a9de,1980_191ed0b9d50dfc6d9f4e9dceede0b7ba,T6,T4,"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree","a part of that was due to external factors beyond U.S. control, notably the more than doubling. of oil prices by OPEC last year",Support,1980
1980_752a2050c3947b314894f236f6bbe3eb,1980_e72e59cb9cbc3dc729e732aece989443,T12,T11,It averaged about 18% in the first quarter of this year,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase",Support,1980
1980_2ccdc91d1ac3eb6c908ae01ac271f56f,1980_e89218da20d62dbc1699b5d0376806cf,T13,T10,"In the second quarter, we had dropped it down to about 13%",we've brought down inflation,Support,1980
1980_a7f09fc1504556372503a75c855aa206,1980_6a4473cf1ce68d91a7de5516cb07ad58,T7,T5,We had an even worse oil shock in 1979,the United States remains vulnerable to such external shocks,Support,1980
1980_e72e59cb9cbc3dc729e732aece989443,1980_6a4473cf1ce68d91a7de5516cb07ad58,T11,T5,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase",the United States remains vulnerable to such external shocks,Support,1980
1980_4b6408f43c1e594a69d11ad02dd6a9de,1980_98c287325bb0d11c106ec10a67c3cf64,T6,T8,"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree","In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War",Support,1980
1980_98c287325bb0d11c106ec10a67c3cf64,1980_6a4473cf1ce68d91a7de5516cb07ad58,T8,T5,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War",the United States remains vulnerable to such external shocks,Support,1980
1980_e72e59cb9cbc3dc729e732aece989443,1980_01a9d8539fda3baa2c38d43eb6240380,T11,T9,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase",The recession that resulted this time was the briefest since the Second World War,Support,1980
1980_2ccdc91d1ac3eb6c908ae01ac271f56f,1980_01a9d8539fda3baa2c38d43eb6240380,T13,T9,"In the second quarter, we had dropped it down to about 13%",The recession that resulted this time was the briefest since the Second World War,Support,1980
1980_e89218da20d62dbc1699b5d0376806cf,1980_01a9d8539fda3baa2c38d43eb6240380,T10,T9,we've brought down inflation,The recession that resulted this time was the briefest since the Second World War,Support,1980
1980_01a9d8539fda3baa2c38d43eb6240380,1980_fe14f5da5a77f1fe7c115edd65f6a3a2,T9,T29,The recession that resulted this time was the briefest since the Second World War,it's important to put the situation in perspective,Support,1980
1980_e006b759dada6ea6fd0314f56c4e58b0,1980_a40b78176136ff6df5aa062c336106f0,T16,T15,nine million new jobs in the last three and a half years,providing an enormous number of jobs,Support,1980
1980_90cce831d523c938b71dc032e7cfc8ff,1980_ae28636ab4f7f6c8e96bdae93b7653c9,T19,T18,"Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation","I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate",Support,1980
1980_ae28636ab4f7f6c8e96bdae93b7653c9,1980_cc5a14e354c76fb78dde1d706f6a9b1f,T18,T20,"I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate",our proposals are very sound,Support,1980
1980_f48a8e37738c1bee93e5a35909b4c8d3,1980_cc5a14e354c76fb78dde1d706f6a9b1f,T21,T20,very carefully considered to stimulate jobs,our proposals are very sound,Support,1980
1980_2f84352a5c04f39be1b4d98a1158308f,1980_cc5a14e354c76fb78dde1d706f6a9b1f,T22,T20,to improve the industrial complex of this country,our proposals are very sound,Support,1980
1980_45b6120f504667e8c2c011dc3f973723,1980_cc5a14e354c76fb78dde1d706f6a9b1f,T23,T20,to create tools for American workers,our proposals are very sound,Support,1980
1980_d201cd7faeffc22871af9007a6a91eeb,1980_cc5a14e354c76fb78dde1d706f6a9b1f,T24,T20,at the same time would be anti-inflationary in nature,our proposals are very sound,Support,1980
1980_528b48b857388713e200eed2cc38494d,1980_f61eceb92eb7841c450b546fc7a3d05c,T25,T31,"to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead",you have mentioned the creation of nine million new jobs,Support,1980
1980_7f95664ffe211ad475fb571e641caa48,1980_d38565dc19d142362ea76f9a6071ce83,T101,T100,we're importing today about one-third less oil from overseas than we did just a year ago,they have done very well,Support,1980
1980_6a39c70e719b090a2155827d82696612,1980_7f95664ffe211ad475fb571e641caa48,T102,T101,We've had a 25% reduction since the first year I was in office,we're importing today about one-third less oil from overseas than we did just a year ago,Support,1980
1980_cb2ecf165cb5b827c812b7cf6be5e017,1980_701600069264a0fc5f94eb1040601a05,T33,T26,We have demanded that the American people sacrifice,Yes,Support,1980
1980_e8e4bb320a70ccbf991c99b4ca3d9f2b,1980_cb2ecf165cb5b827c812b7cf6be5e017,T32,T33,"One is conservation, which requires sacrifice",We have demanded that the American people sacrifice,Support,1980
1980_d22c52c1e1d3e8e917620cb5a1453f3e,1980_b994053f409dc3c9a8c98447526cfe69,T105,T104,more coal this year than ever before in American history,"increase in production of American energy, which is going along very well",Support,1980
1980_47c891004595c0f8a49e779fc8e2bed4,1980_b994053f409dc3c9a8c98447526cfe69,T106,T104,more oil and gas wells drilled this year than ever before in history,"increase in production of American energy, which is going along very well",Support,1980
1980_2aebbb5dcb5040a5c4e6be294b3c41c5,1980_2be38661fd87ae3c80ec125a288199a3,T122,T27,"I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people",since the United States remains vulnerable to such external shocks,Attack,1980
1980_2aebbb5dcb5040a5c4e6be294b3c41c5,1980_0c8b823a1440390df43b6f24b0d0db13,T122,T112,"I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people","a part of that has been due to external factors beyond U.S. control, notably the more than doubling of OPEC oil prices last year",Attack,1980
1980_c7efde7fd2851915e76030f8f2787aeb,1980_a40b78176136ff6df5aa062c336106f0,T127,T15,"we always, with the normal growth in our country and increase in population, increase the number of jobs",providing an enormous number of jobs,Attack,1980
1980_d8431101a12ce397fd93bf5d84b518d2,1980_a40b78176136ff6df5aa062c336106f0,T128,T15,"that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months",providing an enormous number of jobs,Attack,1980
1980_d3bae0a1fbebda1fd1e52f4845439a7c,1980_11e1c120e66088706e4dce186fe885bc,T133,T132,by increasing productivity,you can lick inflation,Support,1980
1980_cb2ecf165cb5b827c812b7cf6be5e017,1980_b128865ab652093c8e675d44e3b0f898,T33,T35,We have demanded that the American people sacrifice,"that we must share in scarcity, we must sacrifice and get used to doing with less",Support,1980
1980_f4faeeafdc1349ab41525012fc74c82f,1980_a440d23fb48b62d6923fbf80beb2ae3c,T119,T118,We have inflation because the Government is living too well,We don't have inflation because the people are living too well,Support,1980
