subj,subj_type,subj_span,obj,obj_type,obj_span,relation
when you're talking about something like the death penalty,Premise,"(73981, 74039)","where Michael Dukakis and I do disagree, what you really ought to get to is what's being done against crime, and what kind of progress he's been able to make",Claim,"(74041, 74198)",Support
"Back to the old economics of high interest rates, high inflation, and the old politics of high unemployment",Premise,"(79856, 79963)","The road of Michael Dukakis comes down to this: Bigger government, higher taxes",Claim,"(79668, 79747)",Support
He doesn't get to vote very often in the Senate,Premise,"(9373, 9420)",I think it's very important that we not see these kinds of end runs by this administration,Claim,"(9643, 9733)",Support
I have voted for the major pieces of environmental legislation that have come down and been voted on in the United States Senate,Premise,"(11647, 11775)",I have a very strong record on the environment in the United States Senate,Claim,"(11408, 11482)",Support
"I have a very good record and a commitment to the poor, to those that don't have a family, that want to have a family",Premise,"(15174, 15291)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Support
"I believe you have to work with the leaders of those other Central American countries to try to bring about the democratization of Nicaragua - by negotiation, by pressure, by counseling, by diplomatic pressure, that we ought to be trying that first",Claim,"(18582, 18830)","that's why I have been a strong supporter of the Arias plan, a plan that won the Nobel Prize for President Arias, the President of Costa Rica",Claim,"(18439, 18580)",Support
"He has been raising PAC money, too",Premise,"(22344, 22378)",what I've done in PAC money is just what my opponent in my campaign has done in his campaign,Premise,"(22250, 22342)",Support
There is a commitment and there will always be a commitment to the safety of our working men and women,Claim,"(29409, 29511)",we're committed to them,Claim,"(29533, 29556)",Support
"the interest on that debt next year, on this Reagan-Bush debt of our nation, is going to be $640 for every man, woman, and child in America because of this kind of a credit-card mentality",Premise,"(36205, 36392)","This is an administration that has more than doubled the national debt, and they've done that in less than eight years",Claim,"(35969, 36087)",Support
Seventy tons of cocaine have been stopped,Premise,"(39808, 39849)",we've made some success in this area,Claim,"(39770, 39806)",Support
you must look at experience,Premise,"(2102, 2129)",Qualifications for the office of Vice President or President are not age alone,Premise,"(1984, 2062)",Support
I have served in the Congress and served eight years on the Senate Armed Services Committee,Premise,"(43167, 43258)",I've tried to list the qualifications of twelve years in the United States Congress,Premise,"(43034, 43117)",Support
"it's sterilizing our lakes, it's killing our fish",Premise,"(47600, 47649)","a way, in turn, can fight against acid rain which is another threat",Premise,"(47523, 47590)",Support
I will know them on a firsthand basis,Claim,"(54278, 54315)",I will know them on a firsthand basis,Claim,"(54278, 54315)",Equivalent
we have members of unions,Premise,"(60666, 60691)",we did it in a way that we got the private sector to involve itself with the public sector on private industry councils throughout America that serve over the service delivery areas,Premise,"(60399, 60580)",Support
"it's not whether you're an average study, it's what are you going to do with your life",Claim,"(67884, 67970)",I have never professed to be anything but an average student,Claim,"(67769, 67829)",Attack
In the state of Massachusetts he has the homicide rate down to the lowest of any industrial state,Premise,"(74200, 74297)","where Michael Dukakis and I do disagree, what you really ought to get to is what's being done against crime, and what kind of progress he's been able to make",Claim,"(74041, 74198)",Support
"it comes down to this: An America second to none, with visions of greatness, economic expansion, tough laws, tough judges, strong values, respect for the flag and our institutions",Premise,"(80024, 80203)",the road of George Bush is the road to the future,Claim,"(79969, 80018)",Support
he made a special trip to come back and vote against a cost-of-living increase,Premise,"(9426, 9504)",I think it's very important that we not see these kinds of end runs by this administration,Claim,"(9643, 9733)",Support
"We now have an international treaty, the treaty that is commonly referred to as the Montreal Treaty",Premise,"(11938, 12037)",That's progress with the environment,Claim,"(12117, 12153)",Support
Poverty hasn't gone up in this administration,Premise,"(15390, 15435)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Support
"The concern I have is that we have a country with 85 million people sharing a 2,000mile border with us, with half of those people under the age of 15, a country that's had its standard of living cut 50 percent in the last six years",Premise,"(18964, 19195)","I believe you have to work with the leaders of those other Central American countries to try to bring about the democratization of Nicaragua - by negotiation, by pressure, by counseling, by diplomatic pressure, that we ought to be trying that first",Claim,"(18582, 18830)",Support
"what you have to do is comply with the laws as they are, whether you're paying taxes or you're playing a football game",Claim,"(22383, 22501)",I don't find it embarrassing at all,Claim,"(22058, 22093)",Support
They deserve it,Claim,"(29513, 29528)",we're committed to them,Claim,"(29533, 29556)",Support
"we go out and we try to sell our securities every week, and hope that the foreigners will buy them",Claim,"(36397, 36495)","This is an administration that has more than doubled the national debt, and they've done that in less than eight years",Claim,"(35969, 36087)",Support
we've got to get to education,Claim,"(40245, 40274)","education ought to begin at home, and it ought to be reinforced in our schools",Claim,"(40280, 40358)",Support
I have more experience than others that have sought the office of Vice President,Premise,"(2131, 2211)",you must look at experience,Premise,"(2102, 2129)",Support
I have traveled a number of times,Premise,"(43260, 43293)",I've tried to list the qualifications of twelve years in the United States Congress,Premise,"(43034, 43117)",Support
I don't think that that's a proper objective in trying to clean up this environment,Claim,"(47799, 47882)",it's interesting to me to see in the resume of Senator Quayle that he brags on the fact that he's been able to fight the acid rain legislation,Claim,"(47655, 47797)",Attack
I will be in charge of that,Claim,"(54602, 54629)",I will know them on a firsthand basis,Claim,"(54278, 54315)",Support
we have community-based organizations,Premise,"(60693, 60730)",we did it in a way that we got the private sector to involve itself with the public sector on private industry councils throughout America that serve over the service delivery areas,Premise,"(60399, 60580)",Support
I have committed it to public service since I was 29 years of age,Premise,"(68016, 68081)",what have I - going to do with my life,Claim,"(67976, 68014)",Support
It's substantially ahead of the national average,Premise,"(74299, 74347)",In the state of Massachusetts he has the homicide rate down to the lowest of any industrial state,Premise,"(74200, 74297)",Support
it's simply that they will take America backwards,Claim,"(80459, 80508)",It's not that they're not sympathetic,Claim,"(80420, 80457)",Attack
we saw Vice President Bush fly back from the west coast to break a tie in the United States Senate,Premise,"(9273, 9371)",I think it's very important that we not see these kinds of end runs by this administration,Claim,"(9643, 9733)",Support
For the first time we are talking about the impact of CO2 to the ozone layer,Premise,"(12039, 12115)",That's progress with the environment,Claim,"(12117, 12153)",Support
it hasn't gone down much either,Premise,"(15437, 15468)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Attack
"The reason it is unfortunate, because it is beyond me why it's okay for the Soviet Union to put in billions of dollars to prop up the communist Sandinistas, but somehow it's wrong for the United States to give a few dollars to the democratic resistance",Premise,"(20313, 20565)","There's no doubt in a Dukakis Administration that the aid would be cut off to the democratic resistance in Nicaragua, and that is unfortunate",Claim,"(20170, 20311)",Support
"Whether you like those laws or not, you comply with them",Claim,"(22503, 22559)","what you have to do is comply with the laws as they are, whether you're paying taxes or you're playing a football game",Claim,"(22383, 22501)",Equivalent
the broader question goes to the whole issue of deregulation and has deregulation worked or has deregulation not worked,Premise,"(29563, 29682)",In my judgment deregulation has worked,Claim,"(29684, 29722)",Support
foreigners finally quit buying our securities,Premise,"(37179, 37224)",The ultimate irony would be to have that happen to us,Claim,"(37116, 37169)",Support
"We believe people convicted of that crime deserve the death penalty, as does the legislation that's in the Congress that is supported by a bipartisan, including many Democrats of his party",Claim,"(40774, 40962)",He is opposed to the death penalty for drug kingpins,Claim,"(40720, 40772)",Attack
On each one of those issues I have more experience than does the Governor of Massachusetts,Premise,"(2466, 2556)",Qualifications for the office of Vice President or President are not age alone,Premise,"(1984, 2062)",Support
I've been to Geneva many times to meet with our negotiators as we were hammering out the INF Treaty,Premise,"(43296, 43395)",I've tried to list the qualifications of twelve years in the United States Congress,Premise,"(43034, 43117)",Support
the greenhouse effect is one that has to be a threat to all of us,Premise,"(47888, 47953)",I don't think that that's a proper objective in trying to clean up this environment,Claim,"(47799, 47882)",Support
Vice President George Bush is going to recreate the Space Council,Claim,"(54531, 54596)",I will know them on a firsthand basis,Claim,"(54278, 54315)",Support
we have education leaders,Premise,"(60732, 60757)",we did it in a way that we got the private sector to involve itself with the public sector on private industry councils throughout America that serve over the service delivery areas,Premise,"(60399, 60580)",Support
elected to the House of Representatives,Premise,"(68084, 68123)",what have I - going to do with my life,Claim,"(67976, 68014)",Support
"He's been able to do that with an educated program for the people of that state by adding some 1,500 new police officers",Premise,"(74349, 74469)",In the state of Massachusetts he has the homicide rate down to the lowest of any industrial state,Premise,"(74200, 74297)",Support
"George Bush has the experience, and with me, the future, a future committed to our family, a future committed to the freedom",Premise,"(80510, 80634)",the road of George Bush is the road to the future,Claim,"(79969, 80018)",Support
the record is clear,Claim,"(9248, 9267)","when you talk about Social Security, the people that are going to protect it are the Democrats that brought forth that program",Claim,"(9511, 9637)",Support
That's progress with the environment,Claim,"(12117, 12153)",We are committed to the environment,Claim,"(12155, 12190)",Support
it hasn't gone down much either,Premise,"(15437, 15468)",that means we have a challenge ahead of us,Claim,"(15474, 15516)",Support
"He criticized our rescue mission in Grenada, according to a UPI report",Premise,"(20926, 20996)","There's another issue that Michael Dukakis is wrong on in Central America, and that's Grenada",Claim,"(20831, 20924)",Support
I've noticed that the Senator from Indiana has opposed that campaign reform and voted repeatedly against it,Premise,"(22690, 22797)","for example, which I look on as frankly one of those things that we've had to do because the Republicans have done it for so long",Premise,"(22870, 22999)",Support
"We have a deregulated economy and we have produced through low taxes, not high taxes, through deregulation - the spirit of entrepreneurship, the individual going out and starting a business, the businessman or women willing to go out and risk their investments to start up a business and hire people",Premise,"(29724, 30023)",In my judgment deregulation has worked,Claim,"(29684, 29722)",Support
The ultimate irony would be to have that happen to us,Claim,"(37116, 37169)","every time they do, we lose some of our economic independence for the future",Claim,"(36523, 36599)",Support
"We will use the military assets, we will use military assets - but we need to focus on another part of this problem, and that problem is law enforcement",Claim,"(40483, 40635)","We believe people convicted of that crime deserve the death penalty, as does the legislation that's in the Congress that is supported by a bipartisan, including many Democrats of his party",Claim,"(40774, 40962)",Support
"In national security and arms control, you have to understand the difference between a ballistic missile, a warhead, what throwweight, what megatonnage is",Premise,"(2558, 2712)",On each one of those issues I have more experience than does the Governor of Massachusetts,Premise,"(2466, 2556)",Support
"I've met with the western political leaders - Margaret Thatcher, Chancellor Kohl",Premise,"(43397, 43477)","I know them, they know me",Premise,"(43480, 43505)",Support
we have to look for alternative sources of fuel,Premise,"(47959, 48006)",I don't think that that's a proper objective in trying to clean up this environment,Claim,"(47799, 47882)",Support
"I would make sure that the people in the cabinet and the people that are advisors to the president are called in, and I would talk to them",Premise,"(54107, 54245)",I will be prepared to do that,Claim,"(54914, 54943)",Support
"what we have been able to do is establish a program that is working, that is putting people back to work",Claim,"(60763, 60867)",That is an accomplishment,Claim,"(60869, 60894)",Support
what have I - going to do with my life,Claim,"(67976, 68014)","it's not whether you're an average study, it's what are you going to do with your life",Claim,"(67884, 67970)",Support
He's taken it down some four percent in the high schools of that state,Premise,"(74618, 74688)",he's done it in turn by the leadership that I think he will bring to the ticket when he becomes president of the United States and fighting drugs,Claim,"(74471, 74616)",Support
George Bush will lead us to the 21st Century,Claim,"(80205, 80249)",the road of George Bush is the road to the future,Claim,"(79969, 80018)",Support
When they talk about the fact that they are going to continue to cut this budget,Premise,"(9735, 9815)",I know too well what their rack record is,Claim,"(9817, 9858)",Support
"I take my children hiking and fishing, walking in the woods, in the wilderness",Premise,"(12192, 12270)","Believe me, we have a commit to preserving the environment",Claim,"(12272, 12330)",Support
"What we have done for the poor is that we in fact - the homeless bill, the McKinney Act, which is the major piece of legislation that deals with homeless - the Congress has cut the funding that the administration has recommended",Premise,"(15581, 15809)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Support
"Criticized that, yet 85 percent of the American people supported our rescue mission, and we turned a communist country into a noncommunist country",Premise,"(20998, 21144)","There's another issue that Michael Dukakis is wrong on in Central America, and that's Grenada",Claim,"(20831, 20924)",Support
"The things we have to do, I believe, that will cut back on soft money",Claim,"(22799, 22868)",I believe that we have to do some things in that regard,Claim,"(22629, 22684)",Support
We have produced 17 million jobs in this country since 1982,Premise,"(30025, 30084)","We have a deregulated economy and we have produced through low taxes, not high taxes, through deregulation - the spirit of entrepreneurship, the individual going out and starting a business, the businessman or women willing to go out and risk their investments to start up a business and hire people",Premise,"(29724, 30023)",Support
"every time they do, we lose some of our economic independence for the future",Claim,"(36523, 36599)","what we need in this country is someone like Mike Dukakis, who gave ten balanced budgets in a row there, and was able to do that, meet that kind of a commitment, set those tough priorities",Claim,"(37229, 37417)",Support
there's another thing that will be more important than the premise of this question on a hypothetical of using troops,Premise,"(40364, 40481)","We believe people convicted of that crime deserve the death penalty, as does the legislation that's in the Congress that is supported by a bipartisan, including many Democrats of his party",Claim,"(40774, 40962)",Support
You better understand about telemetry and encryption,Premise,"(2714, 2766)",On each one of those issues I have more experience than does the Governor of Massachusetts,Premise,"(2466, 2556)",Support
"I know them, they know me",Premise,"(43480, 43505)",I know what it takes to lead this country forward,Claim,"(43507, 43556)",Support
I don't think that that's a proper objective in trying to clean up this environment,Claim,"(47799, 47882)",I've supported that very strongly,Claim,"(48012, 48045)",Support
I will know them on a firsthand basis,Claim,"(54278, 54315)",I will be prepared to do that,Claim,"(54914, 54943)",Support
That is an accomplishment,Claim,"(60869, 60894)",that is an accomplishment that I will take with me into the White House,Claim,"(60900, 60971)",Support
Elected to the United States Senate when I was 33,Premise,"(68125, 68174)",what have I - going to do with my life,Claim,"(67976, 68014)",Support
while it's gone up about the rest of the nation,Premise,"(74690, 74737)",He's taken it down some four percent in the high schools of that state,Premise,"(74618, 74688)",Support
a century that will be of hope and peace,Claim,"(80251, 80291)",George Bush will lead us to the 21st Century,Claim,"(80205, 80249)",Support
I know too well what their rack record is,Claim,"(9817, 9858)","when you talk about Social Security, the people that are going to protect it are the Democrats that brought forth that program",Claim,"(9511, 9637)",Support
We are committed to the environment,Claim,"(12155, 12190)","Believe me, we have a commit to preserving the environment",Claim,"(12272, 12330)",Support
The poor and the poverty - the biggest thing that we have done for poverty in America is the Tax Simplification Act of 1986,Premise,"(15811, 15934)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Support
"There's another issue that Michael Dukakis is wrong on in Central America, and that's Grenada",Claim,"(20831, 20924)",The Governor of Massachusetts is simply out of step with mainstream America,Claim,"(21146, 21221)",Support
I believe that we have to do some things in that regard,Claim,"(22629, 22684)","I have been for campaign reform, and have pushed it very hard",Claim,"(22566, 22627)",Support
Deregulation as a form of political philosophy is a good philosophy,Premise,"(30086, 30153)",In my judgment deregulation has worked,Claim,"(29684, 29722)",Support
"This is an administration that has more than doubled the national debt, and they've done that in less than eight years",Claim,"(35969, 36087)","what we need in this country is someone like Mike Dukakis, who gave ten balanced budgets in a row there, and was able to do that, meet that kind of a commitment, set those tough priorities",Claim,"(37229, 37417)",Support
here is where we have a major disagreement with the governor of Massachusetts,Claim,"(40641, 40718)","We believe people convicted of that crime deserve the death penalty, as does the legislation that's in the Congress that is supported by a bipartisan, including many Democrats of his party",Claim,"(40774, 40962)",Support
you better understand that you have to negotiate from a position of strength,Premise,"(2772, 2848)",On each one of those issues I have more experience than does the Governor of Massachusetts,Premise,"(2466, 2556)",Support
"if that's the case, again you have to look at maturity of judgment, and you have to look at breadth of experience",Claim,"(43869, 43982)","I think what we are looking at here is someone that can step in at the presidency level at the moment, if that tragedy would occur",Claim,"(43733, 43863)",Support
We can use other things that'll help the farmer,Claim,"(48163, 48210)",The Department of Energy is one that has cut back substantially on the study of those alternative sources of fuels,Premise,"(48047, 48161)",Attack
I will be prepared to carry out the responsibilities of the presidency of the United States of America,Claim,"(54806, 54908)",I will be prepared to do that,Claim,"(54914, 54943)",Equivalent
that is an accomplishment that I will take with me into the White House,Claim,"(60900, 60971)","When you look at qualifications, you look at accomplishments as well as experience",Claim,"(60087, 60169)",Support
I now have the opportunity at 41 to seek the office of the Vice Presidency,Claim,"(68176, 68250)",what have I - going to do with my life,Claim,"(67976, 68014)",Support
he's done it in turn by the leadership that I think he will bring to the ticket when he becomes president of the United States and fighting drugs,Claim,"(74471, 74616)","you would seem him as president of the United States being very aggressive in this fight against crime, and having that kind of a successful result",Claim,"(74743, 74890)",Support
Ronald Reagan and George Bush saved America from decline,Claim,"(80293, 80349)",George Bush will lead us to the 21st Century,Claim,"(80205, 80249)",Support
"Senator Bentsen, you know that I did not vote to cut Social Security benefits eight times",Premise,"(10003, 10092)","Social Security is an issue where Senator Quayle voted eight times to cut the benefits on Social Security, where this administration came in and tried to cut the benefits, the minimum benefits, $122 a month for widows, for retirees, tried to cut the benefits for 62-year-old retirees by 40 percent, tried to do an end run on Social Security when they first came in after promising not to cut it - to cut it by some 20 billion, and while we were working together to reform the Social Security system and to be certain that that money was going to be there for people when they retired",Premise,"(8587, 9170)",Attack
Who has the environmental record? Who has the environmental interest? George Bush and I do,Claim,"(12988, 13078)",He talks about being an environmentalist,Premise,"(12452, 12492)",Attack
six million working poor families got off the payroll,Premise,"(15936, 15989)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Support
Senator Bentsen talked about the entire Central America,Premise,"(20774, 20829)","There's another issue that Michael Dukakis is wrong on in Central America, and that's Grenada",Claim,"(20831, 20924)",Support
"I think it's a loophole, frankly",Claim,"(23005, 23037)",I believe that we have to do some things in that regard,Claim,"(22629, 22684)",Support
we believe in the market,Claim,"(30238, 30262)","yes, there's a role of government and the role of government is to make sure that those safety - and health and the welfare of the people is taken care of",Claim,"(30293, 30447)",Support
"We need an administration that will turn this trade policy around and open up those markets, stand tough with our trading partners to help keep the jobs at home and send the products abroad",Claim,"(37419, 37608)","what we need in this country is someone like Mike Dukakis, who gave ten balanced budgets in a row there, and was able to do that, meet that kind of a commitment, set those tough priorities",Claim,"(37229, 37417)",Support
He also was opposed to mandatory drug sentencing for drug dealers in the state of Massachusetts,Claim,"(40964, 41059)",He is opposed to the death penalty for drug kingpins,Claim,"(40720, 40772)",Support
"In the area of jobs and education, I wrote the Job Training Partnership Act, a bipartisan bill",Premise,"(2941, 3035)","The question goes to whether I am qualified to be Vice President, and in the case of a tragedy, whether I'm qualified to be President",Claim,"(1849, 1982)",Support
You have to see what kind of leadership roles that person has played in his life before that crisis struck him,Claim,"(43984, 44094)","I think what we are looking at here is someone that can step in at the presidency level at the moment, if that tragedy would occur",Claim,"(43733, 43863)",Support
"We can convert corn to ethanol, and I would push for that very strong",Premise,"(48212, 48281)",We can use other things that'll help the farmer,Claim,"(48163, 48210)",Support
I will have day-to-day activities with all the people in government,Claim,"(54631, 54698)",I will be prepared to do that,Claim,"(54914, 54943)",Support
what former President Nixon and Senator Richard Lugar were talking about was a foreign policy as we move toward the 21st century,Premise,"(62014, 62142)","Those three books, which I read over the last spring vacation and early summer, had a very definite impact",Claim,"(61898, 62004)",Support
I don't understand your vote on veterans issues,Claim,"(68471, 68518)",I do strongly disagree with him on some of the issues,Claim,"(68360, 68413)",Support
"where Michael Dukakis and I do disagree, what you really ought to get to is what's being done against crime, and what kind of progress he's been able to make",Claim,"(74041, 74198)","you would seem him as president of the United States being very aggressive in this fight against crime, and having that kind of a successful result",Claim,"(74743, 74890)",Support
We changed America,Claim,"(80351, 80369)",Ronald Reagan and George Bush saved America from decline,Claim,"(80293, 80349)",Support
What I have voted for and what Senator Bentsen has voted for is to delay the cost-of-living adjustments,Premise,"(10094, 10197)","Senator Bentsen, you know that I did not vote to cut Social Security benefits eight times",Premise,"(10003, 10092)",Support
"You bring up the environment, you can't help but think about the environmental policy of the governor of Massachusetts",Premise,"(12332, 12450)",What has the governor of Massachusetts done about that? Virtually nothing,Claim,"(12675, 12748)",Support
"six million people are off the taxpaying payrolls because of that tax reform, and they are keeping the tax money there",Premise,"(15991, 16109)","This administration, and a George Bush administration, will be committed to eradicating poverty",Claim,"(15293, 15388)",Support
I think they believe in the Monroe Doctrine,Claim,"(20729, 20772)",The Governor of Massachusetts is simply out of step with mainstream America,Claim,"(21146, 21221)",Support
"for example, which I look on as frankly one of those things that we've had to do because the Republicans have done it for so long",Premise,"(22870, 22999)","campaign reform, changing the rules of the game, is something we tried repeatedly in this session of the Congress, but only to have the Republicans lead the charge against us and defeat us",Claim,"(23043, 23231)",Support
we believe in the people,Claim,"(30264, 30288)","yes, there's a role of government and the role of government is to make sure that those safety - and health and the welfare of the people is taken care of",Claim,"(30293, 30447)",Support
"when we have other countries that can't manage their economy down in Central and South America, we send down the American ambassador, we send down the International Monetary Fund, and we tell them what they can buy and what they can sell and how to run their economies",Premise,"(36846, 37114)",The ultimate irony would be to have that happen to us,Claim,"(37116, 37169)",Support
"You cannot have a war on drugs, you cannot be tough on drugs and weak on crime",Claim,"(41061, 41139)",He also was opposed to mandatory drug sentencing for drug dealers in the state of Massachusetts,Claim,"(40964, 41059)",Attack
a bill that has trained and employed over three million economically disadvantaged youth and adults in this country,Premise,"(3037, 3152)","In the area of jobs and education, I wrote the Job Training Partnership Act, a bipartisan bill",Premise,"(2941, 3035)",Support
"I think what we are looking at here is someone that can step in at the presidency level at the moment, if that tragedy would occur",Claim,"(43733, 43863)","if you do that type of thing, then you arrive at a judgment that I think would be a wise one",Claim,"(44100, 44192)",Support
"I think what you can do in that one, and which would be very helpful, is to use a lot more natural gas",Claim,"(47192, 47294)",I'll do those things that are necessary to put the environment of our country number one,Claim,"(48298, 48386)",Support
"I will be prepared not only because of my service in the Congress, but because of my ability to communicate and to lead",Claim,"(54945, 55064)",I will be prepared to do that,Claim,"(54914, 54943)",Support
