unique_id,id,year,text,label
1976_5e315562ef57f459071a4b85f6e195c4,T417,1976,you can't really raise sufficient revenue to provide an overall tax cut of any size,Claim
1976_8836b5bb5435dffd6ecc900c5730f979,T418,1976,"unless you're willing to do such things as reduce the itemized deductions for charitable contributions or home mortgage payments, or interest, or taxes, or capital gains",Premise
1976_52a0f0226e06660ef03b0fb970d33dbe,T419,1976,we have uh such a grossly unbalanced tax system,Claim
1976_58f860571603efdf4c6fbcd19f817200,T420,1976,"of all the tax - benefits now, 25 percent of 'em go to the 1 percent of the richest people in this country",Premise
1976_6b82d0054a42cff9af4bdaa52b2c6ec4,T421,1976,Over 50 percent - 53 to be exact - percent of the tax benefits go to the 14 percent richest people in this country,Premise
1976_a554cbd913f9cf4e9abda49cb364bb0d,T422,1976,we've had a 50 percent increase in payroll deductions since Mr. Nixon went in office eight years ago,Premise
1976_e9b3f9f6d87591a642eae88f956ab759,T423,1976,That's got to be changed,Claim
1976_17ce3156dda613c1225a85f218f70b53,T424,1976,"Mr. Ford has - has advocated since he's been in office over $5 billion in reductions for corporations, special interest groups, and the very, very wealthy who derive their income - not from labor - but from investments",Premise
1976_b1606690ea40013acd03b4c7bf895265,T425,1976,A few things that can be done,Claim
1976_2aed48dc627d555a05dfd79853e9a5c0,T426,1976,the average American pays the taxes for them,Claim
1976_5de49efa3d2195f85011a68d80506237,T427,1976,When they don't pay their taxes,Premise
1976_b1d21eac586a32215c0d23b3ec048764,T428,1976,we have now a deferral system so that the multinational corporations who invest overseas - if they make a million dollars in profits overseas - they don't have to pay any of their taxes unless they bring their money back into this country,Premise
1976_1e22151c33d6386f5ec964cf1df92870,T429,1976,it robs this country of jobs,Claim
1976_552b03b46f6456949c1f01c05a822d59,T430,1976,"instead of coming back with that million dollars and creating a shoe factory, say in New Hampshire or Vermont, if the company takes the money down to Italy and - and builds a shoe factory, they don't have to pay any taxes on the money",Premise
1976_0706ba7560ae98f1601d8d213b8a0555,T433,1976,"Another thing is a system called DISC which was originally designed, proposed by Mr. Nixon, to encourage exports",Premise
1976_45e9d8afe84f8d2f2eb0ad6521598c68,T434,1976,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them",Premise
1976_309f21abd8384c1c215ea315a1cffcf3,T435,1976,This costs our uh - government about uh - $1.4 billion a year,Premise
1976_a792b57e6fbd0ffd18d11dc17f5b641e,T436,1976,"these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code",Claim
1976_16fb832357ccb16e3b07a0ea7109a3df,T437,1976,The average uh American person can't do it,Claim
1976_934fde7515f4c91e3c21482165393b78,T438,1976,You can't hire a lobbyist uh out of unemployment compensation checks,Premise
1976_b68945f802b67697ac80544c433115d9,T439,1976,"Another one that's uh - that's very important is the uh - is the business deductions, uh - jet airplanes, uh - first class travel, the fifty-dollar martini lunch",Premise
1976_4ced2043a6c02a20b7344dc9b9575597,T440,1976,"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can",Premise
1976_f78d1eda19893a7231c5a5fbb23942da,T441,1976,"another system is where uhh - a dentist can invest money in say, raising cattle and uh - can put in a hundred thousand dollars of his own money, borrow nine hundred thousand dollars - nine hundred mi- thousand dollars - that makes a million - and mark off a great amount of uh - of loss uh - through that procedure",Premise
1976_c9202b96ac324f5908bdb3473c0f3890,T442,1976,"there was one example, for instance, where uh - somebody uh - produced pornographic movies",Premise
1976_b9c5dd514868453dcd43daef2b5e1bdb,T443,1976,They put in $30 thousand of their own money and got a hundred and twenty thousand dollars in tax savings,Premise
1976_2b0c1ce8860995e974733e7530c37b94,T444,1976,"No, I wouldn't do away with all - uh business deductions",Claim
1976_ff8e55d3b54ff6edbbde014e39020996,T445,1976,I think that would be a - a very serious mistake,Claim
1976_f7347fd243dbc4dd585f55daa2593b30,T446,1976,you could lower taxes for everyone,Claim
1976_603f7bbb75e65dff7dbfe7221e61554b,T447,1976,if you could just do away with the ones that are unfair,Premise
1976_c53db2e8fa961d697492fbf9b0a0b578,T448,1976,"I would never do anything that would increase the taxes for those who work for a living, or who are presently required to list all their income",Claim
1976_48a3b40db986b332d564e699205fdc1e,T449,1976,"What I wanna do is not to raise taxes, but to eliminate loopholes",Claim
1976_526dddb198626ce1a98e7fd9ecbbc4f0,T450,1976,I think this is the very best way to approach it,Claim
1976_841ef03f2871e995032353628e75b767,T451,1976,the point of my first statistics that I gave you - that - that the present tax benefits that have been carved out over a long period of years - fifty years - by sharp tax lawyers and by lobbyists have benefited just the rich,Premise
1976_38e60aa1f54f6f76675b708e8e0dda5d,T452,1976,"These programs that I described to you earlier - the tax deferrals for overseas, the DISC, and the tax shelters, uh - they only apply to people in the $50 thousand-a-year bracket or up",Premise
1976_5e87a05c7c1f34b1f7885dd1a13d8750,T453,1976,make sure that everybody pays taxes on the income that they earn,Claim
1976_d5680108f772f4826ded79474300532a,T454,1976,make sure that you take whatever savings there is from the higher income levels and give it to the lower- and middle-income families,Claim
1976_90accad100f712d133f68841b9a9b973,T455,1976,Governor Carter's answer tonight does not coincide with the answer that he gave in an interview to the Associated Press a week or so ago,Claim
1976_f4a5f1e0baf4efda4fdf01e39f3d0b42,T456,1976,In that interview uh - Governor Carter indicated that uh - he would raise the taxes on those in the medium or middle-income brackets or higher,Premise
1976_a04d1a42517781a191bd1fc880f614df,T457,1976,"if you uh - take the medium or middle-income taxpayer - that's about $14 thousand per person - uh - Governor Carter has indicated, publicly, in an interview that he would increase the taxes on about 50 percent of the working people of this country",Premise
1976_2f1551c34ba9bef7e9d503e2e9bcf66a,T458,1976,I think uh - the way to get tax equity in this country is to give tax relief to the middle-income people who have an income from roughly $8 thousand up to twenty-five or thirty thousand dollars,Claim
1976_b9e5dd9c383d131678e50c02675eb45f,T459,1976,They have been short-changed,Claim
1976_56522043988ef0a82a89efe23ca2cd70,T460,1976,we have taken ten million taxpayers off the tax rolls in the last eight years,Premise
1976_e5fc85806d7e4d908fa2b14e0503624c,T461,1976,we have uh - added to the minimum tax uh - provision to make all people pay more taxes,Premise
1976_7f95bb5d5d8fdf39aa4e1a8f1231d8eb,T462,1976,"I believe in tax equity for the middle-income taxpayer, increasing the personal exemption",Claim
1976_38252bc5be5fb83588218fc2959c4848,T463,1976,Mr. Carter wants to increase taxes for roughly half of the taxpayers of this country,Premise
1976_b1e4c602bda7c2ede2b54e57e87c2f36,T464,1976,the Governor has also played a little fast and loose with the facts about vetoes,Claim
1976_8b9ee53b0390f7ca62a9190d65c057ec,T465,1976,The records show that President Roosevelt vetoed an average of fifty-five bills a year,Premise
1976_f1e55896e8a1cb307a7988c78ef3bde3,T466,1976,"President Truman vetoed on the average, while he was president, about thirty-eight bills a year",Premise
1976_f41fde99b7752cb9b91f56b5dae040d8,T467,1976,"I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty-five and forty bills a year",Premise
1976_e92551241139aa2ab4c8ad0cdc9fff47,T468,1976,My average in two years is twenty-six,Premise
1976_b69a4c12353448e996f3c779a68b84eb,T469,1976,in the process of that we have saved uhh - $9 billion,Claim
1976_6e372a41b1be9149b958098d6b2c4dd4,T1,1976,"The bills that I vetoed, the one for an additional $6 billion, was not a bill that would have solved our unemployment problems",Claim
1976_4e8124b255b28f25aa5edb058a8ab610,T2,1976,Even the proponents of it admitted that no more than four hundred thousand jobs would be uh - made available,Premise
1976_e57fedb071d8f38f80578cebff47d83a,T3,1976,Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh - be made available,Premise
1976_62df57c133058702b3272d944b816842,T4,1976,Each one of those jobs would've cost the taxpayers $25 thousand,Premise
1976_f6cd92a10de2299503b656f1c2c0c9ae,T5,1976,"In addition, the jobs would not be available right now",Premise
1976_1522b9b2371faf5112c2f7892a7c9ab8,T6,1976,They would not have materialized for about nine to eighteen months,Premise
1976_4a42123d0be7b73157d5b1cf75874c79,T7,1976,The immediate problem we have is to stimulate our economy now so that we can get rid of unemployment,Claim
1976_1e370dceedfa8f440078d6069c9270ba,T8,1976,What we have done is to hold the lid on spending in an effort to reduce the rate of inflation,Claim
1976_d46381a9d786d10fd14e154d88e897ac,T9,1976,"we have proven, I think very conclusively, that you can reduce the rate of inflation and increase jobs",Claim
1976_2a4170949930bd7ead61217c8a6314b9,T10,1976,"For example, as I have said, we have added some four million jobs in the last seventeen months",Premise
1976_3a841fbba5b0bf4ec17eb942a81135d2,T11,1976,"We have now employed eighty-eight million people in America, the largest number in the history of the United States",Premise
1976_f2881bf504f383aa1f4b534a0235173a,T12,1976,We've added five hundred thousand jobs in the last two months,Premise
1976_9d9d96ae8caf14c6bb8af27b2e3988dd,T13,1976,Inflation is the quickest way to destroy jobs,Premise
1976_da29c7aa1a2ba7e633d2aac1c27f7b33,T14,1976,"by holding the lid on federal spending we have been able to do an- a good job, an affirmative job in inflation and as a result have added to the jobs in this country",Claim
1976_5c7718c24e7f8ca69915b89b4995fb2b,T15,1976,"I think it's uh - also appropriate to point out that through our tax policies we have stimulated uhh - added employment throughout the country, the investment tax credit, the tax incentives for expansion and modernization of our industrial capacity",Claim
1976_fe0157063a6c7b0d452cfc9550e177aa,T16,1976,"It's my - my opinion that the private sector, where five out of six jobs are, where you have permanent jobs, with the opportunity for advancement, is a better place than make-work jobs under the program recommended by the Congress",Claim
1976_b3a4847ca40b991bfe728f01d5ced136,T17,1976,that bill has not yet come down to the Oval Office,Premise
1976_eba57e14cf54e0f5c182cafd3e33079d,T18,1976,I am not in a position to make any judgment on it tonight,Claim
1976_fe427f7113e5ef73852718de851579bf,T19,1976,that is an extra $4 billion that would uh - add to the deficit,Premise
1976_3bc0db9e648e4cb9d904e5b75194bf1e,T20,1976,which would add to the inflationary pressures,Premise
1976_599e2b15ec75157c5dc93112666445cb,T21,1976,"which would help to destroy jobs in the private sector - not make jobs, where the jobs really are",Premise
1976_f7f0d2a33fe96d40d3be7b63829bd4c0,T22,1976,"These make-work, temporary jobs - dead end as they are - are not the kind of jobs that we want for our people",Claim
1976_c7c58b71539320b0e2cdbdd77ea16710,T23,1976,I think it's interesting to point out that uh - in the uh - two years that I've been president I've vetoed fifty-six bills,Premise
1976_59706cc6e7ed07b637aa50343131524e,T24,1976,Congress has sustained forty-two vetoes.,Premise
1976_01218aca6d4450394f2b929d61127bb8,T25,1976,we have saved over $9 billion in federal expenditures,Claim
1976_c468d859ab2ca2e3d64750c97e879c0f,T26,1976,"the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit",Premise
1976_93aec7c3aed9ed9d1b93e638181e4fb9,T27,1976,he can't have it both ways,Claim
1976_11d54c637dd98b3309e46b4d763999d4,T28,1976,Governor Carter complains about the deficits that uh - uh - this administration has had,Premise
1976_c97b4341a878a392d65eaba7b30f3030,T29,1976,he condemns the vetoes that I have made that has - that have saved the taxpayer $9 billion and could have saved an additional $13 billion,Premise
1976_e7983be91e5ba18ec0b4d5c536633761,T30,1976,"it seems to me that we should hold the lid, as we have, to the best of our ability",Claim
1976_a848e56607918def541ec6f6a60cff85,T31,1976,we can stimulate the private economy and get the jobs where the jobs are - five out of six in this economy,Claim
1976_0b3bfee560518aadab56dd2df1e7f676,T32,1976,"Mr. Ford doesn't seem to put into perspective the fact that when - when uh five hundred thousand more people are out of work than there were three months ago, while we have two and a half million more people out of work than were when he took office, that this touches human beings",Premise
1976_3aa61123181582da9abd60e9cc2dc230,T33,1976,"I was in uh - a city in uh - Pennsylvania not too long ago, near here, and uh - there were about four or five thousand people in the audience - it was on a - on a train trip. And I said, ""How many uh - adults here are out of work?"" About a thousand raised their hands",Premise
1976_4459756fbb7c547d546b05cc511fbf85,T34,1976,Mr. Ford uh - actually has fewer people now in the private sector in non-farm jobs than when he took office,Premise
1976_198f140c5d38c40eb715f107399a704f,T35,1976,Seven point nine percent unemployment is a terrible tragedy in this country,Premise
1976_c484ebc6681b7f82972c3141e38fa264,T36,1976,"We've got the highest inflation we've had in twenty-five years right now, except under this administration, and that was fifty years ago",Premise
1976_a72bc36461fb4216dec1fba4082260d8,T37,1976,"we've got uh - the highest unemployment we've had uh - under Mr. Ford's administration, since the Great Depression",Premise
1976_34d696acfcd705ce5aae8c87dc4b418d,T38,1976,"This affects human beings, and - and his insensitivity in providing those people a chance to work has made this a welfare administration, and not a work administration",Claim
1976_0512dadf6bdcd17019787589e88027bb,T39,1976,He hasn't saved $9 billion with his vetoes,Premise
1976_ff599dbf7bfc0758ed85c26624e5b0ed,T40,1976,There's only been uh - a net savings of $4 billion,Premise
1976_4bcaf5db6bf3a0432c3319d3543cc13a,T41,1976,"the cost in unemployment compensation, welfare compensation, and lost revenues has increased $23 billion in the last two years",Premise
1976_5e92b03bee64830ae57843725261061b,T42,1976,This is a - a typical attitude that really causes havoc in people's lives,Claim
1976_44bae7038188307e89905af4393400c1,T43,1976,"it's covered over by saying that our country has naturally got a 6 percent unemployment rate, or 7 percent unemployment rate and a 6 percent inflation",Claim
1976_cfb57291dd5fd14544bf46f6ca525d8e,T44,1976,It's a travesty,Claim
1976_16df1f0fafb697e1e3e4319a67ccea32,T45,1976,It shows a lack of leadership,Claim
1976_64be203d0f054e519c6ed36a75d322a8,T46,1976,we've never had a president since the War between the States that vetoed more bills,Premise
1976_f3397c7d1ee8e54fbd831e7796a59214,T47,1976,Mr. Ford has vetoed four times as many bills as Mr. Nixon - per year,Premise
1976_f72f6537629e2fbaab0e67aa64567923,T48,1976,eleven of 'em have been overridden,Premise
1976_796718161eadecd138d9f0be40ac4871,T49,1976,where five out of six jobs are,Premise
1976_5b3a97d649b287f9cc9fcc593cf51d29,T50,1976,where you have permanent jobs,Premise
1976_9b58e4a7e968211c50a5a9e2149b2f1f,T51,1976,He says he's learned how to match unemployment with inflation,Premise
1976_9b7a69435221db36898581f11c1d2152,T270,1976,"for black Americans, President Ford is quietly getting the job done",Claim
1976_35135b56bc656e9421bf8784d6881e48,T271,1976,study after study has shown little progress in desegregation and in fact actual increases in segregated schools and housing in the Northeast,Premise
1976_d170f16e5c9e42d0e55d3d15d7b94d45,T272,1976,civil rights groups have complained repeatedly that there's been lack of progress and commitment to an integrated society uh - during your administration,Premise
1976_7fbd6c77c9e09d0ef7f653d2299f71d5,T273,1976,I'm very proud of the record of this administration,Claim
1976_02f3bc9d1541ddb979ba2b79f2a1d641,T274,1976,"In the cabinet I have one of the outstanding, I think, administrators as the secretary of transportation, Bill Coleman",Premise
1976_56ee849efa8405de93291f1984008d39,T275,1976,"You're familiar, I'm sure, with the recognition given in the Air Force to uh - General James",Premise
1976_d29774c950563f634ca3be57fc48eddf,T276,1976,"there was just uh - approved a three-star admiral, the first in the history of the United States Navy, so uh - we are giving full recognition to individuals of quality in the Ford administration in positions of great responsibility",Premise
1976_6c79063fc28dd4dc865c689342eb3aca,T277,1976,"the Department of Justice is fully enforcing, and enforcing effectively, the Voting Rights Act, the legislation that involves jobs, housing for minorities, not only blacks but all others",Premise
1976_e1e3b7aaa1b95d7f3af56edb172a3fe5,T278,1976,"the Department of uh - uh - HUD is enforcing the new legislation that uhh - outlaws, that takes care of redlining",Premise
1976_4b6fb4f9580513363a401075ca12b49f,T279,1976,"what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify",Premise
1976_755a8a88a479f11a65180830684e7e46,T280,1976,The Office of Minority Business in the Department of Commerce has made available more money in trying to help uh - black businessmen or other minority businessmen than any other administration since the office was established,Premise
1976_bce673b90594a5de61bd3e2c667a10ec,T281,1976,"The Office of Small Business, under Mr. Kobelinski, has a very massive program trying to help the black community",Premise
1976_483531f81cec239786c7b52e50bbbee2,T282,1976,"The individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans",Premise
1976_1a598cad08032c6230d3d90fbb6538c8,T283,1976,I believe on the record that this administration has been more responsive and we have carried out the law to the letter,Claim
1976_af655c866032a5621063a08fb534ea48,T284,1976,I'm proud of the record,Claim
1976_a0bdbfbbbf468c33edaf8a3a0f739719,T285,1976,The uh - description just made of this administration's record is hard to uh - recognize,Claim
1976_4d8b2d900e2449f227a350ddd83e76e2,T286,1976,Mr. Ford voted against the uh - Voting Rights Acts and the uh - Civil Rights Acts in their uh - debative stage,Premise
1976_6f5e63f535e00bdd0d8e785c99f1f98b,T287,1976,once it was assured they were going to pass he finally voted for it,Premise
1976_681512147476e97b0e8930700d24165e,T288,1976,This country uh - changed drastically in 1969,Claim
1976_88cb2544bdf5051b043b6e3e52868a83,T289,1976,when the uh - terms of John Kennedy and Lyndon Johnson were over and Richard Nixon and - and Gerald Ford became the presidents,Premise
1976_4b5ecd34d1a18045912042b239910997,T290,1976,There was a time when there was hope for those who uh - were poor and downtrodden and who were - uh elderly or who were - uh ill or who were in minority groups,Premise
1976_dca7779d20f279cdf340a2192376805b,T291,1976,that time has been gone,Premise
1976_434a06101295167544189acadf7bda10,T292,1976,I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people,Claim
1976_2a44239d4fda818e6cfa38409061a7ec,T293,1976,the chance to vote,Premise
1976_53bb7e3a79a59ff25bbfd34845e947a3,T294,1976,to hold a job,Premise
1976_06ee7e99c6976ba86128723823966e7a,T295,1976,to buy a house,Premise
1976_bccd3a5311cb02f6a72476c6164c4859,T296,1976,to go to school,Premise
1976_acdd5c92f8b02e9ba3b1387837747c43,T297,1976,to participate in public affairs,Premise
1976_a5fdd56886863e0ca55ecd67c6d48988,T298,1976,It not only liberated - uh black people but it also liberated the whites,Premise
1976_3340d51ed83aea4cab0cf0e338aef7e9,T299,1976,The bankruptcies have gone up - uh in an extraordinary degree,Claim
1976_5165737d6448987acaa5bd4603c11107,T300,1976,"We've seen uh - in many instances in recent years a minority affairs uh - section of uh Small Loan Administration, uh - Small Business Administration lend uh - a black entrepreneur just enough money to get started, and then to go bankrupt",Premise
